Player,Team,Year,Pos,Archetype,OBPM,mean,Total Minutes
PENNY TAYLOR,PHO,2014,F,Primary On-Ball Creator,1.2721080412133583,5.306224999504949,778.8000000000001
KATIE SMITH,MIN,2003,G,Primary On-Ball Creator,1.2651414934680787,1.6793959713377866,1183.1999999999998
NNEKA OGWUMIKE,SEA,2024,F,Perimeter-Oriented Big/Wing,1.2557683209273947,3.3434663264861313,1176.6
COURTNEY VANDERSLOOT,CHI,2016,G,Primary On-Ball Creator,1.2424847514519035,2.4871264186661537,729.0
NAPHEESA COLLIER,MIN,2023,F,Perimeter-Oriented Big/Wing,1.2419068170070433,-1.1503342532667564,1239.5
JANEL MCCARVILLE,MIN,2016,PowerF,Roller/Cutter,1.2318972432891826,5.034024562029317,415.8
CANDACE PARKER,LAS,2013,PowerF,Perimeter-Oriented Big/Wing,1.2225753359593383,3.924809601321318,889.6999999999999
TIFFANY HAYES,ATL,2014,G,Primary On-Ball Creator,1.214893288317768,1.8224584888157784,965.6
SKYLAR DIGGINS,DAL,2018,G,Primary On-Ball Creator,1.2098789643494807,3.774885294052236,1091.2
DEWANNA BONNER,PHO,2016,SG,Primary On-Ball Creator,1.202256507624577,2.269923674631775,1064.2
NIKKI TEASLEY,LAS,2003,G,Primary On-Ball Creator,1.2019404425541118,4.130518495232245,1186.6
DEWANNA BONNER,CON,2022,SG,Primary On-Ball Creator,1.1936483417663317,4.146340496303968,990.0
CAPPIE PONDEXTER,PHO,2006,G,Primary On-Ball Creator,1.1818919619754573,4.953686248602225,1032.3
BRIDGET CARLETON,MIN,2024,F,Spot-up Shooter,1.1615411086845282,1.6827578957688245,1166.1
NNEKA OGWUMIKE,LAS,2020,F,Interior Primary Option,1.1476383036004614,-0.2437710769327775,471.6
BECKY HAMMON,SAN,2012,G,Primary On-Ball Creator,1.147594095949269,0.799508871332385,996.6
CANDACE PARKER,CHI,2021,PowerF,Perimeter-Oriented Big/Wing,1.1335677254052254,0.6949740879524713,616.4
ALLISHA GRAY,DAL,2020,G,Primary On-Ball Creator,1.128969928818236,6.340625984573368,524.0
LAUREN JACKSON,SEA,2005,PowerF,Perimeter-Oriented Big/Wing,1.1284246231322752,2.2945278482261844,1176.4
TIFFANY HAYES,ATL,2018,G,Primary On-Ball Creator,1.1239419790879135,1.6888929430380244,895.9
CYNTHIA COOPER,HOU,2000,G,Primary On-Ball Creator,1.1231502312477302,0.9449462316411305,1085.0
NYARA SABALLY,NYL,2024,C,Roller/Cutter,1.1105054131333523,-2.8802388503332708,351.0
AERIAL POWERS,WAS,2019,G,Primary On-Ball Creator,1.1065913501925044,7.395579689024984,594.0
BREANNA STEWART,SEA,2016,F,Perimeter-Oriented Big/Wing,1.1000009679858287,3.049319003108534,1179.8000000000002
LEILANI MITCHELL,NYL,2010,G,Spot-up Shooter,1.0842957311728476,4.244825432353846,979.2
BRIONNA JONES,CON,2020,F,Interior Primary Option,1.079113363213455,3.874372635570663,548.1
NNEKA OGWUMIKE,LAS,2013,F,Interior Primary Option,1.0754191297550952,1.556694901412862,877.2
SPARKLE TAYLOR,CHI,2022,G,Secondary Creator/Distributor,1.0711249707223804,9.531636926923678,24.6
SYLVIA FOWLES,MIN,2017,C,Interior Primary Option,1.0607884692348655,3.421850593588884,1047.2
NAPHEESA COLLIER,MIN,2020,F,Perimeter-Oriented Big/Wing,1.0536851222146755,6.27478718288686,752.4000000000001
PENNY TAYLOR,PHO,2005,F,Primary On-Ball Creator,1.0534072087074096,-1.6226629437278792,852.5999999999999
ALYSSA THOMAS,CON,2023,F,Interior Primary Option,1.0486287040949658,2.824865724852014,1444.0
LATOYA SANDERS,WAS,2018,PowerF,Roller/Cutter,1.0299592463691485,4.713810735735014,686.0
DEANNA NOLAN,DET,2008,SG,Primary On-Ball Creator,1.0282035270033696,4.195105837766575,1142.4
SHEA MAHONEY,PHO,2002,F,Roller/Cutter,1.0203838943609382,6.9057847657136495,13.2
ALYSSA THOMAS,CON,2022,F,Interior Primary Option,1.0135862661048294,4.421120408297883,1155.6
AERIAL POWERS,WAS,2020,G,Primary On-Ball Creator,1.0096194930449232,2.6267586230943527,178.8
IZIANE CASTRO MARQUES,SEA,2007,SG,Primary On-Ball Creator,1.000766698063228,10.378778716596536,962.2
ALIYAH BOSTON,IND,2024,PowerF,Interior Primary Option,0.9937226985389679,1.2442209964948774,1236.0
TAMIKA CATCHINGS,IND,2011,F,Perimeter-Oriented Big/Wing,0.9903190047672077,3.58387553753205,1039.5
SHONI SCHIMMEL,NYL,2016,G,Spot-up Shooter,0.989234709856019,-1.590644452908536,76.5
NNEKA OGWUMIKE,LAS,2018,F,Interior Primary Option,0.9880557927288398,-0.7408696730060995,831.6
DIANA TAURASI,PHO,2010,G,Primary On-Ball Creator,0.9790318723274822,2.584444973689781,998.2
EMMA MEESSEMAN,WAS,2017,F,Perimeter-Oriented Big/Wing,0.9763019000300424,3.520849462323393,653.1999999999999
TIFFANY HAYES,LVA,2024,G,Secondary Creator/Distributor,0.9740020152060819,1.0546487545648269,706.1999999999999
TEAIRA MCCOWAN,IND,2019,C,Interior Primary Option,0.940769131085146,0.8043583465168483,751.4000000000001
MEGAN GUSTAFSON,PHO,2023,C,Interior Primary Option,0.9370522478177654,3.661455087146266,513.4
ANDREA STINSON,CHA,2002,G,Primary On-Ball Creator,0.9299449408311493,1.8103410567490152,950.4
SEIMONE AUGUSTUS,MIN,2008,SG,Perimeter-Oriented Big/Wing,0.9091205879388087,5.391555866125733,1041.6
ANGEL MCCOUGHTRY,ATL,2009,SG,Perimeter-Oriented Big/Wing,0.9089632171204298,2.9740991546336892,734.4000000000001
OLGA FIRSOVA,NYL,2000,C,Roller/Cutter,0.8955123992320371,-17.151379432639335,18.9
CRYSTAL BRADFORD,ATL,2021,F,Primary On-Ball Creator,0.8912573884716075,-1.2966771325670152,439.2000000000001
CHAMIQUE HOLDSCLAW,WAS,2003,F,Perimeter-Oriented Big/Wing,0.8829303681037001,2.902768660947865,947.7
BRIONNA JONES,CON,2021,F,Interior Primary Option,0.8718518020131184,4.7123562563695005,979.2
DEARICA HAMBY,LVA,2020,F,Interior Primary Option,0.8715793359381776,1.2601631024704796,622.6
BRITTNEY GRINER,PHO,2018,C,Perimeter-Oriented Big/Wing,0.8653344203863554,-0.1000726982677669,1108.4
KELSEY MITCHELL,IND,2024,G,Primary On-Ball Creator,0.8532639575818528,1.0449400268850015,1280.0
CANDACE PARKER,LAS,2011,PowerF,Perimeter-Oriented Big/Wing,0.8428057976569393,1.6697624228709056,554.2
JIA PERKINS,SAN,2014,G,Primary On-Ball Creator,0.8334910559081934,1.8664202176653957,519.8000000000001
ALYSSA THOMAS,CON,2024,F,Interior Primary Option,0.8049974437480985,0.1309019126116213,1296.0
BRIA HARTLEY,PHO,2020,G,Primary On-Ball Creator,0.8020911376304397,0.5266020662399649,322.40000000000003
MARINA MABREY,CON,2024,G,Primary On-Ball Creator,0.7995012641777908,-0.5720907271828297,1236.0
STEFANIE DOLSON,NYL,2023,C,Secondary Creator/Distributor,0.7981313546176181,-2.6128159967731146,273.7
LAUREN JACKSON,SEA,2009,PowerF,Perimeter-Oriented Big/Wing,0.7977429405692921,3.625912845044836,842.4
VICKIE JOHNSON,NYL,2003,SG,Primary On-Ball Creator,0.7864355686292529,-0.8044416696432515,1043.2
TIFFANY HAYES,CON,2023,G,Primary On-Ball Creator,0.7709056693319266,1.5162250368466788,1080.0
CHEYENNE PARKER-TYUS,CHI,2020,F,Interior Primary Option,0.7641341325757068,2.2700402080775475,498.0
KARIMA CHRISTMAS-KELLY,DAL,2018,SG,Secondary Creator/Distributor,0.760443409091208,-2.465548058965221,166.8
TAMMY SUTTON-BROWN,CHA,2002,C,Interior Primary Option,0.7600300688001846,6.602622737667442,886.4
ALYSSA THOMAS,CON,2020,F,Interior Primary Option,0.7503485951601675,1.7283594826304385,688.8
BRIONNA JONES,CON,2024,F,Interior Primary Option,0.7471092295247113,3.87284526231924,1088.0
KIERSTAN BELL,LVA,2024,F,Secondary Creator/Distributor,0.7422300582618988,0.5886675422362326,43.2
COURTNEY WILLIAMS,CON,2019,G,Perimeter-Oriented Big/Wing,0.7420679490698529,1.7913686440284324,989.4
KARA LAWSON,CON,2013,G,Primary On-Ball Creator,0.7406845509858662,-2.4880577713017376,270.90000000000003
KRISTI TOLIVER,LAS,2016,G,Spot-up Shooter,0.730200188799067,4.883088157820218,1059.3
NNEKA OGWUMIKE,LAS,2012,F,Interior Primary Option,0.7291153369424705,9.203373551084,920.7
VICKIE JOHNSON,NYL,2002,SG,Primary On-Ball Creator,0.7246933038356408,1.5114520706609935,1026.1
ALLIE QUIGLEY,CHI,2019,G,Spot-up Shooter,0.7162631009793436,4.5411049171456455,972.4
KRISTI TOLIVER,WAS,2018,G,Primary On-Ball Creator,0.7127120430621591,4.922452410119286,1085.7
ALLIE QUIGLEY,CHI,2022,G,Primary On-Ball Creator,0.710655605268891,4.339331901490209,894.2
SKYLAR DIGGINS,SEA,2024,G,Primary On-Ball Creator,0.7096809216360136,1.0308469402992193,1264.0
CANDACE PARKER,LAS,2016,PowerF,Perimeter-Oriented Big/Wing,0.7086874577954874,0.2136111982198198,1047.2
ANDREA STINSON,CHA,2001,G,Primary On-Ball Creator,0.7068539973916292,-0.1971429876788968,1004.8
JONQUEL JONES,NYL,2023,C,Interior Primary Option,0.6976266299415884,10.10369250140257,1000.0
LATOYA SANDERS,WAS,2015,PowerF,Roller/Cutter,0.6888598114462002,-1.9978904361945415,416.3
ASJHA JONES,CON,2008,F,Perimeter-Oriented Big/Wing,0.6872877811898883,6.563604879757728,963.6
EZI MAGBEGOR,SEA,2021,PowerF,Interior Primary Option,0.6819263690588429,-1.8950550872117469,456.0
JENNIFER AZZI,UTA,2000,G,Secondary Creator/Distributor,0.6803113081899143,6.129026402454606,559.5
PLENETTE PIERSON,DET,2008,F,Interior Primary Option,0.6706341777353131,6.407180024155801,649.6
CHINEY OGWUMIKE,CON,2018,PowerF,Interior Primary Option,0.6688045415349547,4.697324492450374,790.5
BECKY HAMMON,SAN,2010,G,Primary On-Ball Creator,0.6637351163264128,2.364378222558924,1075.2
MONIQUE CURRIE,PHO,2017,F,Primary On-Ball Creator,0.6345983336852448,-5.635635723948718,784.8000000000001
BETNIJAH LANEY-HAMILTON,NYL,2023,SG,Spot-up Shooter,0.6253702698914022,8.575048421602862,1200.0
MICHELLE CLEARY,PHO,2000,G,Spot-up Shooter,0.6189123328898845,2.909849533971102,506.4
MORIAH JEFFERSON,SAN,2017,G,Secondary Creator/Distributor,0.6131791630736995,2.403184248097703,514.5
TRICIA LISTON,MIN,2015,F,Spot-up Shooter,0.6067320926609587,-2.9469094863611827,372.0
KEISHA HAMPTON,CHI,2017,F,Spot-up Shooter,0.6025331584697052,-8.554009542177631,148.2
YVONNE TURNER,PHO,2022,G,Secondary Creator/Distributor,0.6022089313724596,-11.801913581293189,138.6
DAMIRIS DANTAS,MIN,2020,PowerF,Secondary Creator/Distributor,0.596440831300938,0.6735532547329001,585.2
LORELA CUBAJ,ATL,2023,PowerF,Roller/Cutter,0.5941600057235557,8.121104183313387,18.6
SHENISE JOHNSON,IND,2017,G,Primary On-Ball Creator,0.5922290179139359,0.3379112455926084,348.59999999999997
ALLISHA GRAY,DAL,2022,G,Primary On-Ball Creator,0.5905800049374906,5.408733787224211,1085.7
BRITTNEY GRINER,PHO,2024,C,Perimeter-Oriented Big/Wing,0.5878190508909201,2.054892043440763,861.0
KALANI BROWN,DAL,2023,C,Interior Primary Option,0.5779786747947999,-3.3310794544777624,524.8
LINDSAY WHALEN,MIN,2016,G,Secondary Creator/Distributor,0.5778297203223413,4.401356149993656,787.2
TIFFANY HAYES,ATL,2021,G,Primary On-Ball Creator,0.5704180831811911,2.0045178063967635,594.3000000000001
LAURIE KOEHN,WAS,2006,G,Spot-up Shooter,0.566593394059705,4.166485684258465,150.4
LIZ CAMBAGE,LVA,2021,C,Interior Primary Option,0.5627302931387844,-0.4312390026418874,595.0
LATOYA SANDERS,WAS,2016,PowerF,Roller/Cutter,0.5383904659408023,-0.9399535535623876,69.6
SYLVIA FOWLES,CHI,2012,C,Interior Primary Option,0.530010357932383,-2.1475795746126907,777.5
DANIELLE ROBINSON,SAN,2012,G,Secondary Creator/Distributor,0.5279599192211807,7.435956760027899,982.6
SYLVIA FOWLES,MIN,2016,C,Interior Primary Option,0.5256864407467391,2.460392320826096,969.0
BETNIJAH LANEY-HAMILTON,NYL,2024,SG,Secondary Creator/Distributor,0.5225914026347174,7.521333738392604,848.4
TICHA PENICHEIRO,LAS,2010,G,Secondary Creator/Distributor,0.5182521213847895,1.2752421211099798,844.8
ALLISON FEASTER,CHA,2002,F,Spot-up Shooter,0.5181838703196258,-1.3376972112397991,956.8
NNEKA OGWUMIKE,LAS,2022,F,Perimeter-Oriented Big/Wing,0.5165096313971212,0.8040113227175619,1067.6
A'JA WILSON,LVA,2018,C,Perimeter-Oriented Big/Wing,0.507193549830114,3.1215184441944275,1009.8
ERIKA DE SOUZA,ATL,2008,PowerF,Interior Primary Option,0.49982326558263185,-4.058866716646734,277.20000000000005
SATOU SABALLY,DAL,2020,F,Primary On-Ball Creator,0.49132982814593623,-4.141331173694396,451.2
NATASHA CLOUD,WAS,2022,G,Primary On-Ball Creator,0.48351925681925867,-0.7421895788716323,1064.2
A'JA WILSON,LVA,2020,C,Perimeter-Oriented Big/Wing,0.48253748973420757,2.284014666412763,697.4
KATIE DOUGLAS,CON,2003,SG,Spot-up Shooter,0.47953145626419497,0.6917902692986271,848.4
ALANNA SMITH,CHI,2023,F,Secondary Creator/Distributor,0.47288912203226635,-0.1964717830842639,1007.0
TAJ MCWILLIAMS-FRANKLIN,NYL,2010,PowerF,Interior Primary Option,0.46844802370619676,4.750454502786463,992.8
TEAIRA MCCOWAN,DAL,2022,C,Interior Primary Option,0.4649290939717688,8.50625018955636,623.6999999999999
KELSEY MITCHELL,IND,2022,G,Primary On-Ball Creator,0.46441370124415776,1.1784805466746138,1010.6
SYLVIA FOWLES,MIN,2021,C,Interior Primary Option,0.46266552249715065,0.5089360953527914,933.1
CAITLIN CLARK,IND,2024,G,Primary On-Ball Creator,0.46080690827815196,1.2004258552425646,1416.0
BRIDGET CARLETON,MIN,2020,F,Spot-up Shooter,0.4584921970461019,2.5147899320558507,567.6
BECKY HAMMON,SAN,2011,G,Primary On-Ball Creator,0.45702199565628343,2.3320872119439793,1049.4
NATASHA HOWARD,SEA,2018,F,Interior Primary Option,0.4514310976100178,5.272269038335063,870.4000000000001
KARA LAWSON,WAS,2015,G,Spot-up Shooter,0.44866857907775426,4.970040884316935,550.0
KRISTI TOLIVER,LAS,2014,G,Primary On-Ball Creator,0.4452682275490359,0.5689969464637059,769.5
ALLIE QUIGLEY,CHI,2020,G,Primary On-Ball Creator,0.4426132603043273,1.2192636799456933,631.4
SHEY PEDDY,PHO,2022,G,Spot-up Shooter,0.4327528906089899,1.3021191360958009,975.8
JIA PERKINS,CHI,2008,G,Primary On-Ball Creator,0.43020996699305286,3.2026372260331906,1077.8
TAMIKA CATCHINGS,IND,2008,F,Primary On-Ball Creator,0.42188515687971734,4.283648664359645,692.5
SEIMONE AUGUSTUS,LAS,2020,SG,Secondary Creator/Distributor,0.41519217510058787,2.178099488496741,331.8
CAYLA GEORGE,PHO,2015,PowerF,Secondary Creator/Distributor,0.4071920838393502,-3.178781467304438,431.7999999999999
TINA CHARLES,SEA,2022,C,Perimeter-Oriented Big/Wing,0.4003469275783826,0.465480830544447,982.6
SOPHIA YOUNG-MALCOLM,SAN,2012,F,Interior Primary Option,0.4003125070470754,3.886639600393463,1049.4
ANNE MARIE ARMSTRONG,ATL,2013,SG,Spot-up Shooter,0.3991189802997897,-23.89914732282449,25.2
LIZ CAMBAGE,LVA,2019,C,Perimeter-Oriented Big/Wing,0.3975667701189026,1.268808233709707,806.4
LISA LESLIE,LAS,2000,C,Perimeter-Oriented Big/Wing,0.39727046042396197,2.7035850371308205,1027.2
DEWANNA BONNER,PHO,2013,SG,Primary On-Ball Creator,0.3869802687211802,3.122957882057533,1118.6
ESSENCE CARSON,NYL,2013,G,Perimeter-Oriented Big/Wing,0.382409614478294,-10.320400201456597,118.0
DEWANNA BONNER,CON,2020,SG,Primary On-Ball Creator,0.3813410162478376,2.99688022829607,732.5999999999999
SUE BIRD,SEA,2005,G,Primary On-Ball Creator,0.37476988633037284,4.317980800412178,1017.0
VERONICA BURTON,CON,2024,G,Secondary Creator/Distributor,0.3635983083059139,2.7473844310241,393.7
DIANA TAURASI,PHO,2017,G,Primary On-Ball Creator,0.3587108089920778,1.5067527461661483,883.5
DIJONAI CARRINGTON,CON,2023,SG,Interior Primary Option,0.3475883376887277,0.0810222542505755,550.4
MARIA STEPANOVA,PHO,1998,C,Interior Primary Option,0.34658938842889275,3.3662045975455803,128.0
AERIAL POWERS,WAS,2018,G,Secondary Creator/Distributor,0.3412804659848304,0.7859285651343892,345.6
SHEY PEDDY,PHO,2021,G,Spot-up Shooter,0.3398755922329464,-4.418631678490554,560.0
JEWELL LOYD,SEA,2021,G,Primary On-Ball Creator,0.33836514857576283,-0.1828528938943018,961.0
LEXIE BROWN,LAS,2023,G,Spot-up Shooter,0.2899566947364871,2.5705378220399044,363.6
ERIN PERPEROGLOU,SAC,2006,F,Interior Primary Option,0.2894560648084334,1.9554292729905185,666.4000000000001
KAMILA VODICHKOVA,PHO,2005,PowerF,Perimeter-Oriented Big/Wing,0.28410692811969496,1.765091354558963,820.4
TIFFANY HAYES,ATL,2017,G,Primary On-Ball Creator,0.27035417222361374,-3.3981769929741743,993.3
LE'COE WILLINGHAM,PHO,2008,F,Interior Primary Option,0.2672420152789351,10.221692427050996,833.0
CRYSTAL LANGHORNE,SEA,2016,PowerF,Interior Primary Option,0.2592855133211919,3.644272352462443,844.8000000000001
JENNIFER HAMSON,LAS,2015,C,Roller/Cutter,0.24579300801930365,-7.059003145214815,162.5
TICHA PENICHEIRO,LAS,2011,G,Secondary Creator/Distributor,0.24557311589390168,2.0184878905260013,805.8
TASHA HUMPHREY,MIN,2009,C,Spot-up Shooter,0.23648963911537593,2.361680878033954,406.0
SAMI WHITCOMB,SEA,2020,G,Spot-up Shooter,0.22149912342269928,0.1490655773593246,363.0
JIA PERKINS,CHI,2007,G,Primary On-Ball Creator,0.2128921711600524,-2.221714665831831,749.1
SHANNA ZOLMAN,SAN,2009,G,Spot-up Shooter,0.20883984463949012,-10.407359988803622,174.79999999999998
COURTNEY WILLIAMS,CHI,2023,G,Secondary Creator/Distributor,0.20058792023561314,-1.436240972340469,1204.0
KATIE DOUGLAS,IND,2012,SG,Primary On-Ball Creator,0.200310680418346,2.231361114256907,988.8
EMMA MEESSEMAN,WAS,2015,F,Interior Primary Option,0.19433026420126578,3.4466587426691997,924.8
TAMIKA CATCHINGS,IND,2016,F,Primary On-Ball Creator,0.18754238597623782,1.6497929152584654,843.2
GILLIAN GORING,WAS,2007,C,Roller/Cutter,0.1857580281451583,-2.7036526604866995,155.4
KAYLA ALEXANDER,CHI,2019,C,Roller/Cutter,0.18340756906182687,17.967774177104427,19.799999999999997
JENNIFER GILLOM,LAS,2003,PowerF,Secondary Creator/Distributor,0.1823253420486833,0.4605972872648554,396.0
KATIE SMITH,MIN,2000,G,Primary On-Ball Creator,0.18143691139402401,0.1866839352611766,1196.8
LATASHA BYEARS,LAS,2002,SG,Roller/Cutter,0.18041394693178225,2.144777593274482,491.4
EZI MAGBEGOR,SEA,2024,PowerF,Interior Primary Option,0.17853278635549447,0.8986379168886739,1135.9
UKARI FIGGS,LAS,2001,G,Spot-up Shooter,0.1768485061157996,9.039509457870476,931.2
KARA LAWSON,CON,2011,G,Spot-up Shooter,0.17628492752021252,-1.1677426120693144,831.6
VICKIE JOHNSON,SAN,2007,SG,Secondary Creator/Distributor,0.17437360542260041,3.713165353294357,852.0
COURTNEY VANDERSLOOT,NYL,2024,G,Secondary Creator/Distributor,0.17397367955528503,-1.2384527588276495,691.3000000000001
KATIE DOUGLAS,ORL,2002,SG,Spot-up Shooter,0.17343190977649434,-1.4759427114516273,828.8
EZI MAGBEGOR,SEA,2022,PowerF,Interior Primary Option,0.17274143257527416,-2.4255643594673795,815.1
MAYA CALDWELL,ATL,2022,G,Spot-up Shooter,0.17200545174598325,-2.4709578683556987,213.3
NNEKA OGWUMIKE,LAS,2015,F,Interior Primary Option,0.16973327631825164,4.055362798765948,784.3000000000001
NNEKA OGWUMIKE,LAS,2014,F,Perimeter-Oriented Big/Wing,0.16773212533495496,-1.0150505342331666,910.8
OLIVIA ÉPOUPA,MIN,2024,G,Roller/Cutter,0.161487812210886,-7.667342492367149,113.9
ARIKE OGUNBOWALE,DAL,2022,G,Primary On-Ball Creator,0.1599008328241568,0.056116108753214,942.0
EPIPHANNY PRINCE,NYL,2017,G,Primary On-Ball Creator,0.15894750873978875,2.000972542980445,750.4
RONEEKA HODGES,SAN,2011,G,Spot-up Shooter,0.15384466210444003,-4.611171138656748,274.40000000000003
MARGO DYDEK,UTA,1999,C,Perimeter-Oriented Big/Wing,0.1516187137331435,1.817547330558584,736.0
CRYSTAL LANGHORNE,SEA,2017,PowerF,Interior Primary Option,0.14024690830667727,-0.9843082819871392,965.6
TINA THOMPSON,HOU,2006,F,Perimeter-Oriented Big/Wing,0.13295710490263252,5.250650209477894,695.1
CANDACE PARKER,LAS,2014,PowerF,Perimeter-Oriented Big/Wing,0.1243123803238253,3.3666711199560466,996.0
ANDREA STINSON,CHA,2000,G,Primary On-Ball Creator,0.1238490839836007,0.6273298242094842,1123.2
CRYSTAL ROBINSON,NYL,2004,F,Spot-up Shooter,0.12172452706589809,1.5840815660353562,887.6
MORIAH JEFFERSON,MIN,2022,G,Secondary Creator/Distributor,0.12146764009175945,2.101235241739716,809.1
DIANA TAURASI,PHO,2023,G,Primary On-Ball Creator,0.11403077126302447,-0.668615917080649,709.8000000000001
CARLA CORTIJO,ATL,2015,G,Secondary Creator/Distributor,0.10659865119234999,-0.7615886440548655,31.8
ELENA BARANOVA,UTA,1998,F,Perimeter-Oriented Big/Wing,0.10213186120903045,-1.77300155128171,672.0
KARIMA CHRISTMAS-KELLY,DAL,2016,SG,Primary On-Ball Creator,0.09593718687825023,0.1696098845374203,1074.4
MWADI MABIKA,LAS,2002,G,Primary On-Ball Creator,0.0924562978325717,2.32261528633071,1049.6
SOPHIA YOUNG-MALCOLM,SAN,2008,F,Perimeter-Oriented Big/Wing,0.0899331880914287,4.754736138120005,1052.7
DEANNA NOLAN,DET,2003,SG,Primary On-Ball Creator,0.08899033748088261,3.385194655123496,953.6
EMMA MEESSEMAN,WAS,2020,F,Perimeter-Oriented Big/Wing,0.08720670104944389,-1.193105497369506,634.0
JACKIE YOUNG,LVA,2021,G,Perimeter-Oriented Big/Wing,0.07844693746157684,9.380418490365978,1017.6
A'JA WILSON,LVA,2021,C,Perimeter-Oriented Big/Wing,0.07484122664028736,0.8312868953177467,1020.8
ASTOU NDOUR-FALL,DAL,2020,PowerF,Secondary Creator/Distributor,0.07332578717916721,-15.063286964975724,150.79999999999998
CRYSTAL DANGERFIELD,MIN,2020,G,Primary On-Ball Creator,0.07149763389288091,-0.1429914790821339,630.0
SHAMEKA CHRISTON,NYL,2009,G,Primary On-Ball Creator,0.07056790236621766,-2.6454225161259086,1014.4
RUTHY HEBARD,CHI,2023,F,Roller/Cutter,0.06938579966139406,4.013367697577549,174.79999999999998
SHEKINNA STRICKLEN,CON,2016,F,Spot-up Shooter,0.06087691302127136,-2.086318115947218,305.2
TINA THOMPSON,SEA,2013,F,Primary On-Ball Creator,0.05760139787946733,0.5971036015454099,975.8
RENEE MONTGOMERY,CON,2011,G,Primary On-Ball Creator,0.05588601333596904,4.33470616923046,989.4
DIANA TAURASI,PHO,2024,G,Primary On-Ball Creator,0.050133183561625744,-0.8504629078634132,1044.0
JANEL MCCARVILLE,NYL,2009,PowerF,Interior Primary Option,0.03938073433849326,-3.227371601528394,848.0
BECKY HAMMON,NYL,2005,G,Primary On-Ball Creator,0.03446848423516888,4.045526698105728,1179.8000000000002
NATALIE WILLIAMS,UTA,2000,C,Interior Primary Option,0.029231137617443902,3.3363733646729647,1041.1
TAMIKA CATCHINGS,IND,2005,F,Primary On-Ball Creator,0.02496418137454684,-1.099717544106604,1173.0
