Player,Year,Pos,Archetype,DBPM,mean,BPM,RAPM
TAMECKA DIXON,2008,G,Secondary Creator/Distributor,-0.672661902528503,-7.524434899229071,-2.6658253253724613,-3.806250922043633
SHEKINNA STRICKLEN,2019,F,Spot-up Shooter,-0.6727171863211958,5.885782760886582,-4.322857376872875,3.241508336079586
MARLIES ASKAMP,1997,C,Interior Primary Option,-0.673359521139139,-0.208844711080609,0.32709907627709667,2.701004822890493
KALANA GREENE,2010,G,Secondary Creator/Distributor,-0.6735340326337766,5.1645159777098275,-2.012512868390136,3.928227140835519
KYM HAMPTON,1998,C,Interior Primary Option,-0.6737088862360132,5.601577183730175,-2.8102372329692464,1.0358437620254044
TAMICHA JACKSON,2001,G,Secondary Creator/Distributor,-0.674340209073103,-0.2310701362925223,-2.0343574361972703,-1.6163998769114492
RUTH RILEY,2013,C,Secondary Creator/Distributor,-0.6760033035953141,6.430254743595067,-9.499679462357518,-2.325577607591261
NOELLE QUINN,2012,G,Spot-up Shooter,-0.676477485923292,-3.928294838199307,-1.6799901352000042,-3.7782741778739144
OLYMPIA SCOTT,2000,C,Roller/Cutter,-0.6769185722463816,9.120160392299455,-8.206256397877516,11.114842010627862
KRISTI TOLIVER,2016,G,Spot-up Shooter,-0.6778768411731564,2.293206687994317,-2.332287177737027,1.9168951152683986
MEGAN GUSTAFSON,2021,C,Roller/Cutter,-0.6791684833631704,-11.801769417095736,-8.687333349061007,-22.24285746965936
NOELLE QUINN,2017,G,Spot-up Shooter,-0.6791909457363978,3.904435357679951,-3.156562539111961,-2.4020658159266306
NATASHA HOWARD,2022,F,Perimeter-Oriented Big/Wing,-0.6792950055498714,1.1071306174959057,0.3779620034556652,0.3026889478526542
NATISHA HIEDEMAN,2020,G,Spot-up Shooter,-0.679507237829859,1.1808415352896016,-7.273309401330768,-13.132161332364502
LAURIE KOEHN,2012,G,Spot-up Shooter,-0.6795454066593791,-11.725622319896171,-11.942272493990565,-34.871968487843745
KRYSTAL THOMAS,2018,C,Roller/Cutter,-0.6810985432653942,-2.473202800031407,-6.753365230663198,-13.813814556777393
TINA CHARLES,2012,C,Perimeter-Oriented Big/Wing,-0.6811376842054172,1.3136279100138242,-4.11106955653053,3.650999453100911
KRISTEN VEAL,2002,G,Spot-up Shooter,-0.6816818943384986,-6.59710222854751,-5.935802612074702,-7.893667379700702
MORIAH JEFFERSON,2017,G,Secondary Creator/Distributor,-0.6820518285003287,2.873976430662255,-5.424634151106156,3.4576950707152734
KALANI BROWN,2024,C,Roller/Cutter,-0.6824691572333033,-3.0366632509204403,-4.46765695561519,-3.210848578126786
ALLISHA GRAY,2019,G,Secondary Creator/Distributor,-0.6829164226273107,-0.3572829956162218,-6.267585921502913,5.006022659168353
MARKEISHA GATLING,2014,C,Roller/Cutter,-0.6831018430786372,-5.5309892373577965,-0.7904715592727535,-3.4338892700520574
ERIKA DE SOUZA,2009,PowerF,Interior Primary Option,-0.683405494215292,4.282819540483203,-5.361861917342453,5.493379375638558
ADIA BARNES,2001,F,Roller/Cutter,-0.6853464088765133,43.986152347946394,,
EPIPHANNY PRINCE,2023,G,Spot-up Shooter,-0.6855048433947255,7.476507962315093,-6.750741589354416,15.42791377444923
AIYSHA SMITH,2003,F,Secondary Creator/Distributor,-0.6871526503971842,-0.95047195877947,-1.6957970168694305,-9.378588415938752
SIDNEY SPENCER,2007,G,Spot-up Shooter,-0.6891894894460808,-0.837085758858989,-2.0726643347356317,4.506538084626113
COURTNEY VANDERSLOOT,2021,G,Secondary Creator/Distributor,-0.6892534032674555,3.125129945432708,-2.8374875583250416,6.625017307134159
CHEYENNE PARKER-TYUS,2024,F,Interior Primary Option,-0.6908282432523356,0.8493675118795712,-6.049524047781128,0.5974021068615507
MWADI MABIKA,2007,G,Primary On-Ball Creator,-0.691893625958435,1.8326503489716208,-6.620253127671439,-2.3088038307270704
RITA WILLIAMS,2003,G,Spot-up Shooter,-0.6932602344401895,0.702718420485957,-6.400904205218982,-3.1068582078417806
TIFFANY MITCHELL,2023,G,Secondary Creator/Distributor,-0.6933096557090814,-0.0107118226195865,-0.3629439384688554,1.9902607203608584
JIA PERKINS,2010,G,Primary On-Ball Creator,-0.6935192958921317,2.127812323600695,-4.854284565875776,-0.4390553505967576
RAFFAELLA MASCIADRI,2005,F,Spot-up Shooter,-0.6946730073741287,3.9954685692638474,-3.9040176618016655,-3.4475121567583704
DIAMOND MILLER,2024,F,Secondary Creator/Distributor,-0.6947251715512054,4.435239106694656,-10.225950172767474,0.37936304817490907
KERI CHACONAS,1998,G,Spot-up Shooter,-0.6949677127599632,1.1186937599326088,-5.807320020882997,-7.36377285581218
RHONDA MAPP,2000,C,Interior Primary Option,-0.6952733537566124,-1.1093135419336666,-5.185286794243909,-1.6586500314040795
REBEKKAH BRUNSON,2005,F,Interior Primary Option,-0.6954558206930946,4.366130746983642,-5.164407295622014,1.1483607757220717
CRYSTAL ROBINSON,2006,F,Spot-up Shooter,-0.6963518199103106,-1.885855010847788,-2.7563142244630927,4.710497660268456
JIA PERKINS,2016,G,Secondary Creator/Distributor,-0.6971539889355343,-1.0773248678061136,-5.092439021081238,3.4741285376796385
MIKIKO HAGIWARA,1997,G,Spot-up Shooter,-0.6977582350407747,-7.2542557195788175,-0.15076149540065154,-6.916344473986209
VANESSA HAYDEN,2008,C,Interior Primary Option,-0.698142711218198,4.296659000278402,-7.114075892244456,1.6963566829798271
NAPHEESA COLLIER,2023,F,Perimeter-Oriented Big/Wing,-0.6982672750258833,-0.1152633686265922,0.512319877011297,-1.2655976218933487
SHYRA ELY-GASH,2007,F,Secondary Creator/Distributor,-0.6985279218548,-3.8950692344379374,-8.373002397528237,-13.046346734726269
VICKIE JOHNSON,2004,SG,Secondary Creator/Distributor,-0.6987483772727638,-0.3070653781781299,-4.435376389070347,-1.822201371705015
DALMA IVANYI,2003,G,Secondary Creator/Distributor,-0.6995015697846336,8.52282063070519,-16.527252665739244,-12.583910988594184
DANIELLE ROBINSON,2023,G,Secondary Creator/Distributor,-0.6997057745793428,4.14519026086186,-4.248117940227175,6.0706493544330655
MIAO LI JIE,2005,G,Spot-up Shooter,-0.7000556332011572,5.71701033679363,-8.524079095185774,4.680503061846595
JULIE ALLEMAND,2020,G,Spot-up Shooter,-0.701316716384766,-7.08485641987916,-4.842718767776696,-9.06126722776172
SHATORI WALKER-KIMBROUGH,2024,G,Secondary Creator/Distributor,-0.7035000613449082,0.6354798469959569,-5.769186066830726,-2.3513273659952074
EBONY HOFFMAN,2008,F,Secondary Creator/Distributor,-0.7062231341021535,-2.085161076082746,0.22251085653119584,1.0363573681116813
JENNIFER GILLOM,2003,PowerF,Secondary Creator/Distributor,-0.7076355736322764,1.6443534612113768,-7.681239715628634,-11.97048676586651
KRYSTAL THOMAS,2017,C,Roller/Cutter,-0.7078171931231924,0.5663087265015072,-4.85488447709966,3.6892030708829355
MARINA MABREY,2019,G,Spot-up Shooter,-0.7091729493439418,3.135938970434243,1.532379817885091,3.414426867798242
THERESA PLAISANCE,2021,F,Spot-up Shooter,-0.7104404445443195,-0.684925462176318,-5.263088067346266,-1.144139491090493
SUGAR RODGERS,2019,G,Spot-up Shooter,-0.7114974665025979,1.684135292475161,-4.110199658102747,-6.230214807857921
MARIE FERDINAND-HARRIS,2009,G,Secondary Creator/Distributor,-0.7118712086623861,3.300007509204104,-2.667403086451493,1.971054107239788
STEFANIE DOLSON,2021,C,Secondary Creator/Distributor,-0.7123368745603709,7.251076502317779,-3.888954714702745,7.239053946734871
MICHELLE SNOW,2010,C,Interior Primary Option,-0.7137983150591221,-4.17739028366772,-3.9395167540016525,-3.052004208930494
PENNY TAYLOR,2003,F,Primary On-Ball Creator,-0.7147901700123184,5.049097900982736,-3.2915437723698315,9.797176074335528
BETTY LENNOX,2010,G,Spot-up Shooter,-0.7154286841906385,-12.655663355757191,-6.442005353014279,-21.11679750352726
KATY STEDING,2000,F,Spot-up Shooter,-0.7155131558378982,-0.7312542044223063,-4.827239342988866,-13.321952604160497
JENNIFER DEREVJANIK,2004,G,Spot-up Shooter,-0.7163169632090707,3.149565440432963,-8.844070533531344,-11.59839375429668
JANELL BURSE,2007,C,Interior Primary Option,-0.7175629652766161,-3.678379803443581,-6.058625447250743,2.245955621664058
MARIE FERDINAND-HARRIS,2008,G,Secondary Creator/Distributor,-0.71771765035188,4.491281838816382,-5.589099300560989,3.080626524495621
DEANNA NOLAN,2009,SG,Primary On-Ball Creator,-0.7195248384394678,0.0392560325953376,-2.692466106590647,-0.2857435758637454
ASTOU NDOUR-FALL,2024,PowerF,Secondary Creator/Distributor,-0.7203951809717636,-10.367123215520454,2.727514430498899,-0.1251183589358682
JAIME NARED,2018,SG,Secondary Creator/Distributor,-0.7208164388945452,16.897283054977777,-6.151339665762474,6.9659664681464974
CHELSEA POPPENS,2013,F,Roller/Cutter,-0.721218467806855,-15.036476804431242,-9.2900393388995,-21.945506386605082
PLENETTE PIERSON,2006,F,Interior Primary Option,-0.721951511941513,3.166757716488521,-4.922639456713633,-1.564869198814939
JASMINE THOMAS,2015,G,Primary On-Ball Creator,-0.7222222095854799,-2.2439708037142196,-4.596287062284688,-1.7549531757682997
ANNIE BURGESS,1999,G,Spot-up Shooter,-0.7231581782342591,0.0292161826050482,-9.637579205824554,-3.604455082374595
COURTNEY CLEMENTS,2014,G,Secondary Creator/Distributor,-0.7233283296868717,2.003706284610328,-5.679659147006397,-0.40674628180780603
SHEKINNA STRICKLEN,2015,F,Spot-up Shooter,-0.7249593101835882,0.4478743960214451,-0.6360621152745096,1.1214276507543453
NAKIA SANFORD,2007,PowerF,Interior Primary Option,-0.7256983835373582,1.5566904432422668,-0.7101547794247811,1.6191798272865277
SEQUOIA HOLMES,2017,G,Spot-up Shooter,-0.7264818180006838,-1.3397629619772704,-5.564915488311408,2.4399915278199327
BRIONNA JONES,2024,F,Interior Primary Option,-0.726736280447096,7.378000016195196,0.19580512434043396,8.322946247836327
NAZ HILLMON,2024,F,Roller/Cutter,-0.7275891998220849,2.1372687244423014,-5.690827177739167,-1.2141208788364861
MICHELE TIMMS,1999,G,Spot-up Shooter,-0.7287818924929717,-0.4572082743298913,1.177349823120462,3.233351524701951
LIZ MOEGGENBERG,2007,F,Roller/Cutter,-0.7322709551583351,-2.3910062861335946,-8.231807942943528,-12.869958781925648
BETTY LENNOX,2004,G,Primary On-Ball Creator,-0.7342469538994544,1.9834098174722896,-1.1444715967768628,5.521422697974973
STEPHANIE RAYMOND,2007,G,Spot-up Shooter,-0.7349328971233957,1.3557077433545863,-6.028327981750437,-10.995567589898798
MISTIE BASS,2012,F,Interior Primary Option,-0.7352901623472721,-1.1648955548942568,-3.1028919902500878,-7.316788911881112
YUKO OGA,2008,G,Secondary Creator/Distributor,-0.7354751946009903,4.282078808074726,-13.255702020355075,-9.464869067371998
NALYSSA SMITH,2024,F,Interior Primary Option,-0.7367171161059771,-7.51082654674748,-3.1298692765292264,-4.817293704929412
ALYSHA CLARK,2023,F,Spot-up Shooter,-0.7374624512103084,5.893403910909749,-1.7750904744253146,7.048526122744872
MAYA MOORE,2013,F,Primary On-Ball Creator,-0.7387947394972342,2.81660979966321,-2.796611042155546,4.386548395157924
FRAN HARRIS,1998,SG,Secondary Creator/Distributor,-0.7397702210424226,1.7961723004911971,-2.5086830506125404,1.7836191136461095
RACHEL BANHAM,2024,G,Spot-up Shooter,-0.7400124128399623,-1.803300814254192,-4.532969619646432,-2.2991664258472584
TIFFANI JOHNSON,2002,C,Roller/Cutter,-0.7421514938869908,8.652275411977643,-6.665988915207835,5.435387710133012
JANETH ARCAIN,2005,G,Perimeter-Oriented Big/Wing,-0.7450871547171629,1.1483960851799802,1.9171142989001493,7.070012698673577
COURTNEY VANDERSLOOT,2015,G,Primary On-Ball Creator,-0.7454061720162708,1.0875685831151172,-4.547037807828549,-2.519545214396728
JESSICA BRELAND,2017,F,Interior Primary Option,-0.7468556296270974,-2.5297409346125592,-6.044257931819457,-4.104383894027728
LISA LESLIE,2009,C,Perimeter-Oriented Big/Wing,-0.7471509814265872,1.3387324259753968,-5.1055825772395504,-2.1067904201649394
SWIN CASH,2003,F,Perimeter-Oriented Big/Wing,-0.747274788371611,-0.8097111606088823,-2.096066562811389,0.5850209067158116
MERLAKIA JONES,1999,G,Perimeter-Oriented Big/Wing,-0.747612349306209,-0.3678673421891866,-1.497496519027818,1.3915942834092632
SAMI WHITCOMB,2020,G,Spot-up Shooter,-0.747920383790385,-0.1427634545611317,-7.942314395833313,-10.10727361481072
HAMCHETOU MAIGA-BA,2010,F,Roller/Cutter,-0.7482918397756897,4.500205355745476,-4.900088661346365,-0.2562482279882978
ERIN THORN,2009,G,Spot-up Shooter,-0.7483061714414267,-1.2609317219825926,-8.431992297794823,-5.062992170375251
KIESHA BROWN,2004,G,Secondary Creator/Distributor,-0.7501829799601818,4.891266438860703,-7.21355165298886,-3.893706731954972
RASHANDA MCCANTS,2009,F,Secondary Creator/Distributor,-0.7524964903681688,-2.057333229412402,-2.6353311917824147,1.1053943572639082
MICHELE TIMMS,1998,G,Spot-up Shooter,-0.7534208864295726,1.0980245865811953,-2.604386647887194,3.387386180890023
STEFANIE DOLSON,2015,C,Interior Primary Option,-0.753428172556625,5.098390688772536,-6.674215879428573,3.2400912211519426
TANISHA WRIGHT,2015,G,Secondary Creator/Distributor,-0.7535879757576196,3.173346328265046,-1.9534684207310549,4.164677854707119
VICKI BAUGH,2016,PowerF,Roller/Cutter,-0.7536834604021617,-5.628246402208324,-7.884803151661011,-9.194689976807446
MONIQUE CURRIE,2015,F,Secondary Creator/Distributor,-0.7538673490438201,3.012852873075101,-5.003087878769601,-1.0440227367963915
KRISTEN MANN,2007,F,Spot-up Shooter,-0.7540722207638466,-0.8631165987844323,-2.648424964945635,3.917617810221679
ISABELLE HARRISON,2021,F,Interior Primary Option,-0.7556438767084297,2.5302364048130803,-3.660171377139739,2.71641076482456
TRACY REID,1998,F,Interior Primary Option,-0.7558436133528073,0.3285977134100902,-0.5664214907565687,0.1457448195157884
TRISHA STAFFORD-ODOM,2001,F,Interior Primary Option,-0.7567821184960994,-3.3924312189626806,-8.082747415491465,-7.982483774156799
ZIOMARA MORRISON,2012,C,Roller/Cutter,-0.7570033015157157,-1.062133505295702,-3.256146697438176,-11.175660314258879
ALYSHA CLARK,2014,F,Spot-up Shooter,-0.7573663904326534,-2.032042362077805,-3.644320815913224,-8.116883470169146
JAYLYN AGNEW,2020,F,Spot-up Shooter,-0.7578913316329831,-12.52239935583671,-12.724096617483202,-18.573862020729113
KATIE DOUGLAS,2008,SG,Primary On-Ball Creator,-0.7582663226434221,2.71791126737193,-0.9033251984536774,2.822244793012642
LAUREN COX,2020,F,Roller/Cutter,-0.7582838778975916,12.18350176009217,-7.216739997492386,-0.8857788028336273
SWIN CASH,2005,F,Secondary Creator/Distributor,-0.7587763534029051,12.759334089985456,-3.64953818704085,6.723454899192658
JASMINE THOMAS,2022,G,Secondary Creator/Distributor,-0.7588340224350083,10.494100050124487,-2.882826373790697,16.15077178582891
TIFFANY MITCHELL,2017,G,Primary On-Ball Creator,-0.7592528055238159,3.8419590415288303,-6.09707071847542,-3.9923900925869216
PLENETTE PIERSON,2012,F,Interior Primary Option,-0.7620250322303953,-0.9299724691310808,2.1001766822362393,0.15578143628104513
RONEEKA HODGES,2009,G,Spot-up Shooter,-0.7620693071166604,-0.6620024954068933,2.592102015734962,5.249394939429193
DANIELLE ROBINSON,2020,G,Secondary Creator/Distributor,-0.7625805684437915,4.765692461998183,3.7422374141713215,0.8666766833027095
SHAY MURPHY,2010,G,Secondary Creator/Distributor,-0.7627090238434882,4.151772854341484,-0.1774993211753192,3.79008759544225
TARI PHILLIPS,2001,PowerF,Interior Primary Option,-0.7640214938841301,1.043300250058632,-2.6555899009578003,1.6892177213112924
SHENISE JOHNSON,2015,G,Secondary Creator/Distributor,-0.7691713805305134,3.262197868065996,-0.602158341262681,1.631288767851265
ALLISON FEASTER,2005,F,Spot-up Shooter,-0.7692336679721041,-5.87717697599454,-5.16211527417968,-6.106191356118788
VICKIE JOHNSON,2000,SG,Primary On-Ball Creator,-0.7697952693913029,7.390706358701684,-1.3126178849389318,9.58179566212866
ESSENCE CARSON,2014,G,Secondary Creator/Distributor,-0.769901594102372,4.821734686277469,-4.349522240346706,2.059599239390393
DIDI RICHARDS,2022,SG,Secondary Creator/Distributor,-0.7705973244733411,4.567565198248075,-0.8291112320648257,2.160700641804997
TIERRA RUFFIN-PRATT,2018,G,Secondary Creator/Distributor,-0.7706503954907724,-3.64446888173626,-6.3707345575309935,-7.654225353425858
LEILANI MITCHELL,2016,G,Spot-up Shooter,-0.772862428369506,4.832363495350201,-10.148554257726055,7.100006132764385
MATEE AJAVON,2009,G,Primary On-Ball Creator,-0.7729861505009238,5.199830449959134,-4.957273371441987,4.032477083198923
ALLISHA GRAY,2020,G,Primary On-Ball Creator,-0.7764465130692413,-4.189219416760039,-6.8349310274294925,-16.14932528064372
VICKIE JOHNSON,2009,SG,Secondary Creator/Distributor,-0.7776456168981751,2.366873928221791,-3.5261434440826482,6.0061530235129155
MIKIAH HERBERT HARRIGAN,2021,F,Secondary Creator/Distributor,-0.7830062478299586,33.83133058093486,,
ADAORA ELONU,2018,F,Secondary Creator/Distributor,-0.7830062478299586,103.20196159125352,,
KAELA DAVIS,2020,F,Secondary Creator/Distributor,-0.7830062478299586,-26.218659714031247,,
EMMA CANNON,2020,F,Secondary Creator/Distributor,-0.7830062478299586,101.47761470535798,,
LAUREN COX,2023,F,Secondary Creator/Distributor,-0.7830062478299586,-100.007064534716,,
ESSENCE CARSON,2019,G,Secondary Creator/Distributor,-0.7834290286052815,3.5885967304554893,-1.9834519666318808,-0.4157756312880214
KRISTI TOLIVER,2010,G,Spot-up Shooter,-0.7836526961297583,-3.1113753921751153,-1.1275344818115143,-4.3498281510027645
TAN WHITE,2014,G,Spot-up Shooter,-0.7844145945003538,3.3903666800983396,-4.998603034860213,0.3586203305391886
KAYLA THORNTON,2017,F,Secondary Creator/Distributor,-0.7846461090909918,-0.5270708309801191,-3.4851503590154302,-3.040547922496843
THERESA PLAISANCE,2022,F,Spot-up Shooter,-0.7847044482380754,-0.5830531859135494,-1.8920450007173164,0.4157528561634106
REBEKKAH BRUNSON,2017,F,Secondary Creator/Distributor,-0.7864103494950405,-4.0176664476543635,-5.091528033567865,-6.511493281594014
JENNIFER LACY,2007,F,Interior Primary Option,-0.7864119501937327,-9.975048391305917,-5.481972501224305,-8.150153726734263
YOLANDA GRIFFITH,2002,PowerF,Interior Primary Option,-0.786669866887195,1.4391856150797409,-6.974473397253972,6.734587805591721
KIESHA BROWN,2009,G,Spot-up Shooter,-0.7867084843030092,2.228188359263029,-8.883029683049847,-9.218126195710973
KRISTEN RASMUSSEN,2003,F,Secondary Creator/Distributor,-0.7875526606522788,2.1407785404269366,-3.477087781699243,0.2794064853442335
LEXIE BROWN,2024,G,Spot-up Shooter,-0.7878574509990024,3.102304943905992,-4.31079885638414,-8.085578423710665
TIFFANY HAYES,2021,G,Primary On-Ball Creator,-0.7879249183401548,-1.8276652109473028,-6.29538762609295,-3.4571553297173407
MADDY SIEGRIST,2024,F,Roller/Cutter,-0.7882718164855043,-1.1053571856062552,-6.032606179201179,-6.066124887238341
MONIQUE CURRIE,2014,F,Primary On-Ball Creator,-0.7893486882568787,-0.3053604014632353,-7.367976832722026,-3.880168649152296
ARIEL ATKINS,2018,G,Primary On-Ball Creator,-0.7894821688182833,3.9005225607858103,-4.935232421818571,3.1208317144908837
DORKA JUHÁSZ,2024,F,Roller/Cutter,-0.7901470773722954,8.198987173416873,-6.221568345751615,12.339687909171705
EMMA MEESSEMAN,2017,F,Perimeter-Oriented Big/Wing,-0.79048366478745,-2.25287416956704,-3.955000561596462,-5.51581176492712
CHERYL FORD,2009,F,Interior Primary Option,-0.7906957608574755,4.093236763566614,-2.79838656978407,4.15656126487876
MWADI MABIKA,2006,G,Spot-up Shooter,-0.7926921858391358,0.1738374156762288,-4.113585283662381,-2.106527085008297
JASMINE THOMAS,2023,G,Spot-up Shooter,-0.7938120358030831,3.377676995864007,-5.944537819559948,-2.3216727824663628
TAMICHA JACKSON,2002,G,Primary On-Ball Creator,-0.7938830212389969,-2.044226169566588,-3.525848588603651,2.0621219800555903
AMBER HOLT,2010,F,Secondary Creator/Distributor,-0.7941806581866855,3.8907179501889777,0.144707833080001,8.604528685923992
MERY ANDRADE,2004,F,Secondary Creator/Distributor,-0.7949529443162163,8.921199348391252,-7.19564920129597,-5.507216971502265
MERLAKIA JONES,1998,G,Perimeter-Oriented Big/Wing,-0.7950539975745191,4.4873224183642035,-5.881223723429766,4.369478670201191
NICOLE LEVESQUE,1997,G,Spot-up Shooter,-0.7952205934174721,2.0940034328790142,-10.470633040140731,-4.139184726654232
JENNIFER DEREVJANIK,2007,G,Secondary Creator/Distributor,-0.7963640539292995,4.080868270507177,-8.38257951344914,-8.515176243021447
NAZ HILLMON,2022,F,Roller/Cutter,-0.7972591669858384,1.3107910328244936,-4.951706356083841,-3.7473642547136388
LAUREN JACKSON,2008,PowerF,Perimeter-Oriented Big/Wing,-0.7979203149812544,5.685105026630896,-3.307571453865813,5.325587818290076
SOPHIA YOUNG-MALCOLM,2014,F,Interior Primary Option,-0.7981964364331484,-2.009276359599616,-1.1189012913347758,3.8720635081649415
COQUESE WASHINGTON,2002,G,Spot-up Shooter,-0.7991920503799914,6.1923323249658475,-5.368851118196812,3.3104537456376053
CHERYL FORD,2003,F,Interior Primary Option,-0.800780901713344,1.6578656797279894,-1.4800280235166519,0.9084355859745407
SWIN CASH,2009,F,Perimeter-Oriented Big/Wing,-0.8012774238288842,2.139409700574056,-3.054261067435871,3.4436112978557536
CLAUDIA NEVES,2000,G,Spot-up Shooter,-0.8015347362731946,-3.8796445218406688,-8.072846996653652,-9.264137355009527
TAN WHITE,2012,G,Spot-up Shooter,-0.8019222003782218,7.387227516213048,-4.447418600107816,2.7026694930558435
KELLY SCHUMACHER,2006,C,Interior Primary Option,-0.802464515969157,-4.646235227317735,-5.449967900225296,-12.736074542177928
BROOKE SMITH,2008,PowerF,Roller/Cutter,-0.8024850039981212,-6.595750362026127,-10.060862299288942,-23.623149830866268
CAMILLE SMITH,2017,F,Secondary Creator/Distributor,-0.8025407807412476,0.2913570108939082,-3.289369172715704,1.4706454997450056
ERIN THORN,2006,G,Spot-up Shooter,-0.8027079330795015,-7.61423778446297,-6.786944132424777,-5.48845381424472
MARIE FERDINAND-HARRIS,2010,G,Secondary Creator/Distributor,-0.8031193748565792,-1.2299393024345242,-8.535111601668838,-12.973283998710562
SVETLANA ABROSIMOVA,2007,F,Spot-up Shooter,-0.8036317033113104,-4.342531105813414,-3.2595450151766694,-1.1663059036905001
KRISTI HARROWER,2003,G,Spot-up Shooter,-0.8046625006277139,1.7561353517537897,-8.425575515099476,-8.399644686092897
ANNA DEFORGE,2008,G,Spot-up Shooter,-0.804953337275351,-3.900152360815806,-7.4386697593282065,-11.494152914794258
MARISSA COLEMAN,2018,SG,Spot-up Shooter,-0.8058669342236157,0.1338663907028992,-8.041466607660274,-8.01557436747358
SHANNON BOBBITT,2012,G,Spot-up Shooter,-0.8060462091916678,0.6373047762981862,-7.1695363540753325,0.503831213665038
AMBER JACOBS,2006,G,Spot-up Shooter,-0.8065983667720111,-4.067761300310573,0.4781274950537977,-5.690424244038452
RAZIJA BRCANINOVIC,1998,C,Interior Primary Option,-0.8065994394082833,5.17330977358769,-4.188229070040954,6.471058555103662
WENDY PALMER,1997,F,Perimeter-Oriented Big/Wing,-0.8075986097941139,-1.0860336072247672,-1.1297587704442371,-0.9596953867334751
KIA VAUGHN,2011,C,Interior Primary Option,-0.808370399608923,0.3709390780610885,1.9068243587084646,0.6640167168030695
BREANNA STEWART,2021,F,Perimeter-Oriented Big/Wing,-0.809025093593435,3.8452606120403967,-6.289990059689435,4.414622359226294
TEXLIN QUINNEY,2000,F,Roller/Cutter,-0.8102809334279005,7.070377689141511,-3.990260052129913,-6.350792936995278
NYKESHA SALES,2005,SG,Primary On-Ball Creator,-0.8104741370785775,1.9273606312004552,-3.8482228461190426,8.872835060306334
DOMINIQUE CANTY,2006,G,Interior Primary Option,-0.8110987665207376,5.598997016127794,-4.728741206230138,-1.2069566153003564
ERIN PHILLIPS,2014,G,Spot-up Shooter,-0.8116923728610352,5.3629652588162005,-6.135973425681387,-1.167987711483776
TE'A COOPER,2020,G,Secondary Creator/Distributor,-0.8127008723072856,4.61910991144895,-6.7375917513165176,-9.33119801633867
NATISHA HIEDEMAN,2024,G,Secondary Creator/Distributor,-0.8135189612805743,-4.385525744589996,-5.012053047838083,-7.757253478434887
ANNA CRUZ,2015,G,Secondary Creator/Distributor,-0.8140694801938936,1.4381076860060005,-4.631855540611088,-1.2850960540448364
ADIA BARNES,2003,F,Secondary Creator/Distributor,-0.8158606941456045,-3.071379007605755,-7.8790271417385025,-12.264970904496568
TAMECKA DIXON,2000,G,Perimeter-Oriented Big/Wing,-0.8160719886680532,6.930008493601594,-3.572339481999309,2.26589902201803
NATASHA CLOUD,2021,G,Secondary Creator/Distributor,-0.8168689630337397,-0.6565508617711395,1.046313886646725,2.0845920921365373
TAMERA YOUNG,2018,F,Perimeter-Oriented Big/Wing,-0.8173334248933175,-2.777898432875449,-4.140120094230328,-0.8126283458635628
NNEKA OGWUMIKE,2024,F,Perimeter-Oriented Big/Wing,-0.8193275662713474,3.9520123632975137,0.5374284125476766,7.2954786897836446
ERIKA DE SOUZA,2013,PowerF,Interior Primary Option,-0.8206264781459667,4.632830751151431,-4.301831408321777,1.7710880346205244
KATIE SMITH,2011,G,Spot-up Shooter,-0.8209780919654133,5.388266419493124,-5.856066338721627,6.028304829594098
ANGELINA WILLIAMS,2005,G,Spot-up Shooter,-0.8210562910998433,-4.796004929451213,-7.602735858103566,-13.984960215405113
ELIZABETH WILLIAMS,2018,PowerF,Interior Primary Option,-0.8219706739023542,0.4207461117759337,-2.1210481815417097,11.832142066660417
NATASHA HOWARD,2023,F,Perimeter-Oriented Big/Wing,-0.8230401257192548,0.4121176163764841,-1.4892536737493445,3.1693612574326724
ANEIKA MORELLO,2017,PowerF,Roller/Cutter,-0.8243619466418114,-10.801662512638028,-9.069356086099875,-38.692191976784024
ANGEL REESE,2024,F,Interior Primary Option,-0.8263769318775723,3.4258500501337816,-1.7077402151352299,4.836296697076731
SONJA TATE,2000,G,Spot-up Shooter,-0.8264163741002228,0.2136086177581615,-7.671772091856239,-9.544956666483937
CAMILLE SMITH,2009,F,Interior Primary Option,-0.8286481791236959,4.112900618047306,-0.7607727172620689,7.44927398272027
AARI MCDONALD,2021,G,Primary On-Ball Creator,-0.8289056146129423,0.8829983989776268,-7.3775962766752,-1.2787087789314335
BETTY LENNOX,2009,G,Primary On-Ball Creator,-0.8291643791881365,-0.6200259613943092,-4.987922089309938,4.198123570896836
CHANTELLE ANDERSON,2005,C,Roller/Cutter,-0.829329593052751,4.623278219465621,-2.7318979436688435,3.128543822231488
DOMINIQUE CANTY,2010,G,Interior Primary Option,-0.829342980023489,2.4025075303798573,-7.433615852441374,1.4790550085026344
MARISSA COLEMAN,2017,SG,Spot-up Shooter,-0.8294093173344587,-6.0401255718289395,-3.748764371480589,-8.473962235658904
CARLA BOYD,1999,F,Secondary Creator/Distributor,-0.8313820942267516,4.385422281857261,-4.0549819573514645,1.5183313995399494
TAMECKA DIXON,2006,G,Secondary Creator/Distributor,-0.8315107503716901,-2.005012880401468,-8.192133764507307,-8.87402021746868
SAMI WHITCOMB,2019,G,Spot-up Shooter,-0.834021551146952,-0.4467886049988456,-4.459744841254318,-7.6605219255326285
