Player,Year,Pos,Archetype,DBPM,mean,BPM,RAPM
RASHANDA MCCANTS,2010,F,Spot-up Shooter,1.0074078537946025,-3.0555262845332134,-5.004164166340003,-15.002808455671804
VALERIANE AYAYI,2015,F,Secondary Creator/Distributor,1.0063078106881287,1.897710196681046,-2.7677594129275844,-10.387035289206837
HELEN DARLING,2006,G,Secondary Creator/Distributor,1.006292319550223,8.540100789222631,-2.74235527776009,3.7364955398997415
SONJA HENNING,2002,G,Secondary Creator/Distributor,1.0062152852648485,6.26775589980202,-0.9244995082074698,6.576647259736998
RUTH HAMBLIN,2016,C,Roller/Cutter,1.0022126009410914,4.992475805862068,-3.303146092300609,-0.23089821764109164
MWADI MABIKA,2000,G,Primary On-Ball Creator,0.9995683398379309,3.4135053922680667,6.649529995543503,11.10591864600724
ALEXIS PRINCE,2018,F,Perimeter-Oriented Big/Wing,0.9977800638539609,15.36987213535779,,
TAJ MCWILLIAMS-FRANKLIN,1999,PowerF,Interior Primary Option,0.9972546803611501,2.811924135905344,3.7025387211900163,9.035014048412684
VICKY BULLETT,1999,F,Perimeter-Oriented Big/Wing,0.9957678321185348,1.6897700326620404,-2.10424877932614,0.24821028060465755
KYSRE GONDREZICK,2024,G,Spot-up Shooter,0.9939868962354659,30.281123786341652,16.383247124638146,69.20937300032085
TERESA WEATHERSPOON,2000,G,Secondary Creator/Distributor,0.9903558438701968,4.991536549908282,1.2362735186177045,8.194173775941472
MONICA MAXWELL,1999,F,Spot-up Shooter,0.9869174394759082,13.386030475824647,-10.429032410720854,0.6933801492589247
RUSHIA BROWN,2000,F,Interior Primary Option,0.9865716727727322,6.7422066853039375,-3.9897884962792913,5.957901471226381
ADRIAN WILLIAMS-STRONG,2004,PowerF,Interior Primary Option,0.9847980153581204,0.1690172841754454,-0.04558821785539546,-1.305119187810188
TICHA PENICHEIRO,2004,G,Secondary Creator/Distributor,0.9842427838506002,0.1458781557730987,-2.659496615677164,1.277571493215731
JENNY BOUCEK,1997,G,Secondary Creator/Distributor,0.9832237849639536,-4.533305984760627,-7.237881423150316,-3.603543105731508
VANESSA HAYDEN,2004,C,Interior Primary Option,0.9830795501436372,11.088040064451349,-4.502118946390621,10.479067558453174
SHALONDA ENIS,2003,PowerF,Interior Primary Option,0.981979628808644,1.8100780188625252,1.4999749724810343,0.718914386884856
AMANDA ZAHUI B,2019,C,Secondary Creator/Distributor,0.9791262048178149,-6.589401351660495,-1.922905045422146,-11.27820808577209
SHARON MANNING,1999,PowerF,Roller/Cutter,0.9705277016866521,3.1761925852796855,-4.197435065868335,-1.1185341130634487
NAKIA SANFORD,2012,PowerF,Roller/Cutter,0.9670187420715001,11.49971263127181,-1.0125816605050275,13.429779374423656
KATIE DOUGLAS,2003,SG,Spot-up Shooter,0.966620284829252,-1.325594583378046,-0.6520784720974633,-2.02722203439023
DAEDRA CHARLES,1997,PowerF,Roller/Cutter,0.9617096628034632,2.864464703286629,-7.124715338945105,1.8834261562366703
ANA DABOVIC,2016,G,Secondary Creator/Distributor,0.959071587393816,13.34204562946538,-1.9337113030766249,12.259848305813371
ADRIAN WILLIAMS-STRONG,2006,PowerF,Roller/Cutter,0.9582278302377915,-1.995715809863562,1.9190883855998693,-2.2394868867963393
KERRI GARDIN,2010,F,Secondary Creator/Distributor,0.9570086835441878,6.566274910577094,-3.7591292831878578,-13.093587586359337
TYNESHA LEWIS,2006,G,Secondary Creator/Distributor,0.9569675403775735,2.118401863088721,-7.662815967925128,2.76555939115518
LINDSEY MOORE,2014,G,Spot-up Shooter,0.9565202949839202,-4.560962074955002,-9.358792114186528,-15.206336361324999
SONJA HENNING,2000,G,Spot-up Shooter,0.9555175472784807,1.5806241930608946,-5.508095805554084,0.766975298209625
CHERYL FORD,2005,F,Interior Primary Option,0.9491823524122667,7.06141024852548,-1.1057068126731864,8.233857962856721
BEATRICE MOMPREMIER,2021,F,Roller/Cutter,0.944306314078456,0.4116682548981909,-2.9655123088817197,-5.727441876089835
MICHELLE MARCINIAK,2002,G,Secondary Creator/Distributor,0.9412870322051932,4.767183696648142,4.604744757656767,15.251192814216253
LE'COE WILLINGHAM,2004,F,Roller/Cutter,0.937867347247929,3.843871539202568,-3.8297594021964123,-2.741790403996921
JESSICA BIBBY,2000,G,Secondary Creator/Distributor,0.9335684045808957,-8.759166017078574,-0.9554238721172942,-23.81623270267316
YOLANDA MOORE,1998,PowerF,Roller/Cutter,0.9329384753314891,0.8177312221563974,-5.499576629431732,-2.8004963366177047
JANICE BRAXTON,1998,F,Interior Primary Option,0.9321765040667576,3.2704471902027574,-4.464802393542547,-3.1282701583952663
AMBER HOLT,2009,F,Spot-up Shooter,0.931906637458139,5.268382178944825,-1.5085506972175935,-1.9248048213679132
AMY HERRIG,2001,C,Roller/Cutter,0.9283528241437399,2.692065011317565,-2.6067439597478503,0.04259016257389936
ELENA SHAKIROVA,2001,C,Roller/Cutter,0.9271238047492573,2.5936428917600085,-2.4568465793944188,2.8811308872958
AUDREY SAURET,2002,G,Secondary Creator/Distributor,0.9240470062149998,0.1552145774789209,-6.929085020060789,-7.8089533732837895
MEGAN MAHONEY,2007,F,Secondary Creator/Distributor,0.916231311133502,-3.9759032510364753,-6.226300572643788,-9.330512623331892
TRICIA BADER BINFORD,2002,G,Secondary Creator/Distributor,0.9143053306038557,7.075602765252098,-3.8878057397472987,0.5255902212465466
OLYMPIA SCOTT,2007,C,Interior Primary Option,0.9134759431097134,-20.76908805292858,-15.253564452317548,-49.30774350414406
LINDSEY HARDING,2008,G,Secondary Creator/Distributor,0.9127947786274715,-0.48260204900455,-4.962671889818779,-7.607872512130645
BROOKE WYCKOFF,2006,F,Spot-up Shooter,0.9127265691209745,4.401399925340435,-6.552556280872664,-3.5498225974518416
KARA BRAXTON,2005,PowerF,Interior Primary Option,0.9125831918473641,-6.06102618054564,-4.322726348077654,-6.5960663179612755
ALANA BEARD,2004,SG,Primary On-Ball Creator,0.9098718101776182,0.1117234666534512,0.051960497296584585,-1.025122556299101
COURTNEY PARIS,2012,C,Roller/Cutter,0.9066814809223452,-7.173252489935224,-6.947089520145239,-20.325276179968636
SHERYL SWOOPES,1997,SG,Primary On-Ball Creator,0.9051840702251112,5.623481099032774,-5.771187372025632,-13.171389062256495
CINTIA DOS SANTOS,2000,C,Interior Primary Option,0.9026805134648188,2.1414808312540576,-0.6635100433919161,8.148923119659996
STACEY LOVELACE,2004,C,Secondary Creator/Distributor,0.9001238719505181,1.509342093151472,-4.146044002206758,-2.5593859469793148
OLIVIA NELSON-ODODA,2022,C,Roller/Cutter,0.8995132984995612,-1.763273564829311,-3.183257973363387,-7.5451638226647555
LISA HARRISON,2003,F,Roller/Cutter,0.8988729454118404,3.704979585612897,-2.788125379418505,-1.0563272764253067
HELEN DARLING,2008,G,Spot-up Shooter,0.8985362122678628,0.3741441487932099,-0.9543415519003648,-3.128776874816368
NATASHA LACY,2012,G,Secondary Creator/Distributor,0.8977828733154295,3.885005048047452,-6.465748815751056,-6.840909534252004
RUSHIA BROWN,2001,F,Interior Primary Option,0.8971820551850933,8.025138376367906,-1.7526430125836123,8.609729914378121
KRISTIN HAYNIE,2008,G,Secondary Creator/Distributor,0.8969544948967964,0.8537318224778978,-0.7143133705482901,-4.3775295479631575
MARIA KLIUNDIKOVA,2019,F,Interior Primary Option,0.8949697993493443,8.610335987511009,-4.000542624581746,2.8999507029340315
ASHLEY WALKER,2013,PowerF,Secondary Creator/Distributor,0.8927029598135497,9.941812965571492,-14.778421071802805,-11.193541243489245
KRISTIN HAYNIE,2005,G,Secondary Creator/Distributor,0.8919775290922811,8.53634661368042,0.029252241054223194,6.5384561774858785
KELLY SCHUMACHER,2002,C,Roller/Cutter,0.8919646330573328,3.771638734578481,-2.9438600990364714,4.623208453167358
LINDA FROHLICH,2002,PowerF,Secondary Creator/Distributor,0.8903382692796561,12.57299502773517,-10.705132708566822,-8.971362563786238
KAYLA THORNTON,2023,F,Spot-up Shooter,0.8891098611184579,6.192518612932991,-3.8262792935991934,4.6371190967123965
NAKIA SANFORD,2013,PowerF,Roller/Cutter,0.8881976719421641,-4.20580860769077,-12.747568847186237,-28.32223438746349
KAYLA PEDERSEN,2017,F,Roller/Cutter,0.8876654022585498,0.0931390573849529,-3.253999636535417,-2.243019741421781
TICHA PENICHEIRO,2003,G,Secondary Creator/Distributor,0.8875117859179491,0.6463019703480518,4.80394937816671,9.742008702299492
CANDACE PARKER,2019,PowerF,Perimeter-Oriented Big/Wing,0.8874703371743542,-2.11777124700919,-4.723146415263422,-2.2266676528420497
JURGITA STREIMIKYTE,2001,F,Interior Primary Option,0.8863452348268961,-2.3606998778064736,0.9847012194359379,-0.07668521139371043
AZURÁ STEVENS,2018,PowerF,Secondary Creator/Distributor,0.8847490655570456,-0.822806809377706,-7.241865843386506,-9.882957798990097
KATIE DOUGLAS,2002,SG,Spot-up Shooter,0.8842105992662206,-1.0216231417801749,2.9741459848743994,0.7199841520665784
CHRISTI THOMAS,2006,PowerF,Roller/Cutter,0.8831741671140417,3.4223757084865034,-3.498151726183783,6.195140128235128
AMANDA ZAHUI B,2020,C,Spot-up Shooter,0.8824459806718045,2.890675048465729,-3.1419965647835046,0.9031506788212302
KARIMA CHRISTMAS-KELLY,2011,SG,Spot-up Shooter,0.8793412436492077,1.9659035653208836,-5.228718053434543,-10.35657704910248
MATEE AJAVON,2014,G,Secondary Creator/Distributor,0.8736662377629271,-7.239464979719608,-5.036668389572945,-15.815857453781831
KENDRA WECKER,2008,F,Spot-up Shooter,0.8710410855458667,19.74908510732363,-1.434835326698222,12.153104615619704
DAMIRIS DANTAS,2019,PowerF,Spot-up Shooter,0.8707360281896592,4.243998566988349,-5.289029167803387,-3.4555254851122648
YVETTE ANGEL,1997,G,Secondary Creator/Distributor,0.8702809953041218,1.2083072259857162,-14.650185947087337,-22.36969207839959
ADRIAN WILLIAMS-STRONG,2000,PowerF,Roller/Cutter,0.8670268895510811,3.029429602903837,-3.165674634348645,-6.552056773085962
RESHANDA GRAY,2022,F,Roller/Cutter,0.8637040921462426,2.1517644815496992,-5.825161426760932,-12.236666497964688
TAUSHA MILLS,2002,C,Roller/Cutter,0.8633350844125762,-3.755607340250356,-25.573532926393657,-18.21811741369646
JESSICA MOORE,2005,PowerF,Roller/Cutter,0.8627867871771254,6.635965772032666,-4.672702024746205,-11.465838180827461
LIZ MOEGGENBERG,2006,F,Secondary Creator/Distributor,0.8596059759596776,6.8051442447910375,-6.018038027421714,6.335259632076858
SOPHIA WITHERSPOON,2002,G,Spot-up Shooter,0.8582054988533572,-0.448422044396702,-7.013854639930678,-2.307129296646794
BRIANN JANUARY,2009,G,Spot-up Shooter,0.8557826814975411,2.9368349636222035,-0.9662760802288677,3.7327752610214304
JACQUELINE BATTEAST,2005,F,Secondary Creator/Distributor,0.8539510180529648,8.778765883478606,-10.92364072159408,5.435500875378546
MARIE GÜLICH,2018,C,Roller/Cutter,0.85197408977066,5.822672272487464,-8.381350765947778,-1.4647674437875189
OLYMPIA SCOTT,2004,C,Roller/Cutter,0.8505876541091868,1.959571755211652,-1.6365636822055771,3.025880221020464
TEANA MILLER,2005,C,Roller/Cutter,0.8475530681911145,-0.692227888943488,-4.255142589989984,1.8600699104110792
KIM PERROT,1997,G,Spot-up Shooter,0.8455607997614027,2.842648597422906,-2.255259186540206,3.5624393756218176
JADE MELBOURNE,2023,G,Secondary Creator/Distributor,0.8404493297769898,3.842622643669072,-5.145471266396434,-3.393608706231698
VICKY BULLETT,1998,F,Perimeter-Oriented Big/Wing,0.8388489313538697,0.4454977070698163,-1.908455616025691,1.8965176682411886
NAOMI MULITAUAOPELE,2000,C,Roller/Cutter,0.8379695934917221,1.771493299946951,-3.2231812600345244,-0.4790119723399522
SCHOLANDA DORRELL,2009,G,Secondary Creator/Distributor,0.8347939410592181,-0.1141851589176204,-1.1004768579633422,-6.6593488699548224
TAJAMA ABRAHAM,1998,C,Roller/Cutter,0.8266367602221423,0.0740206914181345,-5.4167919483922695,-5.164767084907734
MICHELLE SNOW,2012,C,Roller/Cutter,0.8255990293537286,-0.2349458031839832,0.7032111557686566,-0.3779372822661171
DOMINIQUE CANTY,2009,G,Secondary Creator/Distributor,0.8247013867146593,3.0600962627676327,-3.843354612179218,0.6866933802260378
ERIN ALEXANDER,1998,G,Spot-up Shooter,0.8224706148691716,-7.773972599057058,-0.24547428300473206,-25.81054652934238
DESTINY SLOCUM,2022,G,Spot-up Shooter,0.8221146216642241,-0.9521806781631704,2.9929159934431824,-4.157121647057521
ERLANA LARKINS,2014,F,Roller/Cutter,0.8143670630148299,0.8671675144601781,-2.9711722140422028,-1.847221874585852
NAKIA SANFORD,2004,PowerF,Roller/Cutter,0.8135623582015635,2.726748021640254,-4.753932868122037,0.7312912153996418
BRITTNEY GRINER,2016,C,Interior Primary Option,0.8130685161560286,1.479498065229913,-2.358354704324014,2.2527363877605575
SOPHIE CUNNINGHAM,2019,G,Spot-up Shooter,0.8125222683465925,1.1601936097138208,-4.176085786972926,-5.047461038923986
ELENA DELLE DONNE,2015,SG,Perimeter-Oriented Big/Wing,0.8092384283495591,1.4758625009572304,-0.8356537011182361,4.074299398848791
PORSHA PHILLIPS,2011,F,Roller/Cutter,0.8083575539430904,-10.008791659801004,-3.70532898101583,-17.091029208348704
KRYSTAL THOMAS,2013,C,Roller/Cutter,0.8073952029325057,0.7901817511008424,0.18463252418122555,6.703210808182197
LISA LESLIE,1998,C,Perimeter-Oriented Big/Wing,0.8041705533020888,0.7480139581428843,-3.2723561872437577,-0.32478615743650685
TERESA WEATHERSPOON,2003,G,Secondary Creator/Distributor,0.8039137344157737,2.6982954216746946,-0.2372540593184439,1.6449602486312087
TAMARA MOORE,2007,G,Secondary Creator/Distributor,0.8006273786172846,-7.726475476966174,-2.158469109499049,-16.231991005724446
ERIN PERPEROGLOU,2009,F,Secondary Creator/Distributor,0.7991912873811445,3.3990204565397706,-2.430215653011135,-0.5415652644184861
KRISTEN RASMUSSEN,2005,F,Roller/Cutter,0.7986614873990141,1.3828037804532105,-4.103459648630144,5.264781899948602
KIAH STOKES,2016,C,Roller/Cutter,0.7962202526297827,2.821133621715546,-3.6169664103250643,0.5726668679717228
ELENA BARANOVA,2004,F,Secondary Creator/Distributor,0.7943931771452964,0.6833311704304442,0.9565713040357479,3.0154183823744236
MONIQUE CURRIE,2006,F,Secondary Creator/Distributor,0.7917668830362434,-0.2298845966353781,-4.216105927360511,-5.771731629559087
BRITTANY BOYD-JONES,2015,G,Primary On-Ball Creator,0.7895084560666464,11.70768206213064,-4.931389723382295,2.948980829261348
AMANDA ZAHUI B,2016,C,Interior Primary Option,0.7878395725595798,7.035734930201421,-3.94450708038162,5.5845609999427515
SHERYL SWOOPES,2006,SG,Perimeter-Oriented Big/Wing,0.7876663319348571,0.1381133695147791,0.13821591089890495,1.2287217131494672
LORELA CUBAJ,2024,PowerF,Roller/Cutter,0.786367612786761,0.8210924985228928,-5.865714318094906,-7.525685414674859
CHRISTELLE N'GARSANET,2006,C,Interior Primary Option,0.7839910504510331,2.162705352050867,7.349094443637269,3.647364692997062
ERIN PERPEROGLOU,2002,F,Roller/Cutter,0.7818687401681365,1.6209769094673656,-6.100320189003526,1.5237148797477733
QUANITRA HOLLINGSWORTH,2013,C,Roller/Cutter,0.7818116998900712,0.6930383432914375,-6.783116716955538,-37.91133688137519
KRYSTAL THOMAS,2016,C,Roller/Cutter,0.781755734898041,-1.9571216082739344,-8.450831780109175,-13.920476890843554
NICOLE POWELL,2014,F,Spot-up Shooter,0.7804262585992899,1.988652304179781,-8.163192456153004,-5.580337544004724
JAMIERRA FAULKNER,2015,G,Secondary Creator/Distributor,0.7803577987449952,-0.6424351772094452,-7.878144658134704,-5.943102598508751
RUSHIA BROWN,2002,F,Roller/Cutter,0.7791218891072351,1.269273132493261,-1.8690751339743439,-4.2697222158635295
KETIA SWANIER,2008,G,Spot-up Shooter,0.7780548243681289,6.044566638463301,-5.822431731298154,3.5536439032380924
COQUESE WASHINGTON,1998,G,Spot-up Shooter,0.7780075193177161,5.327764640346675,-1.328243822089814,10.55818635071601
MORGAN TUCK,2020,F,Spot-up Shooter,0.7775109613612153,13.40187612484928,-4.072672366961398,-9.384987086003783
TULLY BEVILAQUA,2003,G,Secondary Creator/Distributor,0.7775072166867404,16.930691742335988,-1.9115558665359194,10.065198883804833
TASHA HUMPHREY,2009,C,Spot-up Shooter,0.7742544896533007,6.04432399704698,-5.683463478329018,-4.808404168078566
ELIZABETH WILLIAMS,2021,PowerF,Roller/Cutter,0.7725028113370239,-1.8462053900424664,2.0236931050328755,-2.6128982842671444
MAGGIE LUCAS,2018,G,Spot-up Shooter,0.7709885342413791,-5.117740818077099,-3.8381290572868787,-10.540182410829464
MONIQUE CURRIE,2009,F,Secondary Creator/Distributor,0.7706278259177097,1.6495631384491996,0.3360287298461039,9.341760403812064
CHANTEL TREMITIERE,1997,G,Secondary Creator/Distributor,0.770477550392393,-2.1472945820816487,5.688188522130489,2.068390004391732
AMBER HARRIS,2012,F,Secondary Creator/Distributor,0.7690863139577246,2.5523692572953443,-7.534995539591963,-3.6553434386125763
KAMILA VODICHKOVA,2002,PowerF,Interior Primary Option,0.7675646072131297,2.979400163983862,-6.066376745113693,-3.693907331742949
KATRYNA GAITHER,2002,C,Secondary Creator/Distributor,0.7662700733664405,-3.466257117122469,,
BROOKE WYCKOFF,2001,F,Secondary Creator/Distributor,0.762858836622758,-0.254630485217057,-5.120453951796851,-4.175215830258999
CATHY JOENS,2007,SG,Spot-up Shooter,0.7623128096074571,-3.117182533430526,-4.042157002407902,-20.042366286006413
KELLEY GIBSON,2001,SG,Secondary Creator/Distributor,0.7555585599492008,5.385951313659743,-6.670520600135463,4.005238711109211
SANCHO LYTTLE,2009,F,Interior Primary Option,0.7545882744819026,2.745263680309312,-0.01517422332950047,6.86489675716861
TIERRA RUFFIN-PRATT,2013,G,Secondary Creator/Distributor,0.7543736568365121,6.786171017718575,-1.5070532886955799,6.241167455624723
BRITTNEY SYKES,2021,G,Secondary Creator/Distributor,0.7542264592604878,5.868642099366933,0.012243356479117895,8.648760719732167
BARBARA FARRIS,2008,PowerF,Roller/Cutter,0.7526021663651,-2.457338171083353,-0.8336240652788772,-0.9560282126667348
JANEL MCCARVILLE,2013,PowerF,Secondary Creator/Distributor,0.7502232834986937,9.191862713216874,0.7147027058951458,11.703173792313816
LISA LESLIE,2001,C,Perimeter-Oriented Big/Wing,0.7493212046258204,5.141369706570446,-0.7272966560053431,4.742381361663563
OKSANA ZAKALUZHNAYA,2000,C,Roller/Cutter,0.7457896423528143,1.147722533302321,-7.994818170204228,-8.685873824841211
DEWANNA BONNER,2015,SG,Primary On-Ball Creator,0.7450970662911127,2.0797066657238172,-1.38849316026338,2.6234830032485386
ALYSSA THOMAS,2024,F,Interior Primary Option,0.7415241661443723,-1.2619928612692886,1.7090445012957107,-1.1310909486576672
MONICA WRIGHT,2012,G,Secondary Creator/Distributor,0.740208865430882,2.966222061629133,-3.49926153500174,-1.6359996310242728
RUTH RILEY,2010,C,Roller/Cutter,0.7393840795985951,-3.4304276955000157,-0.7175359158013466,-7.787594370226243
REBECCA LOBO,1997,C,Perimeter-Oriented Big/Wing,0.7393644273491025,2.650352832278325,-2.778138139109976,-0.634538351978883
MICHELLE SNOW,2011,C,Roller/Cutter,0.7385471710413002,6.976556255790977,-0.606820012871976,9.74727788299303
TARI PHILLIPS,2000,PowerF,Perimeter-Oriented Big/Wing,0.7378790192082819,5.744422909829411,0.9003665162716774,6.341526511374821
ANITA MAXWELL,1997,F,Interior Primary Option,0.7372380101391351,11.6940797902187,-13.586502082445202,-5.112292780151579
STELLA JOHNSON,2021,G,Spot-up Shooter,0.7367318509981469,13.601670154505074,-8.881072950126553,-13.796744926274654
TICHA PENICHEIRO,2009,G,Secondary Creator/Distributor,0.7361843550717163,1.7341408277364507,-6.3147462294799475,-3.015790285224597
ALLY MALOTT,2016,F,Spot-up Shooter,0.7346283558681617,4.045619156922386,-7.615141974628716,-11.720303974370438
MANDISA STEVENSON,2005,PowerF,Roller/Cutter,0.7345140897426317,7.949348327486165,-10.467482677987036,3.5955690456884053
KATRINA COLLETON,1997,F,Secondary Creator/Distributor,0.7342137590944331,4.2618911986496055,-0.7004061406037256,4.476828598630262
CANDACE PARKER,2012,PowerF,Perimeter-Oriented Big/Wing,0.7334665332256463,-1.575448343960909,-2.9089349620253224,-3.8065596034326923
LISA LESLIE,2004,C,Perimeter-Oriented Big/Wing,0.7323719483783567,1.2098595687909994,-1.3576080526033776,1.4986476217722342
CHINEY OGWUMIKE,2021,PowerF,Interior Primary Option,0.7319080723617796,10.63930526331958,-5.3052461219070075,11.773489252473077
DIAMOND DESHIELDS,2021,G,Secondary Creator/Distributor,0.7317090429170231,1.7243793229577686,0.17302752965022183,1.626064874737537
TYE'SHA FLUKER,2007,C,Roller/Cutter,0.7297041945511733,-2.8965771566130223,-3.5263852067159487,-9.050168233226417
BASHAARA GRAVES,2016,F,Roller/Cutter,0.7284297427384059,-10.026038546959684,-5.053243968634854,-8.469829478403204
MERCEDES RUSSELL,2024,C,Roller/Cutter,0.7280660719416645,7.703141458529624,-3.9514474370155375,6.882285794325459
EVELYN AKHATOR,2017,F,Roller/Cutter,0.7268261178691505,-6.740752244084739,-0.13414904941969197,-1.848427664208411
ILIANA RUPERT,2023,C,Spot-up Shooter,0.7266463470600366,3.63147554236116,-5.600058601653188,-11.373078776883897
ANNA DEFORGE,2009,G,Secondary Creator/Distributor,0.7262531653502593,5.274094647311176,-4.213715986592968,0.6645789742862833
TONYA EDWARDS,2002,G,Secondary Creator/Distributor,0.7242838760767346,3.305071413779137,-2.105994788466754,2.163914143682574
SOPHIA YOUNG-MALCOLM,2012,F,Interior Primary Option,0.7230478857524881,2.9177869638174645,-2.362628731705561,4.2494920036072
BRIANA BUTLER,2012,G,Spot-up Shooter,0.7181850033847592,-7.870198785271306,-6.937549964673111,-15.584120091990965
JAYNETTA SAUNDERS,2001,F,Roller/Cutter,0.7164284320951083,4.523454837024846,-7.2091363473291175,-11.554385079360237
TAI DILLARD,2003,G,Secondary Creator/Distributor,0.7163538482134448,1.042073742018189,-7.070941008537041,-6.245420881430274
LINDA BURGESS,1997,F,Roller/Cutter,0.7154110093694201,-0.9836460863523512,4.141757830554147,1.4750198893343152
MARKITA ALDRIDGE,2000,G,Secondary Creator/Distributor,0.7147879143038983,-1.820203141936161,-8.589775795545258,-10.393567965937754
MONICA WRIGHT,2015,G,Secondary Creator/Distributor,0.7115142034374278,23.351929054890643,-6.782838820252553,6.159115424543057
SYLVIA CRAWLEY,2003,F,Roller/Cutter,0.7114876004779167,2.7734091933116076,-2.5217149083159405,-1.0311274782305353
KAYTE CHRISTENSEN,2006,F,Roller/Cutter,0.7105597995431322,0.5174855445333276,-5.1367013405226505,0.6414024929905924
ALANA BEARD,2014,SG,Secondary Creator/Distributor,0.7094244518712388,-0.5647881235031088,-4.146250461516325,-2.770221061368836
JESSICA DAVENPORT,2008,C,Interior Primary Option,0.7044722261480032,11.077922812227186,-8.11259392749115,1.538769704881826
CAMILLE SMITH,2008,F,Interior Primary Option,0.7032918164645428,1.624557058365756,-1.1159433519613502,-3.5484066412244015
LOREE MOORE,2006,G,Spot-up Shooter,0.7026906490142699,1.2420947556768234,-0.873613414877094,0.6920624255361592
DIDI RICHARDS,2021,SG,Secondary Creator/Distributor,0.6971999002940152,2.252391003378053,-5.421617081450769,-11.42661886837924
BERNADETTE NGOYISA,2002,C,Roller/Cutter,0.6960540991863866,9.128617445920131,-14.466816731291342,-94.15130527881344
ERIN PHILLIPS,2009,G,Spot-up Shooter,0.6940463285057845,5.108082192863662,-3.2896347171373463,1.5788893986310684
BRIDGET PETTIS,2000,G,Spot-up Shooter,0.6914618944649056,1.0304243734276988,-6.259399482267874,-5.26349892443045
MARGO DYDEK,2003,C,Perimeter-Oriented Big/Wing,0.6904489878542212,1.1756866594744575,1.1796314706004443,10.379060210558459
SYDNEY COLSON,2016,G,Secondary Creator/Distributor,0.6900290591063969,3.2042302333825283,-3.8775624817778542,-1.2423735425927243
JANEL MCCARVILLE,2009,PowerF,Interior Primary Option,0.6865856676463242,4.031725615096083,-6.28438992685949,1.4662443721875071
TAYLOR MIKESELL,2023,G,Spot-up Shooter,0.6818237282738777,-2.187926722475958,-15.538555860969934,-26.931916977764534
GRACE BERGER,2024,G,Secondary Creator/Distributor,0.6811309503618203,-2.9457972486091366,-1.4663350765480456,5.82114921806594
SUGAR RODGERS,2013,G,Spot-up Shooter,0.6806274973624338,5.032416848329589,-3.8623444657868453,-5.702447657991534
NAPHEESA COLLIER,2022,F,Roller/Cutter,0.6795935242005542,-2.6786513525068214,-0.5817732178116626,-3.618604906069209
CHASITY MELVIN,2009,PowerF,Roller/Cutter,0.6787705325324289,4.758312064186243,-3.4130413048869483,-1.2681352257383844
TAMIKA CATCHINGS,2016,F,Primary On-Ball Creator,0.6781144850727466,1.4930914279336411,-0.024464531948924506,11.714783854984638
TAYLER HILL,2013,G,Spot-up Shooter,0.6755454538222265,1.747324606676891,-2.4634443318113637,-3.557984368733451
LINDA BURGESS,1998,F,Interior Primary Option,0.6738697286206324,-2.3778404712568455,-0.7945298852803094,-0.22695947453858833
MURRIEL PAGE,2004,F,Roller/Cutter,0.6738404704952458,1.801634220878281,0.7448239289576388,5.37405299775758
JORDAN HORSTON,2024,F,Secondary Creator/Distributor,0.6730753291919834,-0.8889260629069754,-4.91071282933077,-7.8545643523482465
IMANI MCGEE-STAFFORD,2016,C,Roller/Cutter,0.6723727850909169,1.287852094819849,-5.729731180354588,-3.1460563910760664
CRYSTAL SMITH,2006,G,Secondary Creator/Distributor,0.6714093309223235,-3.097648905834257,-4.117710106402287,-11.53111863143505
CLARISSE MACHANGUANA,1999,PowerF,Roller/Cutter,0.6699773010547739,-0.421293894430629,-5.593360473748237,-10.736952926635535
SHAMEKA CHRISTON,2012,G,Spot-up Shooter,0.66883642330271,1.589778533078202,0.353266239146379,2.897586574158664
JANELL BURSE,2001,C,Roller/Cutter,0.6668594865596672,5.084356134183891,-8.821927038869555,-9.884924712013248
KARLIE SAMUELSON,2021,G,Spot-up Shooter,0.6664954469263971,5.525084659965048,-3.157157364214442,4.7853043887162094
DEMYA WALKER,2012,F,Roller/Cutter,0.6662003196782461,2.158164051354079,-2.3627719908156846,-2.1961340691271425
CRYSTAL BRADFORD,2021,F,Primary On-Ball Creator,0.6649372703834225,-1.8005924612380957,2.79775784478228,5.822034662220924
VERONICA BURTON,2022,G,Secondary Creator/Distributor,0.6646887294420845,5.946369653637497,-5.031976005142084,-0.7346224373322494
SYLVIA FOWLES,2010,C,Interior Primary Option,0.6646226183195759,1.0738077879262755,1.4067899588789907,6.482541575150487
AYANA WALKER,2002,F,Secondary Creator/Distributor,0.6639821964568413,3.895747861431877,-0.4239010944960202,1.6362965339724762
ALYSSA THOMAS,2019,F,Interior Primary Option,0.6630080504752673,4.980995456637248,3.374978444837768,8.312530003301095
CHARMIN SMITH,2000,G,Spot-up Shooter,0.659295983464776,3.047172834557553,-4.028276511638808,-0.6821063380168773
MWADI MABIKA,2001,G,Spot-up Shooter,0.6591210228817892,2.3240200662803865,-1.4476712183103495,1.754938584830438
BRIDGET PETTIS,2003,G,Spot-up Shooter,0.6580711425186068,-6.84195825627607,-6.332408600457381,-27.236592101540808
TAMARA STOCKS,2001,PowerF,Roller/Cutter,0.657522224930871,41.81045045367715,7.779063721915277,-57.33540894344651
EDNIESHA CURRY,2005,G,Spot-up Shooter,0.6570366636463585,8.566886668929376,-8.379980804064168,-7.063788534366497
MEGAN DUFFY,2008,G,Spot-up Shooter,0.655587205305241,2.3423362668884997,-10.674025971806476,-22.53654635159769
