TS%,FGA,3PA,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,C,F,PowerF,SG,Archetype_Interior Primary Option,Archetype_Perimeter-Oriented Big/Wing,Archetype_Primary On-Ball Creator,Archetype_Roller/Cutter,Archetype_Secondary Creator/Distributor,intercept,C(FGA),C(3PA),C(FTA),C(ORB),C(TRB),C(AST),C(STL),C(BLK),C(TOV),C(PF),C(PTS),C(TS%),PowerF(FGA),PowerF(3PA),PowerF(FTA),PowerF(ORB),PowerF(TRB),PowerF(AST),PowerF(STL),PowerF(BLK),PowerF(TOV),PowerF(PF),PowerF(PTS),PowerF(TS%),F(FGA),F(3PA),F(FTA),F(ORB),F(TRB),F(AST),F(STL),F(BLK),F(TOV),F(PF),F(PTS),F(TS%),SG(FGA),SG(3PA),SG(FTA),SG(ORB),SG(TRB),SG(AST),SG(STL),SG(BLK),SG(TOV),SG(PF),SG(PTS),SG(TS%),Archetype_Interior Primary Option(FGA),Archetype_Interior Primary Option(3PA),Archetype_Interior Primary Option(FTA),Archetype_Interior Primary Option(ORB),Archetype_Interior Primary Option(TRB),Archetype_Interior Primary Option(AST),Archetype_Interior Primary Option(STL),Archetype_Interior Primary Option(BLK),Archetype_Interior Primary Option(TOV),Archetype_Interior Primary Option(PF),Archetype_Interior Primary Option(PTS),Archetype_Interior Primary Option(TS%),Archetype_Perimeter-Oriented Big/Wing(FGA),Archetype_Perimeter-Oriented Big/Wing(3PA),Archetype_Perimeter-Oriented Big/Wing(FTA),Archetype_Perimeter-Oriented Big/Wing(ORB),Archetype_Perimeter-Oriented Big/Wing(TRB),Archetype_Perimeter-Oriented Big/Wing(AST),Archetype_Perimeter-Oriented Big/Wing(STL),Archetype_Perimeter-Oriented Big/Wing(BLK),Archetype_Perimeter-Oriented Big/Wing(TOV),Archetype_Perimeter-Oriented Big/Wing(PF),Archetype_Perimeter-Oriented Big/Wing(PTS),Archetype_Perimeter-Oriented Big/Wing(TS%),Archetype_Primary On-Ball Creator(FGA),Archetype_Primary On-Ball Creator(3PA),Archetype_Primary On-Ball Creator(FTA),Archetype_Primary On-Ball Creator(ORB),Archetype_Primary On-Ball Creator(TRB),Archetype_Primary On-Ball Creator(AST),Archetype_Primary On-Ball Creator(STL),Archetype_Primary On-Ball Creator(BLK),Archetype_Primary On-Ball Creator(TOV),Archetype_Primary On-Ball Creator(PF),Archetype_Primary On-Ball Creator(PTS),Archetype_Primary On-Ball Creator(TS%),Archetype_Roller/Cutter(FGA),Archetype_Roller/Cutter(3PA),Archetype_Roller/Cutter(FTA),Archetype_Roller/Cutter(ORB),Archetype_Roller/Cutter(TRB),Archetype_Roller/Cutter(AST),Archetype_Roller/Cutter(STL),Archetype_Roller/Cutter(BLK),Archetype_Roller/Cutter(TOV),Archetype_Roller/Cutter(PF),Archetype_Roller/Cutter(PTS),Archetype_Roller/Cutter(TS%),Archetype_Secondary Creator/Distributor(FGA),Archetype_Secondary Creator/Distributor(3PA),Archetype_Secondary Creator/Distributor(FTA),Archetype_Secondary Creator/Distributor(ORB),Archetype_Secondary Creator/Distributor(TRB),Archetype_Secondary Creator/Distributor(AST),Archetype_Secondary Creator/Distributor(STL),Archetype_Secondary Creator/Distributor(BLK),Archetype_Secondary Creator/Distributor(TOV),Archetype_Secondary Creator/Distributor(PF),Archetype_Secondary Creator/Distributor(PTS),Archetype_Secondary Creator/Distributor(TS%)
-0.08189219508016243,-0.42087746099585444,0.19378967414708115,0.3405659500739803,0.10230840685241144,0.15456247457077568,-0.09708219848972802,0.2395333247586208,0.09616992196303228,-0.05904511489672955,-0.04511005770099161,0.17998934523070287,-11.870796172601324,-6.104334255662905,-13.202403397254916,-6.522921505353011,-0.4539874060330776,26.227861695439692,-8.086628357629177,22.25661593753421,1.4824756417055651,3.838852366127381,0.5807457501789308,0.20122197903883396,0.22019620998046566,0.5396166866143444,-0.10863846429680875,0.25043522211945785,-0.28804947412556897,0.11173936006335514,0.46588934693981,-0.43789530310646263,-0.693709757785432,0.24946741937386813,0.5326017571792123,0.281033898166045,0.2901921526751377,0.4656612058138346,-0.059137129274998194,0.4347836387440756,-0.04065319302518933,-0.07878253840657988,0.17819260533000925,0.06692443009585808,-0.576618939379875,0.1800536886613053,0.32999760645714715,0.09910440053700477,0.2440497480505365,0.5203101567081498,-0.18877018219412492,0.2723111154823636,0.3929169362006375,0.02821537088216202,-0.05450421728491584,-0.2619131341123933,-0.3978402729326505,0.12072107059948854,0.5596972728896081,-0.16419495614552848,0.27332288668107557,0.03774683121437631,-0.1513814282623989,0.3402494691750077,0.1858233914038102,0.1879032040895319,-0.3298074432993338,-0.5721725239431273,-0.506891407854295,0.18008873236746548,0.01954812319103257,-0.13752739537795555,-0.45734129676538043,-0.5212186637722048,-0.01294238864724063,-0.010723313232064777,0.6214175921830961,0.6114419070244188,0.022864839256007363,0.4193594831969337,0.21371298049185705,-0.06975950622272663,-1.131965171934944,-0.20497192476673112,-0.9532720009125035,-0.21011972655770564,0.14856466658640907,0.14281355705926946,0.3428238332330486,0.21109568027286368,-0.06097042104282108,0.4513980059475394,1.2268281891436132,-0.5858551615031269,0.44498428959407527,-0.19653701415375496,-0.3078503829378494,-0.21857522385040737,0.07194054254581046,0.08394286312677093,0.47781283701985156,0.11609919495529554,-0.15035928654552377,0.20667100835281602,-0.3081141753287034,0.12894097704530452,-1.1935170061404554,-0.12054294920774736,-0.8353756076122278,-0.872260282436542,-0.11652842391166297,-0.5566440844827684,1.0513567005384632,0.5690535569873131,-0.0640685655072097,0.26700426070601124,1.2651896451604536,-0.3827789241702682,-0.005804601588285668,-0.2943354637206488,-0.3122846507073006,-0.739961458670052,0.03800105429781805,0.056319990217729925,0.4016304201307752,0.8581512388683663,0.15373308696153287,0.3144701411483509,0.15587250796894425,-0.08124788072597386
