Player,Year,Pos,Archetype,OBPM,mean
CARLA MCGHEE,2002,F,Interior Primary Option,15.427328575630098,19.82632494750137
ALEXIS PRINCE,2018,F,Perimeter-Oriented Big/Wing,15.389260228402678,38.92824921397919
DANA WYNNE,2001,F,Roller/Cutter,13.984800111899505,5.421225555894661
ELENA DELLE DONNE,2021,SG,Perimeter-Oriented Big/Wing,10.535035404764464,9.933903325435528
AMERYST ALSTON,2017,G,Interior Primary Option,9.465982471952136,11.733970470297042
BRITTANY BOYD-JONES,2017,G,Interior Primary Option,9.250095893611197,-8.564988114333374
JESSICA ADAIR,2010,C,Roller/Cutter,8.980722213181307,55.0902509805091
ALEXIS PRINCE,2020,F,Spot-up Shooter,8.929539203082847,-31.129254314899462
ADIA BARNES,2001,F,Roller/Cutter,8.656241760766997,-19.217132354284807
RENNIA DAVIS,2022,SG,Roller/Cutter,8.396243756618523,23.191777742111135
ELENA DELLE DONNE,2019,SG,Perimeter-Oriented Big/Wing,8.040328939205311,17.7115631921217
STACEY FORD,2001,F,Roller/Cutter,8.005696571119127,48.38194831620349
ASIA TAYLOR,2016,F,Interior Primary Option,7.59305308793454,20.26237731827964
ANGEL MCCOUGHTRY,2020,SG,Perimeter-Oriented Big/Wing,7.356929905067453,6.926689513393488
ANGEL MCCOUGHTRY,2021,SG,Perimeter-Oriented Big/Wing,7.121541496984406,-99.14585939712366
COURTNEY VANDERSLOOT,2020,G,Primary On-Ball Creator,7.108527880639081,6.342413737729182
ELENA SHAKIROVA,2002,C,Roller/Cutter,6.874573964569632,40.21810578837941
ELENA DELLE DONNE,2017,SG,Perimeter-Oriented Big/Wing,6.836692977308211,6.299292503914264
PAULINE JORDAN,1998,PowerF,Roller/Cutter,6.802474034575676,-2.186746156296569
SHEY PEDDY,2019,G,Secondary Creator/Distributor,6.565103393186236,1.4846593409461948
LAUREN JACKSON,2006,PowerF,Perimeter-Oriented Big/Wing,6.344107521778348,11.600106486404991
NNEKA OGWUMIKE,2016,F,Interior Primary Option,6.067125354590316,6.227483797101432
TINA KRAJISNIK,2022,C,Roller/Cutter,6.036403484998429,68.26421825961599
SEIMONE AUGUSTUS,2009,SG,Perimeter-Oriented Big/Wing,5.9969413078983544,15.740647724008983
SHERILL BAKER,2009,G,Secondary Creator/Distributor,5.767616668862854,40.01398172765713
ELENA DELLE DONNE,2018,SG,Perimeter-Oriented Big/Wing,5.649961655705572,7.692413253739174
BERNADETTE NGOYISA,2002,C,Roller/Cutter,5.371091266446132,-14.2655713962226
LINDSAY ALLEN,2022,G,Secondary Creator/Distributor,5.357972952007252,-1.0262540216793343
KAMIAH SMALLS,2020,G,Spot-up Shooter,5.287040387198534,-3.8929726875749617
BREANNA STEWART,2023,F,Perimeter-Oriented Big/Wing,5.2863866728092,7.0576959913559065
ELENA DELLE DONNE,2015,SG,Perimeter-Oriented Big/Wing,5.229174039033932,8.511269238801889
CANDACE PARKER,2015,PowerF,Perimeter-Oriented Big/Wing,5.192405369116341,10.514702108827343
EMMA MEESSEMAN,2019,F,Perimeter-Oriented Big/Wing,5.18118777765008,6.593536764982893
JONQUEL JONES,2018,C,Interior Primary Option,5.160952399616605,2.5177934338233725
ELENA DELLE DONNE,2016,SG,Perimeter-Oriented Big/Wing,5.141716664975533,5.395099896966881
ELENA DELLE DONNE,2022,SG,Perimeter-Oriented Big/Wing,5.12031075195371,3.94769434276098
SUE BIRD,2018,G,Spot-up Shooter,5.0907467699035,8.777680460727154
QUEEN EGBO,2024,PowerF,Roller/Cutter,4.964739538360965,-14.073305979008127
BREANNA STEWART,2022,F,Perimeter-Oriented Big/Wing,4.917710971738097,4.2156845864733805
CORNELIA GAYDEN,2000,G,Spot-up Shooter,4.8656879586113995,-16.15533849460993
LIZ CAMBAGE,2018,C,Perimeter-Oriented Big/Wing,4.796457916592556,4.022208256495201
MAYA MOORE,2013,F,Primary On-Ball Creator,4.729631404978287,7.60440355905598
CAMILLE COOPER,2001,C,Interior Primary Option,4.60289091268341,-2.7552801392379007
MAYA MOORE,2012,F,Primary On-Ball Creator,4.571528342236083,9.81440245903698
JACKIE YOUNG,2023,G,Primary On-Ball Creator,4.563720734553175,11.615645518713544
A'JA WILSON,2024,C,Perimeter-Oriented Big/Wing,4.555440788670136,0.2368484788655528
KARA LAWSON,2012,G,Primary On-Ball Creator,4.529347469030593,7.452878299640848
TIANNA HAWKINS,2019,F,Interior Primary Option,4.504817982615113,-3.8990157786954738
A'JA WILSON,2023,C,Perimeter-Oriented Big/Wing,4.500647797298126,6.608875468990872
DIANA TAURASI,2018,G,Primary On-Ball Creator,4.43246402320696,5.531506363682544
PENNY TAYLOR,2011,F,Primary On-Ball Creator,4.279708641606475,5.838360211967318
CHELSEA GRAY,2023,G,Primary On-Ball Creator,4.275790786195469,3.4718727337023556
PENNY TAYLOR,2016,F,Primary On-Ball Creator,4.237985247717527,2.929306011504356
EPIPHANNY PRINCE,2019,G,Spot-up Shooter,4.232123860550335,19.609585551354712
BREANNA STEWART,2018,F,Perimeter-Oriented Big/Wing,4.208223278169777,4.8751073193595795
PENNY TAYLOR,2010,F,Primary On-Ball Creator,4.14354005551425,2.1581367658292683
SUE BIRD,2020,G,Spot-up Shooter,4.105283534579719,14.081415937605827
ELENA DELLE DONNE,2023,SG,Perimeter-Oriented Big/Wing,4.043612963679236,0.7703463625349133
SYLVIA FOWLES,2020,C,Interior Primary Option,3.9706302141151673,-0.4265217476586092
LINDSAY WHALEN,2008,G,Primary On-Ball Creator,3.9248045333077783,4.226530425415809
SHERYL SWOOPES,2000,SG,Perimeter-Oriented Big/Wing,3.916437592248761,9.09570673195144
LAUREN JACKSON,2007,PowerF,Perimeter-Oriented Big/Wing,3.831395785685149,7.100463844902852
EMILY ENGSTLER,2024,F,Secondary Creator/Distributor,3.8220132331247405,-1.7412536682653557
KRISTI TOLIVER,2019,G,Primary On-Ball Creator,3.722470520107681,9.622596286951664
COURTNEY VANDERSLOOT,2019,G,Primary On-Ball Creator,3.7093444757642025,6.834044958505556
DIANA TAURASI,2020,G,Primary On-Ball Creator,3.6926688237976144,0.5893871902749607
BREANNA STEWART,2024,F,Perimeter-Oriented Big/Wing,3.6844559760876474,3.2150003365133775
BECKY HAMMON,2003,G,Primary On-Ball Creator,3.6634577254515737,10.48400911756811
ELENA DELLE DONNE,2014,SG,Perimeter-Oriented Big/Wing,3.641564628752326,4.519264219398039
COURTNEY VANDERSLOOT,2018,G,Primary On-Ball Creator,3.60157106693429,1.0115926363192655
TAMIKA CATCHINGS,2002,F,Primary On-Ball Creator,3.550397214739612,0.5637933037294207
CAPPIE PONDEXTER,2010,G,Primary On-Ball Creator,3.5168149352881284,6.29539880495641
ANNELI MALEY,2022,F,Spot-up Shooter,3.4754426929453777,-3.484797498854452
KRISTI HARROWER,2001,G,Secondary Creator/Distributor,3.4479096114706627,10.242004856584586
JAIME NARED,2019,SG,Roller/Cutter,3.440488394557567,1.176852643305166
JONQUEL JONES,2016,C,Interior Primary Option,3.4263468211847274,2.4586659756866664
JONQUEL JONES,2019,C,Perimeter-Oriented Big/Wing,3.426068419508216,4.248064096899489
JONQUEL JONES,2021,C,Perimeter-Oriented Big/Wing,3.389565105019151,8.180234316862103
NNEKA OGWUMIKE,2017,F,Perimeter-Oriented Big/Wing,3.383262612379591,5.040862451488889
BRITTNEY GRINER,2017,C,Perimeter-Oriented Big/Wing,3.3735349839794924,3.269204857157281
KAHLEAH COPPER,2022,SG,Perimeter-Oriented Big/Wing,3.3541713228516223,5.911397434836086
CHANDI JONES,2006,G,Spot-up Shooter,3.351041909216793,-9.803880685594995
SABRINA IONESCU,2023,G,Primary On-Ball Creator,3.313397828356462,4.831846075765689
LINDSAY WHALEN,2011,G,Perimeter-Oriented Big/Wing,3.2548647011200655,3.334687841872595
EMMA MEESSEMAN,2022,F,Interior Primary Option,3.252804166211522,7.352153462480724
SEIMONE AUGUSTUS,2007,SG,Perimeter-Oriented Big/Wing,3.229222503337671,1.9231267261539184
LAUREN JACKSON,2010,PowerF,Perimeter-Oriented Big/Wing,3.1987113130944786,9.69616338359996
ANNA CRUZ,2016,G,Secondary Creator/Distributor,3.125452265997711,-11.813496889688135
CRYSTAL ROBINSON,2001,F,Spot-up Shooter,3.114147069921887,3.646654966294724
LINDSAY WHALEN,2014,G,Perimeter-Oriented Big/Wing,3.0620627108474103,4.661710529376307
ODYSSEY SIMS,2024,G,Primary On-Ball Creator,3.04910506544612,0.8891920352331811
MAYA MOORE,2014,F,Primary On-Ball Creator,3.0330294911347244,2.9666933353387326
ALYSHA CLARK,2020,F,Spot-up Shooter,3.029691272448292,9.530179546429714
PENNY TAYLOR,2007,F,Perimeter-Oriented Big/Wing,3.007725698702742,6.009330747585859
JONQUEL JONES,2017,C,Interior Primary Option,2.9813610047599535,5.742591460910985
MAYA MOORE,2016,F,Primary On-Ball Creator,2.9811918298923663,5.767589560771322
JENNA O'HEA,2012,F,Spot-up Shooter,2.9774376337851063,-0.7186401214561002
SPARKLE TAYLOR,2022,G,Secondary Creator/Distributor,2.957661988942327,9.531636926923678
LINDSAY WHALEN,2013,G,Perimeter-Oriented Big/Wing,2.9566018176696796,-0.1746317276939011
CHELSEA GRAY,2017,G,Primary On-Ball Creator,2.902179056603045,4.53862634272669
DEWANNA BONNER,2018,SG,Primary On-Ball Creator,2.8770447058133444,2.8981131833558513
COURTNEY VANDERSLOOT,2017,G,Secondary Creator/Distributor,2.8730842399220733,0.1590702128386169
CHAMIQUE HOLDSCLAW,2002,F,Perimeter-Oriented Big/Wing,2.8622017144666345,1.085753905412126
CHELSEA GRAY,2022,G,Primary On-Ball Creator,2.8089921434657157,6.776814099007773
BRITTNEY GRINER,2021,C,Perimeter-Oriented Big/Wing,2.799695878518028,4.6378935421388325
KELSEY PLUM,2023,G,Primary On-Ball Creator,2.7892046006105238,12.465512624010223
BREANNA STEWART,2021,F,Perimeter-Oriented Big/Wing,2.7674621785763316,4.5267017556637255
SYLVIA FOWLES,2017,C,Interior Primary Option,2.761825066627888,3.421850593588884
PENNY TAYLOR,2013,F,Spot-up Shooter,2.7565684644070934,3.581639667415413
CANDACE PARKER,2018,PowerF,Perimeter-Oriented Big/Wing,2.7151947583173874,0.293077638741981
DIANA TAURASI,2014,G,Primary On-Ball Creator,2.7119703943625004,3.331534546663846
SKYLAR DIGGINS,2021,G,Primary On-Ball Creator,2.7052840408288663,6.22308991250734
TULLY BEVILAQUA,1998,G,Secondary Creator/Distributor,2.683432734354943,-2.941889321132404
STEFANIE DOLSON,2020,C,Secondary Creator/Distributor,2.6787544438641326,5.126466772823247
TAMIKA CATCHINGS,2012,F,Perimeter-Oriented Big/Wing,2.675911963221117,2.455293449327864
DIANA TAURASI,2008,G,Primary On-Ball Creator,2.662201453617312,5.921616613493597
EMMA MEESSEMAN,2016,F,Perimeter-Oriented Big/Wing,2.6565849077662778,1.6111923712597815
BREANNA STEWART,2017,F,Perimeter-Oriented Big/Wing,2.652184386522409,4.413851919669505
JAMIE REDD,2002,F,Spot-up Shooter,2.637811473419854,-4.285056990719233
SHAY MURPHY,2008,G,Secondary Creator/Distributor,2.6336808135681453,-15.312551549782826
SUE BIRD,2021,G,Spot-up Shooter,2.565518428954718,2.391897751975851
CYNTHIA COOPER,1999,G,Primary On-Ball Creator,2.5581999691264823,6.86792585565315
DIANA TAURASI,2013,G,Primary On-Ball Creator,2.5363405842238755,5.383039288448821
NAPHEESA COLLIER,2024,F,Perimeter-Oriented Big/Wing,2.528962825119194,3.887728540419661
TAYLOR MIKESELL,2023,G,Spot-up Shooter,2.4975362847312326,0.5463472860296278
DIANA TAURASI,2009,G,Primary On-Ball Creator,2.4937618216271757,1.9388612050704703
KELSEY PLUM,2022,G,Primary On-Ball Creator,2.4778913557700952,5.48398241354081
DIANA TAURASI,2006,G,Primary On-Ball Creator,2.46892233734365,10.418831830283336
JACKIE YOUNG,2022,G,Perimeter-Oriented Big/Wing,2.456957525419786,4.808859588103343
MARIA KLIUNDIKOVA,2019,F,Interior Primary Option,2.4550002349447864,-7.674549456994906
SATOU SABALLY,2024,F,Primary On-Ball Creator,2.438088561519767,8.00916280062054
DANIELLE ADAMS,2017,PowerF,Spot-up Shooter,2.392980937850052,7.532531154869527
KAILA CHARLES,2022,SG,Roller/Cutter,2.3701500822658934,19.775453557934465
LAUREN JACKSON,2003,PowerF,Perimeter-Oriented Big/Wing,2.3356999285072932,3.286088459987232
SUE BIRD,2017,G,Spot-up Shooter,2.330618026710358,2.310734135028407
KAELA DAVIS,2022,F,Interior Primary Option,2.320690755919806,8.939112222728294
SKYLAR DIGGINS,2015,G,Primary On-Ball Creator,2.313582704016961,11.329193923204189
SUE BIRD,2010,G,Spot-up Shooter,2.3113515948713896,7.224732993449989
TAMIKA CATCHINGS,2010,F,Primary On-Ball Creator,2.298451207939575,3.4719644636682205
BREANNA STEWART,2020,F,Perimeter-Oriented Big/Wing,2.2884967380176495,3.0023491869995147
JANEL MCCARVILLE,2013,PowerF,Secondary Creator/Distributor,2.2759933189267967,8.547075821560746
BRIA HARTLEY,2021,G,Secondary Creator/Distributor,2.2720750621645895,-19.212952066925627
EMMA CANNON,2022,F,Roller/Cutter,2.2415527672290327,0.2784878973639989
ALANA BEARD,2006,SG,Primary On-Ball Creator,2.2414939829290557,4.421256590331373
SEIMONE AUGUSTUS,2012,SG,Primary On-Ball Creator,2.2341536630541157,4.323862579045225
LATASHA BYEARS,2001,SG,Interior Primary Option,2.231646002158399,8.334927044448493
A'JA WILSON,2022,C,Perimeter-Oriented Big/Wing,2.190022990603176,7.801048116009912
STEPHANIE JONES,2022,F,Secondary Creator/Distributor,2.1708013717789583,-3.204940968894351
LEILANI MITCHELL,2019,G,Primary On-Ball Creator,2.1586767555191173,-1.2775253752497602
SABRINA IONESCU,2022,G,Primary On-Ball Creator,2.1571084417872712,2.0215678313676135
CANDACE PARKER,2022,PowerF,Perimeter-Oriented Big/Wing,2.154100402773762,3.9506823628909737
CANDACE PARKER,2023,PowerF,Secondary Creator/Distributor,2.1328205743988575,7.6226271234590195
CANDACE PARKER,2020,PowerF,Perimeter-Oriented Big/Wing,2.1307042535090215,0.9888265299351864
SATOU SABALLY,2023,F,Perimeter-Oriented Big/Wing,2.128611328412047,6.699941213186248
JONQUEL JONES,2024,C,Interior Primary Option,2.1256752980877947,4.478986294093368
MAYA MOORE,2011,F,Primary On-Ball Creator,2.1209152273769862,7.226087572945372
ELENA DELLE DONNE,2013,SG,Perimeter-Oriented Big/Wing,2.114433686258414,9.138432026708765
CHRISTY SMITH,1999,G,Spot-up Shooter,2.0931865913331027,2.181799594632094
SUE BIRD,2022,G,Spot-up Shooter,2.089935385608179,1.7416072938467533
ALLIE QUIGLEY,2021,G,Primary On-Ball Creator,2.0709047783469714,5.974039282150384
LA'TANGELA ATKINSON,2009,SG,Roller/Cutter,2.0663018150844437,7.315453168090286
LAURIE KOEHN,2005,G,Spot-up Shooter,2.047608675674015,1.5256605539824386
CYNTHIA COOPER,1998,G,Primary On-Ball Creator,2.035761320935283,7.426518891571289
MAYA MOORE,2017,F,Primary On-Ball Creator,2.024147167474153,9.810407885260853
CATHY JOENS,2007,SG,Spot-up Shooter,2.021243866516252,-1.1284940111972916
BRIONNA JONES,2023,F,Interior Primary Option,2.0176465592763213,0.9653055413422156
JAYLYN SHERROD,2024,G,Secondary Creator/Distributor,2.013678512878221,-0.7988724207031624
TAMIKA CATCHINGS,2003,F,Primary On-Ball Creator,1.9687144619576975,1.6429573314266623
SKYLAR DIGGINS,2017,G,Primary On-Ball Creator,1.9484648659571058,4.814972823104834
ALLIE QUIGLEY,2017,G,Primary On-Ball Creator,1.9440491221498197,3.970407330425937
CYNTHIA COOPER,2003,G,Primary On-Ball Creator,1.939665799675537,1.7539015441807593
CANDICE DUPREE,2010,F,Interior Primary Option,1.93717001684141,3.355920108319827
COURTNEY VANDERSLOOT,2015,G,Primary On-Ball Creator,1.9103172458816862,5.590822089471202
KELSEY PLUM,2018,G,Spot-up Shooter,1.9061317156134336,3.6905597990318424
JACKIE YOUNG,2024,G,Primary On-Ball Creator,1.8822942037791772,0.6131806601220893
COURTNEY VANDERSLOOT,2022,G,Secondary Creator/Distributor,1.8631828496804645,2.741142953907677
ERIN PHILLIPS,2008,G,Primary On-Ball Creator,1.849962247661879,-2.949799365656189
SHERYL SWOOPES,2005,SG,Perimeter-Oriented Big/Wing,1.8430751908741017,3.070726784781825
PENNY TAYLOR,2006,F,Perimeter-Oriented Big/Wing,1.8313007824050507,3.8675088071397616
BRIONNA JONES,2022,F,Interior Primary Option,1.824273709403652,5.196468540092913
KELSEY PLUM,2021,G,Primary On-Ball Creator,1.8168961061107178,1.8176505254991089
BETNIJAH LANEY-HAMILTON,2020,SG,Primary On-Ball Creator,1.7938056898277113,-3.054313115987431
CYNTHIA COOPER,1997,G,Primary On-Ball Creator,1.7895609436891673,5.36373513347153
SEIMONE AUGUSTUS,2011,SG,Perimeter-Oriented Big/Wing,1.780918604987221,3.2072677240512437
DEWANNA BONNER,2023,SG,Primary On-Ball Creator,1.769532800974248,3.318424630017854
BREANNA STEWART,2016,F,Perimeter-Oriented Big/Wing,1.745657382338022,3.049319003108534
DAMIRIS DANTAS,2019,PowerF,Spot-up Shooter,1.7283336592244054,0.7237152572434599
CANDACE PARKER,2008,PowerF,Perimeter-Oriented Big/Wing,1.7255418896177974,1.7652532277898654
JENNIFER GILLOM,2003,PowerF,Secondary Creator/Distributor,1.7163501876967402,0.4605972872648554
DEARICA HAMBY,2018,F,Interior Primary Option,1.6993004645618037,1.990077774993088
NNEKA OGWUMIKE,2023,F,Perimeter-Oriented Big/Wing,1.6969402428975864,4.537540552700778
NNEKA OGWUMIKE,2013,F,Interior Primary Option,1.694513341730202,1.556694901412862
SEIMONE AUGUSTUS,2013,SG,Perimeter-Oriented Big/Wing,1.6838760378540327,10.998216362816228
ELENA SHAKIROVA,2000,C,Secondary Creator/Distributor,1.6834216239173925,-7.283500703041232
NNEKA OGWUMIKE,2019,F,Perimeter-Oriented Big/Wing,1.6651802494656645,2.770068238278813
EPIPHANNY PRINCE,2015,G,Primary On-Ball Creator,1.6583191986803427,0.7231182404526171
EPIPHANNY PRINCE,2012,G,Primary On-Ball Creator,1.6467175280079758,4.490256579304262
PENNY TAYLOR,2014,F,Primary On-Ball Creator,1.6436943053774806,5.306224999504949
CANDACE PARKER,2017,PowerF,Perimeter-Oriented Big/Wing,1.6253866975027877,2.209290928763082
KATIE DOUGLAS,2010,SG,Primary On-Ball Creator,1.6216027009636935,1.0084502058090874
TIFFANY HAYES,2014,G,Primary On-Ball Creator,1.6173576726756005,1.8224584888157784
DANIELLE ADAMS,2012,PowerF,Perimeter-Oriented Big/Wing,1.6112790206038077,6.394290905143656
LINDSAY WHALEN,2007,G,Primary On-Ball Creator,1.6072765542645884,-0.6288812307886087
COURTNEY VANDERSLOOT,2023,G,Secondary Creator/Distributor,1.6059098480829879,6.243830634368799
COURTNEY VANDERSLOOT,2021,G,Secondary Creator/Distributor,1.6003382592808832,-0.1177924438783065
JONQUEL JONES,2022,C,Interior Primary Option,1.5872770802718632,4.257395537733482
BRITTNEY GRINER,2018,C,Perimeter-Oriented Big/Wing,1.5815505430099897,-0.1000726982677669
SABRINA IONESCU,2024,G,Primary On-Ball Creator,1.5531646129326102,4.682970613062572
MYISHA HINES-ALLEN,2020,F,Perimeter-Oriented Big/Wing,1.5521037555073949,2.8291335236864117
KEISHA HAMPTON,2017,F,Spot-up Shooter,1.5474510014643645,-8.554009542177631
SUE BIRD,2012,G,Primary On-Ball Creator,1.5452549756106007,5.130158680429203
MAYA MOORE,2015,F,Primary On-Ball Creator,1.5439716057548487,2.912211890747516
ALLISHA GRAY,2023,G,Perimeter-Oriented Big/Wing,1.5366446714361894,-3.3651666424238607
BRITTNEY GRINER,2024,C,Perimeter-Oriented Big/Wing,1.53181792743398,2.054892043440763
TEAIRA MCCOWAN,2022,C,Interior Primary Option,1.5279558208914206,8.50625018955636
TAMIKA CATCHINGS,2004,F,Primary On-Ball Creator,1.5164786969249435,0.8699654832278443
CANDACE PARKER,2013,PowerF,Perimeter-Oriented Big/Wing,1.5145339633005734,3.924809601321318
CHELSEA GRAY,2018,G,Primary On-Ball Creator,1.5071196082754363,-1.2895918182883457
CAPPIE PONDEXTER,2009,G,Primary On-Ball Creator,1.480514447193282,2.015568835542906
LAUREN JACKSON,2005,PowerF,Perimeter-Oriented Big/Wing,1.4717905110740657,2.2945278482261844
DIANA TAURASI,2012,G,Primary On-Ball Creator,1.4541180764506754,6.976853507366053
COURTNEY VANDERSLOOT,2016,G,Primary On-Ball Creator,1.4383361902585226,2.4871264186661537
DIANA TAURASI,2011,G,Primary On-Ball Creator,1.4317299408017168,6.85297370026831
NAPHEESA COLLIER,2020,F,Perimeter-Oriented Big/Wing,1.4152935447085486,6.27478718288686
KATIE DOUGLAS,2011,SG,Primary On-Ball Creator,1.4110284022084605,3.972572595162933
DEWANNA BONNER,2016,SG,Primary On-Ball Creator,1.4104261431596534,2.269923674631775
TAMIKA CATCHINGS,2007,F,Primary On-Ball Creator,1.397594977229604,9.463432622192787
SUE BIRD,2016,G,Primary On-Ball Creator,1.3730900295134703,4.293091237075585
CANDACE PARKER,2011,PowerF,Perimeter-Oriented Big/Wing,1.3698696217400252,1.6697624228709056
VICKIE JOHNSON,2005,SG,Secondary Creator/Distributor,1.3680845116016227,0.807235765281943
LEILANI MITCHELL,2010,G,Spot-up Shooter,1.3668592358228846,4.244825432353846
CAPPIE PONDEXTER,2006,G,Primary On-Ball Creator,1.3609955285964355,4.953686248602225
NNEKA OGWUMIKE,2024,F,Perimeter-Oriented Big/Wing,1.356755978819024,3.3434663264861313
ALANNA SMITH,2024,F,Secondary Creator/Distributor,1.3561753317339789,1.840156944702085
CHAMIQUE HOLDSCLAW,2003,F,Perimeter-Oriented Big/Wing,1.3519814490685864,2.902768660947865
NIKKI TEASLEY,2003,G,Primary On-Ball Creator,1.3419096518550504,4.130518495232245
KRISTI CIRONE,2009,G,Secondary Creator/Distributor,1.3368335925514088,17.194055621121958
JEWELL LOYD,2018,G,Primary On-Ball Creator,1.3360239057857874,6.624976177781914
KATIE SMITH,2003,G,Primary On-Ball Creator,1.3301373072223166,1.6793959713377866
KATIE DOUGLAS,2006,SG,Primary On-Ball Creator,1.3284089584516532,5.698844403436442
SKYLAR DIGGINS,2018,G,Primary On-Ball Creator,1.328228727136607,3.774885294052236
CHINEY OGWUMIKE,2018,PowerF,Interior Primary Option,1.3192893097280791,4.697324492450374
KRISTI TOLIVER,2012,G,Primary On-Ball Creator,1.3150229230460937,3.471183881688937
ALIYAH BOSTON,2023,PowerF,Interior Primary Option,1.3125899435125503,3.465393444371998
JEWELL LOYD,2020,G,Primary On-Ball Creator,1.3076374447777082,1.0737786516353502
ALIYAH BOSTON,2024,PowerF,Interior Primary Option,1.3051980475472997,1.2442209964948774
SKYLAR DIGGINS,2020,G,Primary On-Ball Creator,1.3037628900755562,0.6429886283295144
SEIMONE AUGUSTUS,2017,SG,Secondary Creator/Distributor,1.3013874197988164,8.467129683017008
DEWANNA BONNER,2022,SG,Primary On-Ball Creator,1.287764147405216,4.146340496303968
DEANNA NOLAN,2008,SG,Primary On-Ball Creator,1.2868238712696214,4.195105837766575
PENNY TAYLOR,2005,F,Primary On-Ball Creator,1.2847258618258088,-1.6226629437278792
SANCHO LYTTLE,2008,F,Interior Primary Option,1.2594505881380913,0.2785794788619923
DIANA TAURASI,2007,G,Primary On-Ball Creator,1.254732473733258,5.964023857413078
SEIMONE AUGUSTUS,2014,SG,Perimeter-Oriented Big/Wing,1.2511902936958514,-0.766692894224678
CRYSTAL ROBINSON,1999,F,Spot-up Shooter,1.233620708489651,1.0447470557766525
EMMA MEESSEMAN,2017,F,Perimeter-Oriented Big/Wing,1.2236482261395087,3.520849462323393
TIFFANY HAYES,2022,G,Primary On-Ball Creator,1.2167147999434906,-3.98873072534349
TIFFANY HAYES,2018,G,Primary On-Ball Creator,1.2146205506349128,1.6888929430380244
LISA LESLIE,2001,C,Perimeter-Oriented Big/Wing,1.2136521767057538,4.967387280717498
NAPHEESA COLLIER,2023,F,Perimeter-Oriented Big/Wing,1.2105871520371803,-1.1503342532667564
ALLISHA GRAY,2020,G,Primary On-Ball Creator,1.2025679436143053,6.340625984573368
KAYLA MCBRIDE,2018,G,Primary On-Ball Creator,1.200589789600077,2.453247773587657
TIFFANY HAYES,2023,G,Primary On-Ball Creator,1.1869454609088481,1.5162250368466788
JENNIFER AZZI,2000,G,Secondary Creator/Distributor,1.1776258548211684,6.129026402454606
LEONIE FIEBICH,2024,F,Spot-up Shooter,1.174983124462173,3.903866289714672
CHEYENNE PARKER-TYUS,2020,F,Interior Primary Option,1.1643390772497195,2.2700402080775475
SUE BIRD,2011,G,Primary On-Ball Creator,1.163651557161547,2.5112511286764203
TAMIKA CATCHINGS,2011,F,Perimeter-Oriented Big/Wing,1.1455943942164961,3.58387553753205
JANEL MCCARVILLE,2016,PowerF,Roller/Cutter,1.1358503730060863,5.034024562029317
TASHA HUMPHREY,2008,C,Secondary Creator/Distributor,1.1280747178446273,7.096020518465467
SYLVIA FOWLES,2012,C,Interior Primary Option,1.1255264920054646,-2.1475795746126907
ADUT BULGAK,2016,C,Interior Primary Option,1.1244680147990205,3.1922824720380736
AERIAL POWERS,2019,G,Primary On-Ball Creator,1.0761898855122538,7.395579689024984
IZIANE CASTRO MARQUES,2007,SG,Primary On-Ball Creator,1.0747615488870341,10.378778716596536
NNEKA OGWUMIKE,2018,F,Interior Primary Option,1.0723107600653812,-0.7408696730060995
CANDACE PARKER,2021,PowerF,Perimeter-Oriented Big/Wing,1.0696418134600734,0.6949740879524713
CRYSTAL DANGERFIELD,2022,G,Secondary Creator/Distributor,1.0634267997786522,-5.229197870501968
ILIANA RUPERT,2022,C,Spot-up Shooter,1.0624683363587848,-5.2938164379813415
CRYSTAL BRADFORD,2021,F,Primary On-Ball Creator,1.0620318398833801,-1.2966771325670152
VICKIE JOHNSON,2003,SG,Primary On-Ball Creator,1.0572570090055367,-0.8044416696432515
SKYLAR DIGGINS,2022,G,Perimeter-Oriented Big/Wing,1.048147710639089,0.9454657711919262
JOYNER HOLMES,2021,F,Spot-up Shooter,1.0248260818502843,19.7904286286046
ANEIKA MORELLO,2017,PowerF,Roller/Cutter,1.018603440963598,-1.1465375142735337
BRIONNA JONES,2021,F,Interior Primary Option,1.0048763252425381,4.7123562563695005
TIFFANY HAYES,2024,G,Secondary Creator/Distributor,1.0046606969837233,1.0546487545648269
MICHELLE CLEARY,2000,G,Spot-up Shooter,1.0004585974162357,2.909849533971102
ZUZANA ZIRKOVA,2003,G,Secondary Creator/Distributor,0.9993192291513341,-17.782472104858005
KRISTI TOLIVER,2018,G,Primary On-Ball Creator,0.9881487708058266,4.922452410119286
ALYSSA THOMAS,2022,F,Interior Primary Option,0.9880091976502619,4.421120408297883
ALYSSA THOMAS,2023,F,Interior Primary Option,0.9839938866932556,2.824865724852014
BECKY HAMMON,2012,G,Primary On-Ball Creator,0.9675509727211488,0.799508871332385
ALYSSA THOMAS,2024,F,Interior Primary Option,0.9675203351513383,0.1309019126116213
AERIAL POWERS,2020,G,Primary On-Ball Creator,0.9652876761870044,2.6267586230943527
NNEKA OGWUMIKE,2020,F,Interior Primary Option,0.9608605553620779,-0.2437710769327775
ALLIE QUIGLEY,2022,G,Primary On-Ball Creator,0.9521832709146308,4.339331901490209
CHENNEDY CARTER,2024,G,Perimeter-Oriented Big/Wing,0.9397767873891856,5.115991386075594
LATOYA SANDERS,2018,PowerF,Roller/Cutter,0.9388884912666865,4.713810735735014
NATASHA HOWARD,2018,F,Interior Primary Option,0.9328066515021733,5.272269038335063
