Player,Year,Pos,Archetype,OBPM,mean
JAMIE CAREY,2007,G,Spot-up Shooter,-3.5195186313214393,-0.529149530749153
JILLIAN ALLEYNE,2019,PowerF,Roller/Cutter,-3.5204349441146103,-37.66023412779675
REBEKKAH BRUNSON,2017,F,Secondary Creator/Distributor,-3.5207067729843513,4.638471726321291
TIFFANY MITCHELL,2018,G,Primary On-Ball Creator,-3.522138833925297,-1.781607846223311
ALEX MONTGOMERY,2016,SG,Secondary Creator/Distributor,-3.5229414053851373,-11.187883367616656
WENDY PALMER,1999,F,Interior Primary Option,-3.5231056257651687,-1.6918923112855075
SANCHO LYTTLE,2016,F,Roller/Cutter,-3.531363530298153,-3.5442097938249755
PLENETTE PIERSON,2014,F,Interior Primary Option,-3.5323417792795437,-4.079093442409139
LISA WILLIS,2006,G,Spot-up Shooter,-3.5333083892222774,4.351991876902064
MORGAN TUCK,2016,F,Secondary Creator/Distributor,-3.53509678389159,-2.6494748487436657
LEILANI MITCHELL,2018,G,Spot-up Shooter,-3.5359168462771535,-12.03632000063435
JASMINE THOMAS,2022,G,Secondary Creator/Distributor,-3.539278472199482,4.1780933724648674
CIERRA BURDICK,2021,F,Roller/Cutter,-3.540351043320368,-15.25521001656884
BROOKE WYCKOFF,2005,F,Spot-up Shooter,-3.5445924517878855,-4.5007642918735495
TAMMY SUTTON-BROWN,2005,C,Interior Primary Option,-3.5450216366786895,-3.3717690159886917
AARI MCDONALD,2021,G,Primary On-Ball Creator,-3.545686384185752,-1.953903484749128
DEARICA HAMBY,2022,F,Interior Primary Option,-3.545955428464497,2.051877361276541
EDWIGE LAWSON-WADE,2008,G,Spot-up Shooter,-3.5461574852922055,-6.996468665781481
MAYLANA MARTIN,2001,PowerF,Secondary Creator/Distributor,-3.5477180292909747,-10.286881485812676
ANGEL GOODRICH,2013,G,Secondary Creator/Distributor,-3.5484121656478322,1.925459093571206
KIAH STOKES,2023,C,Roller/Cutter,-3.5504981965565423,4.460933627190686
MISTIE BASS,2006,F,Roller/Cutter,-3.5515656678052236,-1.689804101965488
DOMINIQUE CANTY,2010,G,Interior Primary Option,-3.551786098696018,-0.4946706850337059
BRITTANY BREWER,2020,F,Roller/Cutter,-3.5522392292451173,-11.064667238068044
GABBY WILLIAMS,2018,F,Roller/Cutter,-3.5557837111939414,-3.754367314977644
DIAMOND MILLER,2023,F,Primary On-Ball Creator,-3.561936469392261,-1.330819805542893
ODYSSEY SIMS,2016,G,Primary On-Ball Creator,-3.5640077866651683,0.1977626463639237
STEFANIE DOLSON,2015,C,Interior Primary Option,-3.5669937962262503,-0.8637001343736886
LATOYA THOMAS,2005,F,Perimeter-Oriented Big/Wing,-3.5679491509258194,-6.66957637775354
MURRIEL PAGE,1999,F,Roller/Cutter,-3.567980348582848,-2.0141997218865133
SHENISE JOHNSON,2013,G,Primary On-Ball Creator,-3.5688226831474292,-4.5452681056210125
NATASHA HOWARD,2021,F,Perimeter-Oriented Big/Wing,-3.56905846162008,-1.3895732947357793
BRITTANY BOYD-JONES,2019,G,Secondary Creator/Distributor,-3.5725451811128552,-6.476114293817676
LISA LESLIE,2008,C,Perimeter-Oriented Big/Wing,-3.5730671875148143,-1.352554063035833
CHARDE HOUSTON,2010,F,Primary On-Ball Creator,-3.573516998268012,-4.716280581911486
JESSICA MOORE,2006,PowerF,Roller/Cutter,-3.5753079601446967,-4.926535743070063
SEIMONE AUGUSTUS,2010,SG,Primary On-Ball Creator,-3.5781102750702543,-1.449961902324115
STEFANIE DOLSON,2022,C,Roller/Cutter,-3.57935782924475,-4.478422139943204
TE'A COOPER,2020,G,Secondary Creator/Distributor,-3.5796206462443347,-2.762135446887076
ALEXIS GRAY-LAWSON,2011,G,Spot-up Shooter,-3.582758272938337,-0.2659822599128774
SEQUOIA HOLMES,2018,G,Roller/Cutter,-3.5879293453115535,-25.51148848619839
DEBBIE BLACK,1999,G,Secondary Creator/Distributor,-3.5925999012945873,-0.3982567148170915
LAYSHIA CLARENDON,2015,G,Secondary Creator/Distributor,-3.594899945558958,-2.7196767477293644
KRISTI HARROWER,2003,G,Spot-up Shooter,-3.594945811784198,2.3863609688759233
TAMIKA WHITMORE,2005,F,Interior Primary Option,-3.5953126372078055,-1.7471314465248855
SHEKINNA STRICKLEN,2012,F,Spot-up Shooter,-3.603044943913794,-1.4146949712976251
BERNADETTE NGOYISA,2005,C,Interior Primary Option,-3.6043991318361606,-7.074901423838488
DEANNA NOLAN,2002,SG,Spot-up Shooter,-3.6045614245129673,-2.707098951302058
LUCIENNE BERTHIEU,2003,PowerF,Interior Primary Option,-3.6093220203251533,-5.998466592003147
OLYMPIA SCOTT,2002,C,Interior Primary Option,-3.609410398580141,0.0157098898945004
GLORY JOHNSON,2019,F,Spot-up Shooter,-3.6116379535378043,-3.6340395800791514
JANETH ARCAIN,1999,G,Secondary Creator/Distributor,-3.6176811197262926,-0.9449251775930998
MICHELE TIMMS,2001,G,Spot-up Shooter,-3.621985761809805,1.1171871454323594
DOMINIQUE CANTY,2007,G,Secondary Creator/Distributor,-3.6222931620823235,0.8888428600350402
MARINE JOHANNÈS,2023,G,Spot-up Shooter,-3.6257232901073664,-7.213733320533783
BRIDGET PETTIS,1998,G,Primary On-Ball Creator,-3.626110858444882,6.100731351239563
NATASHA LACY,2010,G,Secondary Creator/Distributor,-3.6283859208978058,-1.2878656429224933
LINDSAY ALLEN,2017,G,Secondary Creator/Distributor,-3.6287585154906314,-3.446940725773645
GRACE DALEY,2002,G,Secondary Creator/Distributor,-3.6323203420267793,0.6902440825395839
DAWN STALEY,2001,G,Primary On-Ball Creator,-3.6324218843420653,3.827499284804403
VICTORIA DUNLAP,2012,F,Interior Primary Option,-3.633604785909536,-18.63628217659863
HELEN LUZ,2002,G,Spot-up Shooter,-3.6342101255984094,-0.2643132278053793
KYLEE SHOOK,2021,C,Secondary Creator/Distributor,-3.6350552470661786,-5.279511883083541
BRIANN JANUARY,2010,G,Secondary Creator/Distributor,-3.6373701267007235,-1.808943284874939
JANEL MCCARVILLE,2010,PowerF,Roller/Cutter,-3.638594472145689,0.2884376328433967
TULLY BEVILAQUA,2006,G,Spot-up Shooter,-3.6424014952509687,-2.2311112594717835
CATHRINE KRAAYEVELD,2007,F,Secondary Creator/Distributor,-3.6437393995277643,1.1316933374426323
SUG SUTTON,2023,G,Primary On-Ball Creator,-3.644869386991718,-0.9432995935874844
APRIL SYKES,2012,SG,Spot-up Shooter,-3.6452731799695175,2.101006300844644
MICHELLE SNOW,2002,C,Roller/Cutter,-3.645496399729594,-4.684558023157204
ISABELLE HARRISON,2019,F,Interior Primary Option,-3.650140190551679,-2.644274424806996
RITA WILLIAMS,1999,G,Spot-up Shooter,-3.650394560675956,-3.716908310145671
EBONY HOFFMAN,2011,F,Secondary Creator/Distributor,-3.6539485147336377,-5.982815071344322
JENNIFER DEREVJANIK,2007,G,Secondary Creator/Distributor,-3.6540104249998016,-4.726213918265935
TIERRA RUFFIN-PRATT,2016,G,Secondary Creator/Distributor,-3.657064442502412,-0.3171366391833955
JESSICA SHEPARD,2021,F,Roller/Cutter,-3.6583638724708836,-3.1817599824854947
CINDY BROWN,1998,F,Secondary Creator/Distributor,-3.6588924991827207,1.289401337006148
SAMI WHITCOMB,2022,G,Spot-up Shooter,-3.659282756475271,-4.868949806676973
MICHELE TIMMS,1998,G,Spot-up Shooter,-3.6633927612476036,-1.1009038668476043
BRIA HARTLEY,2017,G,Spot-up Shooter,-3.6667558465681864,-1.8023890867580872
ALEX BENTLEY,2016,G,Primary On-Ball Creator,-3.6672788245288603,-1.41869532812875
TARI PHILLIPS,2002,PowerF,Interior Primary Option,-3.667884533599953,2.279043769886393
AMANDA ZAHUI B,2021,C,Secondary Creator/Distributor,-3.668306304030782,-8.169733793985053
SHAMEKA CHRISTON,2005,G,Primary On-Ball Creator,-3.669243317970523,0.0715777171810842
TAUSHA MILLS,2000,C,Interior Primary Option,-3.6715248344650604,-5.27446823596114
NIELE IVEY,2002,G,Spot-up Shooter,-3.672163999016064,-1.5480966406455563
KIAH STOKES,2018,C,Roller/Cutter,-3.6729587670986716,-6.138612698453386
TINA THOMPSON,2008,F,Perimeter-Oriented Big/Wing,-3.6729839541473384,-0.3323515488646952
CHENNEDY CARTER,2022,G,Perimeter-Oriented Big/Wing,-3.6767651746420347,-0.4378238030514425
YVONNE TURNER,2023,G,Secondary Creator/Distributor,-3.676765770780633,-10.8947315121734
KATRINA COLLETON,1997,F,Secondary Creator/Distributor,-3.6771489623917777,2.2337230839636923
EPIPHANNY PRINCE,2020,G,Secondary Creator/Distributor,-3.6783851412411517,-4.339486602594632
LAUREN JACKSON,2011,PowerF,Perimeter-Oriented Big/Wing,-3.6794467384423117,-3.2657344320277697
PENNY TOLER,1998,G,Primary On-Ball Creator,-3.683692775885675,-1.3598509947172988
TIFFANY HAYES,2012,G,Secondary Creator/Distributor,-3.685815465469895,-2.469737207323804
ELIZABETH WILLIAMS,2016,PowerF,Interior Primary Option,-3.686437270072213,-1.0707035229559296
KELSEY MITCHELL,2018,G,Primary On-Ball Creator,-3.6869983248303453,-4.761306862038204
SANCHO LYTTLE,2011,F,Perimeter-Oriented Big/Wing,-3.688298181921706,3.551976642473981
SUE WICKS,2001,F,Roller/Cutter,-3.6900234257427935,2.5721673304452533
SOPHIA WITHERSPOON,2000,G,Primary On-Ball Creator,-3.6908407058857478,-1.4971655455485762
MONIQUE CURRIE,2006,F,Secondary Creator/Distributor,-3.690994423238391,-5.545377494914473
SHANNA ZOLMAN,2007,G,Spot-up Shooter,-3.6938884002289285,-4.551213084931933
JENNIFER GILLOM,1998,PowerF,Perimeter-Oriented Big/Wing,-3.6991132251898984,-0.3473163284599818
SHEILA LAMBERT,2002,G,Roller/Cutter,-3.707194567288984,-21.274452174661192
TAMMY SUTTON-BROWN,2011,C,Roller/Cutter,-3.7100137566567253,-0.0637125064397688
SVETLANA ABROSIMOVA,2010,F,Spot-up Shooter,-3.712421139894344,1.485938530747858
TAJ MCWILLIAMS-FRANKLIN,2008,PowerF,Perimeter-Oriented Big/Wing,-3.7128189251087726,-3.644730483050391
LI MENG,2023,G,Spot-up Shooter,-3.714882919731185,-2.1006929266990606
MONICA MAXWELL,2002,F,Spot-up Shooter,-3.7153856697545495,-11.755490517856265
ADRIENNE GOODSON,2001,F,Perimeter-Oriented Big/Wing,-3.7162573472196434,1.846400079815319
CAMILLE SMITH,2012,F,Interior Primary Option,-3.7167534303411536,-4.648420641428246
K.B. SHARP,2009,G,Secondary Creator/Distributor,-3.717718138121725,-0.5893905080681743
CARLA BOYD,2001,F,Spot-up Shooter,-3.7188177476958373,5.562365329153306
RHONDA MAPP,1999,C,Interior Primary Option,-3.7196496097472336,-1.3534039855086402
LE'COE WILLINGHAM,2006,F,Roller/Cutter,-3.720296552821739,-6.519427612063935
HALEY JONES,2024,SG,Secondary Creator/Distributor,-3.720667608431501,-5.504767975686151
LAUREN COX,2020,F,Roller/Cutter,-3.7210179523029776,-6.901727772281436
GLORY JOHNSON,2018,F,Secondary Creator/Distributor,-3.7211773698240065,1.276903609318984
KYM HAMPTON,1997,C,Interior Primary Option,-3.721257300364174,-0.7060387109342785
JESSICA BRELAND,2019,F,Roller/Cutter,-3.7247975367664417,-1.003774170253368
KRISTI HARROWER,2009,G,Secondary Creator/Distributor,-3.727473727418742,-3.1636612127958834
KELLY MILLER,2011,G,Spot-up Shooter,-3.7290612892477135,-0.1831107856020482
ERLANA LARKINS,2018,F,Roller/Cutter,-3.73211284331154,-6.4921848725660265
BRIANNA TURNER,2024,PowerF,Roller/Cutter,-3.734447686304116,-10.138883970176217
SHONI SCHIMMEL,2014,G,Primary On-Ball Creator,-3.735326527465003,-0.2836069402629859
TINA CHARLES,2014,C,Perimeter-Oriented Big/Wing,-3.7366280117975834,-1.515135993526885
CANDICE WIGGINS,2011,G,Spot-up Shooter,-3.7382408568913057,-3.279832798824564
YOLANDA GRIFFITH,2009,PowerF,Interior Primary Option,-3.7384841155606496,3.02788712482262
JORDAN HOOPER,2016,F,Spot-up Shooter,-3.743560506661436,-4.831330281972146
SUGAR RODGERS,2018,G,Spot-up Shooter,-3.7468795374092654,-7.1533353968024205
KRISTIN FOLKL,2002,F,Roller/Cutter,-3.748647597310313,-4.80360524932289
JOCELYN WILLOUGHBY,2020,SG,Secondary Creator/Distributor,-3.7502532001466258,-3.5689754006628123
TIANNA HAWKINS,2016,F,Roller/Cutter,-3.7542002052842602,-5.899709002050743
ELAINE POWELL,2008,G,Roller/Cutter,-3.7558827013573084,-2.2485985354375018
KATIE SMITH,2010,G,Spot-up Shooter,-3.7586078560025555,-4.457148141230454
MARLIES ASKAMP,2001,C,Roller/Cutter,-3.7655443632102323,-3.3846262692163687
ODYSSEY SIMS,2021,G,Secondary Creator/Distributor,-3.765864445322462,-5.550586988119285
SOPHIA WITHERSPOON,1997,G,Primary On-Ball Creator,-3.767963369010861,-1.875476821846056
CHRISTI THOMAS,2010,PowerF,Roller/Cutter,-3.774067223615713,-12.284745485887884
HELEN DARLING,2007,G,Secondary Creator/Distributor,-3.7770335761308353,-3.5576619459212617
REBEKKAH BRUNSON,2006,F,Interior Primary Option,-3.7771954500984095,-3.115686076657637
ANN STROTHER,2007,SG,Spot-up Shooter,-3.777272929896692,1.6928406851500402
ANDREA LLOYD-CURRY,1999,F,Spot-up Shooter,-3.7788840559638235,-0.01159368818017
RAFFAELLA MASCIADRI,2008,F,Spot-up Shooter,-3.7796946786812495,-2.6027257639821615
KELLY FARIS,2015,G,Secondary Creator/Distributor,-3.7813372185125207,-4.827155832733108
TULLY BEVILAQUA,2001,G,Spot-up Shooter,-3.7831180090309733,1.3964113767666426
EMMA MEESSEMAN,2013,F,Roller/Cutter,-3.785187798381887,-0.1741853272063457
KATIE DOUGLAS,2014,SG,Primary On-Ball Creator,-3.7855392770570324,-2.71438938904603
DIJONAI CARRINGTON,2022,SG,Secondary Creator/Distributor,-3.7863829507109243,-0.3209767354873155
DOMINIQUE CANTY,1999,G,Perimeter-Oriented Big/Wing,-3.787561487159254,-0.8011806554035129
IVANA DOJKIĆ,2024,G,Spot-up Shooter,-3.7892360263065648,0.2875096341069554
ARMINTIE HERRINGTON,2014,G,Roller/Cutter,-3.791248247563865,-1.2547634338276454
ERIN THORN,2011,G,Spot-up Shooter,-3.79295720680647,-0.4958656115930665
BRITTNEY SYKES,2021,G,Secondary Creator/Distributor,-3.79319804678745,1.0244905152052717
IZIANE CASTRO MARQUES,2009,SG,Primary On-Ball Creator,-3.795633066409483,1.098564953827282
GRACE DALEY,2001,G,Secondary Creator/Distributor,-3.7978875955343563,-12.693854202201898
BETTY LENNOX,2008,G,Primary On-Ball Creator,-3.801631635812279,-3.607113797511845
TANISHA WRIGHT,2014,G,Secondary Creator/Distributor,-3.802980281875945,-2.720673978505067
JACY SHELDON,2024,G,Secondary Creator/Distributor,-3.803873054238302,-2.829023747860608
DANIELLE ROBINSON,2015,G,Secondary Creator/Distributor,-3.8038919128413093,-1.658212449265592
KIESHA BROWN,2006,G,Secondary Creator/Distributor,-3.8055602417033243,-2.0669545813583077
TONYA EDWARDS,1999,G,Primary On-Ball Creator,-3.806098116246806,-6.825433377323029
KELLY MAZZANTE,2009,G,Spot-up Shooter,-3.8112938299642067,-0.746390187997325
JAE KINGI-CROSS,2001,G,Spot-up Shooter,-3.8177860604171947,-2.723203740050837
NIKKI MCCRAY,1999,G,Primary On-Ball Creator,-3.8190565436338093,-3.318663949856574
TRACY REID,2003,F,Secondary Creator/Distributor,-3.8207300111254034,-1.550548244073464
RONEEKA HODGES,2005,G,Spot-up Shooter,-3.823652811140839,-0.7397802712488382
TIERRA RUFFIN-PRATT,2019,G,Secondary Creator/Distributor,-3.823724814964534,0.4718644915722793
DEMYA WALKER,2003,F,Interior Primary Option,-3.8253670057456652,-2.6690840085313496
ANDREA NAGY,2000,G,Spot-up Shooter,-3.8265530417180855,-2.244412468542112
BRIDGET PETTIS,2001,G,Primary On-Ball Creator,-3.8291049376548743,-1.0678157921845612
ALANA BEARD,2005,SG,Primary On-Ball Creator,-3.8325678839498227,0.0433855129916611
TAMARA MOORE,2003,G,Secondary Creator/Distributor,-3.8354638729796937,-12.545004992017889
LEILANI MITCHELL,2016,G,Spot-up Shooter,-3.8356739881353725,-2.273407476054166
CHELSEA NEWTON,2009,G,Secondary Creator/Distributor,-3.8358247320938044,0.8515697185888766
KRISTI TOLIVER,2010,G,Spot-up Shooter,-3.841814476040433,-3.7330367475978057
TINA THOMPSON,2012,F,Spot-up Shooter,-3.8420153618012503,-4.472371576397829
SHANECE MCKINNEY,2014,PowerF,Roller/Cutter,-3.850055719596253,-12.026090488464122
KIAH STOKES,2022,C,Roller/Cutter,-3.8508563642099625,0.9102577768080408
BELINDA SNELL,2009,G,Spot-up Shooter,-3.850871860718062,-1.464763435362161
SHANNON BOBBITT,2011,G,Secondary Creator/Distributor,-3.8528621680252173,-3.198975695122295
MERLAKIA JONES,1999,G,Perimeter-Oriented Big/Wing,-3.8561524095130277,-1.3581759460759943
BETTY LENNOX,2009,G,Primary On-Ball Creator,-3.8569466551488287,-1.7798189994437714
MARKEISHA GATLING,2015,C,Interior Primary Option,-3.857861568029585,-5.485135532000643
RUSHIA BROWN,1998,F,Interior Primary Option,-3.8646536952001664,-3.052813941053926
RONEEKA HODGES,2014,G,Spot-up Shooter,-3.865869854882,2.1691265388772223
SHATORI WALKER-KIMBROUGH,2018,G,Secondary Creator/Distributor,-3.8658725673955403,-3.4804091703575475
CATHRINE KRAAYEVELD,2012,F,Spot-up Shooter,-3.8677803194208487,3.5236507938139634
MADINAH SLAISE,2000,G,Secondary Creator/Distributor,-3.8692606836998475,9.775781324350556
RENEE MONTGOMERY,2012,G,Primary On-Ball Creator,-3.87133859557785,-1.8282519556398396
GABBY WILLIAMS,2020,F,Secondary Creator/Distributor,-3.8726417599833924,-4.432729576381031
NICKY MCCRIMMON,2000,G,Spot-up Shooter,-3.873065232542496,-6.737737932350013
RANKICA SARENAC,2000,C,Interior Primary Option,-3.8736384347986323,0.0471181292735209
SOPHIA WITHERSPOON,1998,G,Primary On-Ball Creator,-3.874064852699208,0.4890176279459199
SHAVONTE ZELLOUS,2021,G,Secondary Creator/Distributor,-3.8752475382462737,-5.475596223625553
SHAMEKA CHRISTON,2006,G,Primary On-Ball Creator,-3.8775623045459007,-0.1299790023079085
MICHELLE SNOW,2003,C,Interior Primary Option,-3.878040008494956,1.645138465618129
CAMILLE SMITH,2013,F,Interior Primary Option,-3.8793750745056794,-1.9586982803180184
BECKY HAMMON,2002,G,Spot-up Shooter,-3.879493453783871,-2.882619224732041
TAMECKA DIXON,2005,G,Secondary Creator/Distributor,-3.8828861742918432,0.3937481309746421
JENNIFER GILLOM,1997,PowerF,Perimeter-Oriented Big/Wing,-3.8844108785350486,-1.995493546654596
SANDRINE GRUDA,2008,PowerF,Interior Primary Option,-3.88738492733962,-3.93282188580978
JENNY MOWE,2001,C,Roller/Cutter,-3.8921136665476435,-17.85535672505137
ANDREA NAGY,1999,G,Secondary Creator/Distributor,-3.8928701660155385,-3.6511209270389977
ALLISON HIGHTOWER,2014,G,Secondary Creator/Distributor,-3.8933186008810727,-3.6804017676790863
ADUT BULGAK,2017,C,Roller/Cutter,-3.895323176879127,-0.217429393675214
HELEN LUZ,2001,G,Spot-up Shooter,-3.8986886135028946,3.064695545588009
RONEEKA HODGES,2015,G,Spot-up Shooter,-3.8988823801484553,-4.99869461153221
TIFFANI JOHNSON,2000,C,Roller/Cutter,-3.899320103793541,2.9682747025942833
TRACY REID,1998,F,Interior Primary Option,-3.900480769345913,0.2645053721034404
WENDI WILLITS,2001,G,Spot-up Shooter,-3.9042892032229943,-10.817951426743466
ANEIKA MORELLO,2012,PowerF,Roller/Cutter,-3.904806839679941,-2.5634930789279533
LATOYA SANDERS,2011,PowerF,Roller/Cutter,-3.906123321840743,-3.0031938407329712
COURTNEY PARIS,2012,C,Roller/Cutter,-3.909818622960176,-6.139110130988026
KATE PAYE,2001,G,Spot-up Shooter,-3.9142954165692245,-7.951030809902978
EBONY HOFFMAN,2013,F,Secondary Creator/Distributor,-3.9176424397094007,-6.80595363142815
KRISTINE ANIGWE,2020,PowerF,Roller/Cutter,-3.9205842153361674,3.058324341145569
NADIA COLHADO,2017,C,Roller/Cutter,-3.9279646946644644,-36.32079083681224
ESSENCE CARSON,2012,G,Primary On-Ball Creator,-3.9308122161151817,-0.8031704894155122
TONYA MASSALINE,2000,F,Spot-up Shooter,-3.932902543362245,-14.034715027493968
JESSICA BRELAND,2017,F,Interior Primary Option,-3.9332498514810528,-4.27619505457339
NATALIE NOVOSEL,2012,G,Secondary Creator/Distributor,-3.9355929103301825,-7.057257438026269
KAYLA ALEXANDER,2017,C,Roller/Cutter,-3.9389908528544884,-4.593913550856923
SANCHO LYTTLE,2006,F,Roller/Cutter,-3.9437593709865975,-8.654008872081842
MARKEISHA GATLING,2014,C,Roller/Cutter,-3.944195121507848,1.0025567655803411
CECILIA ZANDALASINI,2018,F,Secondary Creator/Distributor,-3.9451680882247806,-1.7187068926735778
TIFFANY MITCHELL,2017,G,Primary On-Ball Creator,-3.9469169819215986,-0.5505320232260259
KIESHA BROWN,2010,G,Secondary Creator/Distributor,-3.948421968047633,-7.758663027079045
KATIE MATTERA,2007,C,Roller/Cutter,-3.950845461902298,-5.508690505458381
MONICA LAMB,1999,C,Roller/Cutter,-3.9526689709421428,4.788107101692865
IVORY LATTA,2007,G,Spot-up Shooter,-3.9552338700067793,2.8567757952371893
MICHELE TIMMS,1997,G,Primary On-Ball Creator,-3.9580775526956318,0.6317951229751056
KRISTEN RASMUSSEN,2000,F,Roller/Cutter,-3.96241696392071,-5.39154770245938
LOREE MOORE,2006,G,Spot-up Shooter,-3.9629788441433345,-7.881092965199634
ERLANA LARKINS,2008,F,Interior Primary Option,-3.9670201347543634,-7.643304572036962
JENNIFER AZZI,2003,G,Spot-up Shooter,-3.9692585936798643,-5.624043770907328
ELENA BARANOVA,1997,F,Primary On-Ball Creator,-3.9717073987427947,-0.2538631273293145
CATHRINE KRAAYEVELD,2008,F,Spot-up Shooter,-3.9720820714684573,2.9266637009124232
REBECCA ALLEN,2021,SG,Spot-up Shooter,-3.972472449226476,-11.077550813796387
RENEE MONTGOMERY,2019,G,Spot-up Shooter,-3.9728244500939134,-4.749420738023976
TINA THOMPSON,2011,F,Primary On-Ball Creator,-3.97288990566642,0.1341094888098178
KAHLEAH COPPER,2018,SG,Secondary Creator/Distributor,-3.973618986244692,-8.713088992175416
JANELL BURSE,2006,C,Interior Primary Option,-3.979214116205214,1.6615093754288006
CHAMIQUE HOLDSCLAW,2001,F,Perimeter-Oriented Big/Wing,-3.9800165102718434,-2.355301429682279
KIESHA BROWN,2008,G,Spot-up Shooter,-3.980805466407009,-3.4477277022546997
TONI FOSTER,1997,PowerF,Interior Primary Option,-3.983681045643131,-3.529192794232594
BETHANY DONAPHIN,2003,PowerF,Secondary Creator/Distributor,-3.9837006773994705,-96.97779662488132
DEVEREAUX PETERS,2014,F,Roller/Cutter,-3.987070412732757,-7.931681766324683
KARA BRAXTON,2013,PowerF,Interior Primary Option,-3.9873653974529932,-0.3769101750739556
CHELSEA HOPKINS,2018,G,Roller/Cutter,-3.9895710254970105,-16.416806157646015
JAMIE CAREY,2006,G,Spot-up Shooter,-3.9953149541966653,-1.8167737721865904
KIA NURSE,2023,G,Spot-up Shooter,-3.9968900297372407,0.2939094580030048
KARLIE SAMUELSON,2021,G,Spot-up Shooter,-3.997891494594896,-9.167769572688682
TIFFANY TRAVIS,2000,F,Secondary Creator/Distributor,-3.9985826219262766,-1.4150186632044166
BETTY LENNOX,2001,G,Primary On-Ball Creator,-3.998710512187446,2.64653651107144
AMBROSIA ANDERSON,2006,F,Roller/Cutter,-4.02243510541793,-2.163227412282406
REBECCA LOBO,2002,C,Secondary Creator/Distributor,-4.022555268839688,-3.674511130102177
KAHLEAH COPPER,2016,SG,Secondary Creator/Distributor,-4.023542473762696,-4.2048565787532075
KRISTIN FOLKL,1999,F,Roller/Cutter,-4.024442545455309,-1.9875243696444989
ANNIE BURGESS,1999,G,Spot-up Shooter,-4.025651839640593,-1.5524347439923876
MARISSA COLEMAN,2012,SG,Spot-up Shooter,-4.025989958690947,-1.29692018447208
TULLY BEVILAQUA,2003,G,Secondary Creator/Distributor,-4.026844506912502,-3.6333731007076056
MARIE GÜLICH,2020,C,Roller/Cutter,-4.027113608689812,0.5077170397268322
KATIE MATTERA,2008,C,Interior Primary Option,-4.031824049295403,-1.1425282258413398
MIKIAH HERBERT HARRIGAN,2024,F,Spot-up Shooter,-4.032701523899726,-9.5814863759898
SHAY MURPHY,2013,G,Spot-up Shooter,-4.038761721873682,-10.78895938255102
JEANETTE POHLEN-MAVUNGA,2017,G,Spot-up Shooter,-4.040237380401678,-6.500260886291316
REBECCA ALLEN,2022,SG,Secondary Creator/Distributor,-4.041048410572533,-5.618125339297965
ANN WAUTERS,2016,C,Roller/Cutter,-4.0430313144760825,-14.333233075093045
BRIDGET PETTIS,1999,G,Spot-up Shooter,-4.043952263023106,0.7459421674011565
MWADI MABIKA,2006,G,Spot-up Shooter,-4.046064143039455,-3.350336522401068
TAMIKA WHITMORE,2007,F,Perimeter-Oriented Big/Wing,-4.047060580262213,-1.3778388449926269
CRYSTAL LANGHORNE,2015,PowerF,Interior Primary Option,-4.048798348600298,-5.66884953767365
PENNY TOLER,1997,G,Primary On-Ball Creator,-4.050209067887394,0.5764877693312281
ALEXIS HORNBUCKLE,2008,G,Secondary Creator/Distributor,-4.052166341250301,2.5312774929060025
TICHA PENICHEIRO,2007,G,Secondary Creator/Distributor,-4.052403676611537,-0.0405495441023989
LA'KESHIA FRETT,2002,F,Secondary Creator/Distributor,-4.055167864139957,-2.7522677810138467
KAYLA THORNTON,2019,F,Primary On-Ball Creator,-4.055291230589721,-4.487677043203299
SAMI WHITCOMB,2018,G,Spot-up Shooter,-4.061150853526247,-2.2505052722869032
PLENETTE PIERSON,2006,F,Interior Primary Option,-4.068650474685269,-3.43006917889585
MAGGIE LUCAS,2015,G,Spot-up Shooter,-4.075855276531188,1.4081087806666717
CHASITY MELVIN,2007,PowerF,Interior Primary Option,-4.076526740545846,-1.0728001155793911
TICHA PENICHEIRO,2005,G,Secondary Creator/Distributor,-4.076865602929434,1.2777049571144528
MORIAH JEFFERSON,2018,G,Secondary Creator/Distributor,-4.079337309040256,-4.011483888039899
VEDRANA GRGIN FONSECA,2001,F,Secondary Creator/Distributor,-4.079446932750686,4.546844382198327
NOELLE QUINN,2008,G,Secondary Creator/Distributor,-4.080709884103388,-6.9212378550618885
LI YUERU,2024,C,Roller/Cutter,-4.081585222733184,-3.0118494169932903
RHONDA MAPP,2003,C,Roller/Cutter,-4.081793935196175,-14.951671341199546
POLLYANNA JOHNS KIMBROUGH,2003,C,Roller/Cutter,-4.082771271862948,-5.781890257835444
DULCY FANKAM MENDJIADEU,2023,PowerF,Roller/Cutter,-4.083994219486502,-3.8602227232377104
JORDAN HOOPER,2014,F,Spot-up Shooter,-4.085677065920415,2.5563017656599327
RACHEL BANHAM,2021,G,Spot-up Shooter,-4.088765926721495,2.048753210694837
AALIYAH EDWARDS,2024,F,Interior Primary Option,-4.091811837419377,-6.0264472899246275
KEISHA ANDERSON,2000,G,Secondary Creator/Distributor,-4.0923892391553975,1.4237786605937317
TIFFANY MITCHELL,2020,G,Primary On-Ball Creator,-4.092837760946156,-4.007030064693597
LINDSAY WISDOM-HYLTON,2010,F,Roller/Cutter,-4.093165720951998,-4.3153030873690135
TIFFANY STANSBURY,2007,PowerF,Roller/Cutter,-4.093740106170048,0.4415060454078834
