Player,Year,Pos,Archetype,BPM,RAPM
CHARDE HOUSTON,2008,F,Interior Primary Option,-7.137929700015252,-1.0927986582397193
IVORY LATTA,2010,G,Primary On-Ball Creator,-7.145140582312763,-15.151577011839947
SUN MIN JUNG,2003,C,Secondary Creator/Distributor,-7.14874961646663,-11.538802716745131
AMBER HOLT,2012,F,Spot-up Shooter,-7.150177157204016,0.6523814953067693
BRITTANY BREWER,2020,F,Roller/Cutter,-7.155671320684128,-33.58630191812118
DELISHA MILTON-JONES,2004,F,Secondary Creator/Distributor,-7.155870334847935,-12.411698084500706
SHANNON BOBBITT,2012,G,Spot-up Shooter,-7.1695363540753325,0.503831213665038
REBEKKAH BRUNSON,2006,F,Interior Primary Option,-7.17242121261798,0.13398238040540755
TIANNA HAWKINS,2013,F,Roller/Cutter,-7.173084461818944,-1.314043810877838
ALAINA COATES,2019,C,Roller/Cutter,-7.1751088302606565,3.8026493372493313
SYDNEY WIESE,2019,G,Spot-up Shooter,-7.176782831129868,-2.197612154881414
ASHLEY WALKER,2019,PowerF,Secondary Creator/Distributor,-7.1811609696519465,-57.48555069127829
EPIPHANNY PRINCE,2022,G,Secondary Creator/Distributor,-7.181948473406729,-4.649490158598784
YVONNE TURNER,2022,G,Secondary Creator/Distributor,-7.185465497250853,4.411567394969192
SHENISE JOHNSON,2017,G,Primary On-Ball Creator,-7.188804376257439,-18.372101455025664
MARINE JOHANNÈS,2019,G,Spot-up Shooter,-7.191506910187353,-3.091215464216063
BETNIJAH LANEY-HAMILTON,2021,SG,Primary On-Ball Creator,-7.1921812108793866,-8.195622982436024
MERY ANDRADE,2004,F,Secondary Creator/Distributor,-7.19564920129597,-5.507216971502265
BARBARA FARRIS,2002,PowerF,Roller/Cutter,-7.200719664083778,-6.915552841168821
TIFFANY HAYES,2019,G,Primary On-Ball Creator,-7.205469631594187,-4.502865909544529
PENNY MOORE,1999,F,Secondary Creator/Distributor,-7.205490144961341,-26.306989984177854
LAUREN COX,2021,F,Roller/Cutter,-7.209115826508972,1.9382624158062995
JAYNETTA SAUNDERS,2001,F,Roller/Cutter,-7.2091363473291175,-11.554385079360237
KIESHA BROWN,2004,G,Secondary Creator/Distributor,-7.21355165298886,-3.893706731954972
KELSEY GRIFFIN,2010,F,Secondary Creator/Distributor,-7.215730037956949,3.1787327176630433
NIA COFFEY,2022,F,Secondary Creator/Distributor,-7.216624546634956,-6.639004124909295
LAUREN COX,2020,F,Roller/Cutter,-7.216739997492386,-0.8857788028336273
ALLISON HIGHTOWER,2014,G,Secondary Creator/Distributor,-7.2221367956907905,5.725023424785806
RONEEKA HODGES,2005,G,Spot-up Shooter,-7.224149150673611,-13.100459161100888
CHANTEL TREMITIERE,1999,G,Secondary Creator/Distributor,-7.227283552953699,-11.106673152921804
EPIPHANNY PRINCE,2021,G,Secondary Creator/Distributor,-7.229456688421099,-10.850206376044284
HELEN DARLING,2010,G,Secondary Creator/Distributor,-7.230187011304874,-4.736249024162231
KIA NURSE,2019,G,Primary On-Ball Creator,-7.230309871792839,2.3946207781934015
NAVONDA MOORE,2007,G,Secondary Creator/Distributor,-7.232759495331496,-15.672371128638794
JAZMON GWATHMEY,2017,G,Spot-up Shooter,-7.235000908382207,-6.137451527062648
JENNY BOUCEK,1997,G,Secondary Creator/Distributor,-7.237881423150316,-3.603543105731508
KRYSTAL VAUGHN,2008,F,Roller/Cutter,-7.238422006776641,-1.976658016782551
AZURÁ STEVENS,2018,PowerF,Secondary Creator/Distributor,-7.241865843386506,-9.882957798990097
KAILA CHARLES,2021,SG,Secondary Creator/Distributor,-7.243678451358129,9.57922214390296
ALICIA THOMPSON,2005,F,Secondary Creator/Distributor,-7.244245674322457,-8.076900269590514
SHEILA LAMBERT,2003,G,Primary On-Ball Creator,-7.244957907234615,3.910010416753927
CHIOMA NNAMAKA,2008,G,Spot-up Shooter,-7.244969100497295,-0.5873213155433938
JENNIFER LACY,2013,F,Spot-up Shooter,-7.248043607641248,-6.710008471866799
KELSEY MITCHELL,2018,G,Primary On-Ball Creator,-7.249695957689065,-4.468528676115138
ELAINE POWELL,2007,G,Secondary Creator/Distributor,-7.253853344206823,-1.1671590580877087
BRIDGET CARLETON,2022,F,Spot-up Shooter,-7.255312078844159,0.1909973529251996
QUACY BARNES,2001,C,Roller/Cutter,-7.258850193825939,-6.630718789052228
LYNETTA KIZER,2014,F,Interior Primary Option,-7.269398870085013,2.4871673355808723
CATHRINE KRAAYEVELD,2005,F,Spot-up Shooter,-7.271009024974753,-9.562878536714528
NATISHA HIEDEMAN,2020,G,Spot-up Shooter,-7.273309401330768,-13.132161332364502
ERIN THORN,2005,G,Spot-up Shooter,-7.2733801355012755,-16.166238599943178
CANDICE DUPREE,2017,F,Perimeter-Oriented Big/Wing,-7.27363075258155,-9.231957250158718
MORGAN TUCK,2017,F,Secondary Creator/Distributor,-7.281637171298924,-4.147705541995794
LINDA FROHLICH,2006,PowerF,Secondary Creator/Distributor,-7.28670591086649,-12.636813175463999
SUE BIRD,2022,G,Spot-up Shooter,-7.287838500890359,-5.57291392351413
MEIGHAN SIMMONS,2016,G,Spot-up Shooter,-7.289837035419908,-3.1793627415239403
BETNIJAH LANEY-HAMILTON,2018,SG,Secondary Creator/Distributor,-7.290900109183731,-2.1909125127018836
NATASHA HOWARD,2020,F,Interior Primary Option,-7.291396776247213,11.253691586780132
BRIANN JANUARY,2020,G,Secondary Creator/Distributor,-7.296288658678888,5.4365992168284105
ERLANA LARKINS,2017,F,Roller/Cutter,-7.297450575604245,-13.524587510480059
KATE PAYE,2000,G,Spot-up Shooter,-7.297623912116895,-18.5359374240806
RENEE MONTGOMERY,2012,G,Primary On-Ball Creator,-7.304067957097196,-5.317046717993205
ERICA WHEELER,2016,G,Primary On-Ball Creator,-7.308653483010101,-1.1236518761057162
TIANNA HAWKINS,2018,F,Secondary Creator/Distributor,-7.315773601323931,-10.912668879780867
CHASITY MELVIN,2004,PowerF,Interior Primary Option,-7.318154964585044,-3.0478697577232383
ROBIN THREATT-ELLIOTT,2000,G,Primary On-Ball Creator,-7.3263114337432516,-6.409162314651636
KARA WOLTERS,2001,C,Roller/Cutter,-7.3297105468421435,1.6863816136301066
STACEY FORD,2002,F,Roller/Cutter,-7.329763569708872,-111.98384259600712
JANETH ARCAIN,1999,G,Secondary Creator/Distributor,-7.338599946185148,-0.05524629543104309
KRISTEN MANN,2006,F,Spot-up Shooter,-7.340474890825238,0.9790871915543887
CHEYENNE PARKER-TYUS,2016,F,Roller/Cutter,-7.340658213369742,-9.559939626291786
TEMEKA JOHNSON,2012,G,Primary On-Ball Creator,-7.344388189542315,-5.152498487795193
ANGEL MCCOUGHTRY,2016,SG,Perimeter-Oriented Big/Wing,-7.3444250503465005,-8.700871850570541
SEMEKA RANDALL,2002,G,Secondary Creator/Distributor,-7.358680871011815,-9.547875782907273
TANISHA WRIGHT,2014,G,Secondary Creator/Distributor,-7.358950165481572,-17.19655448402835
ANDREA CONGREAVES,1999,PowerF,Secondary Creator/Distributor,-7.360097266943525,-6.390005115560124
MONIQUE CURRIE,2014,F,Primary On-Ball Creator,-7.367976832722026,-3.880168649152296
ALLIE QUIGLEY,2013,G,Spot-up Shooter,-7.375987647026468,-9.541953562640328
MATEE AJAVON,2017,G,Secondary Creator/Distributor,-7.3765812283572805,-11.81005638833189
MONIQUE BILLINGS,2019,F,Roller/Cutter,-7.376660799180564,-7.69940865373587
AARI MCDONALD,2021,G,Primary On-Ball Creator,-7.3775962766752,-1.2787087789314335
LATONYA JOHNSON,1999,F,Spot-up Shooter,-7.384630844490538,-0.34862396300050724
ERLANA LARKINS,2016,F,Roller/Cutter,-7.390213853580413,-0.15580026906384342
LIZ CAMBAGE,2019,C,Perimeter-Oriented Big/Wing,-7.395271579007942,-5.150759604012358
ASHLEY ROBINSON,2013,C,Roller/Cutter,-7.401201046262557,-8.226740620011794
ALISA BURRAS,2002,C,Interior Primary Option,-7.40391177307619,0.7513309532847909
TIFFANY BIAS,2015,G,Spot-up Shooter,-7.406917780707103,-9.899018305884548
MISTIE BASS,2009,F,Roller/Cutter,-7.413884609069618,1.2839809989882767
KYSRE GONDREZICK,2021,G,Spot-up Shooter,-7.414445275669819,-15.821306640158806
SHAVONTE ZELLOUS,2009,G,Primary On-Ball Creator,-7.421562526350359,-2.79953835359764
JORDAN ADAMS,2003,C,Spot-up Shooter,-7.427014573931786,-17.29430404494381
IZIANE CASTRO MARQUES,2011,SG,Primary On-Ball Creator,-7.428961170774386,-12.616662933402624
CHARLOTTE SMITH,2003,F,Secondary Creator/Distributor,-7.4314635617620315,-7.000054473314816
DOMINIQUE CANTY,2010,G,Interior Primary Option,-7.433615852441374,1.4790550085026344
CAROLYN YOUNG,2001,G,Primary On-Ball Creator,-7.4377266276238005,-1.6298616322383905
ANNA DEFORGE,2008,G,Spot-up Shooter,-7.4386697593282065,-11.494152914794258
RUTH RILEY,2011,C,Roller/Cutter,-7.455457275758314,-7.746616660477717
BRITTNEY GRINER,2023,C,Perimeter-Oriented Big/Wing,-7.455640000384202,-0.7701448960352713
TYASHA HARRIS,2023,G,Spot-up Shooter,-7.45713922335348,2.034801062402416
LINDSEY HARDING,2016,G,Secondary Creator/Distributor,-7.470226076290298,-2.329027461804179
COCO MILLER,2010,G,Secondary Creator/Distributor,-7.474875620982164,-0.48437843443266626
STACEY LOVELACE,2001,C,Spot-up Shooter,-7.476677665202671,-16.89291466652927
KRISTINE ANIGWE,2021,PowerF,Roller/Cutter,-7.4804185617780465,-0.9225077887821838
BRIONNA JONES,2019,F,Interior Primary Option,-7.4811358109273325,-6.090324622695487
LADY GROOMS,1997,F,Secondary Creator/Distributor,-7.489566954480218,-9.133080770759758
ERIN THORN,2011,G,Spot-up Shooter,-7.492670714731802,1.0221270693792104
ODYSSEY SIMS,2015,G,Primary On-Ball Creator,-7.4940422157216275,-1.6031142095707411
CARLA THOMAS,2007,F,Roller/Cutter,-7.498311036175728,1.4998941597739197
NIKKI GREENE,2015,PowerF,Roller/Cutter,-7.5018486912411255,-35.54273574259109
DEBBIE BLACK,2004,G,Roller/Cutter,-7.505163923813209,-3.76191697649422
DANIELLE ADAMS,2011,PowerF,Primary On-Ball Creator,-7.507049381450573,1.2092867476694553
ASTOU NDOUR-FALL,2020,PowerF,Secondary Creator/Distributor,-7.510079462905887,-12.370200941427655
YVONNE TURNER,2023,G,Secondary Creator/Distributor,-7.512763995191836,-7.710227390853481
CHAMIQUE HOLDSCLAW,2009,F,Perimeter-Oriented Big/Wing,-7.512966864675647,3.6422588202201
COCO MILLER,2011,G,Secondary Creator/Distributor,-7.519792680826287,-6.38570237057885
BROOKE SMITH,2010,PowerF,Roller/Cutter,-7.52051306353521,6.714497587070724
TASHA HUMPHREY,2008,C,Secondary Creator/Distributor,-7.521906983903214,-2.1506013050409774
BRIA HOLMES,2020,G,Secondary Creator/Distributor,-7.521933685195547,-16.65872699876577
ALANNA SMITH,2022,F,Spot-up Shooter,-7.522446880708007,-4.342018347998603
NATALIE ACHONWA,2022,F,Roller/Cutter,-7.525602597370289,-0.17145391140873278
AMBER HARRIS,2012,F,Secondary Creator/Distributor,-7.534995539591963,-3.6553434386125763
OLAYINKA SANNI,2011,PowerF,Roller/Cutter,-7.535450717643565,-27.694117769318016
KAHLEAH COPPER,2021,SG,Perimeter-Oriented Big/Wing,-7.539238829509586,-4.622875467988026
LAQUANDA QUICK,2002,G,Secondary Creator/Distributor,-7.54444072276726,-8.135609203464833
CHANTELLE ANDERSON,2004,C,Interior Primary Option,-7.549316630523937,4.972270259930682
POLLYANNA JOHNS KIMBROUGH,2003,C,Roller/Cutter,-7.549638441901857,13.917650041465182
TONI YOUNG,2013,F,Roller/Cutter,-7.549728079253337,-5.546676896966673
KASHA TERRY,2007,PowerF,Roller/Cutter,-7.549961374522307,-19.34241066498106
NYKESHA SALES,2001,SG,Primary On-Ball Creator,-7.552236720772753,-3.1413539606932313
ALLISON HIGHTOWER,2017,G,Secondary Creator/Distributor,-7.5555087810199515,-11.95070886065629
CHENNEDY CARTER,2024,G,Perimeter-Oriented Big/Wing,-7.561577887016922,-6.149720853485291
TAN WHITE,2006,G,Primary On-Ball Creator,-7.564574444688109,3.7842918947143516
RIQUNA WILLIAMS,2020,G,Spot-up Shooter,-7.5649446566964,-11.16342179494987
AVERY WARLEY-TALBERT,2013,C,Roller/Cutter,-7.565296325667621,7.622762683627096
ALEX MONTGOMERY,2015,SG,Secondary Creator/Distributor,-7.570566905330693,-10.441497289733473
EVANTHIA MALTSI,2007,SG,Spot-up Shooter,-7.571925176148731,1.131160350302272
SUE BIRD,2007,G,Spot-up Shooter,-7.572985970833381,-4.027130993566397
RACHEL BANHAM,2018,G,Spot-up Shooter,-7.574487351311249,-2.3439990568539213
JENNA O'HEA,2014,F,Spot-up Shooter,-7.576556834913842,-3.626311016891781
TINA THOMPSON,2006,F,Perimeter-Oriented Big/Wing,-7.581002448830341,4.716034538774201
JANTEL LAVENDER,2012,F,Roller/Cutter,-7.58240953990675,-5.544977872221544
MICHELLE EDWARDS,1998,G,Primary On-Ball Creator,-7.583602944710347,-3.315488827649162
FRANTHEA PRICE,1998,G,Spot-up Shooter,-7.588198459428499,2.3682154901026005
BRITTNEY SYKES,2018,G,Primary On-Ball Creator,-7.590102615778159,1.7458456663266833
TEMEKA JOHNSON,2007,G,Perimeter-Oriented Big/Wing,-7.591746946323692,-7.9142849607112895
DEANNA NOLAN,2001,SG,Primary On-Ball Creator,-7.600613932261723,-10.249872213659518
ANGELINA WILLIAMS,2005,G,Spot-up Shooter,-7.602735858103566,-13.984960215405113
KATIE DOUGLAS,2013,SG,Primary On-Ball Creator,-7.605363238207206,-1.802498490034497
DONEEKA LEWIS,2006,G,Spot-up Shooter,-7.614825635858724,-4.70838792306464
ALLY MALOTT,2016,F,Spot-up Shooter,-7.615141974628716,-11.720303974370438
SHAVONTE ZELLOUS,2013,G,Primary On-Ball Creator,-7.619218766978225,3.2152410681698846
SANDY BRONDELLO,2001,G,Primary On-Ball Creator,-7.619840073901991,-0.4033946991798225
TAUSHA MILLS,2001,C,Roller/Cutter,-7.625168924849726,3.4459939059812563
REBECCA ALLEN,2024,SG,Spot-up Shooter,-7.626126928607219,-10.529143572804104
ANDREA RILEY,2012,G,Secondary Creator/Distributor,-7.626723156974219,-9.810495328348402
KATE MARTIN,2024,G,Spot-up Shooter,-7.630028210235059,-3.0818900176056543
ANNIE BURGESS,2001,G,Secondary Creator/Distributor,-7.632650470774929,-4.891890428893773
KELSEY BONE,2014,C,Interior Primary Option,-7.643300736042757,-2.0687794237839388
JEWELL LOYD,2017,G,Primary On-Ball Creator,-7.643475376374026,1.3850714490386995
MEGAN FRAZEE,2009,F,Secondary Creator/Distributor,-7.647116148785244,0.22320319360529228
ASJHA JONES,2007,F,Perimeter-Oriented Big/Wing,-7.648540737408036,-1.7862141612003763
TYASHA HARRIS,2020,G,Secondary Creator/Distributor,-7.6534617742904185,-12.102477667736675
CHENNEDY CARTER,2020,G,Primary On-Ball Creator,-7.654390524913705,-7.763512942644224
AMBER JACOBS,2004,G,Spot-up Shooter,-7.661698112599936,-7.913175145563592
TYNESHA LEWIS,2006,G,Secondary Creator/Distributor,-7.662815967925128,2.76555939115518
LAYSHIA CLARENDON,2018,G,Secondary Creator/Distributor,-7.663962643446956,-5.540708562563102
CHLOE JACKSON,2019,G,Roller/Cutter,-7.668483308142312,-34.292039526685926
SONJA TATE,2000,G,Spot-up Shooter,-7.671772091856239,-9.544956666483937
TEMI FÁGBÉNLÉ,2019,C,Roller/Cutter,-7.673334334102475,-5.39648532123769
JENE MORRIS,2010,G,Spot-up Shooter,-7.674826566129662,-2.373150427296127
KIM SMITH,2006,F,Spot-up Shooter,-7.675832164131633,1.338813047895358
CHELSEA HOPKINS,2013,G,Secondary Creator/Distributor,-7.677435894548879,-23.745638706553514
JENNIFER GILLOM,2003,PowerF,Secondary Creator/Distributor,-7.681239715628634,-11.97048676586651
OLYMPIA SCOTT,2005,C,Roller/Cutter,-7.685500927420478,4.425950195296688
TIANNA HAWKINS,2022,F,Secondary Creator/Distributor,-7.688466791624359,-1.6915020490190784
CANDICE DUPREE,2015,F,Perimeter-Oriented Big/Wing,-7.690761803803328,-0.35934614646542107
BRIDGET PETTIS,2006,G,Secondary Creator/Distributor,-7.704776452558438,-15.442593095990464
RIQUNA WILLIAMS,2018,G,Spot-up Shooter,-7.705047639086092,1.9886363323439027
ESSENCE CARSON,2010,G,Secondary Creator/Distributor,-7.706797950791559,9.037577531263004
KAYLA PEDERSEN,2011,F,Secondary Creator/Distributor,-7.707195514841743,0.0022481841417821835
SHATORI WALKER-KIMBROUGH,2017,G,Secondary Creator/Distributor,-7.707556379714081,0.6778350909628932
JACKI GEMELOS,2015,G,Spot-up Shooter,-7.719265592085836,-4.988502085898684
JENNIFER LACY,2009,F,Secondary Creator/Distributor,-7.734981178131188,-4.448097177276539
MARIA STEPANOVA,1998,C,Interior Primary Option,-7.736515384256162,-5.647476355048595
CRYSTAL LANGHORNE,2012,PowerF,Interior Primary Option,-7.736712025208265,-5.321211468461436
SYDNEY WIESE,2020,G,Spot-up Shooter,-7.7386080387650695,4.049211942015809
ALEX BENTLEY,2018,G,Primary On-Ball Creator,-7.741798222834659,-4.323937019393427
FRIDA ELDEBRINK,2016,G,Secondary Creator/Distributor,-7.742037332456829,16.789138877102086
LANAY MONTGOMERY,2017,C,Roller/Cutter,-7.744589280663483,-23.762766580218106
KALANI BROWN,2023,C,Interior Primary Option,-7.7511117990379415,-9.233864618697098
KAHLEAH COPPER,2020,SG,Perimeter-Oriented Big/Wing,-7.752369318204889,-0.22977761593731982
FARHIYA ABDI,2015,F,Spot-up Shooter,-7.757678166313978,-2.095393237456334
TEAIRA MCCOWAN,2023,C,Interior Primary Option,-7.758482543804458,-1.3463969410099201
LATASHA BYEARS,1999,SG,Interior Primary Option,-7.780384399063415,2.0098669935825564
MORGAN TUCK,2016,F,Secondary Creator/Distributor,-7.788980794715472,3.8586262790864976
TIFFANY STANSBURY,2007,PowerF,Roller/Cutter,-7.795476946331439,-7.968341258729206
RANKICA SARENAC,2000,C,Interior Primary Option,-7.802321859220706,-12.850639582054935
RACHEL BANHAM,2022,G,Spot-up Shooter,-7.802685497811157,1.7757755388056826
THERESA PLAISANCE,2020,F,Spot-up Shooter,-7.8131120925601225,-11.318492545352916
SHALONDA ENIS,2000,PowerF,Perimeter-Oriented Big/Wing,-7.817096685563564,-16.66780352761785
MEGAN GUSTAFSON,2019,C,Roller/Cutter,-7.819043782437028,-0.47088036659253696
KELLY FARIS,2014,G,Spot-up Shooter,-7.82625950939795,-5.577747998561032
KARA BRAXTON,2009,PowerF,Interior Primary Option,-7.840596037761004,-5.295335369100774
RACHAEL SPORN,2001,F,Roller/Cutter,-7.8414325142061925,-5.615051960815727
MAKAYLA EPPS,2017,G,Secondary Creator/Distributor,-7.85051766696292,11.434246354281038
ISABELLE HARRISON,2020,F,Roller/Cutter,-7.851109493038406,-9.644483381446491
ARMINTIE HERRINGTON,2007,G,Interior Primary Option,-7.857838959999734,-2.594818539745737
CHANDI JONES,2005,G,Primary On-Ball Creator,-7.860360056527632,-0.8860601153124367
LATASHA BYEARS,2000,SG,Roller/Cutter,-7.8706676205625055,-2.5036354537937937
JAMIERRA FAULKNER,2015,G,Secondary Creator/Distributor,-7.878144658134704,-5.943102598508751
ADIA BARNES,2003,F,Secondary Creator/Distributor,-7.8790271417385025,-12.264970904496568
SUZY BATKOVIC-BROWN,2005,C,Interior Primary Option,-7.883193263715755,-8.799366482516266
VICKI BAUGH,2016,PowerF,Roller/Cutter,-7.884803151661011,-9.194689976807446
KEDRA HOLLAND-CORN,2004,G,Spot-up Shooter,-7.886827773360921,-6.9193445538354315
REBECCA LOBO,2002,C,Secondary Creator/Distributor,-7.897953249769259,-5.131297710490101
NIA COFFEY,2021,F,Spot-up Shooter,-7.903766794601746,-2.2344782137353727
REBECCA ALLEN,2018,SG,Secondary Creator/Distributor,-7.904657409604487,4.4458657175492196
LISA HARRISON,2002,F,Secondary Creator/Distributor,-7.906937337002891,-4.4816595765766625
IZIANE CASTRO MARQUES,2008,SG,Primary On-Ball Creator,-7.909318990438216,-7.869836814416432
OLYMPIA SCOTT,2008,C,Roller/Cutter,-7.919143458555006,-15.699269787901413
AVERY WARLEY-TALBERT,2016,C,Roller/Cutter,-7.925706969012504,69.05831600971293
ASJHA JONES,2005,F,Perimeter-Oriented Big/Wing,-7.932680558325903,0.008426820533218082
SAMI WHITCOMB,2020,G,Spot-up Shooter,-7.942314395833313,-10.10727361481072
ODYSSEY SIMS,2017,G,Secondary Creator/Distributor,-7.945167604360886,-2.082389061247963
SHEKINNA STRICKLEN,2014,F,Spot-up Shooter,-7.951208200122698,-8.08456452467503
RAFFAELLA MASCIADRI,2008,F,Spot-up Shooter,-7.95909287029298,-0.9176687069837639
MICHELLE CLEARY,2001,G,Secondary Creator/Distributor,-7.9622018017404175,-16.897324371253312
JESSICA BRELAND,2021,F,Roller/Cutter,-7.968817086277044,-19.627468602362345
K.B. SHARP,2006,G,Secondary Creator/Distributor,-7.971320445246404,9.106294500559887
JENNIFER LACY,2014,F,Spot-up Shooter,-7.975676810393133,-9.681455360681667
NYKESHA SALES,2006,SG,Primary On-Ball Creator,-7.988211595860894,-2.281517501140881
OKSANA ZAKALUZHNAYA,2000,C,Roller/Cutter,-7.994818170204228,-8.685873824841211
LETICIA ROMERO,2018,G,Secondary Creator/Distributor,-7.996298384712148,-14.821287637383264
IZIANE CASTRO MARQUES,2010,SG,Primary On-Ball Creator,-8.005233579730959,-6.384049164469353
KIAH STOKES,2018,C,Roller/Cutter,-8.010633271989377,-9.550815683303087
TYNESHA LEWIS,2005,G,Secondary Creator/Distributor,-8.013148298149195,-3.898515170889494
JAZMINE JONES,2022,G,Secondary Creator/Distributor,-8.01335744616934,-47.537744124371486
HALEY PETERS,2016,SG,Secondary Creator/Distributor,-8.0187678331669,-9.896919942008834
COCO MILLER,2001,G,Secondary Creator/Distributor,-8.023367324844589,-13.999335932886915
JANA VESELA,2010,F,Secondary Creator/Distributor,-8.030664432500995,-0.4016767470117699
DEARICA HAMBY,2015,F,Interior Primary Option,-8.038449558557332,-10.171664466870567
ENDY MIYEM,2018,F,Secondary Creator/Distributor,-8.039232621708859,-14.356199208251876
MARISSA COLEMAN,2018,SG,Spot-up Shooter,-8.041466607660274,-8.01557436747358
SYDNEY COLSON,2017,G,Secondary Creator/Distributor,-8.042645118623069,-12.56026482337904
HAMCHETOU MAIGA-BA,2002,F,Roller/Cutter,-8.042745408871244,-1.830380659758032
MARLA BRUMFIELD,2003,G,Secondary Creator/Distributor,-8.048106920012055,-10.019657815339803
SHAMEKA CHRISTON,2015,G,Spot-up Shooter,-8.051116836482418,-21.796536328043583
SYDNEY WIESE,2021,G,Spot-up Shooter,-8.054251667398669,-14.648121083593722
ANGEL GOODRICH,2015,G,Secondary Creator/Distributor,-8.055422849614855,0.141391786334379
KAHLEAH COPPER,2022,SG,Perimeter-Oriented Big/Wing,-8.05781373071751,-2.2658008397491884
CAMILLE SMITH,2012,F,Interior Primary Option,-8.061405741870129,1.5842207800183248
KIA VAUGHN,2021,C,Roller/Cutter,-8.061741957954816,-4.31967544718829
KATIE MATTERA,2008,C,Interior Primary Option,-8.06231110942994,-3.365096443319435
COCO MILLER,2007,G,Secondary Creator/Distributor,-8.069803198683893,-5.7085034614004275
ALYSHA CLARK,2020,F,Spot-up Shooter,-8.071756482404922,5.504007880531282
ARIKE OGUNBOWALE,2022,G,Primary On-Ball Creator,-8.071764266734169,-5.003055505214525
CLAUDIA NEVES,2000,G,Spot-up Shooter,-8.072846996653652,-9.264137355009527
TRISHA STAFFORD-ODOM,2001,F,Interior Primary Option,-8.082747415491465,-7.982483774156799
ADRIENNE JOHNSON,1999,G,Secondary Creator/Distributor,-8.086931957211613,-11.003228198538388
MICHELLE CAMPBELL,2013,F,Roller/Cutter,-8.089673291873243,-16.556322608078716
RHONDA MAPP,1998,C,Interior Primary Option,-8.090086271211929,-3.529898404598212
KELLY MILLER,2002,G,Secondary Creator/Distributor,-8.093333430642712,-2.1975520877457133
SHANNON BOBBITT,2009,G,Secondary Creator/Distributor,-8.094121186145738,-4.127173481023348
COCO MILLER,2012,G,Secondary Creator/Distributor,-8.096830147580611,-3.0977210755610205
TRACY REID,2000,F,Interior Primary Option,-8.099375261601672,-1.286995665034131
BRIANN JANUARY,2019,G,Secondary Creator/Distributor,-8.101339383479916,-1.4075558661284713
NIA COFFEY,2017,F,Roller/Cutter,-8.101910285568215,6.081392987395972
KATIE CRONIN,2006,SG,Secondary Creator/Distributor,-8.107915066095744,-18.007980429040003
JESSICA DAVENPORT,2008,C,Interior Primary Option,-8.11259392749115,1.538769704881826
