Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"T. Weatherspoon, V. Johnson, C. Robinson, T. Whitmore, T. Phillips",NYL,518,97.8,93.1
"M. Dydek, A. Goodson, N. Williams, J. Azzi, M. Ferdinand-Harris",UTA,480,97.7,95.4
"A. Stinson, A. Feaster, C. Smith, D. Staley, T. Sutton-Brown",CHA,434,99.5,93.6
"L. Leslie, T. Dixon, M. Mabika, D. Milton-Jones, N. Teasley",LAS,386,100.9,84.3
"M. Jones, J. Rizzotti, C. Melvin, A. Wauters, P. Taylor",CLE,228,92.8,89.8
"P. Johns Kimbrough, V. Nygaard, S. Brondello, D. Black, S. Sam",MIA,214,87.9,87.0
"S. Swoopes, J. Arcain, T. Thompson, C. Washington, T. Johnson",HOU,207,91.1,84.4
"S. Swoopes, J. Arcain, T. Thompson, T. Johnson, S. Henning",HOU,203,101.7,82.9
"L. Grooms, T. Penicheiro, T. Smith, Y. Griffith, K. Holland-Corn",SAC,198,86.9,94.7
"V. Bullett, C. Holdsclaw, A. Burgess, C. Miller, S. Dales",WAS,178,92.9,77.6
"N. McCray, O. Scott, N. Malcolm, T. Catchings, N. Ivey",IND,172,87.1,102.4
"A. Ndiaye-Diatta, E. Powell, B. Farris, D. Nolan, S. Cash",DET,154,92.2,85.0
"T. Bevilaqua, U. Figgs, A. Burras, S. Crawley, D. Walker",POR,144,85.1,95.7
"A. Barnes, K. Vodichkova, A. Lassiter, L. Jackson, S. Bird",SEA,139,94.9,85.4
"J. Gillom, T. Reid, L. Harrison, G. Grubin, A. Williams-Strong",PHO,139,98.8,84.0
"N. McCray, C. Washington, O. Scott, N. Malcolm, T. Catchings",IND,136,93.4,92.1
"W. Palmer, D. Canty, A. Ndiaye-Diatta, D. Nolan, S. Cash",DET,130,80.3,98.7
"W. Palmer, J. Hicks, S. Johnson, N. Sales, K. Douglas",ORL,121,101.8,100.5
"M. Jones, J. Rizzotti, M. Andrade, C. Melvin, A. Wauters",CLE,118,90.8,85.1
"R. Bolton, L. Grooms, T. Penicheiro, T. Smith, Y. Griffith",SAC,114,108.3,122.9
"C. Machanguana, S. Johnson, T. McWilliams-Franklin, N. Sales, K. Douglas",ORL,112,95.7,93.2
"L. Grooms, T. Smith, A. Nagy, L. Frett, K. Holland-Corn",SAC,112,94.5,98.0
"K. Smith, L. Pride, S. Abrosimova, T. Raymond, T. Moore",MIN,108,96.3,91.1
"P. Johns Kimbrough, S. Brondello, D. Black, S. Sam, K. Rasmussen",MIA,108,105.3,89.7
"L. Leslie, T. Dixon, M. Mabika, L. Byears, N. Teasley",LAS,107,112.2,84.9
"W. Palmer, A. Ndiaye-Diatta, E. Brown, D. Nolan, S. Cash",DET,103,85.5,101.6
"K. Vodichkova, A. Lassiter, L. Jackson, S. Randall, S. Bird",SEA,101,86.5,96.6
"A. Goodson, N. Williams, J. Azzi, A. Herrig, M. Ferdinand-Harris",UTA,98,85.6,80.8
"J. Gillom, L. Harrison, G. Grubin, A. Williams-Strong, K. Veal",PHO,98,73.7,100.0
"U. Figgs, A. Burras, T. Jackson, S. Crawley, D. Walker",POR,98,79.8,89.8
"W. Palmer, C. Machanguana, S. Johnson, N. Sales, K. Douglas",ORL,98,91.2,93.6
"N. McCray, R. Williams, A. Thompson, O. Scott, T. Catchings",IND,94,106.7,97.8
"S. Swoopes, J. Arcain, T. Thompson, S. Henning, M. Snow",HOU,93,95.1,71.9
"V. Johnson, S. Wicks, B. Hammon, C. Robinson, T. Phillips",NYL,92,94.0,86.7
"M. Jones, J. Rizzotti, M. Andrade, C. Melvin, P. Taylor",CLE,90,94.7,101.9
"J. Gillom, L. Harrison, G. Grubin, A. Williams-Strong, S. Bonfiglio",PHO,86,91.2,104.6
"V. Bullett, M. Page, A. Burgess, C. Miller, S. Dales",WAS,83,83.8,78.0
"A. Stinson, A. Feaster, C. Smith, D. Staley, S. Erb",CHA,81,94.4,98.6
"T. Weatherspoon, B. Hammon, C. Robinson, T. Whitmore, T. Phillips",NYL,80,90.2,82.1
"J. Gillom, L. Harrison, G. Grubin, A. Williams-Strong, A. Moises Pinto",PHO,79,94.9,87.0
"A. Stinson, A. Feaster, D. Staley, T. Sutton-Brown, E. Perperoglou",CHA,77,75.9,100.7
"L. Grooms, T. Penicheiro, T. Smith, L. Frett, K. Holland-Corn",SAC,77,101.5,84.6
"D. Black, S. Sam, B. Lennox, K. Rasmussen, R. Riley",MIA,74,104.6,103.0
"M. Van Gorp, K. Smith, S. Abrosimova, T. Raymond, T. Moore",MIN,72,98.4,88.5
"T. Weatherspoon, V. Johnson, B. Hammon, T. Whitmore, T. Phillips",NYL,72,109.6,94.0
"M. Jones, C. Melvin, A. Wauters, P. Taylor, B. McCain",CLE,71,89.9,97.1
"R. Bolton, T. Penicheiro, T. Smith, Y. Griffith, K. Holland-Corn",SAC,71,101.5,67.7
"M. Jones, M. Andrade, C. Melvin, A. Wauters, P. Taylor",CLE,70,102.6,104.2
"M. Jones, R. Brown, J. Rizzotti, C. Melvin, P. Taylor",CLE,69,105.9,104.2
"P. Johns Kimbrough, D. Black, S. Sam, B. Lennox, K. Rasmussen",MIA,69,96.0,89.3
"S. Brondello, S. Sam, B. Lennox, K. Rasmussen, R. Riley",MIA,69,106.0,99.1
"T. Dixon, M. Mabika, L. Byears, D. Milton-Jones, N. Teasley",LAS,63,92.3,100.8
"N. McCray, R. Williams, O. Scott, N. Malcolm, T. Catchings",IND,62,94.4,106.7
"K. Harrower, K. Smith, L. Pride, S. Abrosimova, T. Raymond",MIN,61,103.8,85.8
"S. Edwards, A. Barnes, A. Lassiter, L. Jackson, S. Bird",SEA,60,84.1,76.1
"S. Swoopes, J. Arcain, T. Thompson, C. Washington, M. Snow",HOU,60,88.0,70.5
"S. Swoopes, J. Arcain, T. Thompson, T. Johnson, K. Gibson",HOU,58,75.0,71.0
"C. Machanguana, S. Johnson, N. Sales, K. Douglas, B. Wyckoff",ORL,56,85.4,92.0
"S. Swoopes, J. Arcain, T. Thompson, T. Johnson, G. Daley",HOU,56,99.0,93.1
