Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"S. Bird, A. Clark, N. Howard, J. Loyd, B. Stewart",SEA,538,117.6,97.0
"A. McCoughtry, R. Montgomery, J. Breland, T. Hayes, E. Williams",ATL,349,100.8,93.3
"L. Whalen, R. Brunson, S. Augustus, S. Fowles, M. Moore",MIN,318,104.3,94.5
"L. Sanders, K. Toliver, E. Delle Donne, N. Cloud, A. Atkins",WAS,293,126.4,97.4
"D. Taurasi, S. Lyttle, D. Bonner, B. January, B. Griner",PHO,277,110.7,98.0
"A. Beard, C. Parker, N. Ogwumike, O. Sims, C. Gray",LAS,215,95.0,94.5
"J. Thomas, S. Stricklen, C. Ogwumike, A. Thomas, C. Williams",CON,214,113.2,100.5
"C. Dupree, N. Achonwa, T. Mitchell, K. Mitchell, V. Vivians",IND,207,88.6,104.5
"A. Quigley, C. Vandersloot, S. Dolson, D. DeShields, G. Williams",CHI,197,104.1,94.7
"C. Pondexter, C. Dupree, N. Achonwa, E. Wheeler, V. Vivians",IND,179,95.0,105.4
"L. Cambage, G. Johnson, S. Diggins-Smith, K. Thornton, A. Gray",DAL,174,114.9,104.2
"T. Young, C. Swords, K. McBride, K. Plum, A. Wilson",LVA,149,111.7,102.8
"D. Taurasi, D. Bonner, B. January, B. Griner, S. Talbot",PHO,131,129.2,110.0
"T. Young, K. McBride, K. Plum, J. Park, A. Wilson",LVA,126,101.9,99.2
"D. Taurasi, C. Little, D. Bonner, B. January, B. Griner",PHO,120,98.5,111.0
"T. Young, K. Bone, K. McBride, K. Plum, A. Wilson",LVA,120,92.8,106.6
"L. Cambage, S. Diggins-Smith, K. Thornton, A. Gray, A. Stevens",DAL,116,108.2,102.5
"A. Quigley, C. Vandersloot, S. Dolson, C. Parker, D. DeShields",CHI,115,102.9,108.9
"A. Beard, C. Parker, E. Carson, N. Ogwumike, C. Gray",LAS,111,101.9,94.0
"R. Montgomery, J. Breland, T. Hayes, E. Williams, B. Sykes",ATL,108,114.3,93.7
"K. Vaughn, S. Zellous, T. Charles, E. Prince, B. Hartley",NYL,102,92.4,116.5
"C. Dupree, N. Achonwa, E. Wheeler, T. Mitchell, V. Vivians",IND,88,108.2,102.7
"J. Thomas, S. Stricklen, A. Thomas, J. Jones, C. Williams",CON,88,101.1,87.4
"C. Parker, E. Carson, J. Lavender, O. Sims, C. Gray",LAS,85,89.7,98.2
"A. Beard, C. Parker, N. Ogwumike, R. Williams, C. Gray",LAS,80,120.5,76.6
"R. Brunson, S. Augustus, S. Fowles, M. Moore, D. Robinson",MIN,73,102.5,104.5
"L. Cambage, S. Diggins-Smith, K. Thornton, K. Davis, A. Gray",DAL,71,93.2,101.4
"M. Currie, L. Sanders, K. Toliver, E. Delle Donne, N. Cloud",WAS,68,102.2,95.6
"S. Bird, N. Howard, J. Loyd, K. Mosqueda-Lewis, B. Stewart",SEA,63,120.8,96.1
"M. Currie, K. Toliver, K. Thomas, E. Delle Donne, T. Ruffin-Pratt",WAS,61,91.9,92.7
"S. Bird, C. Langhorne, A. Clark, J. Loyd, B. Stewart",SEA,60,95.0,107.0
"T. Wright, S. Augustus, S. Fowles, M. Moore, C. Zandalasini",MIN,60,94.9,109.8
"T. Young, K. McBride, D. Hamby, K. Plum, A. Wilson",LVA,59,102.3,107.9
"J. Thomas, S. Stricklen, C. Ogwumike, J. Jones, C. Williams",CON,58,114.9,109.2
"L. Cambage, G. Johnson, S. Diggins-Smith, A. Gray, A. Stevens",DAL,57,100.0,100.0
"M. Coleman, K. Vaughn, S. Zellous, T. Charles, B. Hartley",NYL,57,98.2,93.8
"A. Beard, E. Carson, N. Ogwumike, O. Sims, C. Gray",LAS,56,105.6,93.7
"C. Langhorne, C. Paris, K. Mosqueda-Lewis, S. Whitcomb, J. Canada",SEA,56,88.2,98.2
"R. Brunson, T. Wright, S. Fowles, M. Moore, D. Robinson",MIN,56,91.5,95.8
"A. Quigley, C. Hopkins, S. Dolson, D. DeShields, G. Williams",CHI,55,91.0,97.3
"C. Dupree, N. Achonwa, E. Wheeler, T. Mitchell, K. Mitchell",IND,55,107.3,96.6
"G. Johnson, S. Diggins-Smith, K. Thornton, A. Gray, A. Stevens",DAL,53,102.8,92.5
"A. Quigley, C. Vandersloot, C. Parker, D. DeShields, G. Williams",CHI,52,87.8,127.0
"J. Thomas, C. Ogwumike, A. Thomas, J. Jones, C. Williams",CON,52,105.0,80.6
"L. Cambage, K. Christmas-Kelly, S. Diggins-Smith, K. Thornton, A. Gray",DAL,51,100.0,89.4
"L. Sanders, K. Toliver, E. Delle Donne, T. Ruffin-Pratt, N. Cloud",WAS,51,80.0,110.2
"A. Clark, N. Howard, J. Loyd, B. Stewart, J. Canada",SEA,50,88.2,95.3
"A. Montgomery, J. Faulkner, C. Parker, K. Copper, A. Coates",CHI,50,91.2,87.9
"A. Beard, C. Parker, E. Carson, J. Lavender, C. Gray",LAS,47,78.4,95.2
"A. Quigley, C. Vandersloot, A. Ndour-Fall, D. DeShields, G. Williams",CHI,47,87.0,112.0
"C. Parker, E. Carson, N. Ogwumike, O. Sims, C. Gray",LAS,45,115.4,82.0
"T. Mitchell, E. McCall, S. Mavunga, K. Mitchell, V. Vivians",IND,45,100.0,108.4
"C. Vandersloot, C. Parker, K. Copper, A. Coates, D. DeShields",CHI,44,100.0,106.5
"K. McBride, N. Coffey, K. Plum, J. Park, A. Wilson",LVA,44,102.1,103.2
"K. Vaughn, S. Zellous, T. Charles, E. Prince, B. Boyd",NYL,44,92.1,84.1
"T. Charles, S. Rodgers, A. Zahui B, B. Boyd, K. Nurse",NYL,44,111.1,102.0
"D. Taurasi, C. Little, L. Mitchell, D. Bonner, B. Griner",PHO,43,86.9,85.7
"J. Thomas, S. Stricklen, C. Ogwumike, R. Banham, J. Jones",CON,42,85.7,120.5
"M. Currie, K. Toliver, E. Delle Donne, T. Hawkins, T. Ruffin-Pratt",WAS,41,113.4,104.9
"K. Toliver, E. Delle Donne, T. Hawkins, N. Cloud, A. Atkins",WAS,39,102.2,93.0
"C. Parker, E. Carson, N. Ogwumike, R. Williams, C. Gray",LAS,37,101.3,90.7
"M. Coleman, K. Vaughn, T. Charles, S. Rodgers, B. Boyd",NYL,37,93.1,113.3
"R. Montgomery, J. Breland, T. Hayes, A. Bentley, E. Williams",ATL,37,117.3,118.7
"T. Charles, S. Rodgers, B. Hartley, A. Zahui B, K. Nurse",NYL,37,98.7,119.8
"C. Little, L. Mitchell, D. Bonner, Y. Turner, B. Griner",PHO,36,100.0,101.3
"M. Currie, L. Sanders, K. Toliver, E. Delle Donne, A. Atkins",WAS,36,129.2,127.1
"C. Dupree, N. Achonwa, E. Wheeler, K. Mitchell, V. Vivians",IND,35,101.3,94.7
"K. Toliver, K. Thomas, T. Hawkins, T. Ruffin-Pratt, A. Atkins",WAS,35,123.6,106.8
"M. Currie, K. Toliver, T. Hawkins, T. Ruffin-Pratt, M. Hines-Allen",WAS,35,100.0,81.3
"A. McCoughtry, R. Montgomery, J. Breland, L. Clarendon, E. Williams",ATL,34,79.7,94.6
"A. Quigley, C. Vandersloot, S. Dolson, C. Parker, K. Copper",CHI,34,106.8,98.6
"D. Taurasi, C. Little, D. Bonner, Y. Turner, B. Griner",PHO,34,106.7,81.6
