Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"E. Powell, D. Nolan, R. Riley, S. Cash, C. Ford",DET,453,100.2,85.2
"S. Swoopes, J. Arcain, T. Thompson, U. Figgs, M. Snow",HOU,406,98.0,89.4
"M. Dydek, A. Goodson, J. Azzi, M. Ferdinand-Harris, G. Jackson",SAN,372,94.2,93.5
"L. Leslie, T. Dixon, M. Mabika, D. Milton-Jones, N. Teasley",LAS,344,102.1,87.1
"S. Johnson, T. McWilliams-Franklin, N. Sales, K. Douglas, B. Wyckoff",CON,334,102.8,97.5
"T. Weatherspoon, V. Johnson, C. Robinson, T. Whitmore, T. Phillips",NYL,317,81.4,89.4
"M. Page, C. Holdsclaw, A. Burgess, C. Miller, S. Dales",WAS,294,98.3,97.9
"K. Smith, S. Sam, S. Abrosimova, T. Raymond, T. Edwards",MIN,288,102.5,97.9
"C. Melvin, H. Darling, P. Taylor, D. Jackson, L. Thomas",CLE,280,102.2,93.8
"A. Stinson, A. Feaster, S. Enis, D. Staley, T. Sutton-Brown",CHA,235,90.8,102.0
"E. Baranova, T. Weatherspoon, V. Johnson, C. Robinson, T. Phillips",NYL,209,101.1,95.9
"S. Brondello, K. Vodichkova, A. Lassiter, L. Jackson, S. Bird",SEA,208,107.7,91.2
"A. Barnes, S. Brondello, K. Vodichkova, L. Jackson, S. Bird",SEA,205,108.4,99.2
"N. McCray, N. Williams, K. Rasmussen, T. Catchings, N. Ivey",IND,169,99.3,84.7
"L. Harrison, A. DeForge, T. Jackson, A. Williams-Strong, K. Christensen",PHO,162,94.6,92.3
"T. Penicheiro, T. Smith, E. Campbell, Y. Griffith, D. Walker",SAC,153,84.1,86.8
"A. Stinson, A. Feaster, C. Smith, D. Staley, T. Sutton-Brown",CHA,148,86.9,93.4
"N. McCray, C. Washington, N. Williams, K. Rasmussen, T. Catchings",IND,140,95.0,95.9
"K. Smith, S. Sam, J. Burse, T. Raymond, T. Edwards",MIN,138,107.2,90.7
"L. Harrison, A. DeForge, T. Jackson, A. Williams-Strong, S. Tuvic",PHO,133,82.8,96.7
"M. Dydek, A. Goodson, J. Azzi, S. Crawley, M. Ferdinand-Harris",SAN,133,84.6,93.4
"L. Grooms, T. Penicheiro, T. Smith, E. Campbell, Y. Griffith",SAC,132,84.5,103.5
"S. Edwards, S. Brondello, A. Lassiter, L. Jackson, S. Bird",SEA,126,96.5,89.7
"A. Goodson, J. Azzi, S. Crawley, M. Ferdinand-Harris, G. Jackson",SAN,109,87.2,84.2
"E. Powell, K. Holland-Corn, R. Riley, S. Cash, C. Ford",DET,108,106.9,95.1
"J. Arcain, T. Thompson, D. Canty, U. Figgs, M. Snow",HOU,106,94.7,92.9
"A. Stinson, R. Brown, A. Feaster, D. Staley, T. Sutton-Brown",CHA,97,102.9,99.4
"N. McCray, N. Williams, S. White, T. Catchings, N. Ivey",IND,94,95.1,86.7
"S. Swoopes, J. Arcain, T. Thompson, D. Canty, M. Snow",HOU,94,105.6,80.0
"M. Jones, C. Melvin, H. Darling, P. Taylor, L. Thomas",CLE,91,87.3,82.7
"L. Harrison, A. DeForge, T. Jackson, A. Williams-Strong, P. Pierson",PHO,86,90.1,106.5
"M. Van Gorp, K. Smith, S. Sam, T. Raymond, T. Edwards",MIN,83,105.3,78.1
"T. Penicheiro, T. Smith, E. Campbell, Y. Griffith, K. Lawson",SAC,82,96.1,90.4
"R. Lobo, S. Johnson, T. McWilliams-Franklin, N. Sales, K. Douglas",CON,79,82.1,93.8
"C. Holdsclaw, A. Burgess, C. Miller, S. Dales, A. Jones",WAS,75,94.6,100.0
"K. Harrower, M. Van Gorp, K. Smith, S. Sam, T. Raymond",MIN,71,100.8,89.3
"E. Baranova, T. Weatherspoon, V. Johnson, C. Robinson, T. Whitmore",NYL,68,105.7,96.0
"M. Page, C. Holdsclaw, C. Miller, S. Dales, A. Jones",WAS,68,117.6,98.3
"W. Palmer, S. Johnson, T. McWilliams-Franklin, N. Sales, K. Douglas",CON,68,101.6,92.9
