Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"C. Gray, D. Hamby, K. Plum, A. Wilson, J. Young",LVA,561,112.3,98.6
"D. Bonner, A. Thomas, J. Jones, C. Williams, N. Hiedeman",CON,353,102.1,94.7
"S. Bird, J. Loyd, B. Stewart, G. Williams, E. Magbegor",SEA,345,103.9,91.6
"C. Parker, A. Quigley, C. Vandersloot, E. Meesseman, K. Copper",CHI,337,110.1,99.9
"D. Taurasi, S. Peddy, S. Diggins-Smith, S. Cunningham, B. Turner",PHO,257,109.7,99.6
"A. Clark, E. Delle Donne, N. Cloud, A. Atkins, S. Austin",WAS,234,109.0,97.4
"S. Bird, T. Charles, J. Loyd, B. Stewart, G. Williams",SEA,220,114.7,93.9
"D. Robinson, K. Mitchell, V. Vivians, N. Smith, Q. Egbo",IND,192,96.3,94.0
"A. Clark, N. Cloud, A. Atkins, M. Hines-Allen, S. Austin",WAS,189,97.1,97.1
"K. Thornton, I. Harrison, A. Gray, A. Ogunbowale, M. Mabrey",DAL,188,106.7,101.3
"S. Fowles, K. McBride, M. Jefferson, A. Powers, J. Shepard",MIN,174,104.0,109.9
"N. Howard, S. Dolson, R. Allen, S. Ionescu, C. Dangerfield",NYL,170,107.7,92.3
"D. Taurasi, T. Charles, S. Diggins-Smith, D. DeShields, B. Turner",PHO,165,89.4,102.3
"D. Bonner, A. Thomas, C. Williams, B. Jones, N. Hiedeman",CON,162,108.0,100.6
"K. Thornton, A. Gray, T. McCowan, A. Ogunbowale, M. Mabrey",DAL,119,106.1,108.9
"N. Howard, S. Dolson, S. Ionescu, M. Johannes, C. Dangerfield",NYL,119,100.8,103.8
"C. Parker, E. Wheeler, N. Coffey, K. Wallace, R. Howard",ATL,116,87.9,91.9
"K. Thornton, A. Gray, T. McCowan, M. Mabrey, V. Burton",DAL,104,108.7,114.7
"S. Fowles, D. Dantas, K. McBride, M. Jefferson, A. Powers",MIN,104,112.9,97.1
"D. Taurasi, T. Charles, S. Peddy, S. Diggins-Smith, B. Turner",PHO,100,108.9,105.8
"D. Robinson, K. Mitchell, V. Vivians, Q. Egbo, E. Engstler",IND,95,98.0,102.9
"L. Cambage, N. Ogwumike, L. Brown, J. Canada, K. Samuelson",LAS,95,108.2,109.5
"A. Quigley, C. Vandersloot, E. Meesseman, K. Copper, A. Stevens",CHI,90,105.9,90.5
"C. Gray, K. Stokes, K. Plum, A. Wilson, J. Young",LVA,89,110.7,98.9
"N. Ogwumike, B. Sykes, J. Canada, K. Samuelson, O. Nelson-Ododa",LAS,85,90.1,94.3
"T. Hayes, C. Parker, E. Wheeler, R. Howard, N. Hillmon",ATL,83,98.2,110.1
"S. Fowles, K. McBride, R. Banham, A. Powers, J. Shepard",MIN,78,92.9,94.5
"L. Cambage, N. Ogwumike, B. Sykes, L. Brown, J. Canada",LAS,72,102.0,104.0
"D. Bonner, A. Thomas, J. Jones, C. Williams, B. Jones",CON,71,107.1,90.7
"D. Robinson, K. Mitchell, V. Vivians, N. Smith, E. Engstler",IND,70,97.3,102.1
"N. Ogwumike, C. Ogwumike, B. Sykes, J. Canada, K. Samuelson",LAS,70,103.5,104.9
"S. Peddy, J. Simms, D. DeShields, S. Cunningham, B. Turner",PHO,69,94.1,96.3
"C. Parker, A. Quigley, E. Meesseman, K. Copper, J. Allemand",CHI,67,100.0,95.3
"K. Thornton, I. Harrison, A. Gray, A. Ogunbowale, T. Harris",DAL,65,91.5,105.5
"B. January, E. Prince, J. Lavender, S. Talbot, E. Magbegor",SEA,61,104.2,94.1
"D. Taurasi, S. Diggins-Smith, D. DeShields, S. Cunningham, B. Turner",PHO,56,97.4,97.5
"B. January, T. Charles, E. Prince, S. Talbot, E. Magbegor",SEA,55,91.7,100.0
"N. Howard, S. Dolson, S. Whitcomb, S. Ionescu, M. Johannes",NYL,54,93.6,100.9
"N. Howard, S. Dolson, R. Allen, S. Whitcomb, S. Ionescu",NYL,53,96.3,115.1
"R. Williams, K. Plum, A. Wilson, J. Young, I. Rupert",LVA,52,117.6,116.1
"C. Parker, E. Wheeler, A. McDonald, R. Howard, N. Hillmon",ATL,51,91.5,86.2
"C. Parker, E. Wheeler, M. Caldwell, R. Howard, N. Hillmon",ATL,51,112.5,125.7
"D. Bonner, A. Thomas, B. Jones, N. Hiedeman, D. Carrington",CON,51,117.5,93.5
"C. Parker, A. Quigley, C. Vandersloot, E. Meesseman, R. Gardner",CHI,50,108.4,87.7
"C. Parker, C. Vandersloot, E. Meesseman, R. Gardner, K. Copper",CHI,50,93.4,67.0
"A. Quigley, E. Meesseman, R. Gardner, J. Allemand, A. Stevens",CHI,49,100.9,109.1
