Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, T. Johnson",HOU,463,108.8,86.3
"A. Johnson, S. Johnson, T. McWilliams-Franklin, N. Sales, C. dos Santos",ORL,458,97.4,95.0
"L. Leslie, T. Dixon, M. Mabika, U. Figgs, D. Milton-Jones",LAS,456,103.2,84.1
"R. Bolton, T. Penicheiro, T. Smith, Y. Griffith, K. Holland-Corn",SAC,455,98.5,88.7
"V. Bullett, N. McCray, M. Page, A. Nagy, C. Holdsclaw",WAS,440,98.2,98.1
"S. Witherspoon, V. Nygaard, T. Bevilaqua, S. Crawley, S. Thomas",POR,307,90.2,90.5
"W. Palmer, D. Canty, C. Neves, A. Ndiaye-Diatta, E. Tornikidou",DET,226,88.7,106.6
"R. Williams, A. Thompson, K. Wolters, M. Maxwell, G. Grubin",IND,225,93.1,109.7
"V. Bullett, N. McCray, M. Page, C. Holdsclaw, K. Anderson",WAS,219,105.0,91.3
"T. Weatherspoon, V. Johnson, B. Hammon, T. Whitmore, T. Phillips",NYL,208,91.5,88.3
"M. Dydek, K. Hlede, A. Goodson, D. Ivanyi, N. Williams",UTA,204,91.9,87.8
"K. Folkl, K. Smith, M. Brumfield, K. Dickerson, B. Lennox",MIN,200,93.4,93.2
"K. Colleton, M. Askamp, D. Black, S. Sam, S. Owens",MIA,199,81.8,92.0
"M. Jones, R. Brown, S. McConnell Serio, M. Andrade, C. Melvin",CLE,192,102.8,91.8
"M. Dydek, K. Hlede, A. Goodson, N. Williams, J. Azzi",UTA,182,102.9,96.7
"A. Stinson, R. Mapp, T. Reid, C. Bauer-Bilodeau, D. Staley",CHA,174,92.5,103.4
"T. Weatherspoon, V. Johnson, S. Wicks, C. Robinson, T. Phillips",NYL,163,90.4,78.0
"K. Colleton, M. Askamp, D. Black, S. Sam, K. Rasmussen",MIA,161,95.3,75.3
"K. Colleton, M. Askamp, S. Manning, D. Black, S. Sam",MIA,147,84.1,88.2
"R. Williams, A. Thompson, K. Wolters, M. Maxwell, S. White",IND,137,101.2,96.1
"A. Johnson, S. Johnson, C. McGhee, T. McWilliams-Franklin, N. Sales",ORL,123,107.1,92.2
"E. Nemcova, M. Jones, S. McConnell Serio, C. Melvin, V. Hall",CLE,119,100.0,107.4
"J. Gillom, M. Brogan, B. Reed, L. Harrison, T. Edwards",PHO,117,101.5,101.0
"T. Weatherspoon, V. Johnson, S. Wicks, B. Hammon, T. Phillips",NYL,117,110.1,89.8
"A. Stinson, R. Mapp, C. Smith, D. Staley, T. Travis",CHA,106,98.9,94.3
"W. Palmer, D. Canty, A. Ndiaye-Diatta, E. Tornikidou, A. DeForge",DET,102,95.7,96.2
"K. Smith, K. Dickerson, B. Lennox, M. Martin, K. Paye",MIN,100,88.4,86.7
"J. Gillom, B. Reed, L. Harrison, T. Edwards, M. Cleary",PHO,92,100.0,85.0
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, T. Jackson",HOU,91,107.2,83.9
"S. Witherspoon, V. Nygaard, S. Crawley, S. Thomas, M. Marciniak",POR,87,72.9,94.4
"A. Stinson, R. Mapp, S. Enis, D. Staley, T. Travis",CHA,86,101.9,117.1
"L. Leslie, T. Dixon, M. Mabika, D. Milton-Jones, N. McCrimmon",LAS,83,119.9,62.7
"T. Weatherspoon, B. Hammon, C. Robinson, T. Whitmore, T. Phillips",NYL,82,95.1,87.0
"A. Stinson, R. Mapp, T. Reid, C. Smith, D. Staley",CHA,80,96.9,92.8
"M. Timms, J. Gillom, M. Brogan, B. Reed, T. Edwards",PHO,78,100.7,84.9
"K. Folkl, A. Lloyd-Curry, K. Smith, G. Daley, B. Lennox",MIN,77,101.5,74.8
"A. Stinson, R. Mapp, T. Reid, S. Enis, D. Staley",CHA,75,101.5,112.7
"R. Bolton, L. Byears, T. Penicheiro, Y. Griffith, K. Holland-Corn",SAC,73,110.7,85.7
"K. Folkl, K. Smith, G. Daley, K. Dickerson, B. Lennox",MIN,71,89.1,100.0
"S. Witherspoon, T. Bevilaqua, A. Burras, S. Crawley, S. Thomas",POR,71,97.0,75.4
"T. Weatherspoon, V. Johnson, C. Robinson, T. Whitmore, T. Phillips",NYL,70,79.1,82.0
"K. Hlede, A. Goodson, N. Williams, J. Azzi, A. Herrig",UTA,68,116.1,115.0
"R. Williams, K. Wolters, M. Maxwell, G. Grubin, J. Streimikyte",IND,68,103.3,96.7
"K. Smith, M. Brumfield, K. Dickerson, B. Lennox, M. Martin",MIN,64,89.2,95.5
"M. Jones, S. McConnell Serio, M. Andrade, C. Melvin, A. Wauters",CLE,64,99.1,94.0
"R. Williams, M. Maxwell, G. Grubin, D. McCulley, J. Streimikyte",IND,63,75.9,101.7
