Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"T. McWilliams-Franklin, N. Powell, J. McCarville, C. Pondexter, L. Mitchell",NYL,435,104.1,98.8
"L. Jackson, S. Bird, S. Cash, T. Wright, C. Little",SEA,423,106.6,89.6
"T. Smith, P. Taylor, D. Taurasi, T. Johnson, C. Dupree",PHO,416,113.7,105.9
"I. Castro Marques, E. de Souza, S. Lyttle, A. McCoughtry, S. Lehning",ATL,379,101.1,101.2
"T. Bevilaqua, T. Sutton-Brown, T. Catchings, K. Douglas, E. Hoffman",IND,362,100.6,91.9
"T. Thompson, T. Penicheiro, D. Milton-Jones, M. Ferdinand-Harris, N. Quinn",LAS,334,100.2,96.1
"K. Smith, N. Sanford, M. Currie, L. Harding, C. Langhorne",WAS,250,93.7,82.3
"D. Canty, J. Perkins, M. Bass, T. Young, S. Fowles",CHI,239,109.1,93.5
"B. Hammon, C. Holdsclaw, M. Snow, R. Hodges, S. Young-Malcolm",SAN,233,102.0,106.0
"L. Whalen, R. Brunson, S. Augustus, N. Anosike, M. Wright",MIN,230,97.0,97.5
"K. Smith, C. Melvin, M. Currie, L. Harding, C. Langhorne",WAS,226,104.4,100.0
"B. Hammon, C. Holdsclaw, M. Snow, E. Lawson-Wade, S. Young-Malcolm",SAN,185,101.9,104.4
"T. Sutton-Brown, T. Catchings, K. Douglas, E. Hoffman, B. January",IND,159,97.8,93.3
"A. Jones, K. Lawson, R. Montgomery, T. Charles, K. Griffin",CON,121,87.7,85.2
"D. Canty, S. Christon, J. Perkins, C. Kraayeveld, S. Fowles",CHI,118,99.6,103.1
"S. Abrosimova, L. Jackson, S. Bird, S. Cash, L. Willingham",SEA,107,106.3,99.0
"T. Thompson, T. Penicheiro, D. Milton-Jones, N. Quinn, K. Toliver",LAS,107,112.2,101.0
"L. Whalen, R. Brunson, S. Augustus, C. Houston, M. Wright",MIN,99,99.5,85.4
"A. Jones, K. Lawson, T. White, T. Charles, K. Griffin",CON,93,92.0,90.3
"T. Smith, D. Taurasi, T. Johnson, C. Dupree, D. Bonner",PHO,90,104.0,120.0
"D. Canty, E. Thorn, J. Perkins, C. Kraayeveld, S. Fowles",CHI,89,97.6,89.3
"K. Miller, I. Castro Marques, E. de Souza, S. Lyttle, A. McCoughtry",ATL,85,97.3,100.0
"K. Smith, C. Melvin, L. Harding, C. Langhorne, M. Coleman",WAS,81,95.3,105.1
"A. Jones, T. White, S. Gruda, R. Montgomery, T. Charles",CON,80,94.7,96.1
"B. Hammon, M. Snow, E. Lawson-Wade, R. Hodges, S. Young-Malcolm",SAN,78,99.4,99.4
"D. Canty, J. Perkins, C. Kraayeveld, T. Young, S. Fowles",CHI,77,87.2,83.0
"L. Jackson, S. Bird, S. Cash, L. Willingham, T. Wright",SEA,77,111.8,100.7
"T. Smith, P. Taylor, T. Johnson, C. Dupree, D. Bonner",PHO,75,102.4,95.8
"L. Whalen, R. Brunson, S. Augustus, C. Wiggins, N. Anosike",MIN,71,107.2,102.9
"I. Castro Marques, E. de Souza, A. Bales, A. McCoughtry, S. Lehning",ATL,67,103.9,101.3
"T. Thompson, T. Penicheiro, D. Milton-Jones, N. Quinn, C. Parker",LAS,67,87.3,91.0
"T. Smith, P. Taylor, D. Taurasi, T. Johnson, D. Bonner",PHO,66,119.9,74.0
"A. Jones, K. Lawson, A. Jekabsone-Zogota, R. Montgomery, T. Charles",CON,63,94.4,88.2
"T. McWilliams-Franklin, J. McCarville, C. Pondexter, L. Mitchell, K. Greene",NYL,63,103.9,80.8
"A. Jones, T. White, R. Montgomery, T. Charles, K. Griffin",CON,62,101.6,95.4
"S. Abrosimova, A. Robinson, J. Vesela, A. Bishop, A. Lacey",SEA,62,82.7,97.7
"K. Smith, N. Sanford, L. Harding, C. Langhorne, M. Coleman",WAS,59,91.2,102.8
"T. McWilliams-Franklin, P. Pierson, N. Powell, C. Pondexter, L. Mitchell",NYL,59,130.5,90.8
"C. Melvin, L. Harding, M. Ajavon, C. Langhorne, M. Coleman",WAS,56,103.6,100.0
"S. Abrosimova, L. Jackson, S. Bird, S. Cash, C. Little",SEA,55,116.5,82.3
"D. Canty, J. Perkins, M. Bass, S. Fowles, E. Prince",CHI,54,99.0,96.3
"E. Thorn, J. Perkins, C. Kraayeveld, S. Fowles, E. Prince",CHI,54,103.6,109.6
"L. Whalen, S. Augustus, N. Anosike, C. Houston, M. Wright",MIN,54,89.7,81.4
"K. Braxton, S. Dorrell, S. Zolman, A. Hornbuckle, C. Black",TUL,52,96.3,116.4
