Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"S. Cash, S. Fowles, E. Prince, C. Vandersloot, E. Delle Donne",CHI,359,110.2,87.2
"A. Beard, L. Harding, C. Parker, K. Toliver, N. Ogwumike",LAS,327,109.5,91.4
"L. Whalen, R. Brunson, J. McCarville, S. Augustus, M. Moore",MIN,320,116.9,85.0
"M. Snow, M. Currie, I. Latta, M. Ajavon, C. Langhorne",WAS,277,97.6,103.7
"T. Catchings, E. Larkins, B. January, S. Zellous, K. Christmas-Kelly",IND,274,99.8,90.4
"D. Taurasi, C. Dupree, D. Bonner, B. Butler, B. Griner",PHO,257,105.2,97.1
"T. Thompson, T. Johnson, T. Wright, C. Little, S. Stricklen",SEA,255,92.4,100.8
"T. Thompson, T. Johnson, T. Wright, N. Quinn, C. Little",SEA,253,100.2,100.4
"E. de Souza, L. Willingham, A. Herrington, A. McCoughtry, J. Thomas",ATL,228,92.9,86.6
"M. Currie, I. Latta, M. Ajavon, C. Langhorne, K. Vaughn",WAS,200,89.7,92.8
"J. Perkins, J. Appel Marinelli, D. Adams, D. Robinson, S. Johnson",SAN,167,96.0,93.4
"M. Currie, I. Latta, C. Langhorne, K. Vaughn, T. Hill",WAS,137,91.3,90.7
"N. Powell, C. Wiggins, L. Cambage, G. Johnson, A. Goodrich",TUL,131,109.7,79.1
"K. Lawson, T. Charles, K. Greene, K. Griffin, A. Hightower",CON,116,94.4,83.4
"K. Smith, P. Pierson, K. Braxton, C. Pondexter, K. Williams",NYL,107,84.3,94.9
"K. Vaughn, T. Hill, N. McKenith, E. Meesseman, T. Ruffin-Pratt",WAS,98,96.6,75.5
"K. Smith, P. Pierson, K. Braxton, C. Pondexter, A. Montgomery",NYL,97,94.3,89.9
"T. Thompson, T. Wright, N. Quinn, C. Little, S. Stricklen",SEA,97,100.5,83.8
"S. Cash, T. Young, S. Fowles, E. Prince, C. Vandersloot",CHI,94,101.7,101.1
"E. de Souza, L. Willingham, A. Herrington, A. McCoughtry, A. Bentley",ATL,86,88.8,102.2
"L. Whalen, R. Brunson, J. McCarville, M. Wright, M. Moore",MIN,85,107.5,91.3
"R. Montgomery, T. Charles, K. Greene, K. Griffin, A. Hightower",CON,85,88.7,104.5
"S. Christon, J. Perkins, J. Appel Marinelli, D. Adams, S. Johnson",SAN,84,99.4,106.2
"L. Whalen, R. Brunson, S. Augustus, M. Moore, D. Peters",MIN,83,118.1,101.2
"D. Milton-Jones, J. Perkins, J. Appel Marinelli, D. Robinson, S. Johnson",SAN,80,84.0,98.8
"E. de Souza, L. Willingham, A. McCoughtry, J. Thomas, A. Bentley",ATL,79,92.1,99.4
"T. Catchings, E. Phillips, E. Larkins, B. January, K. Christmas-Kelly",IND,79,91.9,100.0
