Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"A. Congreaves, S. Johnson, T. McWilliams-Franklin, N. Sales, S. Sam",ORL,463,98.0,98.1
"R. Bolton, L. Byears, T. Penicheiro, Y. Griffith, K. Holland-Corn",SAC,428,105.2,92.9
"S. Swoopes, C. Cooper, T. Thompson, P. Tzekova, S. Henning",HOU,373,97.1,91.4
"N. McCray, M. Page, S. Enis, A. Nagy, C. Holdsclaw",WAS,356,93.2,97.8
"V. Bullett, A. Stinson, R. Mapp, C. Smith, D. Staley",CHA,324,93.1,94.1
"L. Leslie, M. Mabika, L. Frett, G. Grubin, D. Milton-Jones",LAS,288,98.3,87.6
"T. Weatherspoon, K. Hampton, V. Johnson, S. Wicks, C. Robinson",NYL,239,96.4,88.4
"T. Weatherspoon, K. Hampton, V. Johnson, S. Wicks, S. Witherspoon",NYL,235,91.4,87.0
"B. Reed, T. Edwards, A. Lloyd-Curry, A. Potthoff, K. Smith",MIN,223,93.6,95.1
"E. Baranova, M. Dydek, D. Black, A. Goodson, N. Williams",UTA,190,110.4,99.1
"M. Timms, J. Gillom, M. Askamp, E. Campbell, L. Harrison",PHO,175,86.0,96.4
"M. Dydek, L. Johnson, D. Black, A. Goodson, N. Williams",UTA,139,97.0,99.6
"T. Weatherspoon, V. Johnson, S. Wicks, C. Robinson, T. Whitmore",NYL,123,94.9,77.8
"V. Bullett, A. Stinson, R. Mapp, S. White, D. Staley",CHA,121,94.6,90.6
"W. Palmer, S. Brondello, C. Boyd, J. Azzi, V. Whiting-Raymond",DET,120,97.2,88.3
"R. Bolton, T. Penicheiro, T. Smith, Y. Griffith, K. Holland-Corn",SAC,118,92.8,92.3
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, P. Tzekova",HOU,115,113.5,82.5
"S. Johnson, T. McWilliams-Franklin, T. Phillips, N. Sales, S. Sam",ORL,112,88.0,77.6
"V. Bullett, A. Stinson, S. Manning, S. White, D. Staley",CHA,112,94.1,95.8
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, S. Henning",HOU,111,107.7,82.7
"B. Reed, T. Edwards, A. Lloyd-Curry, K. Smith, S. Tate",MIN,107,93.7,90.2
"T. Edwards, A. Lloyd-Curry, A. Potthoff, K. Smith, S. Tate",MIN,106,76.6,93.4
"N. McCray, M. Page, A. Nagy, C. Holdsclaw, V. Still",WAS,105,100.5,97.9
"W. Palmer, L. Johnson, D. Black, A. Goodson, N. Williams",UTA,101,88.1,118.3
"M. Timms, J. Gillom, M. Askamp, E. Campbell, C. Davis-Wrightsil",PHO,98,83.6,93.2
"T. Weatherspoon, K. Hampton, V. Johnson, C. Robinson, T. Whitmore",NYL,98,88.4,87.4
"V. Bullett, A. Stinson, S. Manning, C. Smith, D. Staley",CHA,96,92.8,83.4
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, T. Jackson",HOU,95,109.8,90.9
"J. Gillom, M. Askamp, K. Harrower, E. Campbell, L. Harrison",PHO,94,102.3,97.7
"J. Wideman, J. Braxton, M. Edwards, E. Nemcova, A. Burras",CLE,89,77.9,83.5
"N. McCray, A. Santos de Olive, S. Enis, A. Nagy, C. Holdsclaw",WAS,85,88.6,108.6
"L. Leslie, T. Dixon, M. Mabika, U. Figgs, D. Milton-Jones",LAS,83,112.3,88.9
"S. Brondello, C. Brown, K. Hlede, C. Boyd, V. Whiting-Raymond",DET,82,69.4,95.2
"T. Edwards, K. Folkl, A. Lloyd-Curry, K. Smith, S. Tate",MIN,78,83.7,88.6
"S. Brondello, C. Brown, R. Sporn, J. Azzi, D. Canty",DET,75,104.4,97.1
