Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"L. Mitchell, E. Meesseman, A. Atkins, M. Hines-Allen, K. Leslie",WAS,167,101.8,95.7
"S. Bird, A. Clark, N. Howard, J. Loyd, B. Stewart",SEA,166,111.9,88.4
"A. Clark, N. Howard, J. Loyd, B. Stewart, J. Canada",SEA,155,96.2,93.8
"A. McCoughtry, C. Swords, K. McBride, L. Allen, A. Wilson",LVA,147,113.5,103.5
"L. Clarendon, A. Zahui B, K. Stokes, K. Nurse, L. Odom",NYL,145,91.5,100.0
"C. Dupree, T. Mitchell, J. Allemand, K. Mitchell, T. McCowan",IND,136,103.7,115.2
"C. Dupree, N. Achonwa, J. Allemand, K. Mitchell, K. Burke",IND,127,101.1,127.3
"D. Robinson, K. McBride, D. Hamby, A. Wilson, J. Young",LVA,122,100.4,89.6
"D. Dantas, L. Brown, N. Collier, B. Carleton, C. Dangerfield",MIN,110,108.7,93.2
"A. Quigley, C. Vandersloot, C. Parker, K. Copper, A. Stevens",CHI,104,116.3,96.2
"D. Bonner, B. January, J. Thomas, A. Thomas, B. Jones",CON,100,110.1,82.0
"L. Mitchell, E. Meesseman, A. Powers, A. Atkins, M. Hines-Allen",WAS,100,125.5,91.4
"D. Taurasi, K. Vaughn, S. Diggins-Smith, S. Walker-Kimbrough, B. Turner",PHO,99,115.3,88.2
"C. Parker, N. Ogwumike, C. Gray, B. Sykes, S. Wiese",LAS,96,100.5,93.4
"A. Quigley, C. Vandersloot, C. Parker, K. Copper, G. Williams",CHI,93,94.4,109.4
"E. Williams, B. Laney, C. Williams, M. Billings, C. Carter",ATL,89,101.1,113.5
"D. Dantas, O. Sims, N. Collier, B. Carleton, C. Dangerfield",MIN,88,104.4,112.9
"S. Stricklen, E. Williams, B. Laney, M. Billings, C. Carter",ATL,87,92.1,98.9
"D. Robinson, S. Rodgers, D. Hamby, A. Wilson, J. Young",LVA,86,109.0,79.3
"E. Williams, B. Laney, B. Dietrick, C. Williams, M. Billings",ATL,74,91.0,92.3
"C. Dupree, N. Achonwa, T. Mitchell, J. Allemand, K. Mitchell",IND,72,94.6,100.0
"C. Dupree, J. Allemand, K. Mitchell, T. McCowan, K. Burke",IND,68,93.2,111.3
"D. Bonner, J. Thomas, A. Thomas, B. Holmes, B. Jones",CON,68,90.3,99.3
"S. Stricklen, E. Williams, B. Laney, C. Williams, M. Billings",ATL,66,94.3,114.1
"D. Bonner, J. Thomas, A. Thomas, B. Jones, K. Charles",CON,65,100.0,104.7
"K. Thornton, A. Gray, A. Ogunbowale, M. Mabrey, S. Sabally",DAL,63,111.3,113.8
"D. Taurasi, B. Griner, S. Diggins-Smith, S. Cunningham, B. Turner",PHO,62,96.2,90.3
"A. Quigley, C. Vandersloot, S. Dolson, K. Copper, G. Williams",CHI,61,141.7,97.6
"A. McCoughtry, K. McBride, D. Hamby, A. Wilson, J. Young",LVA,60,124.2,87.9
"D. Robinson, C. Swords, S. Rodgers, D. Hamby, J. Young",LVA,60,100.0,101.6
"S. Stricklen, E. Williams, B. Laney, B. Dietrick, C. Williams",ATL,56,101.8,100.0
"A. Quigley, C. Vandersloot, C. Parker, K. Copper, R. Hebard",CHI,53,109.6,107.2
"A. Zahui B, K. Stokes, K. Nurse, J. Jones, L. Odom",NYL,50,85.6,89.9
"L. Mitchell, T. Hawkins, E. Meesseman, A. Atkins, M. Hines-Allen",WAS,48,83.7,82.7
"A. McCoughtry, D. Robinson, K. McBride, D. Hamby, A. Wilson",LVA,47,101.0,105.9
"D. Bonner, J. Thomas, A. Thomas, B. Jones, N. Hiedeman",CON,45,105.8,88.0
"C. Parker, N. Ogwumike, R. Williams, T. Ruffin-Pratt, C. Gray",LAS,42,81.6,105.7
"C. Parker, N. Ogwumike, C. Gray, B. Sykes, T. Cooper",LAS,39,88.9,95.0
"S. Stricklen, E. Williams, B. Laney, C. Williams, C. Carter",ATL,39,95.1,122.0
"D. Bonner, B. January, A. Thomas, B. Jones, K. Charles",CON,38,86.8,74.7
"D. Bonner, A. Thomas, B. Jones, N. Hiedeman, K. Charles",CON,37,90.4,105.3
"L. Mitchell, T. Hawkins, A. Atkins, M. Hines-Allen, K. Leslie",WAS,37,115.5,93.6
"A. Quigley, C. Vandersloot, S. Dolson, K. Copper, A. Stevens",CHI,36,105.1,111.0
