Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"D. Bonner, A. Thomas, B. Jones, D. Carrington, T. Harris",CON,501,99.0,93.0
"K. McBride, C. Williams, N. Collier, A. Smith, B. Carleton",MIN,491,107.8,86.0
"N. Ogwumike, S. Diggins-Smith, J. Loyd, E. Magbegor, J. Horston",SEA,344,104.8,92.7
"T. Charles, A. Gray, J. Canada, R. Howard, N. Hillmon",ATL,327,106.0,90.6
"C. Vandersloot, B. Laney-Hamilton, B. Stewart, J. Jones, S. Ionescu",NYL,246,111.0,93.3
"L. Allen, M. Mabrey, C. Carter, K. Cardoso, A. Reese",CHI,220,105.5,94.5
"D. Taurasi, B. Griner, N. Cloud, K. Copper, S. Cunningham",PHO,218,107.0,105.0
"K. Mitchell, N. Smith, L. Hull, A. Boston, C. Clark",IND,195,109.7,109.0
"K. Mitchell, K. Samuelson, N. Smith, A. Boston, C. Clark",IND,194,102.7,106.6
"C. Gray, K. Stokes, K. Plum, A. Wilson, J. Young",LVA,191,95.9,97.9
"N. Ogwumike, S. Diggins-Smith, J. Loyd, V. Vivians, E. Magbegor",SEA,186,103.1,95.3
"K. Mitchell, K. Wallace, N. Smith, A. Boston, C. Clark",IND,175,94.0,112.5
"N. Howard, T. McCowan, A. Ogunbowale, S. Sabally, J. Sheldon",DAL,174,107.8,125.1
"M. Billings, T. McCowan, A. Ogunbowale, M. Siegrist, S. Uzun",DAL,171,98.5,98.3
"K. Thornton, B. Laney-Hamilton, B. Stewart, J. Jones, S. Ionescu",NYL,164,102.6,98.3
"A. Clark, K. Stokes, K. Plum, A. Wilson, J. Young",LVA,157,97.8,94.5
"D. Taurasi, B. Griner, R. Allen, N. Cloud, K. Copper",PHO,157,104.0,96.4
"N. Ogwumike, S. Diggins-Smith, J. Loyd, G. Williams, E. Magbegor",SEA,138,106.5,103.3
"A. Clark, T. Hayes, K. Plum, A. Wilson, J. Young",LVA,136,102.4,102.4
"S. Dolson, K. Samuelson, A. Atkins, J. Vanloo, A. Edwards",WAS,130,90.3,96.3
"A. Clark, C. Gray, K. Plum, A. Wilson, J. Young",LVA,125,102.5,91.6
"B. Laney-Hamilton, B. Stewart, J. Jones, S. Ionescu, L. Fiebich",NYL,122,109.0,85.2
"K. Thornton, B. Stewart, J. Jones, S. Ionescu, L. Fiebich",NYL,108,108.6,90.0
"O. Sims, D. Hamby, A. Stevens, R. Burrell, R. Jackson",LAS,98,92.2,99.0
"O. Sims, N. Howard, T. McCowan, A. Ogunbowale, J. Sheldon",DAL,98,104.0,120.4
"R. Banham, L. Allen, M. Onyenwere, K. Cardoso, A. Reese",CHI,94,114.4,106.5
"C. Vandersloot, B. Stewart, J. Jones, S. Ionescu, L. Fiebich",NYL,92,106.6,100.0
"D. Taurasi, N. Cloud, K. Copper, S. Cunningham, N. Mack",PHO,92,96.9,96.4
"S. Dolson, B. Sykes, A. Atkins, J. Vanloo, A. Edwards",WAS,90,96.2,86.4
"T. Charles, C. Parker-Tyus, A. Gray, R. Howard, H. Jones",ATL,90,100.0,106.5
"E. Williams, D. DeShields, M. Mabrey, D. Evans, A. Reese",CHI,83,85.1,89.9
"N. Ogwumike, J. Loyd, S. Whitcomb, E. Magbegor, J. Horston",SEA,83,107.3,89.6
"T. Fagbenle, K. Mitchell, L. Hull, A. Boston, C. Clark",IND,76,119.0,91.0
"N. Howard, T. McCowan, A. Ogunbowale, S. Sabally, S. Uzun",DAL,75,113.5,98.7
"L. Allen, C. Carter, M. Onyenwere, K. Cardoso, A. Reese",CHI,74,102.0,103.3
"K. McBride, C. Williams, N. Collier, B. Carleton, D. Juhász",MIN,73,102.7,99.3
"A. Clark, K. Plum, A. Wilson, J. Young, K. Martin",LVA,72,101.3,85.3
"K. McBride, C. Williams, A. Smith, B. Carleton, D. Juhász",MIN,72,96.5,90.9
"D. Bonner, A. Thomas, B. Jones, M. Mabrey, T. Harris",CON,67,105.0,97.8
"T. Hayes, K. Stokes, K. Plum, A. Wilson, J. Young",LVA,61,102.3,97.0
"D. Bonner, A. Thomas, D. Carrington, T. Harris, O. Nelson-Ododa",CON,60,92.7,97.5
"O. Sims, N. Howard, K. Brown, A. Ogunbowale, J. Sheldon",DAL,59,107.2,99.2
"S. Talbot, D. Hamby, K. Nurse, A. McDonald, R. Jackson",LAS,58,97.5,119.5
"D. Taurasi, R. Allen, N. Cloud, K. Copper, N. Mack",PHO,57,118.6,107.7
"E. Wheeler, K. Mitchell, N. Smith, A. Boston, C. Clark",IND,57,96.5,100.0
"S. Dolson, S. Walker-Kimbrough, A. Atkins, M. Hines-Allen, J. Vanloo",WAS,56,103.4,105.2
"T. Charles, A. Gray, R. Howard, N. Hillmon, H. Jones",ATL,56,94.0,96.4
"I. Harrison, L. Allen, M. Mabrey, C. Carter, A. Reese",CHI,55,96.7,95.8
"N. Howard, K. Brown, A. Ogunbowale, S. Sabally, J. Sheldon",DAL,55,99.2,95.0
"T. Charles, N. Coffey, A. Gray, R. Howard, H. Jones",ATL,55,76.6,84.5
"L. Clarendon, D. Hamby, L. Brown, K. Nurse, C. Brink",LAS,54,104.5,103.6
"S. Dolson, B. Sykes, A. Atkins, E. Engstler, J. Vanloo",WAS,53,94.4,107.5
"S. Walker-Kimbrough, A. Atkins, M. Hines-Allen, J. Vanloo, A. Edwards",WAS,53,103.8,116.4
"D. Hamby, L. Brown, K. Nurse, C. Brink, R. Jackson",LAS,52,83.3,83.5
"D. Bonner, A. Thomas, B. Jones, M. Mabrey, D. Carrington",CON,51,97.2,100.0
"K. McBride, N. Collier, A. Smith, B. Carleton, N. Hiedeman",MIN,51,105.7,92.1
"S. Diggins-Smith, J. Loyd, M. Russell, V. Vivians, E. Magbegor",SEA,51,84.8,71.6
