Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"S. Bird, C. Langhorne, A. Clark, J. Loyd, B. Stewart",SEA,529,110.9,102.8
"J. Thomas, S. Stricklen, A. Thomas, J. Jones, C. Williams",CON,352,110.0,99.9
"K. Christmas-Kelly, G. Johnson, S. Diggins-Smith, T. Plaisance, A. Gray",DAL,315,105.7,106.6
"L. Whalen, R. Brunson, S. Augustus, S. Fowles, M. Moore",MIN,314,111.7,94.7
"S. Lyttle, T. Hayes, L. Clarendon, E. Williams, B. Sykes",ATL,293,97.4,103.7
"A. Beard, C. Parker, N. Ogwumike, O. Sims, C. Gray",LAS,258,107.6,86.7
"K. Vaughn, S. Zellous, T. Charles, E. Prince, B. Hartley",NYL,242,102.2,92.5
"D. Taurasi, C. Little, D. Robinson, B. Griner, S. Talbot",PHO,200,110.2,94.9
"A. Beard, C. Parker, E. Carson, N. Ogwumike, C. Gray",LAS,197,114.6,107.8
"R. Brunson, S. Augustus, S. Fowles, R. Montgomery, M. Moore",MIN,190,113.1,98.9
"K. Toliver, K. Thomas, E. Delle Donne, T. Hill, T. Ruffin-Pratt",WAS,159,101.6,103.6
"S. Zellous, T. Charles, S. Rodgers, B. Hartley, K. Stokes",NYL,148,101.6,93.4
"K. Toliver, K. Thomas, E. Delle Donne, E. Meesseman, T. Ruffin-Pratt",WAS,138,105.1,100.0
"A. Beard, C. Parker, N. Ogwumike, R. Williams, C. Gray",LAS,125,109.5,84.3
"A. Montgomery, K. Alexander, K. McBride, I. Harrison, K. Plum",SAN,123,94.5,94.1
"S. Lyttle, T. Hayes, L. Clarendon, E. Williams, B. Holmes",ATL,122,90.6,90.8
"T. Young, A. Quigley, J. Breland, C. Vandersloot, S. Dolson",CHI,113,111.2,104.4
"A. Quigley, J. Breland, C. Vandersloot, S. Dolson, K. Copper",CHI,110,100.0,104.3
"K. Toliver, K. Thomas, E. Meesseman, T. Ruffin-Pratt, S. Walker-Kimbrough",WAS,110,111.8,106.6
"C. Paris, K. Christmas-Kelly, G. Johnson, S. Diggins-Smith, A. Gray",DAL,106,101.9,101.9
"K. Vaughn, S. Zellous, T. Charles, E. Prince, S. Rodgers",NYL,104,102.5,95.0
"C. Pondexter, T. Young, A. Quigley, J. Breland, S. Dolson",CHI,96,110.8,95.9
"J. Thomas, S. Stricklen, A. Bentley, A. Thomas, J. Jones",CON,94,122.3,80.7
"S. Zellous, T. Charles, E. Prince, B. Hartley, K. Stokes",NYL,87,108.6,97.7
"D. Dantas, T. Hayes, L. Clarendon, E. Williams, B. Holmes",ATL,84,88.7,93.7
"A. Montgomery, K. McBride, D. Hamby, I. Harrison, K. Plum",SAN,82,90.6,115.4
"P. Pierson, S. Augustus, S. Fowles, R. Montgomery, M. Moore",MIN,77,98.1,75.8
"N. Quinn, C. Langhorne, A. Clark, J. Loyd, B. Stewart",SEA,74,85.8,95.3
"J. Thomas, A. Bentley, A. Thomas, M. Tuck, J. Jones",CON,71,93.4,94.7
"C. Dupree, M. Coleman, N. Achonwa, E. Wheeler, J. Gwathmey",IND,68,91.8,98.4
"C. Dupree, B. January, N. Achonwa, E. Wheeler, T. Mitchell",IND,67,106.5,100.7
"D. Taurasi, C. Little, L. Mitchell, B. Griner, S. Talbot",PHO,67,111.3,112.8
"A. Montgomery, K. McBride, D. Hamby, I. Harrison, M. Jefferson",SAN,63,79.5,89.3
"S. Zellous, T. Charles, E. Prince, S. Rodgers, K. Stokes",NYL,63,100.8,79.7
"K. Christmas-Kelly, G. Johnson, S. Diggins-Smith, K. Thornton, A. Gray",DAL,61,117.5,98.6
"S. Stricklen, A. Bentley, A. Thomas, J. Jones, C. Williams",CON,61,91.1,79.4
"C. Pondexter, A. Quigley, J. Breland, C. Vandersloot, S. Dolson",CHI,59,111.2,104.1
"D. Taurasi, C. Little, A. Robinson, D. Robinson, S. Talbot",PHO,59,100.8,107.4
"D. Taurasi, M. Currie, C. Little, D. Robinson, B. Griner",PHO,58,91.7,112.2
"C. Dupree, E. Larkins, M. Coleman, B. January, S. Johnson",IND,54,88.3,108.3
"K. Toliver, E. Delle Donne, T. Hill, E. Meesseman, T. Ruffin-Pratt",WAS,54,111.3,114.1
"C. Dupree, E. Larkins, M. Coleman, B. January, T. Mitchell",IND,52,111.9,96.3
"D. Taurasi, C. Little, L. Mitchell, Y. Turner, B. Griner",PHO,52,110.2,90.6
"E. de Souza, A. Montgomery, K. McBride, I. Harrison, K. Plum",SAN,52,73.6,108.4
"S. Rodgers, R. Allen, K. Stokes, N. Raincock-Ekunwe, L. Allen",NYL,52,100.0,76.1
"S. Zellous, T. Charles, S. Rodgers, K. Stokes, L. Allen",NYL,51,96.4,91.9
"L. Whalen, R. Brunson, J. Perkins, S. Fowles, M. Moore",MIN,50,89.4,99.0
"D. Dantas, T. Hayes, L. Clarendon, E. Williams, B. Sykes",ATL,46,104.0,96.9
"E. de Souza, A. Montgomery, K. McBride, I. Harrison, M. Jefferson",SAN,46,96.6,105.7
"P. Pierson, J. Perkins, S. Fowles, R. Montgomery, M. Moore",MIN,46,100.0,90.7
"T. Hayes, L. Clarendon, E. Williams, B. Holmes, B. Sykes",ATL,45,109.2,90.7
"K. Christmas-Kelly, S. Diggins-Smith, T. Plaisance, K. Thornton, A. Gray",DAL,44,111.6,117.2
"C. Dupree, E. Larkins, B. January, S. Johnson, T. Mitchell",IND,43,122.7,100.0
"J. Perkins, R. Montgomery, N. Howard, T. Fagbenle, A. Jones",MIN,43,85.4,91.9
"C. Dupree, S. Johnson, N. Achonwa, E. Wheeler, T. Mitchell",IND,42,130.5,97.6
"R. Brunson, J. Perkins, S. Fowles, R. Montgomery, M. Moore",MIN,42,125.6,98.9
"C. Dupree, E. Larkins, M. Coleman, S. Johnson, E. Wheeler",IND,41,97.4,108.0
"P. Pierson, J. Perkins, R. Montgomery, M. Moore, N. Howard",MIN,39,97.8,80.0
"S. Lyttle, T. Young, L. Clarendon, E. Williams, B. Sykes",ATL,39,74.4,95.0
"D. Dantas, L. Clarendon, E. Williams, B. Holmes, B. Sykes",ATL,37,91.1,101.2
"S. Lyttle, L. Clarendon, E. Williams, B. Holmes, B. Sykes",ATL,37,84.9,69.6
"C. Dupree, M. Coleman, B. January, N. Achonwa, E. Wheeler",IND,36,82.9,114.5
"N. Quinn, A. Clark, R. Tokashiki, J. Loyd, B. Stewart",SEA,36,105.1,94.7
"A. Beard, C. Parker, E. Carson, J. Lavender, C. Gray",LAS,35,105.6,102.7
"A. Beard, J. Lavender, N. Ogwumike, O. Sims, C. Gray",LAS,35,110.1,88.2
"A. Montgomery, K. Alexander, K. McBride, I. Harrison, M. Jefferson",SAN,35,111.1,98.6
"A. Beard, C. Parker, J. Lavender, O. Sims, C. Gray",LAS,34,80.3,74.7
"A. Montgomery, K. Alexander, K. McBride, D. Hamby, K. Plum",SAN,34,87.1,112.9
"C. Dupree, E. Larkins, B. January, S. Johnson, E. Wheeler",IND,34,98.4,118.2
"C. Dupree, N. Achonwa, E. Wheeler, T. Mitchell, J. Gwathmey",IND,34,111.8,105.7
"A. Beard, J. Lavender, N. Ogwumike, R. Williams, C. Gray",LAS,33,112.5,97.2
"I. Latta, K. Toliver, K. Thomas, E. Meesseman, T. Ruffin-Pratt",WAS,33,66.2,109.5
"J. Perkins, S. Fowles, R. Montgomery, M. Moore, N. Howard",MIN,33,131.7,80.6
