Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"C. Smith, D. Milton-Jones, C. Melvin, A. Beard, T. Johnson",WAS,501,100.6,99.5
"M. Dydek, T. McWilliams-Franklin, N. Sales, K. Douglas, L. Whalen",CON,412,98.8,87.9
"E. Baranova, V. Johnson, B. Hammon, C. Robinson, A. Wauters",NYL,403,102.6,91.1
"S. Swoopes, J. Arcain, D. Canty, K. Rasmussen, M. Snow",HOU,303,103.8,94.9
"B. Lennox, J. Burse, L. Jackson, S. Bird, I. Castro Marques",SEA,276,103.9,96.2
"T. Bevilaqua, N. Williams, K. Miller, T. Catchings, J. Streimikyte",IND,276,100.0,82.3
"A. Feaster, T. Smith, D. Staley, S. Sam, T. Sutton-Brown",CHA,263,92.8,104.0
"T. McWilliams-Franklin, N. Sales, K. Douglas, A. Jones, L. Whalen",CON,213,113.7,98.5
"L. Leslie, T. Dixon, T. Whitmore, C. Holdsclaw, N. Teasley",LAS,211,99.0,88.7
"T. Penicheiro, Y. Griffith, D. Walker, N. Powell, C. Newton",SAC,211,100.3,79.2
"S. Swoopes, J. Arcain, T. Thompson, D. Canty, M. Snow",HOU,191,98.5,97.9
"K. Harrower, K. Smith, S. Abrosimova, N. Ohlde, V. Hayden",MIN,179,89.1,92.7
"M. Stepanova, A. DeForge, K. Vodichkova, P. Taylor, D. Taurasi",PHO,158,104.4,83.3
"T. Penicheiro, Y. Griffith, N. Powell, R. Brunson, C. Newton",SAC,150,93.3,81.8
"J. Burse, L. Jackson, S. Bird, I. Castro Marques, T. Wright",SEA,132,97.1,95.9
"E. Baranova, V. Johnson, B. Hammon, A. Wauters, S. Christon",NYL,127,94.8,86.5
"A. DeForge, K. Vodichkova, P. Taylor, D. Taurasi, A. Robinson",PHO,124,89.2,86.5
"T. Bevilaqua, N. Williams, K. Miller, T. Catchings, K. Schumacher",IND,124,86.2,98.6
"K. Harrower, K. Smith, S. Abrosimova, T. Raymond, N. Ohlde",MIN,121,95.9,96.8
"K. Smith, D. Nolan, R. Riley, S. Cash, C. Ford",DET,120,94.3,75.6
"E. Powell, D. Nolan, R. Riley, A. Walker, C. Ford",DET,117,89.7,85.3
"T. Smith, S. Sam, H. Darling, T. Sutton-Brown, J. Perkins",CHA,117,88.0,93.8
"W. Palmer, D. Ivanyi, S. Johnson, M. Ferdinand-Harris, C. Anderson",SAN,114,95.2,95.4
"L. Leslie, M. Mabika, T. Whitmore, C. Holdsclaw, D. Lewis",LAS,101,90.4,114.8
"E. Baranova, V. Johnson, B. Hammon, C. Robinson, S. Christon",NYL,97,106.9,95.7
"T. Penicheiro, Y. Griffith, K. Lawson, N. Powell, R. Brunson",SAC,88,103.9,85.6
"E. Powell, D. Nolan, R. Riley, S. Cash, C. Ford",DET,87,82.5,97.5
"W. Palmer, S. Johnson, M. Ferdinand-Harris, K. Mattera, S. Ely-Gash",SAN,82,79.4,112.6
"W. Palmer, S. Johnson, M. Ferdinand-Harris, L. Thomas, K. Mattera",SAN,80,93.2,94.6
"V. Johnson, B. Hammon, C. Robinson, A. Wauters, S. Christon",NYL,78,113.2,102.0
"W. Palmer, S. Johnson, M. Ferdinand-Harris, C. Anderson, L. Thomas",SAN,77,103.7,96.5
"L. Leslie, T. Dixon, T. Whitmore, C. Holdsclaw, D. Lewis",LAS,74,100.0,85.1
"T. McWilliams-Franklin, N. Sales, B. Wyckoff, A. Jones, L. Whalen",CON,74,108.2,95.6
"K. Harrower, S. Abrosimova, T. Raymond, N. Ohlde, C. Jones",MIN,67,94.8,96.5
"A. DeForge, K. Vodichkova, P. Taylor, P. Pierson, D. Taurasi",PHO,66,90.3,85.5
"B. Lennox, L. Jackson, S. Bird, I. Castro Marques, S. Batkovic-Brown",SEA,62,90.7,104.6
"S. Swoopes, J. Arcain, D. Canty, M. Snow, S. Lyttle",HOU,61,91.6,89.5
"T. McWilliams-Franklin, K. Douglas, B. Wyckoff, A. Jones, L. Whalen",CON,61,106.7,91.9
"C. Smith, D. Milton-Jones, C. Melvin, C. Miller, A. Beard",WAS,60,82.9,95.8
"N. Williams, K. Miller, T. Catchings, K. Schumacher, T. White",IND,60,73.4,100.0
"W. Palmer, D. Ivanyi, S. Johnson, M. Ferdinand-Harris, K. Mattera",SAN,60,103.9,84.0
"B. Lennox, J. Burse, L. Jackson, I. Castro Marques, F. Zara",SEA,58,85.2,91.6
"K. Miller, T. Catchings, E. Hoffman, J. Streimikyte, T. White",IND,58,84.1,83.8
"M. Page, C. Smith, C. Melvin, C. Miller, T. Johnson",WAS,58,86.3,76.0
"L. Leslie, T. Dixon, M. Mabika, T. Whitmore, C. Holdsclaw",LAS,56,80.9,108.5
"C. Smith, D. Milton-Jones, C. Melvin, C. Miller, T. Johnson",WAS,55,84.7,119.8
"N. Williams, K. Miller, T. Catchings, J. Streimikyte, T. White",IND,52,80.6,102.1
"K. Smith, S. Lovelace, T. Raymond, N. Ohlde, A. Jacobs",MIN,51,81.9,119.1
"L. Leslie, T. Whitmore, C. Holdsclaw, D. Lewis, R. Masciadri",LAS,51,94.5,81.3
"E. Baranova, B. Hammon, C. Robinson, A. Wauters, S. Christon",NYL,50,84.7,100.0
"A. DeForge, P. Taylor, P. Pierson, D. Taurasi, A. Robinson",PHO,49,86.8,94.4
"A. Feaster, T. Smith, D. Staley, S. Sam, J. McCarville",CHA,49,96.4,82.4
"A. Feaster, T. Smith, D. Staley, S. Sam, T. Miller",CHA,49,72.3,101.1
"D. Nolan, R. Riley, S. Cash, S. Lambert, C. Ford",DET,49,71.0,81.7
"K. Harrower, S. Abrosimova, N. Ohlde, V. Hayden, C. Jones",MIN,49,93.2,94.3
"S. Swoopes, J. Arcain, D. Canty, T. Phillips, M. Snow",HOU,49,91.2,101.1
"L. Leslie, C. Holdsclaw, C. Thomas, D. Lewis, R. Masciadri",LAS,48,108.1,94.3
"M. Page, D. Milton-Jones, C. Melvin, C. Miller, A. Beard",WAS,48,81.7,89.5
"W. Palmer, S. Johnson, M. Ferdinand-Harris, C. Anderson, S. Ely-Gash",SAN,48,78.8,96.3
"L. Leslie, T. Dixon, C. Holdsclaw, C. Thomas, D. Lewis",LAS,47,93.0,109.3
"K. Miller, T. Catchings, D. Jackson, E. Hoffman, T. White",IND,46,103.3,105.9
"T. Smith, S. Sam, H. Darling, T. Sutton-Brown, K. Mazzante",CHA,45,93.6,105.4
"A. Feaster, T. Smith, D. Staley, T. Sutton-Brown, J. Perkins",CHA,44,87.3,74.7
"T. Smith, A. Goodson, S. Sam, H. Darling, T. Sutton-Brown",CHA,44,92.3,84.1
"W. Palmer, D. Ivanyi, S. Johnson, K. Mattera, S. Ely-Gash",SAN,44,95.8,114.5
"A. DeForge, P. Pierson, S. Wright, D. Taurasi, A. Robinson",PHO,43,101.3,107.8
"L. Leslie, T. Whitmore, C. Holdsclaw, N. Teasley, D. Lewis",LAS,42,65.9,87.1
"M. Page, D. Milton-Jones, C. Melvin, A. Beard, T. Johnson",WAS,40,97.2,97.3
"M. Page, C. Smith, C. Melvin, A. Beard, T. Johnson",WAS,39,77.0,87.0
"T. McWilliams-Franklin, K. Douglas, B. Wyckoff, A. Jones, J. Derevjanik",CON,39,71.4,87.1
"T. McWilliams-Franklin, N. Sales, B. Wyckoff, A. Jones, J. Derevjanik",CON,39,88.6,86.7
"T. Penicheiro, Y. Griffith, D. Walker, K. Lawson, N. Powell",SAC,39,113.4,96.2
"T. Smith, D. Staley, S. Sam, T. Sutton-Brown, J. Perkins",CHA,39,93.1,91.8
"K. Miller, T. Catchings, K. Schumacher, E. Hoffman, T. White",IND,38,79.5,74.7
"K. Smith, S. Lovelace, N. Ohlde, V. Hayden, A. Jacobs",MIN,38,101.4,98.6
"S. Swoopes, J. Arcain, T. Thompson, D. Staley, S. Lyttle",HOU,37,116.7,89.7
"M. Dydek, T. McWilliams-Franklin, N. Sales, B. Wyckoff, L. Whalen",CON,36,105.6,73.8
"S. Sam, H. Darling, T. Sutton-Brown, J. Perkins, J. McCarville",CHA,36,85.5,108.8
"E. Powell, D. Nolan, R. Riley, C. Ford, P. Pierson",DET,35,95.2,71.6
"S. Swoopes, J. Arcain, T. Thompson, D. Staley, M. Snow",HOU,35,93.8,90.3
"T. Bevilaqua, N. Williams, T. Catchings, J. Streimikyte, T. White",IND,35,74.6,86.4
"Y. Griffith, D. Walker, N. Powell, K. Haynie, C. Newton",SAC,35,118.5,83.3
"K. Harrower, K. Smith, S. Lovelace, T. Raymond, N. Ohlde",MIN,34,79.0,75.4
"M. Dydek, N. Sales, K. Douglas, A. Jones, L. Whalen",CON,34,120.6,89.4
"T. Bevilaqua, N. Williams, T. Catchings, K. Schumacher, T. White",IND,34,80.6,84.5
"A. Thompson, B. Lennox, J. Burse, L. Jackson, S. Bird",SEA,33,90.0,67.2
"L. Leslie, T. Whitmore, C. Holdsclaw, N. Teasley, R. Masciadri",LAS,32,101.7,93.3
"M. Page, C. Smith, C. Melvin, C. Miller, A. Beard",WAS,32,88.2,74.1
"W. Palmer, N. McCray, S. Johnson, M. Ferdinand-Harris, K. Mattera",SAN,32,86.7,73.3
"K. Harrower, K. Smith, A. Lassiter, N. Ohlde, V. Hayden",MIN,31,91.4,80.0
"K. Harrower, K. Smith, S. Lovelace, N. Ohlde, V. Hayden",MIN,31,60.0,60.7
"L. Leslie, T. Dixon, C. Holdsclaw, N. Teasley, C. Thomas",LAS,31,94.7,91.5
"S. Swoopes, J. Arcain, D. Canty, T. Phillips, K. Rasmussen",HOU,31,88.2,67.3
"T. Bevilaqua, T. Catchings, E. Hoffman, J. Streimikyte, T. White",IND,31,94.1,64.8
"T. McWilliams-Franklin, N. Sales, K. Douglas, B. Wyckoff, L. Whalen",CON,31,92.3,89.6
"K. Smith, S. Abrosimova, T. Raymond, N. Ohlde, A. Jacobs",MIN,30,106.7,90.3
"K. Smith, S. Lovelace, T. Raymond, V. Hayden, A. Jacobs",MIN,30,105.5,61.1
"L. Harrison, A. DeForge, K. Vodichkova, D. Taurasi, A. Robinson",PHO,30,119.1,72.9
"T. Penicheiro, Y. Griffith, D. Walker, H. Maiga-Ba, C. Newton",SAC,30,79.7,93.3
"V. Johnson, B. Hammon, C. Robinson, L. Frett, S. Christon",NYL,30,113.3,90.0
"W. Palmer, E. Campbell, S. Johnson, M. Ferdinand-Harris, K. Mattera",SAN,30,91.2,93.0
"A. Feaster, T. Smith, S. Sam, H. Darling, T. Sutton-Brown",CHA,29,62.3,122.8
