Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"R. Lobo, T. Weatherspoon, K. Hampton, V. Johnson, S. Witherspoon",NYL,448,95.1,87.4
"M. Timms, J. Gillom, B. Pettis, U. Webb, M. Brogan",PHO,355,90.5,83.3
"S. Swoopes, C. Cooper, T. Thompson, K. Perrot, M. Lamb",HOU,337,104.5,87.2
"S. Brondello, C. Brown, K. Hlede, R. Brcaninovic, C. Boyd",DET,329,96.6,81.7
"L. Burgess, L. Byears, L. Grooms, A. Barnes, T. Penicheiro",SAC,201,91.4,95.1
"J. Braxton, I. Fijalkowski, E. Nemcova, M. Jones, S. McConnell Serio",CLE,178,98.3,87.7
"V. Bullett, A. Stinson, T. Suber, S. Manning, T. Reid",CHA,175,83.0,89.4
"J. Braxton, M. Edwards, I. Fijalkowski, E. Nemcova, S. McConnell Serio",CLE,166,95.6,89.6
"L. Leslie, P. Toler, T. Dixon, M. Mabika, P. McGee",LAS,166,103.0,99.1
"S. Brondello, C. Brown, K. Hlede, R. Sporn, C. Boyd",DET,137,102.1,92.5
"V. Bullett, A. Stinson, R. Mapp, T. Suber, T. Reid",CHA,134,98.4,89.4
"S. Swoopes, C. Cooper, T. Thompson, K. Perrot, Y. Moore",HOU,131,104.9,79.6
"V. Bullett, A. Stinson, R. Mapp, C. Smith, T. Reid",CHA,120,102.7,96.5
"P. McCray, Nikki (, H. Burge, N. McCray, M. Page, R. Williams",WAS,110,74.6,92.6
"L. Burgess, L. Byears, L. Grooms, T. Penicheiro, T. Smith",SAC,102,88.5,93.3
"V. Bullett, A. Stinson, A. Congreaves, C. Smith, T. Reid",CHA,102,97.5,96.0
"P. McCray, Nikki (, N. McCray, M. Page, A. Santos de Olive, R. Williams",WAS,100,80.9,98.6
"J. Braxton, E. Nemcova, M. Jones, R. Brown, S. McConnell Serio",CLE,93,99.5,88.0
"P. McCray, Nikki (, N. McCray, M. Page, A. Santos de Olive, A. Shuler",WAS,88,93.8,100.0
"C. Tremitiere, W. Palmer, K. Williams, M. Dydek, L. Johnson",UTA,84,94.2,105.1
"L. Woodard, S. Brondello, C. Brown, K. Hlede, R. Brcaninovic",DET,84,86.6,93.2
"E. Baranova, D. Head, T. Reiss, F. Harris, M. Dydek",UTA,79,97.5,98.7
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, K. Perrot",HOU,77,102.7,89.6
"C. Cooper, J. Arcain, T. Thompson, K. Perrot, Y. Moore",HOU,65,88.9,86.2
"M. Timms, J. Gillom, B. Pettis, T. Foster, U. Webb",PHO,65,99.1,80.3
"R. Lobo, T. Weatherspoon, V. Johnson, S. Wicks, S. Witherspoon",NYL,63,92.8,70.2
"L. Leslie, P. Toler, T. Dixon, M. Mabika, S. VanEmbricqs",LAS,61,93.3,85.7
"S. Swoopes, C. Cooper, J. Arcain, K. Perrot, M. Lamb",HOU,61,108.8,80.3
"V. Bullett, A. Stinson, S. Manning, C. Smith, T. Reid",CHA,60,103.3,89.2
"C. Tremitiere, E. Baranova, W. Palmer, K. Williams, M. Dydek",UTA,59,77.8,91.3
"C. Cooper, J. Arcain, T. Thompson, K. Perrot, M. Lamb",HOU,54,95.0,86.1
"C. Tremitiere, E. Baranova, W. Palmer, T. Reiss, M. Dydek",UTA,54,81.4,106.0
"S. Swoopes, C. Cooper, J. Arcain, T. Thompson, Y. Moore",HOU,54,111.3,76.3
"L. Leslie, P. Toler, K. Colleton, M. Mabika, P. McGee",LAS,53,79.6,88.7
"L. Leslie, P. Toler, T. Dixon, K. Colleton, P. McGee",LAS,52,77.7,76.4
"I. Fijalkowski, E. Nemcova, M. Jones, R. Brown, S. McConnell Serio",CLE,51,94.0,93.9
"D. Carter, N. McCray, M. Page, A. Santos de Olive, R. Williams",WAS,50,69.4,97.9
"M. Timms, J. Gillom, U. Webb, M. Brogan, A. Kuklova",PHO,48,93.8,91.1
"R. Lobo, T. Weatherspoon, K. Hampton, V. Johnson, K. Ford",NYL,47,88.8,62.1
"T. Weatherspoon, K. Hampton, V. Johnson, S. Wicks, S. Witherspoon",NYL,45,91.4,83.0
"M. Timms, J. Gillom, B. Pettis, U. Webb, M. Askamp",PHO,44,116.9,88.5
"L. Byears, A. Barnes, T. Penicheiro, F. Price, T. Smith",SAC,43,88.7,86.7
"V. Bullett, A. Stinson, T. Suber, A. Congreaves, T. Reid",CHA,42,96.6,85.7
"C. Tremitiere, E. Baranova, T. Reiss, F. Harris, M. Dydek",UTA,40,84.0,89.0
"G. Branzova, S. Brondello, K. Hlede, R. Sporn, C. Boyd",DET,39,106.0,88.0
"P. McCray, Nikki (, H. Burge, N. McCray, M. Page, A. Shuler",WAS,39,80.5,101.3
"C. Tremitiere, W. Palmer, K. Williams, F. Harris, M. Dydek",UTA,37,80.0,104.5
"L. Leslie, P. Toler, K. Colleton, M. Mabika, S. VanEmbricqs",LAS,37,89.2,70.8
"D. Carter, H. Burge, N. McCray, M. Page, R. Williams",WAS,36,85.3,125.3
"L. Burgess, R. Bolton, B. Gordon, L. Grooms, T. Penicheiro",SAC,36,79.7,121.0
