Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"S. Bird, C. Langhorne, A. Clark, J. Loyd, B. Stewart",SEA,512,108.0,101.7
"A. Beard, C. Parker, E. Carson, K. Toliver, N. Ogwumike",LAS,428,109.1,96.9
"L. Whalen, R. Brunson, S. Augustus, S. Fowles, M. Moore",MIN,336,104.9,91.3
"T. Hill, E. Meesseman, T. Ruffin-Pratt, S. Dolson, N. Cloud",WAS,329,109.2,95.8
"S. Lyttle, A. McCoughtry, T. Hayes, L. Clarendon, E. Williams",ATL,275,98.4,88.4
"P. Taylor, D. Taurasi, C. Dupree, D. Bonner, B. Griner",PHO,244,103.8,105.5
"C. Little, J. Thomas, A. Bentley, C. Ogwumike, A. Thomas",CON,229,103.3,102.4
"S. Cash, T. Wright, T. Charles, C. Swords, S. Rodgers",NYL,221,99.3,95.9
"M. Currie, J. Appel Marinelli, K. McBride, D. Hamby, M. Jefferson",SAN,205,88.5,106.3
"P. Pierson, C. Paris, K. Christmas-Kelly, S. Diggins-Smith, O. Sims",DAL,159,104.1,104.6
"A. McCoughtry, T. Hayes, L. Clarendon, E. Williams, B. Holmes",ATL,134,105.4,100.7
"M. Currie, J. Appel Marinelli, A. Ndour, M. Jefferson, J. Gwathmey",SAN,127,80.1,103.3
"T. Wright, S. Zellous, T. Charles, S. Rodgers, K. Stokes",NYL,115,110.0,106.2
"L. Whalen, R. Brunson, J. Perkins, S. Fowles, M. Moore",MIN,105,109.8,84.5
"T. Catchings, E. Larkins, B. January, L. Kizer, E. Wheeler",IND,105,119.9,99.5
"D. Taurasi, C. Dupree, D. Bonner, S. Petrovic, B. Griner",PHO,100,96.5,108.8
"C. Little, J. Thomas, A. Bentley, A. Thomas, J. Jones",CON,99,94.2,101.0
"E. de Souza, C. Pondexter, T. Young, C. Vandersloot, E. Delle Donne",CHI,99,94.6,102.9
"C. Pondexter, T. Young, C. Vandersloot, E. Delle Donne, I. McGee-Stafford",CHI,96,114.1,93.7
"S. Zellous, T. Charles, S. Rodgers, B. Boyd, K. Stokes",NYL,95,99.5,93.1
"P. Pierson, K. Christmas-Kelly, G. Johnson, S. Diggins-Smith, O. Sims",DAL,85,98.8,114.9
"S. Cash, T. Wright, T. Charles, S. Rodgers, K. Stokes",NYL,84,91.0,92.8
"T. Catchings, E. Larkins, M. Coleman, B. January, E. Wheeler",IND,83,112.3,92.8
"M. Currie, J. Appel Marinelli, A. Montgomery, D. Hamby, M. Jefferson",SAN,82,83.1,105.8
"K. Vaughn, T. Hill, E. Meesseman, T. Ruffin-Pratt, N. Cloud",WAS,81,87.8,102.9
"T. Catchings, E. Larkins, M. Coleman, B. January, S. Johnson",IND,77,104.5,96.7
"A. Beard, C. Parker, K. Toliver, J. Lavender, N. Ogwumike",LAS,76,106.3,96.7
"P. Pierson, E. Phillips, C. Paris, K. Christmas-Kelly, O. Sims",DAL,75,105.6,102.7
"C. Little, J. Thomas, K. Bone, A. Bentley, A. Thomas",CON,72,88.3,102.7
"T. Catchings, E. Larkins, M. Coleman, B. January, T. Mitchell",IND,72,91.4,92.8
"A. McCoughtry, T. Hayes, L. Clarendon, E. Williams, R. Gray",ATL,70,115.6,95.7
"S. Bird, A. Clark, R. Tokashiki, J. Loyd, B. Stewart",SEA,70,106.9,102.7
"J. Perkins, J. McCarville, R. Montgomery, M. Moore, N. Howard",MIN,65,119.3,72.4
"C. Paris, K. Christmas-Kelly, G. Johnson, S. Diggins-Smith, O. Sims",DAL,63,106.8,110.6
"R. Brunson, J. Perkins, S. Fowles, R. Montgomery, M. Moore",MIN,62,110.6,98.4
"T. Hill, E. Meesseman, T. Ruffin-Pratt, S. Dolson, B. Hartley",WAS,59,107.4,85.5
"A. Beard, C. Parker, K. Toliver, N. Ogwumike, C. Gray",LAS,57,104.2,84.3
"P. Taylor, D. Taurasi, C. Dupree, S. Petrovic, B. Griner",PHO,57,107.1,92.9
"S. Zellous, R. Allen, A. Zahui B, B. Boyd, K. Stokes",NYL,57,116.4,109.0
"R. Brunson, S. Augustus, S. Fowles, R. Montgomery, M. Moore",MIN,56,112.2,92.6
"C. Pondexter, T. Young, E. Delle Donne, J. Faulkner, I. McGee-Stafford",CHI,55,94.3,92.5
