Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"K. Smith, D. Nolan, R. Riley, S. Cash, C. Ford",DET,515,99.7,88.9
"T. Bevilaqua, T. Whitmore, A. DeForge, T. Catchings, E. Hoffman",IND,393,96.0,83.2
"T. Smith, S. Sam, H. Darling, T. Sutton-Brown, M. Currie",CHA,382,92.9,88.6
"T. Raymond, N. Ohlde, A. Jacobs, K. Mann, S. Augustus",MIN,344,98.2,99.2
"M. Dydek, T. McWilliams-Franklin, N. Sales, K. Douglas, L. Whalen",CON,248,94.9,85.9
"L. Leslie, M. Mabika, T. Moore, T. Johnson, J. Moore",LAS,243,87.8,97.4
"K. Rasmussen, K. Miller, P. Taylor, D. Taurasi, C. Pondexter",PHO,189,119.0,102.6
"C. Robinson, C. Melvin, N. Sanford, N. Teasley, A. Beard",WAS,188,95.3,101.1
"K. Vodichkova, K. Rasmussen, K. Miller, D. Taurasi, C. Pondexter",PHO,179,107.6,92.0
"S. Swoopes, T. Thompson, D. Staley, D. Canty, M. Snow",HOU,171,99.7,76.0
"B. Lennox, J. Burse, L. Jackson, S. Bird, I. Castro Marques",SEA,169,112.5,95.8
"C. Robinson, D. Milton-Jones, C. Melvin, N. Teasley, A. Beard",WAS,166,108.5,93.1
"V. Johnson, S. Johnson, A. Bibrzycka, K. Mattera, S. Young-Malcolm",SAN,164,98.5,101.5
"B. Hammon, B. Farris, K. Schumacher, S. Christon, L. Moore",NYL,156,99.3,93.7
"M. Dydek, T. McWilliams-Franklin, K. Douglas, L. Whalen, E. Phillips",CON,149,103.7,79.8
"B. Farris, S. Christon, L. Moore, C. Kraayeveld, S. Baker",NYL,142,72.4,95.6
"V. Johnson, S. Johnson, C. Anderson, A. Bibrzycka, S. Young-Malcolm",SAN,123,94.1,87.6
"A. Feaster, K. Mazzante, J. McCarville, T. Fluker, L. Bond",CHA,116,81.6,91.0
"K. Vodichkova, K. Rasmussen, D. Taurasi, J. Derevjanik, C. Pondexter",PHO,116,112.2,118.2
"A. Lassiter, B. Ngoyisa, J. Perkins, C. Newton, C. Dupree",CHI,105,97.9,108.2
"A. Lassiter, S. Dales, B. Ngoyisa, J. Perkins, C. Dupree",CHI,104,88.1,110.9
"T. Dixon, S. Swoopes, T. Thompson, D. Staley, M. Snow",HOU,104,103.5,95.6
"V. Johnson, S. Johnson, C. Anderson, K. Wecker, S. Young-Malcolm",SAN,99,93.2,98.9
"D. Milton-Jones, C. Melvin, N. Sanford, N. Teasley, A. Beard",WAS,92,94.9,95.5
"T. Penicheiro, Y. Griffith, N. Powell, R. Brunson, S. Dorrell",SAC,89,91.2,91.1
"T. Penicheiro, Y. Griffith, E. Perperoglou, N. Powell, S. Dorrell",SAC,87,84.0,81.0
"T. Smith, S. Sam, T. Sutton-Brown, M. Currie, L. Bond",CHA,87,82.0,91.3
"B. Lennox, J. Burse, L. Jackson, S. Bird, B. Turner",SEA,84,111.0,83.1
"K. Smith, D. Nolan, R. Riley, S. Cash, P. Pierson",DET,84,91.2,89.2
"T. Penicheiro, Y. Griffith, K. Lawson, N. Powell, R. Brunson",SAC,81,107.6,88.6
"A. Lassiter, B. Wyckoff, B. Ngoyisa, J. Perkins, C. Dupree",CHI,80,79.9,113.9
"T. McWilliams-Franklin, N. Sales, K. Douglas, A. Jones, L. Whalen",CON,80,100.0,100.6
"B. Hammon, B. Farris, S. Christon, L. Moore, C. Kraayeveld",NYL,79,97.3,98.7
"S. Abrosimova, T. Raymond, N. Ohlde, A. Jacobs, S. Augustus",MIN,78,91.1,109.2
"C. Robinson, C. Melvin, N. Sanford, C. Miller, N. Teasley",WAS,77,116.2,94.6
"T. Bevilaqua, T. Whitmore, T. Catchings, E. Hoffman, T. White",IND,75,100.0,85.5
"T. Penicheiro, Y. Griffith, D. Walker, K. Lawson, N. Powell",SAC,75,105.9,86.3
"S. Abrosimova, N. Ohlde, A. Jacobs, K. Mann, S. Augustus",MIN,67,87.3,93.4
"S. Swoopes, T. Thompson, D. Staley, M. Snow, R. Hodges",HOU,65,113.6,95.5
"T. Smith, S. Sam, T. Sutton-Brown, K. Mazzante, M. Currie",CHA,65,97.1,88.8
"T. Dixon, S. Swoopes, D. Staley, M. Snow, M. Bass",HOU,64,101.7,101.7
"T. Johnson, B. Lennox, L. Jackson, S. Bird, I. Castro Marques",SEA,63,89.6,82.8
"T. Johnson, B. Lennox, L. Jackson, S. Bird, B. Turner",SEA,62,108.5,82.9
"T. Bevilaqua, T. Whitmore, A. DeForge, T. Catchings, T. White",IND,61,92.8,89.6
"T. Penicheiro, Y. Griffith, E. Perperoglou, K. Lawson, N. Powell",SAC,60,100.0,82.9
"L. Leslie, M. Page, C. Holdsclaw, C. Thomas, T. Johnson",LAS,59,120.5,85.0
"B. Farris, E. Thorn, S. Christon, L. Moore, C. Kraayeveld",NYL,56,104.9,102.0
"K. Smith, D. Nolan, S. Cash, C. Ford, P. Pierson",DET,56,104.7,72.1
"T. Bevilaqua, T. Whitmore, T. Catchings, T. White, L. Atkinson",IND,54,98.1,84.4
"T. Smith, S. Sam, T. Sutton-Brown, K. Mazzante, L. Bond",CHA,51,104.8,76.1
"T. Thompson, D. Staley, D. Canty, M. Snow, R. Hodges",HOU,51,97.9,90.1
"S. Lovelace, A. Lassiter, B. Wyckoff, J. Perkins, C. Dupree",CHI,50,96.0,103.0
"N. Ohlde, V. Hayden, A. Jacobs, K. Mann, S. Augustus",MIN,49,106.7,117.6
"S. Swoopes, D. Staley, A. Ndiaye-Diatta, M. Snow, R. Hodges",HOU,49,80.0,109.1
"S. Swoopes, D. Staley, M. Snow, R. Hodges, M. Bass",HOU,49,90.7,87.2
"T. Smith, S. Sam, H. Darling, T. Sutton-Brown, K. Mazzante",CHA,48,88.1,93.3
"T. Whitmore, A. DeForge, T. Catchings, E. Hoffman, T. White",IND,48,78.4,81.1
"B. Farris, K. Schumacher, S. Christon, L. Moore, S. Baker",NYL,47,70.8,90.0
"L. Leslie, M. Page, C. Holdsclaw, T. Johnson, L. Willis",LAS,47,104.2,76.8
"T. Dixon, S. Swoopes, D. Staley, T. Phillips, M. Snow",HOU,46,88.6,98.9
"T. Penicheiro, Y. Griffith, D. Walker, N. Powell, S. Dorrell",SAC,46,64.9,79.8
"M. Dydek, N. Sales, K. Douglas, A. Jones, L. Whalen",CON,45,112.2,85.0
"T. Dixon, S. Swoopes, D. Staley, M. Snow, S. Lyttle",HOU,45,76.5,100.0
"M. Dydek, T. McWilliams-Franklin, K. Douglas, A. Jones, L. Whalen",CON,44,109.0,84.1
"S. Swoopes, D. Staley, M. Snow, S. Lyttle, R. Hodges",HOU,44,75.0,74.7
"T. McWilliams-Franklin, K. Douglas, A. Jones, L. Whalen, E. Phillips",CON,44,126.4,59.5
"T. McWilliams-Franklin, N. Sales, K. Douglas, A. Jones, E. Phillips",CON,44,91.6,79.8
"A. Jones, L. Willingham, L. Summerton, J. Carey, M. Mahoney",CON,42,98.7,91.5
"D. Milton-Jones, C. Melvin, N. Sanford, C. Miller, A. Beard",WAS,41,76.7,102.4
"K. Smith, K. Holland-Corn, R. Riley, S. Cash, C. Ford",DET,41,88.6,71.4
"D. Milton-Jones, C. Melvin, C. Miller, N. Teasley, A. Beard",WAS,40,107.5,77.5
"T. Bevilaqua, T. Whitmore, A. DeForge, T. Catchings, L. Atkinson",IND,40,120.5,75.9
"T. Bevilaqua, T. Whitmore, A. DeForge, E. Hoffman, L. Atkinson",IND,39,84.2,94.8
"B. Hammon, K. Schumacher, S. Christon, L. Moore, C. Kraayeveld",NYL,38,93.3,121.6
"K. Vodichkova, D. Taurasi, J. Derevjanik, J. Lacy, C. Pondexter",PHO,36,95.7,92.1
"K. Vodichkova, K. Miller, P. Taylor, D. Taurasi, C. Pondexter",PHO,36,112.3,96.2
"L. Leslie, M. Mabika, C. Holdsclaw, T. Johnson, J. Moore",LAS,36,92.9,91.5
"T. Johnson, B. Lennox, J. Burse, S. Bird, I. Castro Marques",SEA,36,85.3,119.7
"T. McWilliams-Franklin, K. Douglas, A. Jones, L. Whalen, J. Carey",CON,36,105.2,79.5
"V. Johnson, S. Johnson, K. Wecker, K. Mattera, S. Young-Malcolm",SAN,36,101.3,98.6
"W. Palmer, B. Lennox, L. Jackson, S. Bird, I. Castro Marques",SEA,36,114.9,106.7
"T. Johnson, B. Lennox, J. Burse, S. Bird, B. Turner",SEA,35,84.1,80.6
"T. Penicheiro, Y. Griffith, E. Perperoglou, H. Maiga-Ba, N. Powell",SAC,35,86.2,83.6
"B. Hammon, B. Farris, K. Schumacher, S. Christon, S. Baker",NYL,34,73.4,130.0
"K. Smith, D. Nolan, R. Riley, C. Ford, P. Pierson",DET,34,113.1,80.3
"K. Smith, D. Nolan, S. Cash, P. Pierson, K. Braxton",DET,34,70.3,94.4
"K. Vodichkova, K. Rasmussen, K. Miller, P. Taylor, D. Taurasi",PHO,34,91.2,85.9
"L. Byears, C. Robinson, C. Melvin, N. Teasley, A. Beard",WAS,34,77.6,104.2
"L. Leslie, M. Mabika, C. Holdsclaw, C. Thomas, D. Lewis",LAS,34,107.8,107.7
"V. Johnson, S. Johnson, K. Mattera, S. Young-Malcolm, S. Zolman",SAN,34,103.0,104.5
"A. Feaster, A. Walker, K. Mazzante, J. McCarville, L. Bond",CHA,33,92.6,76.8
