Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"D. Bonner, B. January, J. Thomas, J. Jones, B. Jones",CON,375,105.2,86.2
"L. Cambage, R. Williams, C. Gray, A. Wilson, J. Young",LVA,260,106.8,93.5
"S. Bird, J. Loyd, B. Stewart, M. Russell, K. Samuelson",SEA,252,107.0,93.4
"D. Taurasi, B. Griner, S. Diggins-Smith, K. Nurse, B. Turner",PHO,222,112.1,94.2
"S. Fowles, D. Dantas, L. Clarendon, K. McBride, N. Collier",MIN,222,110.4,97.5
"B. Laney, S. Whitcomb, S. Ionescu, K. Shook, M. Onyenwere",NYL,166,103.7,99.4
"C. Parker, C. Vandersloot, S. Dolson, K. Copper, D. DeShields",CHI,159,95.4,89.1
"C. Parker, A. Quigley, C. Vandersloot, K. Copper, A. Stevens",CHI,155,109.6,103.2
"S. Bird, S. Talbot, J. Loyd, B. Stewart, M. Russell",SEA,135,106.5,87.1
"B. Griner, S. Diggins-Smith, K. Nurse, B. Turner, M. Walker",PHO,125,94.9,88.2
"J. Breland, D. Robinson, T. Mitchell, K. Mitchell, T. McCowan",IND,114,95.6,100.0
"S. Peddy, B. Griner, S. Diggins-Smith, K. Nurse, B. Turner",PHO,112,100.0,95.8
"K. Toliver, N. Ogwumike, A. Zahui B, E. Wheeler, B. Sykes",LAS,101,102.5,93.9
"S. Fowles, K. McBride, N. Collier, B. Carleton, C. Dangerfield",MIN,98,86.0,95.4
"D. Bonner, B. January, J. Thomas, B. Jones, K. Charles",CON,97,98.4,88.9
"L. Mitchell, T. Charles, T. Plaisance, S. Wiese, A. Atkins",WAS,96,92.9,112.5
"R. Williams, C. Gray, K. Stokes, A. Wilson, J. Young",LVA,96,107.5,108.4
"T. Hayes, O. Sims, E. Williams, C. Williams, M. Billings",ATL,96,81.4,103.6
"J. Breland, J. Lavender, D. Robinson, T. Mitchell, K. Mitchell",IND,95,89.3,96.4
"S. Fowles, L. Clarendon, K. McBride, N. Collier, B. Carleton",MIN,89,107.5,87.0
"C. Vandersloot, A. Ndour-Fall, K. Copper, D. DeShields, R. Hebard",CHI,87,88.0,90.3
"D. Bonner, J. Thomas, J. Jones, B. Jones, N. Hiedeman",CON,87,110.9,97.0
"J. Lavender, D. Robinson, T. Mitchell, K. Mitchell, T. McCowan",IND,86,96.2,100.0
"N. Howard, B. Laney, S. Whitcomb, S. Ionescu, M. Onyenwere",NYL,83,107.1,119.4
"N. Howard, R. Allen, B. Laney, S. Whitcomb, S. Ionescu",NYL,81,106.0,94.2
"R. Williams, C. Gray, D. Hamby, A. Wilson, J. Young",LVA,78,106.9,72.3
"B. Griner, S. Diggins-Smith, K. Nurse, S. Cunningham, B. Turner",PHO,72,95.9,86.5
"D. Bonner, B. January, J. Jones, B. Jones, N. Hiedeman",CON,67,111.7,92.5
"S. Fowles, K. McBride, A. Powers, N. Collier, C. Dangerfield",MIN,67,106.6,90.3
"N. Howard, R. Allen, B. Laney, S. Ionescu, M. Onyenwere",NYL,66,94.1,97.2
"T. Charles, N. Cloud, S. Wiese, A. Atkins, M. Hines-Allen",WAS,65,106.4,92.2
"R. Williams, D. Hamby, K. Plum, A. Wilson, J. Young",LVA,64,113.2,97.1
"S. Zellous, T. Charles, N. Cloud, A. Atkins, M. Hines-Allen",WAS,64,98.5,93.5
"C. Gray, D. Hamby, K. Plum, A. Wilson, J. Young",LVA,63,99.2,94.8
"N. Ogwumike, A. Zahui B, E. Wheeler, B. Sykes, T. Cooper",LAS,63,84.9,83.5
"K. Thornton, M. Jefferson, A. Gray, A. Ogunbowale, B. Alarie",DAL,61,90.6,101.8
"C. Parker, A. Quigley, C. Vandersloot, S. Dolson, K. Copper",CHI,59,79.4,75.0
"K. Thornton, I. Harrison, A. Ogunbowale, M. Mabrey, T. Harris",DAL,59,108.5,115.4
"T. Hayes, O. Sims, E. Williams, C. Parker, C. Williams",ATL,57,110.5,98.3
"S. Bird, J. Loyd, B. Stewart, J. Canada, M. Russell",SEA,56,118.6,101.7
"J. Breland, T. Mitchell, L. Allen, K. Mitchell, T. McCowan",IND,55,94.3,118.1
"S. Fowles, D. Dantas, K. McBride, N. Collier, C. Dangerfield",MIN,55,98.3,105.1
"T. Mitchell, L. Allen, K. Mitchell, V. Vivians, T. McCowan",IND,55,106.7,111.9
"R. Allen, B. Laney, S. Whitcomb, K. Shook, M. Onyenwere",NYL,54,71.7,102.5
"L. Mitchell, T. Charles, N. Cloud, A. Atkins, M. Hines-Allen",WAS,53,106.1,107.2
"K. Thornton, M. Jefferson, A. Ogunbowale, S. Sabally, C. Collier",DAL,52,94.4,109.4
"T. Charles, N. Cloud, S. Walker-Kimbrough, A. Atkins, M. Hines-Allen",WAS,52,99.0,101.0
"A. Zahui B, E. Wheeler, N. Coffey, B. Sykes, T. Cooper",LAS,51,95.5,89.2
"T. Hayes, T. Hawkins, E. Williams, C. Williams, C. Carter",ATL,51,94.5,95.4
"B. Mompremier, N. Hiedeman, D. Carrington, K. Charles, S. Jones",CON,48,80.4,108.0
"N. Ogwumike, A. Zahui B, E. Wheeler, N. Coffey, B. Sykes",LAS,48,94.7,94.6
"K. Toliver, A. Zahui B, E. Wheeler, N. Coffey, T. Cooper",LAS,46,102.2,107.5
"C. Vandersloot, K. Copper, D. DeShields, A. Stevens, R. Hebard",CHI,45,112.4,91.2
"S. Peddy, B. Griner, S. Diggins-Smith, S. Cunningham, B. Turner",PHO,45,113.3,86.7
"K. Thornton, I. Harrison, A. Gray, A. Ogunbowale, M. Mabrey",DAL,44,97.8,104.5
"J. Lavender, D. Robinson, K. Mitchell, V. Vivians, T. McCowan",IND,43,103.4,113.6
"L. Cambage, C. Gray, K. Plum, A. Wilson, J. Young",LVA,43,108.7,101.2
"S. Bird, J. Loyd, B. Stewart, K. Samuelson, E. Magbegor",SEA,43,112.1,98.9
"L. Cambage, C. Gray, D. Hamby, K. Plum, A. Wilson",LVA,41,98.8,90.2
"E. Cannon, L. Allen, K. Mitchell, V. Vivians, T. McCowan",IND,40,103.7,102.4
"C. Parker, C. Vandersloot, K. Copper, D. DeShields, A. Stevens",CHI,39,73.8,125.0
"L. Mitchell, T. Charles, N. Cloud, E. McCall, A. Atkins",WAS,39,90.5,93.8
"L. Mitchell, T. Charles, T. Plaisance, N. Cloud, A. Atkins",WAS,39,92.9,89.3
"T. Hayes, E. Williams, C. Williams, M. Billings, A. McDonald",ATL,39,93.4,98.7
"L. Mitchell, S. Zellous, T. Charles, T. Plaisance, A. Atkins",WAS,38,107.5,102.7
"O. Sims, E. Williams, C. Parker, C. Bradford, C. Williams",ATL,38,112.3,102.4
"C. Dupree, O. Sims, E. Williams, C. Bradford, C. Williams",ATL,37,79.5,114.3
"K. Vaughn, S. Peddy, S. Diggins-Smith, K. Nurse, B. Turner",PHO,37,120.3,102.7
"N. Ogwumike, E. Wheeler, N. Coffey, B. Sykes, T. Cooper",LAS,36,67.1,91.0
"O. Sims, E. Williams, C. Parker, C. Williams, C. Carter",ATL,36,98.6,122.9
"R. Allen, B. Laney, S. Whitcomb, S. Ionescu, K. Shook",NYL,35,112.2,104.0
"T. Charles, T. Plaisance, N. Cloud, S. Walker-Kimbrough, A. Atkins",WAS,35,109.9,82.9
"K. Toliver, A. Zahui B, E. Wheeler, B. Holmes, N. Coffey",LAS,34,88.1,105.9
"B. Griner, S. Diggins-Smith, S. Cunningham, B. Turner, M. Walker",PHO,33,141.9,114.1
"K. Thornton, M. Jefferson, A. Ogunbowale, M. Mabrey, C. Collier",DAL,33,77.6,116.4
"A. Zahui B, E. Wheeler, N. Coffey, B. Sykes, K. Samuelson",LAS,32,79.0,105.0
"K. Thornton, A. Gray, A. Ogunbowale, M. Mabrey, S. Sabally",DAL,32,98.5,75.8
"E. Prince, S. Talbot, B. Stewart, J. Canada, E. Magbegor",SEA,31,101.5,53.1
"L. Cambage, C. Gray, D. Hamby, K. Plum, J. Young",LVA,31,125.7,83.8
"R. Williams, K. Stokes, K. Plum, A. Wilson, J. Young",LVA,31,106.3,80.0
"T. Charles, N. Cloud, S. Walker-Kimbrough, E. McCall, A. Atkins",WAS,31,110.3,90.6
"M. Jefferson, A. Gray, A. Ogunbowale, S. Sabally, C. Collier",DAL,30,77.8,100.0
