Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"J. Thomas, S. Stricklen, A. Thomas, J. Jones, C. Williams",CON,558,102.9,94.3
"A. Quigley, J. Lavender, C. Vandersloot, S. Dolson, D. DeShields",CHI,333,104.6,95.4
"L. Sanders, K. Toliver, E. Delle Donne, N. Cloud, A. Atkins",WAS,293,116.9,90.6
"R. Montgomery, J. Breland, T. Hayes, E. Williams, B. Sykes",ATL,274,90.2,88.8
"S. Fowles, D. Robinson, D. Dantas, O. Sims, N. Collier",MIN,268,103.6,91.9
"A. Clark, N. Howard, J. Loyd, J. Canada, M. Russell",SEA,254,102.2,97.2
"A. Clark, N. Howard, S. Whitcomb, J. Canada, M. Russell",SEA,234,109.8,93.2
"L. Cambage, K. McBride, K. Plum, A. Wilson, J. Young",LVA,230,94.0,89.3
"S. Fowles, D. Robinson, O. Sims, S. Talbot, N. Collier",MIN,164,101.5,92.6
"C. Dupree, N. Achonwa, B. Laney, E. Wheeler, K. Mitchell",IND,152,95.6,93.2
"C. Parker, N. Ogwumike, R. Williams, T. Ruffin-Pratt, C. Gray",LAS,150,100.7,87.1
"L. Cambage, K. McBride, D. Hamby, K. Plum, J. Young",LVA,141,100.0,87.6
"N. Ogwumike, T. Ruffin-Pratt, C. Ogwumike, C. Gray, S. Wiese",LAS,129,98.5,81.1
"C. Dupree, B. Laney, E. Wheeler, K. Mitchell, T. McCowan",IND,126,101.2,89.7
"C. Parker, N. Ogwumike, T. Ruffin-Pratt, C. Gray, S. Wiese",LAS,123,110.8,89.7
"T. Wright, T. Charles, B. Hartley, A. Zahui B, K. Nurse",NYL,122,95.5,109.1
"A. Quigley, C. Vandersloot, S. Dolson, A. Ndour, D. DeShields",CHI,119,107.4,98.8
"C. Dupree, B. Laney, E. Wheeler, T. Mitchell, T. McCowan",IND,109,86.9,104.8
"E. Carson, L. Mitchell, D. Bonner, B. January, B. Griner",PHO,109,89.1,87.6
"C. Dupree, N. Achonwa, B. Laney, E. Wheeler, T. Mitchell",IND,102,80.4,105.9
"G. Johnson, I. Harrison, K. Davis, A. Gray, A. Ogunbowale",DAL,100,91.8,112.4
"T. Charles, A. Zahui B, B. Boyd, K. Nurse, A. Durr",NYL,97,89.4,109.0
"T. Plaisance, K. Thornton, I. Harrison, A. Gray, A. Ogunbowale",DAL,94,96.1,96.1
"L. Sanders, E. Delle Donne, N. Cloud, A. Powers, A. Atkins",WAS,91,118.9,83.3
"G. Johnson, K. Thornton, I. Harrison, A. Gray, A. Ogunbowale",DAL,90,84.8,100.0
"T. Charles, B. Boyd, R. Gray, K. Nurse, A. Durr",NYL,85,86.6,107.1
"L. Sanders, E. Delle Donne, E. Meesseman, N. Cloud, A. Atkins",WAS,82,123.9,91.0
"C. Dupree, E. Wheeler, T. Mitchell, T. McCowan, K. Burke",IND,80,84.1,92.4
"E. Carson, D. Bonner, B. January, Y. Turner, B. Griner",PHO,74,105.5,104.9
"L. Mitchell, D. Bonner, B. January, B. Griner, B. Turner",PHO,71,94.7,105.7
"N. Ogwumike, R. Williams, T. Ruffin-Pratt, C. Ogwumike, C. Gray",LAS,71,100.0,100.0
"A. Quigley, J. Lavender, C. Vandersloot, C. Parker, D. DeShields",CHI,70,84.0,110.1
"L. Mitchell, D. Bonner, Y. Turner, B. Griner, B. Turner",PHO,70,115.4,98.6
"C. Dupree, B. Laney, T. Mitchell, K. Mitchell, T. McCowan",IND,67,97.9,99.3
"J. Thomas, A. Thomas, J. Jones, C. Williams, B. Holmes",CON,67,90.6,84.2
"R. Montgomery, J. Breland, A. Bentley, E. Williams, B. Sykes",ATL,67,79.5,117.9
"A. Quigley, C. Vandersloot, A. Ndour, C. Parker, D. DeShields",CHI,65,132.7,104.0
"S. Fowles, D. Dantas, O. Sims, L. Brown, N. Collier",MIN,62,100.8,101.6
"S. Lyttle, L. Mitchell, D. Bonner, B. January, B. Griner",PHO,62,96.7,85.8
"C. Langhorne, N. Howard, J. Loyd, K. Mosqueda-Lewis, J. Canada",SEA,61,89.1,91.7
"T. Young, L. Cambage, S. Colson, S. Rodgers, D. Hamby",LVA,60,107.0,73.8
"A. Quigley, C. Vandersloot, S. Dolson, C. Parker, D. DeShields",CHI,58,102.3,91.3
"L. Mitchell, D. Bonner, B. January, B. Griner, S. Cunningham",PHO,53,100.0,97.3
"T. Wright, T. Charles, A. Zahui B, K. Nurse, A. Durr",NYL,52,88.5,91.2
"T. Wright, T. Charles, B. Hartley, R. Gray, K. Nurse",NYL,52,87.8,115.2
"S. Zellous, A. Clark, N. Howard, J. Loyd, M. Russell",SEA,51,100.0,78.4
"S. Augustus, S. Fowles, D. Dantas, O. Sims, N. Collier",MIN,49,84.4,93.8
"C. Dupree, N. Achonwa, B. Laney, T. Mitchell, K. Mitchell",IND,47,89.2,105.9
"R. Montgomery, J. Breland, T. Hayes, E. Williams, N. Coffey",ATL,46,71.3,123.1
"T. Hawkins, E. Meesseman, N. Cloud, A. Powers, S. Walker-Kimbrough",WAS,46,115.3,112.7
"C. Langhorne, C. Paris, S. Zellous, K. Mosqueda-Lewis, S. Whitcomb",SEA,44,74.1,108.6
