Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"T. Smith, K. Miller, P. Taylor, D. Taurasi, C. Pondexter",PHO,438,104.0,100.0
"D. Milton-Jones, N. Sanford, N. Teasley, A. Beard, M. Currie",WAS,334,97.9,83.6
"B. Lennox, J. Burse, L. Jackson, S. Bird, I. Castro Marques",SEA,291,108.6,96.6
"T. Bevilaqua, T. Whitmore, A. DeForge, T. Sutton-Brown, T. Catchings",IND,271,102.6,93.5
"M. Dydek, N. Sales, K. Douglas, A. Jones, L. Whalen",CON,261,98.9,78.1
"T. Penicheiro, Y. Griffith, N. Powell, R. Brunson, C. Newton",SAC,240,98.0,90.5
"E. Thorn, S. Christon, J. McCarville, L. Moore, C. Kraayeveld",NYL,231,90.4,92.0
"D. Canty, C. Melvin, S. Dales, C. Dupree, A. Herrington",CHI,216,96.9,97.6
"T. Thompson, M. Snow, H. Maiga-Ba, S. Lyttle, C. Smith",HOU,209,87.5,87.0
"S. Abrosimova, N. Ohlde, K. Mann, S. Augustus, L. Harding",MIN,181,105.2,101.7
"S. Abrosimova, N. Ohlde, S. Augustus, T. Stansbury, N. Quinn",MIN,147,106.9,90.6
"K. Smith, D. Nolan, S. Cash, C. Ford, P. Pierson",DET,134,113.3,81.4
"K. Smith, D. Nolan, S. Cash, C. Ford, K. Braxton",DET,129,82.9,88.1
"T. Dixon, T. Thompson, M. Snow, H. Maiga-Ba, C. Smith",HOU,120,84.4,99.2
"V. Johnson, B. Hammon, H. Darling, R. Riley, S. Young-Malcolm",SAN,120,100.9,96.9
"D. Milton-Jones, N. Sanford, N. Teasley, A. Beard, T. James",WAS,116,82.9,107.0
"E. Thorn, S. Christon, L. Moore, C. Kraayeveld, J. Davenport",NYL,108,88.2,96.8
"C. Melvin, S. Dales, J. Perkins, C. Dupree, A. Herrington",CHI,102,85.9,91.5
"D. Milton-Jones, N. Sanford, A. Beard, M. Currie, N. Blue",WAS,101,95.6,91.6
"K. Smith, D. Nolan, S. Cash, P. Pierson, K. Braxton",DET,97,108.6,84.3
"M. Dydek, K. Douglas, A. Jones, L. Whalen, E. Maltsi",CON,97,109.1,96.9
"S. Christon, J. McCarville, L. Moore, A. Battle, C. Kraayeveld",NYL,96,82.1,100.5
"T. Bevilaqua, A. DeForge, T. Sutton-Brown, E. Hoffman, T. White",IND,96,87.0,91.6
"V. Johnson, B. Hammon, R. Riley, M. Ferdinand-Harris, S. Young-Malcolm",SAN,92,93.4,95.0
"T. Smith, K. Miller, K. Schumacher, D. Taurasi, C. Pondexter",PHO,85,85.0,100.5
"B. Lennox, J. Burse, L. Jackson, I. Castro Marques, T. Wright",SEA,84,90.7,99.4
"S. Abrosimova, N. Ohlde, K. Mann, S. Augustus, N. Quinn",MIN,80,103.4,99.4
"K. Smith, D. Nolan, S. Cash, P. Pierson, K. Mattera",DET,76,93.5,90.6
"B. Lennox, L. Jackson, S. Bird, I. Castro Marques, A. Robinson",SEA,72,125.2,64.2
"V. Johnson, B. Hammon, R. Riley, E. Perperoglou, S. Young-Malcolm",SAN,70,91.7,82.1
"K. Miller, P. Taylor, K. Schumacher, D. Taurasi, C. Pondexter",PHO,65,104.7,100.0
"T. Bevilaqua, T. Whitmore, S. Sam, A. DeForge, T. Sutton-Brown",IND,65,73.9,100.0
