Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"C. Little, J. Thomas, K. Bone, A. Bentley, A. Thomas",CON,274,92.8,99.2
"M. Currie, C. Dupree, L. Mitchell, D. Bonner, B. Griner",PHO,259,99.4,93.4
"J. Perkins, S. Young-Malcolm, J. Appel Marinelli, D. Robinson, K. McBride",SAN,202,95.3,100.8
"S. Cash, T. Wright, T. Charles, E. Prince, C. Swords",NYL,198,102.9,95.9
"P. Pierson, C. Paris, K. Christmas-Kelly, R. Williams, O. Sims",TUL,185,104.1,97.4
"I. Latta, E. Meesseman, T. Ruffin-Pratt, S. Dolson, N. Cloud",WAS,180,94.2,100.9
"K. Lawson, I. Latta, E. Meesseman, T. Ruffin-Pratt, S. Dolson",WAS,162,102.6,97.0
"S. Bird, C. Langhorne, A. Clark, R. Tokashiki, J. Loyd",SEA,158,89.6,99.3
"L. Whalen, R. Brunson, S. Fowles, M. Moore, A. Cruz",MIN,125,99.6,97.4
"A. Jones, L. Whalen, R. Brunson, S. Augustus, M. Moore",MIN,117,100.5,92.7
"A. Beard, C. Parker, K. Toliver, J. Lavender, N. Ogwumike",LAS,115,115.9,94.0
"K. Lawson, E. Meesseman, T. Ruffin-Pratt, S. Dolson, N. Cloud",WAS,108,111.0,84.7
"M. Currie, C. Dupree, D. Bonner, B. Griner, M. Xargay",PHO,108,101.5,90.3
"S. Bird, C. Langhorne, A. Bishop, A. Clark, J. O'Hea",SEA,105,96.3,99.5
"T. Catchings, M. Coleman, B. January, S. Johnson, N. Achonwa",IND,105,104.4,94.3
"P. Pierson, C. Paris, K. Christmas-Kelly, R. Williams, B. Kiesel",TUL,100,97.4,112.9
"C. Pondexter, J. Breland, C. Vandersloot, E. Delle Donne, C. Dos Santos",CHI,94,109.9,98.9
"E. de Souza, C. Pondexter, J. Breland, C. Vandersloot, E. Delle Donne",CHI,91,103.9,92.3
"C. Pondexter, A. Quigley, J. Breland, C. Vandersloot, E. Delle Donne",CHI,89,114.8,100.6
