Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"V. Johnson, B. Hammon, A. Wauters, E. Perperoglou, S. Young-Malcolm",SAN,360,96.9,90.9
"T. Smith, K. Miller, D. Taurasi, L. Willingham, C. Pondexter",PHO,354,107.3,110.5
"T. Penicheiro, A. Williams-Strong, K. Lawson, N. Powell, R. Brunson",SAC,255,93.1,94.0
"T. Bevilaqua, T. Sutton-Brown, K. Douglas, E. Hoffman, T. White",IND,234,91.6,92.1
"S. Christon, J. McCarville, L. Moore, C. Kraayeveld, E. Carson",NYL,214,90.4,96.9
"S. Swoopes, Y. Griffith, L. Jackson, S. Bird, S. Cash",SEA,207,96.2,88.2
"T. Bevilaqua, T. Sutton-Brown, T. Catchings, K. Douglas, E. Hoffman",IND,201,105.1,86.3
"A. DeForge, N. Ohlde, S. Augustus, N. Quinn, N. Anosike",MIN,197,97.9,90.9
"T. McWilliams-Franklin, N. Sanford, A. Beard, M. Currie, N. Blue",WAS,163,86.5,89.1
"T. Whitmore, A. Jones, L. Whalen, K. Gardin, A. Holt",CON,159,102.5,91.3
"D. Canty, C. Melvin, J. Perkins, C. Dupree, A. Herrington",CHI,144,95.8,87.2
"T. Whitmore, A. Jones, L. Whalen, B. Turner, A. Holt",CON,135,100.8,96.9
"L. Leslie, D. Milton-Jones, K. Brown, M. Ferdinand-Harris, C. Parker",LAS,128,98.8,95.3
"L. Leslie, D. Milton-Jones, M. Ferdinand-Harris, C. Parker, S. Bobbitt",LAS,124,90.4,83.9
"D. Canty, B. Wyckoff, J. Perkins, C. Dupree, S. Fowles",CHI,123,101.3,97.4
"D. Canty, J. Perkins, C. Dupree, A. Herrington, S. Fowles",CHI,118,97.4,98.7
"T. Whitmore, A. Jones, L. Whalen, A. Holt, J. Anderson",CON,110,89.2,93.6
"D. Canty, C. Melvin, B. Wyckoff, J. Perkins, C. Dupree",CHI,101,96.2,99.4
"K. Smith, S. Sam, D. Nolan, C. Ford, T. Humphrey",DET,97,103.2,86.5
"K. Smith, D. Nolan, C. Ford, P. Pierson, A. Hornbuckle",DET,95,103.2,96.9
"T. McWilliams-Franklin, A. Beard, M. Currie, N. Blue, C. Langhorne",WAS,95,83.8,94.1
"B. Farris, K. Miller, D. Taurasi, L. Willingham, C. Pondexter",PHO,94,107.7,93.0
"T. Dixon, T. Thompson, S. Johnson, M. Snow, H. Maiga-Ba",HOU,94,87.6,102.2
"C. Melvin, K. Sharp, J. Perkins, C. Dupree, A. Herrington",CHI,93,94.8,82.4
"L. Leslie, D. Milton-Jones, K. Brown, C. Parker, S. Bobbitt",LAS,93,98.3,89.1
"V. Johnson, B. Hammon, A. Wauters, H. Darling, S. Young-Malcolm",SAN,92,100.0,88.2
"K. Smith, D. Nolan, P. Pierson, K. Braxton, A. Hornbuckle",DET,86,92.7,75.4
"Y. Griffith, S. Bird, S. Cash, T. Wright, C. Little",SEA,85,96.0,96.4
"L. Leslie, D. Milton-Jones, M. Ferdinand-Harris, T. Johnson, C. Parker",LAS,81,93.9,90.4
"T. McWilliams-Franklin, N. Sanford, C. Miller, A. Beard, M. Currie",WAS,81,112.2,97.5
"T. Sutton-Brown, T. Catchings, K. Douglas, E. Hoffman, T. White",IND,81,106.6,89.6
"B. Lennox, I. Castro Marques, E. de Souza, A. Bales, I. Latta",ATL,80,106.6,114.1
"C. Melvin, B. Wyckoff, K. Sharp, J. Perkins, C. Dupree",CHI,80,87.9,83.4
"T. McWilliams-Franklin, N. Sanford, A. Beard, M. Currie, C. Smith",WAS,80,94.3,81.7
"A. DeForge, N. Ohlde, S. Augustus, L. Harding, N. Anosike",MIN,78,86.9,100.7
"S. Christon, J. McCarville, C. Kraayeveld, E. Carson, L. Mitchell",NYL,77,112.5,88.7
"S. Swoopes, L. Jackson, S. Bird, S. Cash, T. Wright",SEA,76,97.5,78.5
"B. Lennox, K. Mann, J. Lacy, I. Latta, T. Young",ATL,67,89.4,106.5
"S. Augustus, L. Harding, C. Wiggins, N. Anosike, C. Houston",MIN,67,97.2,103.4
"M. Mabika, T. Thompson, S. Johnson, M. Snow, H. Maiga-Ba",HOU,66,100.0,82.2
"E. Thorn, S. Christon, J. McCarville, L. Moore, C. Kraayeveld",NYL,65,99.2,92.8
"B. Hammon, A. Wauters, H. Darling, E. Perperoglou, S. Young-Malcolm",SAN,63,99.2,83.3
"V. Johnson, B. Hammon, R. Riley, E. Perperoglou, S. Young-Malcolm",SAN,63,105.7,81.4
"B. Farris, K. Miller, D. Taurasi, C. Pondexter, L. Sanders",PHO,59,90.6,79.8
"T. Penicheiro, K. Lawson, N. Powell, R. Brunson, C. Kelly",SAC,59,104.7,82.2
"T. Whitmore, A. Jones, L. Whalen, A. Holt, K. Swanier",CON,57,83.5,96.4
"T. Smith, K. Miller, K. Mazzante, D. Taurasi, L. Willingham",PHO,56,113.4,99.2
"A. DeForge, S. Augustus, C. Wiggins, N. Anosike, C. Houston",MIN,53,100.0,100.9
