Lineup,Team,Minutes,Offensive Rating,Defensive Rating
"T. McWilliams-Franklin, L. Whalen, R. Brunson, S. Augustus, M. Moore",MIN,533,112.7,92.1
"K. Miller, M. Ajavon, N. Anosike, C. Langhorne, M. Coleman",WAS,316,92.7,102.0
"P. Pierson, N. Powell, C. Pondexter, L. Mitchell, K. Vaughn",NYL,304,99.5,99.7
"A. Jones, R. Montgomery, T. Charles, K. Greene, D. McCray",CON,244,98.4,96.5
"T. Smith, T. Sutton-Brown, T. Catchings, K. Douglas, E. Phillips",IND,234,109.6,87.6
"E. de Souza, S. Lyttle, L. Harding, A. Herrington, A. McCoughtry",ATL,219,101.5,89.9
"A. Jones, K. Lawson, R. Montgomery, T. Charles, K. Greene",CON,212,108.4,97.9
"M. Snow, T. Young, S. Fowles, E. Prince, C. Vandersloot",CHI,200,93.0,91.6
"M. Snow, C. Kraayeveld, S. Fowles, E. Prince, C. Vandersloot",CHI,187,97.3,93.2
"T. Bevilaqua, B. Hammon, R. Riley, S. Young-Malcolm, S. Dorrell",SAN,172,86.1,86.0
"P. Taylor, D. Taurasi, T. Johnson, K. Braxton, C. Dupree",PHO,169,112.8,96.4
"S. Bird, S. Cash, A. Robinson, T. Wright, C. Little",SEA,140,100.7,90.0
"L. Jackson, S. Bird, S. Cash, T. Wright, C. Little",SEA,138,91.9,89.4
"P. Pierson, N. Powell, C. Pondexter, E. Carson, K. Vaughn",NYL,129,99.6,90.2
"B. Hammon, R. Riley, J. Perkins, S. Young-Malcolm, D. Robinson",SAN,118,107.0,95.1
"S. Bird, S. Cash, L. Willingham, T. Wright, C. Little",SEA,112,91.5,90.6
"T. Thompson, D. Milton-Jones, E. Hoffman, N. Quinn, K. Toliver",LAS,105,95.1,108.4
"E. de Souza, L. Harding, A. Herrington, A. Bales, A. McCoughtry",ATL,104,94.9,86.2
"S. Swoopes, J. Lacy, T. Jackson-Jones, I. Latta, A. Holt",TUL,104,96.9,121.3
"T. Thompson, T. Penicheiro, D. Milton-Jones, C. Parker, K. Toliver",LAS,101,97.4,100.5
"A. Jones, K. Lawson, T. White, R. Montgomery, T. Charles",CON,99,100.0,100.0
"P. Taylor, D. Taurasi, T. Johnson, C. Dupree, D. Bonner",PHO,98,108.4,104.4
"T. Thompson, T. Penicheiro, D. Milton-Jones, N. Quinn, C. Parker",LAS,97,105.4,108.1
"T. Smith, T. Catchings, K. Douglas, E. Phillips, J. Davenport",IND,90,104.4,95.6
"A. Jones, T. White, R. Montgomery, T. Charles, K. Greene",CON,89,102.8,84.2
"N. Sanford, P. Taylor, D. Taurasi, T. Johnson, C. Dupree",PHO,87,109.1,100.6
"I. Castro Marques, E. de Souza, L. Harding, A. Bales, A. McCoughtry",ATL,86,94.1,90.9
"B. Hammon, J. Perkins, S. Young-Malcolm, D. Adams, D. Robinson",SAN,82,115.2,93.6
"T. Smith, T. Sutton-Brown, T. Catchings, K. Douglas, B. January",IND,82,107.6,117.1
"K. Smith, S. Bird, S. Cash, L. Willingham, C. Little",SEA,80,113.9,96.1
"B. Hammon, J. Perkins, S. Young-Malcolm, J. Appel Marinelli, D. Robinson",SAN,79,87.8,73.3
"M. Ajavon, N. Anosike, C. Langhorne, M. Coleman, J. Thomas",WAS,79,105.1,94.7
"K. Smith, S. Bird, S. Cash, A. Robinson, C. Little",SEA,76,88.1,76.1
"K. Smith, S. Bird, S. Cash, A. Robinson, L. Willingham",SEA,75,99.3,90.1
"S. Swoopes, J. Lacy, T. Jackson-Jones, A. Holt, A. Riley",TUL,74,93.1,103.4
"T. McWilliams-Franklin, L. Whalen, R. Brunson, S. Augustus, C. Wiggins",MIN,73,106.8,89.8
"P. Pierson, N. Powell, C. Pondexter, E. Carson, Q. Hollingsworth",NYL,72,109.3,92.5
"T. Thompson, T. Penicheiro, D. Milton-Jones, E. Hoffman, N. Quinn",LAS,71,102.1,105.6
"T. Thompson, T. Penicheiro, D. Milton-Jones, C. Parker, J. O'Hea",LAS,70,111.4,106.9
"S. Swoopes, J. Lacy, T. Jackson-Jones, I. Latta, K. Pedersen",TUL,68,103.0,94.6
"P. Taylor, D. Taurasi, C. Dupree, K. Swanier, D. Bonner",PHO,65,106.4,86.8
"D. Walker, M. Ajavon, C. Langhorne, M. Coleman, J. Thomas",WAS,64,84.6,104.1
