,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ADIA BARNES,SEA,27,0.8,1.9,43.3,0.1,0.6,10.0,0.4,0.8,46.2,0.5,0.6,80.0,0.0,0.8,0.0,0.6,1.5,38.1,2003
1,ADRIAN WILLIAMS-STRONG,PHO,27,1.6,3.6,44.6,1.2,3.1,40.4,1.3,3.7,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2003
2,ADRIENNE GOODSON,SAN,37,2.5,4.6,53.9,0.6,2.2,28.8,0.9,2.9,31.3,0.1,0.3,50.0,0.0,0.3,0.0,0.3,1.4,23.3,2003
3,ADRIENNE JOHNSON,CON,30,0.2,0.6,31.6,0.3,0.7,43.5,1.1,3.1,34.6,0.3,0.6,42.9,0.3,0.6,50.0,0.5,1.7,31.6,2003
4,AIYSHA SMITH,WAS,23,0.7,1.4,54.8,0.2,0.7,25.0,0.3,0.8,33.3,0.2,0.3,50.0,0.2,0.2,100,0.1,1.4,10.0,2003
5,ALISA BURRAS,SEA,29,1.2,2.1,57.9,0.1,0.6,12.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
6,ALLISON FEASTER,CHA,28,0.8,1.5,56.0,0.3,1.0,32.4,0.9,2.6,34.8,0.3,0.9,34.6,0.3,0.7,38.5,1.7,4.9,34.9,2003
7,AMANDA LASSITER,MIN,25,0.5,0.9,55.2,0.4,1.0,37.5,0.3,0.7,36.4,0.2,0.4,37.5,0.1,0.7,12.5,0.7,2.1,35.7,2003
8,ANDREA STINSON,CHA,36,1.9,3.2,60.2,0.6,1.4,44.9,1.1,2.6,41.6,0.1,0.4,33.3,0.2,0.6,28.6,0.7,2.3,30.6,2003
9,ANNA DEFORGE,PHO,28,0.9,1.7,54.2,0.4,1.2,37.5,1.1,3.2,35.5,0.2,0.8,28.6,0.5,1.3,38.7,1.3,3.0,43.7,2003
10,ANNIE BURGESS,WAS,35,0.3,0.6,52.6,0.2,0.6,33.3,0.5,1.1,47.2,0.2,0.4,50.0,0.1,0.2,50.0,0.4,1.8,24.0,2003
