,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,AARYN ELLENBERG,CHI,22,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2014
1,ALANA BEARD,LAS,33,1.2,1.8,63.9,0.4,1.0,37.5,1.8,4.1,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,29.6,2014
2,ALEX BENTLEY,CON,24,1.0,1.7,55.9,0.7,1.5,49.0,2.5,5.8,43.4,0.0,0.1,50.0,0.1,0.1,100,0.8,2.6,31.8,2014
3,ALEX MONTGOMERY,NYL,26,0.6,1.1,55.3,0.1,0.6,21.1,0.5,1.4,34.7,0.1,0.3,42.9,0.2,0.5,44.4,0.6,1.4,41.7,2014
4,ALLIE QUIGLEY,CHI,29,0.8,1.3,57.8,0.3,0.9,36.7,1.9,4.2,46.2,0.2,0.4,45.5,0.1,0.3,28.6,1.0,2.6,38.6,2014
5,ALLISON HIGHTOWER,CON,27,0.8,1.6,50.0,0.9,1.7,50.0,0.9,2.2,38.7,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.8,24.0,2014
6,ALYSHA CLARK,SEA,27,0.8,1.1,66.7,0.2,0.5,47.1,0.2,0.4,66.7,0.1,0.5,27.3,0.0,0.3,0.0,0.3,1.2,28.2,2014
7,ALYSSA THOMAS,CON,23,2.2,4.0,55.6,0.7,2.3,30.8,0.8,2.1,36.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,33.3,2014
8,AMANDA THOMPSON,ATL,27,0.4,1.0,36.4,0.1,0.3,33.3,0.2,0.4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
9,ANEIKA MORELLO,ATL,29,1.4,1.9,71.2,0.3,0.7,43.5,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
10,ANETE JEKABSONE-ZOGOTA,PHO,31,0.0,0.2,20.0,0.0,0.3,11.1,0.4,1.1,41.2,0.0,0.1,0.0,0.0,0.4,0.0,0.5,1.4,36.6,2014
11,ANGEL GOODRICH,TUL,25,0.1,0.3,40.0,0.1,0.3,28.6,0.2,0.2,83.3,0.0,0.0,0.0,0.1,0.1,100,0.0,0.0,0.0,2014
12,ANGEL MCCOUGHTRY,ATL,28,3.5,5.8,59.8,0.8,1.9,40.0,1.4,4.7,29.9,0.0,0.1,33.3,0.0,0.0,100,0.9,3.2,29.3,2014
13,ANGEL ROBINSON,SEA,26,1.0,1.4,74.1,0.1,0.3,25.0,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
14,ANNA CRUZ,NYL,28,1.1,2.0,58.2,0.3,0.8,39.3,1.2,2.7,45.7,0.1,0.2,33.3,0.3,0.4,71.4,0.3,1.0,29.4,2014
15,ARMINTIE HERRINGTON,LAS,30,1.3,2.1,62.9,0.1,0.5,23.5,0.3,1.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
16,ASIA TAYLOR,MIN,23,0.8,1.0,73.9,0.1,0.5,18.2,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
17,ASTOU NDOUR-FALL,SAN,20,0.8,1.0,83.3,0.0,0.1,0.0,0.3,1.1,22.2,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.1,0.0,2014
18,AVERY WARLEY-TALBERT,NYL,28,1.5,2.7,53.9,0.1,0.5,28.6,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
19,BECKY HAMMON,SAN,38,0.9,1.7,54.7,0.2,0.5,41.2,0.3,0.9,26.7,0.1,0.2,66.7,0.1,0.1,50.0,1.3,3.3,38.3,2014
20,BRIA HARTLEY,WAS,22,1.6,2.7,57.0,0.3,1.4,23.4,0.6,1.9,29.7,0.0,0.2,25.0,0.0,0.1,33.3,0.9,2.8,33.0,2014
