,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ABI OLAJUWON,TUL,23,0.1,0.6,20.0,0.0,0.5,0.0,0.3,0.6,55.6,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2011
1,ALEX MONTGOMERY,NYL,23,0.4,0.6,61.1,0.1,0.3,25.0,0.2,1.4,17.1,0.2,0.4,50.0,0.3,0.4,66.7,0.1,0.4,33.3,2011
2,ALEXIS GRAY-LAWSON,PHO,25,0.4,0.7,52.9,0.1,0.4,27.3,0.2,0.5,50.0,0.2,0.2,100,0.0,0.3,0.0,0.6,1.6,35.0,2011
3,ALEXIS HORNBUCKLE,MIN,26,0.2,0.2,80.0,0.0,0.2,0.0,0.1,0.2,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.8,33.3,2011
4,ALISON BALES,ATL,27,0.6,1.1,50.0,0.3,0.7,47.8,1.0,1.9,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,35.3,2011
5,ALLIE QUIGLEY,SEA,26,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-,-,-,0.0,0.3,0.0,2011
6,ALLISON HIGHTOWER,CON,24,0.2,0.5,50.0,0.3,0.7,37.5,0.1,0.4,30.0,0.0,0.4,0.0,0.1,0.2,50.0,0.2,0.6,27.3,2011
7,AMBER HARRIS,MIN,24,0.6,1.1,55.2,0.3,1.2,26.7,0.3,0.9,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
8,AMBER HOLT,TUL,27,1.0,2.2,44.6,0.3,0.9,33.3,0.5,2.0,25.0,0.2,0.6,33.3,0.3,0.8,40.0,0.3,1.9,14.6,2011
9,ANDREA RILEY,TUL,23,0.7,1.3,57.1,0.0,0.5,6.7,0.5,1.1,42.9,0.0,0.2,0.0,0.0,0.0,0.0,0.8,3.3,22.4,2011
10,ANGEL MCCOUGHTRY,ATL,25,3.7,6.3,58.9,1.1,2.9,37.5,1.8,5.4,32.4,0.1,0.2,25.0,0.0,0.2,0.0,0.6,2.1,28.1,2011
11,ANGIE BJORKLUND,CHI,22,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.6,25.0,0.0,0.0,0.0,-,-,-,0.3,1.3,20.0,2011
12,ARMINTIE HERRINGTON,ATL,27,2.6,4.1,63.0,0.2,0.7,26.1,0.4,1.3,33.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2011
13,ASHLEY ROBINSON,SEA,29,1.0,1.6,63.0,0.7,1.8,39.3,0.0,0.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
14,ASJHA JONES,CON,31,1.5,3.0,51.0,1.9,3.9,48.9,2.3,5.9,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,30.0,2011
15,BECKY HAMMON,SAN,35,1.8,3.4,54.5,0.4,1.0,40.6,0.8,1.9,42.9,0.1,0.5,15.4,0.3,0.4,62.5,2.1,5.2,39.8,2011
16,BELINDA SNELL,SEA,31,0.1,0.1,100.0,0.0,0.2,0.0,0.1,0.1,50.0,0.3,0.5,50.0,0.5,0.5,100,0.4,1.1,33.3,2011
17,BETTY LENNOX,TUL,35,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.7,2.0,33.3,2011
18,BRIANN JANUARY,IND,25,0.8,2.0,40.0,0.4,1.1,36.4,0.6,1.7,35.3,0.1,0.5,25.0,0.2,0.8,25.0,0.5,1.4,35.7,2011
19,CAMILLE SMITH,SEA,27,2.7,4.6,58.3,1.1,2.8,38.3,0.0,0.3,0.0,0.0,0.1,50.0,0.0,0.0,0.0,0.1,0.6,20.0,2011
20,CANDACE PARKER,LAS,26,3.4,4.5,75.3,1.6,3.1,52.8,0.7,3.2,22.2,0.0,0.1,0.0,0.1,0.1,100,1.0,2.4,42.5,2011
21,CANDICE DUPREE,PHO,27,3.9,5.3,73.5,1.0,2.6,36.7,0.9,2.5,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16.7,2011
22,CANDICE WIGGINS,MIN,25,0.4,0.7,56.5,0.1,0.4,26.7,0.1,0.4,14.3,0.5,0.6,85.7,0.4,0.6,75.0,1.2,3.3,34.9,2011
23,CAPPIE PONDEXTER,NYL,29,1.7,3.1,54.3,1.0,2.5,41.2,1.8,5.0,36.5,0.0,0.2,16.7,0.0,0.1,33.3,1.6,4.6,35.7,2011
24,CAROLYN SWORDS,CHI,22,0.9,1.3,64.9,0.1,0.3,33.3,0.0,0.2,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
25,CATHRINE KRAAYEVELD,CHI,30,0.2,0.2,62.5,0.0,0.2,0.0,0.3,0.8,34.6,0.3,0.7,37.5,0.5,0.9,50.0,1.2,3.0,39.8,2011
26,CHARDE HOUSTON,MIN,26,0.5,1.0,52.0,0.4,1.0,36.0,0.1,0.4,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,1.0,27.3,2011
27,CHASTITY REED,TUL,23,0.1,0.1,100.0,0.3,0.7,37.5,1.2,3.3,36.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
28,COCO MILLER,ATL,33,0.6,1.0,60.0,0.4,1.0,43.3,1.6,3.8,42.7,0.0,0.3,0.0,0.0,0.1,0.0,0.6,1.5,40.5,2011
29,COURTNEY PARIS,ATL,24,1.3,2.3,55.6,0.2,0.4,36.4,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2011
30,COURTNEY VANDERSLOOT,CHI,23,1.0,1.8,58.3,0.5,1.2,39.0,0.5,1.6,30.9,0.0,0.2,0.0,0.2,0.2,75.0,0.4,1.8,25.5,2011
31,CRYSTAL LANGHORNE,WAS,25,5.7,8.2,69.3,0.5,1.8,28.1,1.1,3.4,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12.5,2011
32,DANIELLE ADAMS,SAN,23,1.8,2.7,65.1,0.6,1.2,48.1,0.4,1.7,25.0,0.1,0.4,28.6,0.0,0.3,0.0,1.4,3.9,37.1,2011
33,DANIELLE MCCRAY,CON,24,0.8,1.3,60.0,0.1,0.4,15.4,0.2,0.8,21.4,0.4,0.8,50.0,0.1,0.3,20.0,0.9,2.3,38.6,2011
34,DANIELLE ROBINSON,SAN,23,1.5,2.7,55.4,0.3,0.8,37.0,1.1,2.7,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
35,DELISHA MILTON-JONES,LAS,37,2.2,3.3,66.1,0.6,1.7,38.6,1.0,2.7,35.5,0.2,0.6,31.3,0.0,0.1,0.0,0.6,1.6,37.0,2011
36,DEMYA WALKER,WAS,34,1.3,2.6,50.6,0.2,1.1,15.6,0.4,1.1,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2011
37,DEWANNA BONNER,PHO,24,1.7,2.4,68.7,0.4,1.5,28.0,0.4,1.3,31.8,0.1,0.3,20.0,0.2,0.3,66.7,0.9,2.8,34.0,2011
38,DIANA TAURASI,PHO,30,1.3,1.8,69.5,0.8,1.8,45.6,1.9,4.4,42.3,0.2,0.5,45.5,0.3,0.6,45.5,2.2,5.7,38.8,2011
39,DOMINIQUE CANTY,CHI,35,1.0,2.1,46.8,0.2,0.9,21.1,0.4,1.7,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,16.7,2011
40,DONEEKA LEWIS,TUL,29,0.2,0.4,50.0,0.0,0.4,0.0,0.8,2.6,30.8,0.3,1.3,25.0,0.0,0.3,0.0,1.2,4.0,30.0,2011
41,EBONY HOFFMAN,LAS,29,1.3,2.4,55.0,0.2,0.9,26.7,0.6,1.6,37.5,0.1,0.2,50.0,0.1,0.1,100,0.6,1.5,42.0,2011
42,EPIPHANNY PRINCE,CHI,24,1.4,2.9,50.0,0.6,2.1,26.0,1.3,3.7,34.6,0.2,0.4,42.9,0.2,0.4,42.9,1.3,3.6,36.4,2011
43,ERIKA DE SOUZA,ATL,30,3.2,5.3,59.1,1.2,2.5,46.8,1.0,2.9,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
44,ERIN PHILLIPS,IND,27,1.2,2.1,57.6,0.2,0.8,24.0,0.7,1.5,46.7,0.1,0.4,37.5,0.3,0.5,55.6,0.6,1.4,40.9,2011
45,ERIN THORN,CHI,31,0.1,0.2,33.3,0.1,0.3,40.0,0.8,1.9,42.4,0.2,0.4,40.0,0.3,0.4,75.0,0.9,2.3,38.0,2011
