,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ABBY BISHOP,SEA,22,0.4,0.6,66.7,0.1,0.3,25.0,0.2,0.6,37.5,0.0,0.5,0.0,0.4,0.6,66.7,0.4,1.8,20.0,2010
1,ABI OLAJUWON,CHI,22,0.3,0.7,50.0,0.0,0.3,0.0,0.2,0.2,100.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2010
2,ALEXIS HORNBUCKLE,MIN,25,0.4,0.6,58.8,0.3,0.8,42.9,0.4,1.5,26.2,0.2,0.3,66.7,0.0,0.2,0.0,0.5,1.7,27.9,2010
3,ALISON BALES,ATL,26,0.4,0.9,43.8,0.1,0.2,37.5,0.6,1.3,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,41.7,2010
4,ALISON LACEY,SEA,23,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.0,11.5,2010
5,ALLIE QUIGLEY,SAN,25,0.1,0.1,100.0,0.3,0.6,50.0,0.1,0.4,33.3,-,-,-,0.0,0.0,0.0,0.5,1.0,50.0,2010
6,ALLISON HIGHTOWER,CON,23,0.2,0.7,28.6,0.4,1.0,37.5,0.3,0.6,50.0,0.2,0.3,50.0,0.0,0.5,0.0,0.1,0.7,18.2,2010
7,AMANDA THOMPSON,TUL,23,0.1,0.7,20.0,0.0,0.3,0.0,0.1,1.0,14.3,-,-,-,0.0,0.0,0.0,-,-,-,2010
8,AMBER HOLT,TUL,26,1.0,1.9,54.8,0.3,0.9,35.5,0.8,1.8,42.6,0.2,0.7,30.8,0.1,0.3,42.9,0.7,2.2,30.8,2010
9,ANDREA RILEY,LAS,22,0.2,0.6,43.8,0.1,0.4,20.0,0.1,0.4,25.0,0.2,0.3,50.0,0.0,0.2,0.0,0.6,2.2,29.2,2010
10,ANETE JEKABSONE-ZOGOTA,CON,27,0.5,0.8,56.3,0.3,0.5,50.0,0.5,1.5,35.7,0.1,0.7,11.1,0.1,0.2,50.0,1.5,3.9,37.9,2010
11,ANGEL MCCOUGHTRY,ATL,24,3.1,5.1,60.3,1.1,3.2,36.1,2.0,5.7,35.4,0.1,0.3,20.0,0.0,0.2,25.0,0.9,3.4,27.0,2010
12,ARMINTIE HERRINGTON,ATL,26,1.2,2.3,53.2,0.1,0.7,13.0,0.2,0.9,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2010
13,ASHLEY BATTLE,SAN,29,0.8,1.2,66.7,0.0,0.0,0.0,0.0,0.2,0.0,-,-,-,0.0,0.0,0.0,0.0,1.7,0.0,2010
14,ASHLEY HOUTS,WAS,23,0.2,0.2,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,33.3,0.2,0.8,22.2,2010
15,ASHLEY ROBINSON,SEA,28,0.4,0.6,64.7,0.2,0.7,31.3,0.1,0.4,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
16,ASHLEY WALKER,TUL,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,2010
17,ASJHA JONES,CON,30,1.3,2.1,60.3,0.7,2.3,32.4,2.4,5.3,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,30.0,2010
18,BECKY HAMMON,SAN,34,1.4,2.9,47.8,0.6,1.2,50.0,0.8,1.7,50.9,0.3,0.5,60.0,0.3,0.5,57.1,1.7,4.8,36.2,2010
19,BELINDA SNELL,SAN,30,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,-,-,-,0.5,2.5,20.0,2010
20,BETTY LENNOX,LAS,34,0.2,0.2,100.0,0.1,0.1,100.0,0.2,0.6,28.6,0.2,1.0,16.7,0.2,0.6,33.3,1.4,3.4,40.7,2010
21,BRIANN JANUARY,IND,24,0.8,1.8,45.5,0.1,0.7,19.0,0.5,1.3,37.5,0.0,0.1,0.0,0.0,0.1,33.3,0.7,2.0,36.4,2010
22,BRITTAINEY RAVEN,ATL,22,0.2,0.7,25.0,0.1,0.2,50.0,0.0,0.3,0.0,0.0,1.0,0.0,0.5,0.5,100,0.3,1.1,25.0,2010
23,BROOKE SMITH,PHO,27,0.4,0.7,63.6,0.5,0.7,80.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
24,CAMILLE SMITH,SEA,26,2.6,4.3,59.6,0.7,1.9,37.9,0.2,0.6,38.1,0.1,0.1,50.0,0.0,0.0,0.0,0.2,0.7,33.3,2010
25,CANDACE PARKER,LAS,25,3.3,5.5,60.0,2.6,5.5,47.3,1.9,4.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,27.3,2010
26,CANDICE DUPREE,PHO,26,4.9,6.4,77.8,1.2,2.4,49.4,0.6,1.4,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
27,CANDICE WIGGINS,MIN,24,0.6,1.6,38.5,0.1,0.5,25.0,0.4,1.4,27.3,0.4,1.0,40.0,0.6,0.8,75.0,2.0,4.6,43.2,2010
28,CAPPIE PONDEXTER,NYL,28,2.1,3.5,59.3,0.7,1.5,47.1,2.8,6.1,46.2,0.1,0.3,42.9,0.1,0.2,33.3,1.7,4.0,43.4,2010
29,CATHRINE KRAAYEVELD,CHI,29,0.6,1.1,56.8,0.1,0.3,30.0,0.2,1.0,22.9,0.2,0.8,26.7,0.1,0.2,40.0,0.8,2.5,32.1,2010
30,CHAMIQUE HOLDSCLAW,SAN,33,2.2,3.4,65.0,1.4,2.8,51.9,1.5,4.0,37.9,0.2,0.6,37.5,0.0,0.1,50.0,0.3,0.8,33.3,2010
31,CHANEL MOKANGO,LAS,22,0.0,0.2,20.0,0.1,0.2,33.3,0.0,0.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2010
32,CHANTE BLACK,TUL,25,1.9,2.9,67.3,0.4,0.9,38.7,0.1,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
33,CHARDE HOUSTON,MIN,25,1.4,2.6,53.3,1.0,2.3,44.2,0.7,2.2,33.3,0.1,0.7,14.3,0.1,0.2,33.3,1.4,3.7,37.9,2010
34,CHASITY MELVIN,WAS,35,1.6,3.1,53.8,0.2,1.1,16.2,0.4,0.9,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
35,CHRISTI THOMAS,CHI,28,0.3,0.9,38.5,0.0,0.1,0.0,0.2,0.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
36,COCO MILLER,ATL,32,0.2,0.4,50.0,0.1,0.4,33.3,0.8,1.5,52.5,0.2,0.8,20.0,0.0,0.2,0.0,0.3,1.3,21.1,2010
37,CRYSTAL KELLY,SAN,24,0.5,0.9,60.9,0.0,0.2,25.0,0.2,0.8,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,100,2010
38,CRYSTAL LANGHORNE,WAS,24,5.1,7.1,71.7,0.5,1.3,41.9,0.9,2.5,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0,2010
39,DELISHA MILTON-JONES,LAS,36,3.0,4.4,67.3,0.9,1.9,45.3,1.1,3.4,32.2,0.1,0.3,37.5,0.0,0.1,50.0,0.6,2.1,31.0,2010
40,DEMYA WALKER,CON,33,1.1,1.9,56.7,0.1,0.8,18.2,0.2,0.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2010
41,DEWANNA BONNER,PHO,23,2.5,4.2,59.7,0.5,1.4,34.8,0.5,1.6,33.3,0.1,0.2,33.3,0.0,0.0,0.0,0.6,1.6,36.7,2010
42,DIANA TAURASI,PHO,29,1.6,2.4,69.9,0.9,2.6,36.3,1.7,4.2,40.0,0.0,0.2,0.0,0.1,0.2,50.0,2.5,6.5,38.1,2010
43,DOMINIQUE CANTY,CHI,34,1.9,3.4,56.5,0.2,0.9,21.9,0.9,2.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,18.2,2010
44,EBONY HOFFMAN,IND,28,1.1,1.8,59.7,0.2,0.8,29.6,1.0,2.8,36.5,0.1,0.5,30.0,0.0,0.1,33.3,0.7,2.2,31.9,2010
45,EDWIGE LAWSON-WADE,SAN,32,0.5,0.7,62.5,0.1,0.4,25.0,0.2,0.5,33.3,0.1,0.6,22.2,0.1,0.7,21.4,1.2,3.3,36.5,2010
46,EPIPHANNY PRINCE,CHI,23,1.9,3.3,57.1,0.3,0.9,32.3,0.6,1.8,31.7,0.2,0.4,57.1,0.0,0.1,50.0,0.7,2.1,30.6,2010
47,ERIKA DE SOUZA,ATL,29,4.1,6.4,64.8,0.9,1.8,49.2,0.6,1.6,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
48,ERIN THORN,CHI,30,0.2,0.5,41.2,0.1,0.3,22.2,0.6,1.3,43.2,0.4,0.7,53.8,0.4,0.5,75.0,0.8,2.4,34.7,2010
49,ESSENCE CARSON,NYL,24,0.5,0.8,60.7,0.2,0.6,31.6,0.7,1.5,45.1,0.0,0.4,0.0,0.1,0.1,100,0.1,0.8,15.8,2010
50,GABRIELA MARGINEAN,MIN,24,0.3,1.0,25.0,0.0,0.0,0.0,0.0,0.3,0.0,-,-,-,0.0,0.0,0.0,-,-,-,2010
51,HAMCHETOU MAIGA-BA,MIN,33,0.8,1.4,55.3,0.1,0.3,20.0,0.4,1.6,27.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
52,HELEN DARLING,SAN,32,0.1,0.5,17.6,0.1,0.3,30.0,0.2,0.3,54.5,0.1,0.6,20.0,0.1,0.2,66.7,0.2,0.7,21.4,2010
53,IVORY LATTA,TUL,26,1.1,1.7,66.7,0.9,2.4,38.6,0.6,1.7,36.7,0.3,0.3,100,0.2,0.3,60.0,1.3,4.0,33.3,2010
54,IZIANE CASTRO MARQUES,ATL,29,2.1,3.3,62.5,0.9,2.1,39.7,2.2,4.6,48.4,0.5,0.5,100,0.0,0.2,0.0,1.2,4.3,27.6,2010
55,JACINTA MONROE,WAS,22,0.4,0.4,85.7,0.1,0.3,50.0,0.4,1.1,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2010
56,JANA VESELA,SEA,27,0.5,0.5,93.3,0.3,0.5,53.3,0.2,0.7,36.8,0.6,0.9,66.7,0.0,0.3,0.0,0.1,0.4,33.3,2010
57,JANEL MCCARVILLE,NYL,28,1.2,2.0,58.0,0.4,1.4,30.4,2.1,4.4,47.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,42.9,2010
