,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,ADIA BARNES,SEA,28,0.4,0.8,44.4,0.1,0.3,20.0,0.1,0.8,15.4,0.0,0.1,0.0,0.1,0.1,100,0.1,0.3,50.0,2004
1,ADRIAN WILLIAMS-STRONG,SAN,28,0.7,1.5,44.1,0.4,1.1,34.8,0.8,2.1,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
2,ADRIENNE GOODSON,SAN,38,2.4,4.2,57.7,0.5,1.6,34.0,1.1,3.1,35.8,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,28.6,2004
3,AGNIESZKA BIBRZYCKA,SAN,22,0.6,1.3,46.9,0.3,0.7,37.5,0.3,0.8,42.1,0.1,0.4,33.3,0.3,0.5,50.0,1.0,3.5,30.3,2004
4,AIYSHA SMITH,WAS,24,0.4,1.1,34.4,0.3,0.7,40.0,0.5,1.2,40.0,0.0,0.0,0.0,0.3,0.5,50.0,0.5,0.8,57.1,2004
5,ALANA BEARD,WAS,23,2.3,3.5,64.7,0.6,2.1,30.1,1.1,3.9,29.5,0.1,0.3,25.0,0.0,0.2,0.0,0.6,1.4,43.2,2004
6,ALICIA THOMPSON,SEA,28,0.3,0.4,80.0,0.2,0.3,60.0,0.5,1.1,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,18.8,2004
7,ALLISON FEASTER,CHA,29,0.4,0.9,46.7,0.2,0.7,25.0,2.0,4.1,49.6,0.2,0.5,41.7,0.2,0.8,30.0,1.1,3.7,30.6,2004
8,AMANDA LASSITER,MIN,26,0.3,0.5,50.0,0.2,0.4,42.9,0.2,0.4,35.7,0.1,0.6,25.0,0.1,0.4,33.3,0.8,2.5,31.1,2004
9,AMBER JACOBS,MIN,23,0.1,0.5,23.5,0.1,0.2,33.3,0.2,0.5,35.3,0.1,0.4,33.3,0.2,0.3,50.0,0.6,2.0,30.8,2004
10,AMISHA CARTER,DET,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,2004
11,ANDREA STINSON,CHA,37,0.9,1.9,49.2,0.6,1.1,51.3,0.5,1.5,32.0,0.1,0.2,50.0,0.2,0.7,30.0,0.3,1.0,27.3,2004
12,ANN WAUTERS,NYL,24,1.7,3.2,53.7,0.2,1.0,23.1,0.2,0.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,33.3,2004
13,ANNA DEFORGE,PHO,29,1.0,1.8,54.1,0.3,0.8,34.6,1.6,3.8,41.4,0.0,0.1,50.0,0.5,1.0,47.4,1.8,4.7,37.7,2004
14,ASHLEY ROBINSON,PHO,22,0.3,0.4,75.0,0.0,0.1,0.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2004
15,ASJHA JONES,CON,24,1.1,2.3,48.7,0.6,1.8,30.6,1.1,2.7,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,33.3,2004
16,ASTOU NDIAYE-DIATTA,IND,31,0.0,0.5,0.0,0.3,0.7,50.0,0.2,0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
17,AYANA WALKER,DET,25,0.3,0.8,40.0,0.1,0.6,12.5,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
18,BARBARA FARRIS,DET,28,1.3,2.0,64.2,0.2,0.7,29.4,0.1,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
19,BECKY HAMMON,NYL,28,2.0,3.6,56.6,0.4,1.0,42.9,0.4,0.8,44.4,0.1,0.2,60.0,0.1,0.2,50.0,1.5,4.7,32.3,2004
20,BETHANY DONAPHIN,NYL,24,1.7,2.8,58.9,0.2,1.0,21.7,0.0,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
21,BETTY LENNOX,SEA,28,1.0,1.7,56.4,0.7,1.4,50.0,2.0,4.6,43.2,0.2,0.7,31.3,0.1,0.4,16.7,0.6,2.2,26.2,2004
22,CANDACE FUTRELL,CON,22,0.1,0.5,11.1,0.0,0.2,0.0,0.2,0.4,37.5,0.1,0.6,25.0,0.0,0.3,0.0,0.7,1.3,50.0,2004
23,CATRINA FRIERSON,SEA,24,0.2,0.4,50.0,0.0,0.3,0.0,0.2,1.0,20.0,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0,2004
24,CHAMIQUE HOLDSCLAW,WAS,27,2.3,4.2,55.2,1.6,4.5,34.6,2.9,8.1,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,41.2,2004
25,CHANDI JONES,DET,23,0.5,1.1,45.5,0.1,0.4,36.4,0.3,0.9,37.0,0.1,0.3,50.0,0.0,0.1,0.0,0.3,1.3,24.1,2004
26,CHANTELLE ANDERSON,SAC,24,0.4,0.8,52.2,0.3,0.7,38.1,0.2,0.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
27,CHARLOTTE SMITH,CHA,31,1.5,2.8,53.7,0.2,0.7,25.0,0.4,0.9,44.8,0.0,0.1,50.0,0.0,0.2,0.0,0.9,1.7,52.8,2004
28,CHASITY MELVIN,WAS,29,2.1,3.9,53.4,0.8,2.9,27.0,0.2,0.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
29,CHERYL FORD,DET,24,2.5,5.1,47.8,0.8,2.2,36.2,0.5,1.9,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
30,CHRISTI THOMAS,LAS,22,1.2,2.1,56.9,0.5,1.2,38.9,0.3,1.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,45.5,2004
31,COCO MILLER,WAS,26,0.4,0.8,48.0,0.5,1.1,48.6,1.2,2.7,43.2,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.6,33.3,2004
32,CORETTA BROWN,IND,24,0.4,0.9,43.5,0.1,0.5,16.7,0.2,0.7,29.4,0.1,0.4,33.3,0.1,0.2,50.0,0.7,1.9,35.4,2004
33,CRYSTAL ROBINSON,NYL,31,0.8,1.3,62.9,0.2,0.6,37.5,1.4,3.0,46.4,0.2,0.6,36.4,0.4,0.8,50.0,1.6,4.3,37.2,2004
34,DAWN STALEY,CHA,35,1.0,2.5,40.5,0.9,1.5,60.8,0.5,1.5,32.7,0.0,0.1,0.0,0.0,0.1,0.0,0.8,1.8,44.4,2004
35,DELISHA MILTON-JONES,LAS,30,1.9,3.2,59.0,0.4,1.2,36.4,0.5,2.2,24.4,0.2,0.8,28.6,0.0,0.0,0.0,0.5,1.7,30.0,2004
36,DEMYA WALKER,SAC,27,2.1,4.0,51.9,1.0,2.5,39.5,0.2,1.1,19.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,2004
37,DETRINA WHITE,NYL,25,1.1,1.9,59.3,0.0,0.2,20.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
38,DEANNA JACKSON,IND,25,1.8,3.6,49.2,0.5,1.6,30.9,0.4,1.8,23.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2004
39,DEANNA NOLAN,DET,25,1.6,3.0,52.5,0.4,1.4,28.3,2.0,5.1,38.5,0.3,0.8,30.8,0.0,0.2,20.0,0.9,3.0,29.2,2004
40,DEBBIE BLACK,CON,38,0.1,0.2,66.7,0.0,0.3,11.1,0.7,1.3,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2004
41,DIANA TAURASI,PHO,23,1.8,2.9,62.2,1.1,2.2,48.0,1.5,4.2,35.2,0.2,0.7,33.3,0.1,0.3,50.0,1.6,4.9,32.7,2004
42,DOMINIQUE CANTY,HOU,28,1.2,2.4,47.4,0.5,0.8,55.6,0.3,1.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2004
43,DONEEKA LEWIS,LAS,22,0.3,0.5,50.0,0.0,0.2,25.0,0.2,0.8,26.3,0.0,0.0,0.0,-,-,-,0.3,1.2,23.5,2004
44,EBONY HOFFMAN,IND,22,0.3,0.7,47.6,0.2,0.4,41.7,0.2,1.1,18.2,0.1,0.5,20.0,0.0,0.5,0.0,0.3,0.8,40.0,2004
45,EDNA CAMPBELL,SAC,36,0.1,0.2,60.0,0.0,0.2,25.0,0.4,1.3,32.1,0.0,0.4,0.0,0.3,0.5,50.0,0.8,1.7,45.5,2004
46,ELAINE POWELL,DET,29,1.2,2.9,43.0,0.2,0.5,42.9,0.3,1.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
47,ELENA BARANOVA,NYL,33,1.0,1.9,54.7,1.0,2.3,42.9,0.7,1.7,42.4,0.0,0.1,0.0,0.1,0.2,50.0,1.5,3.2,46.4,2004
48,ERIN THORN,NYL,24,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.5,22.2,0.1,1.1,12.5,0.2,0.6,33.3,0.8,2.2,35.0,2004
