,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,A'JA WILSON,LVA,28,3.2,4.7,68.2,3.6,7.2,50.2,2.8,6.0,46.3,0.0,0.1,33.3,0.0,0.0,100,0.4,1.5,30.4,2024
1,AALIYAH EDWARDS,WAS,22,2.1,3.4,62.6,0.5,1.4,35.4,0.4,1.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2024
2,AARI MCDONALD,LAS,26,1.1,1.9,58.0,0.7,1.4,47.2,0.1,0.5,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.4,32.6,2024
3,AERIAL POWERS,ATL,31,0.8,1.4,58.3,0.2,1.3,18.2,1.0,3.3,30.4,0.2,0.5,42.9,0.0,0.0,0.0,0.6,1.7,37.9,2024
4,ALANNA SMITH,MIN,28,2.1,3.3,62.8,0.3,1.0,34.2,0.2,0.7,22.2,0.1,0.1,40.0,0.0,0.1,0.0,1.2,2.8,41.3,2024
5,ALISSA PILI,MIN,23,0.4,0.7,66.7,0.1,0.2,25.0,0.1,0.1,50.0,0.0,0.2,0.0,0.1,0.1,100,0.4,1.3,33.3,2024
6,ALIYAH BOSTON,IND,23,4.0,6.3,62.7,1.4,2.8,48.2,0.4,1.4,30.4,0.0,0.0,0.0,0.0,0.1,33.3,0.2,0.5,30.0,2024
7,ALLISHA GRAY,ATL,30,1.9,3.4,57.0,0.7,2.5,29.0,0.8,1.8,41.7,0.2,0.4,50.0,0.2,0.4,43.8,1.4,4.3,32.0,2024
8,ALYSHA CLARK,LVA,37,0.5,0.8,66.7,0.4,0.7,53.8,0.1,0.3,40.0,0.2,0.4,46.7,0.1,0.5,26.3,0.9,2.3,38.0,2024
9,ALYSSA THOMAS,CON,33,3.0,4.8,61.8,1.0,2.6,38.8,0.2,0.7,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2024
10,AMY ATWELL,PHO,26,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,100.0,0.0,0.6,0.0,0.0,0.3,0.0,0.5,1.5,33.3,2024
11,ANGEL REESE,CHI,23,4.0,8.4,47.0,0.4,2.1,17.1,0.4,1.4,30.4,0.0,0.0,0.0,0.0,0.0,100,0.1,0.4,14.3,2024
12,ARIEL ATKINS,WAS,28,1.0,1.6,64.5,1.0,2.3,41.8,1.5,3.1,48.8,0.2,0.4,47.1,0.1,0.3,30.0,1.7,4.8,35.2,2024
13,ARIKE OGUNBOWALE,DAL,28,1.3,2.3,55.7,0.8,2.8,29.0,2.3,5.5,41.4,0.1,0.3,50.0,0.0,0.0,100,2.8,8.2,33.9,2024
14,ASTOU NDOUR-FALL,CON,30,0.1,0.1,100,0.2,0.3,60.0,0.1,0.5,22.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,22.2,2024
15,AZURÁ STEVENS,LAS,29,1.7,2.3,73.3,0.3,1.3,23.1,0.2,1.4,14.8,0.0,0.1,0.0,0.1,0.2,50.0,1.3,3.7,35.6,2024
16,BETNIJAH LANEY-HAMILTON,NYL,31,1.0,1.6,63.0,1.3,2.7,47.4,0.5,1.4,35.9,0.2,0.7,33.3,0.0,0.2,0.0,1.3,2.8,44.9,2024
17,BREANNA STEWART,NYL,30,2.7,3.7,72.7,2.5,5.2,47.5,0.6,2.2,28.2,0.1,0.5,23.5,0.1,0.1,50.0,1.1,3.5,29.9,2024
18,BRIANNA TURNER,CHI,28,0.4,0.5,76.9,0.2,0.3,57.1,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
19,BRIDGET CARLETON,MIN,28,0.4,0.7,55.6,0.3,0.7,37.0,0.3,0.6,40.0,0.1,0.3,41.7,0.3,0.4,58.8,1.9,4.5,43.2,2024
20,BRIONNA JONES,CON,29,3.6,5.6,63.8,1.1,2.7,41.7,0.8,1.6,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,14.3,2024
21,BRITTNEY GRINER,PHO,34,3.3,4.2,80.0,2.4,4.9,50.0,1.2,3.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,52.9,2024
22,BRITTNEY SYKES,WAS,31,2.5,3.3,76.3,0.6,2.3,26.2,0.5,2.2,22.5,0.1,0.2,33.3,0.0,0.2,0.0,0.8,2.9,28.3,2024
23,CAITLIN BICKLE,CON,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.4,0.0,2024
24,CAITLIN CLARK,IND,23,2.0,3.2,63.0,0.6,1.5,41.0,0.4,0.9,40.5,0.0,0.1,0.0,0.0,0.0,100,3.0,8.8,34.5,2024
25,CAMERON BRINK,LAS,23,1.3,2.3,57.1,0.5,1.7,32.0,0.2,0.8,25.0,0.0,0.4,0.0,0.1,0.3,33.3,0.6,1.5,39.1,2024
26,CECILIA ZANDALASINI,MIN,29,0.2,0.4,50.0,0.2,0.6,40.9,0.5,1.1,47.6,0.1,0.3,44.4,0.0,0.0,0.0,0.7,1.5,45.0,2024
27,CELESTE TAYLOR,PHO,23,0.5,0.9,58.8,0.0,0.1,33.3,0.2,0.6,33.3,0.1,0.4,33.3,0.0,0.1,0.0,0.2,1.1,19.0,2024
28,CHARISMA OSBORNE,PHO,23,0.5,0.5,100,0.0,0.5,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0,2024
29,CHELSEA GRAY,LVA,32,0.7,1.2,62.5,0.5,1.2,40.6,0.9,2.4,38.5,0.1,0.2,40.0,0.0,0.2,0.0,0.9,2.5,35.3,2024
30,CHENNEDY CARTER,CHI,26,3.3,5.1,65.3,1.8,4.3,43.0,1.8,4.5,39.6,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,31.0,2024
31,CHEYENNE PARKER-TYUS,ATL,32,2.0,3.4,60.0,0.6,1.8,33.3,0.6,1.8,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,21.4,2024
32,COURTNEY VANDERSLOOT,NYL,36,1.4,2.1,65.6,0.4,1.1,32.4,0.3,0.5,58.8,0.1,0.1,66.7,0.0,0.1,25.0,0.5,1.9,25.0,2024
33,COURTNEY WILLIAMS,MIN,31,0.6,1.0,57.9,0.5,1.4,38.9,3.2,6.9,46.2,0.0,0.0,0.0,0.0,0.0,100,0.6,1.6,33.8,2024
34,CRYSTAL DANGERFIELD,LAS,27,0.2,0.5,33.3,0.2,0.6,30.0,0.2,0.9,25.8,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.7,29.8,2024
35,DAMIRIS DANTAS,IND,32,0.4,0.6,66.7,0.3,0.8,40.0,0.4,0.7,50.0,0.0,0.0,0.0,0.1,0.1,100,0.6,1.6,37.5,2024
36,DANA EVANS,CHI,26,0.4,0.8,45.2,0.6,1.8,34.3,0.4,1.1,38.1,0.0,0.1,25.0,0.0,0.1,50.0,1.0,2.6,37.9,2024
37,DEWANNA BONNER,CON,37,2.2,3.1,70.7,0.6,1.7,32.8,1.1,3.1,36.3,0.1,0.5,18.8,0.1,0.4,13.3,1.3,4.1,32.1,2024
38,DEARICA HAMBY,LAS,31,4.7,7.1,65.6,1.2,3.2,37.5,0.1,0.6,13.6,0.0,0.1,50.0,0.0,0.1,50.0,0.7,2.1,33.3,2024
39,DESTANNI HENDERSON,ATL,26,1.2,1.5,77.8,0.0,0.7,0.0,0.3,1.0,33.3,0.0,0.4,0.0,0.0,0.3,0.0,0.2,1.2,14.3,2024
40,DIDI RICHARDS,WAS,26,0.4,0.8,50.0,0.5,1.3,40.0,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2024
41,DIJONAI CARRINGTON,CON,27,2.9,5.3,55.1,0.7,2.6,29.0,0.1,0.5,22.2,0.0,0.1,25.0,0.1,0.2,33.3,0.6,2.4,24.7,2024
42,DIAMOND DESHIELDS,CHI,30,0.8,1.3,61.9,0.3,0.9,35.7,0.3,1.2,28.2,0.1,0.4,22.2,0.1,0.3,40.0,0.2,1.2,13.2,2024
43,DIAMOND MILLER,MIN,24,0.6,1.4,46.2,0.2,0.8,20.0,0.1,0.1,50.0,0.1,0.3,33.3,0.0,0.0,0.0,0.2,1.2,17.4,2024
44,DIANA TAURASI,PHO,42,1.2,1.9,62.3,0.5,1.3,35.4,0.7,1.5,47.3,0.1,0.4,33.3,0.1,0.1,40.0,2.2,6.7,33.2,2024
45,DORKA JUHÁSZ,MIN,25,1.2,1.9,63.1,0.3,0.8,38.5,0.2,0.6,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,32.4,2024
46,DULCY FANKAM MENDJIADEU,SEA,25,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2024
47,DYAISHA FAIR,LVA,23,-,-,-,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0,2024
48,ELIZABETH WILLIAMS,CHI,31,2.4,3.9,62.9,1.4,3.3,43.3,0.2,1.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
49,EMILY ENGSTLER,WAS,25,1.2,1.7,69.1,0.2,1.1,20.6,0.1,0.3,50.0,0.1,0.2,50.0,0.2,0.4,55.6,0.6,1.3,46.3,2024
50,EMMA CANNON,LVA,36,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2024
51,ERICA WHEELER,IND,34,0.5,0.8,59.4,0.4,0.8,42.4,0.3,0.6,41.7,0.1,0.1,50.0,0.0,0.1,33.3,0.3,1.1,27.3,2024
52,EZI MAGBEGOR,SEA,25,2.5,3.9,64.4,1.4,3.1,45.2,0.4,0.6,59.1,0.0,0.1,0.0,0.0,0.1,25.0,0.3,1.3,25.5,2024
53,EZINNE KALU,ATL,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,-,-,-,-,-,-,0.0,1.0,0.0,2024
54,GABBY WILLIAMS,SEA,28,2.2,2.5,86.7,0.6,2.1,28.0,0.6,1.5,38.9,0.3,0.4,75.0,0.0,0.0,0.0,0.6,2.2,26.9,2024
55,GRACE BERGER,IND,26,0.2,0.3,66.7,0.4,0.8,50.0,0.2,0.9,22.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,50.0,2024
56,HALEY JONES,ATL,24,0.7,1.1,61.4,0.6,1.4,40.7,0.1,0.5,15.0,0.0,0.1,33.3,0.0,0.0,0.0,0.1,0.6,21.7,2024
57,ISABELLE HARRISON,CHI,31,1.2,2.3,53.1,0.7,2.0,36.1,0.6,1.9,34.3,0.0,0.0,100,0.0,0.0,0.0,0.1,0.5,11.8,2024
58,IVANA DOJKIĆ,NYL,27,0.2,0.2,66.7,0.0,0.4,11.1,0.2,0.7,23.5,0.1,0.3,40.0,0.2,0.2,75.0,0.4,1.3,33.3,2024
59,JACKIE YOUNG,LVA,27,0.9,1.5,59.6,1.9,3.9,48.6,0.7,1.5,46.4,0.0,0.1,25.0,0.0,0.3,11.1,1.8,5.3,34.9,2024
60,JACY SHELDON,DAL,24,0.7,1.2,60.4,0.3,0.9,32.4,0.3,0.7,35.7,0.1,0.3,44.4,0.0,0.1,33.3,0.6,2.1,29.8,2024
61,JADE MELBOURNE,WAS,22,0.9,1.4,64.2,0.4,1.3,27.7,0.1,0.3,50.0,0.1,0.2,50.0,0.0,0.0,100,0.4,1.3,33.3,2024
62,JAELYN BROWN,DAL,26,0.2,0.3,75.0,0.1,0.2,66.7,0.3,0.9,33.3,0.1,0.1,100,0.0,0.2,0.0,0.4,0.7,50.0,2024
63,JAKIA BROWN-TURNER,WAS,24,-,-,-,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0,2024
64,JAYLYN SHERROD,NYL,23,0.5,0.5,100,0.1,0.4,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,33.3,2024
65,JESSIKA CARTER,LVA,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2024
66,JEWELL LOYD,SEA,31,1.2,2.2,57.5,1.1,3.5,32.0,2.1,5.4,39.2,0.1,0.4,35.7,0.1,0.1,50.0,1.4,5.3,26.4,2024
