,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,A'JA WILSON,LVA,22,1.8,3.1,59.8,2.5,6.0,41.4,3.3,7.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
1,ADAORA ELONU,ATL,29,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2018
2,AERIAL POWERS,WAS,25,0.5,0.8,72.2,0.3,0.8,40.0,0.6,1.7,37.5,0.1,0.1,50.0,0.0,0.0,0.0,0.5,1.8,26.2,2018
3,ALAINA COATES,CHI,24,1.1,1.9,56.7,0.1,0.2,50.0,0.2,0.3,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
4,ALANA BEARD,LAS,37,0.6,1.4,46.3,0.3,0.7,40.0,0.7,2.1,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,40.0,2018
5,ALEX BENTLEY,ATL,28,0.7,0.9,71.9,0.1,0.8,17.2,1.7,4.1,42.7,0.1,0.3,28.6,0.0,0.1,50.0,1.0,3.3,31.6,2018
6,ALEX MONTGOMERY,CHI,30,0.1,0.2,25.0,0.1,0.4,16.7,0.1,0.3,33.3,0.2,0.2,100,0.0,0.0,0.0,0.0,0.1,0.0,2018
7,ALEXIS JONES,MIN,25,0.4,0.6,66.7,0.1,0.3,42.9,0.1,0.7,15.8,0.0,0.1,0.0,0.1,0.2,50.0,0.6,1.7,33.3,2018
8,ALEXIS PRINCE,ATL,25,0.0,0.0,0.0,1.0,1.5,66.7,0.0,0.5,0.0,-,-,-,-,-,-,1.0,1.0,100,2018
9,ALLIE QUIGLEY,CHI,33,0.8,1.4,61.4,0.9,1.6,56.0,1.7,3.9,44.0,0.1,0.3,37.5,0.1,0.2,50.0,2.1,5.0,42.2,2018
10,ALLISHA GRAY,DAL,24,1.4,2.2,63.2,0.4,1.0,35.3,0.3,0.8,37.0,0.0,0.3,0.0,0.0,0.3,12.5,0.9,2.8,30.9,2018
11,ALYSHA CLARK,SEA,31,1.1,1.7,67.3,0.5,0.9,55.6,0.1,0.6,20.0,0.1,0.5,26.7,0.2,0.4,50.0,0.6,1.6,40.8,2018
12,ALYSSA THOMAS,CON,27,2.9,5.1,56.1,0.9,2.9,31.9,0.3,0.8,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
13,AMANDA ZAHUI B,NYL,25,1.6,2.3,67.2,0.4,0.9,46.2,0.4,0.9,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,34.4,2018
14,AMBER HARRIS,CHI,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2018
