,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
40,CIERRA BURDICK,SAN,24,0.7,1.0,70.0,0.1,0.1,100.0,0.6,0.9,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,50.0,2017
41,COURTNEY PARIS,DAL,30,1.6,2.6,61.5,0.3,0.6,54.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
42,COURTNEY VANDERSLOOT,CHI,29,2.3,3.5,64.9,0.4,0.9,40.0,1.1,2.2,50.8,0.0,0.0,0.0,0.0,0.1,0.0,1.0,2.3,41.9,2017
43,COURTNEY WILLIAMS,CON,24,1.6,2.7,60.9,0.5,1.3,40.0,2.9,6.4,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,34.3,2017
44,CRYSTAL LANGHORNE,SEA,31,3.8,5.1,74.3,0.6,1.3,51.2,0.8,1.7,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,2017
45,DAMIRIS DANTAS,ATL,25,0.8,1.4,59.6,0.5,1.3,39.5,0.9,2.1,43.1,0.1,0.3,42.9,0.0,0.1,0.0,0.7,2.7,25.6,2017
46,DANIELLE ADAMS,CON,29,0.2,0.4,57.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,1.8,40.0,2017
47,DANIELLE ROBINSON,PHO,29,1.3,2.4,52.6,0.1,0.3,50.0,1.2,3.2,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017
48,DARXIA MORRIS,ATL,28,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,20.0,-,-,-,0.0,0.0,0.0,0.3,0.3,100.0,2017
49,DEARICA HAMBY,SAN,24,2.5,4.3,59.3,0.2,1.2,14.3,0.1,0.7,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,37.5,2017
50,DIANA TAURASI,PHO,36,0.9,1.3,67.5,0.4,0.9,40.7,1.1,3.3,33.0,0.2,0.3,50.0,0.1,0.1,100,2.9,7.6,37.7,2017
51,ELENA DELLE DONNE,WAS,28,1.5,2.2,68.5,1.0,2.4,44.1,2.5,5.0,50.8,0.0,0.1,0.0,0.0,0.1,0.0,1.3,3.2,40.7,2017
52,ELIZABETH WILLIAMS,ATL,25,2.7,4.8,57.1,0.9,2.2,39.2,0.8,2.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
53,EMMA CANNON,PHO,29,1.4,2.4,56.3,0.1,0.5,20.0,0.2,0.5,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017
54,EMMA MEESSEMAN,WAS,25,2.0,2.9,69.7,1.2,2.5,48.3,2.0,4.9,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,31.8,2017
55,EPIPHANNY PRINCE,NYL,30,0.7,1.4,50.0,0.5,1.2,39.4,1.8,4.3,41.7,0.0,0.1,0.0,0.1,0.5,30.0,1.1,2.9,37.0,2017
56,ERICA MCCALL,IND,22,0.6,1.0,57.1,0.1,0.4,36.4,0.7,2.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,2017
57,ERICA WHEELER,IND,27,1.4,2.7,50.5,0.1,0.5,22.2,1.6,3.8,43.0,0.0,0.2,16.7,0.1,0.2,60.0,1.4,4.0,34.1,2017
58,ERIKA DE SOUZA,SAN,36,1.3,2.0,65.5,0.3,1.0,26.9,0.1,0.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
59,ERLANA LARKINS,IND,32,1.7,2.5,67.4,0.1,0.5,27.8,0.1,0.4,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
60,ESSENCE CARSON,LAS,31,0.7,1.1,59.3,0.1,0.5,27.3,0.6,1.3,46.7,0.0,0.1,0.0,0.1,0.3,33.3,0.3,1.3,25.0,2017
61,EVELYN AKHATOR,DAL,23,0.2,0.4,50.0,0.0,0.4,0.0,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
62,FEYONDA FITZGERALD,CON,23,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2017
63,GLORY JOHNSON,DAL,27,3.4,5.9,57.7,0.9,2.2,43.7,0.7,2.2,32.4,0.0,0.0,0.0,0.0,0.0,100,0.6,2.0,30.8,2017
64,HALEY PETERS,WAS,25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,2017
65,IFY IBEKWE,LAS,28,0.2,0.8,25.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2017
66,IMANI MCGEE-STAFFORD,ATL,23,0.8,1.5,55.1,0.4,1.0,41.4,0.5,1.3,40.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,50.0,2017
67,ISABELLE HARRISON,SAN,24,3.2,5.6,58.2,0.7,2.1,33.3,0.8,1.9,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,2017
68,IVORY LATTA,WAS,33,0.6,1.0,54.3,0.5,1.3,35.6,0.2,1.0,22.9,0.0,0.4,12.5,0.0,0.2,0.0,1.3,3.6,35.2,2017
69,JANTEL LAVENDER,LAS,29,1.3,1.9,66.1,0.2,0.7,23.8,1.7,3.6,46.5,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,35.7,2017
70,JASMINE THOMAS,CON,28,2.1,3.5,59.5,0.3,1.1,26.5,1.3,4.0,33.1,0.2,0.4,54.5,0.2,0.2,80.0,1.4,3.7,37.6,2017
71,JAZMON GWATHMEY,IND,25,0.5,0.9,56.0,0.3,0.7,50.0,0.9,2.6,35.1,0.1,0.3,16.7,0.2,0.8,26.7,0.3,1.3,23.5,2017
72,JEANETTE POHLEN-MAVUNGA,IND,29,0.1,0.4,33.3,0.0,0.1,0.0,0.4,0.9,50.0,0.0,0.1,0.0,0.0,0.3,0.0,0.5,1.1,46.9,2017
73,JENNIE SIMMS,IND,24,0.2,0.5,50.0,0.1,0.2,33.3,0.0,0.5,0.0,0.2,0.2,100,0.0,0.0,0.0,0.1,0.7,12.5,2017
74,JENNIFER HAMSON,IND,26,0.6,0.8,70.0,0.2,0.6,40.0,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
75,JESSICA BRELAND,CHI,30,1.9,3.1,61.3,0.5,1.5,36.0,1.4,3.4,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,40.0,2017
76,JEWELL LOYD,SEA,24,2.2,4.2,51.7,0.8,1.9,40.6,1.6,4.0,39.7,0.3,0.5,56.3,0.1,0.2,28.6,1.3,3.4,37.1,2017
77,JIA PERKINS,MIN,36,0.3,0.6,45.5,0.2,0.5,43.8,0.8,2.1,35.6,0.0,0.1,0.0,0.0,0.1,0.0,0.4,1.0,35.3,2017
78,JONQUEL JONES,CON,24,4.1,6.5,63.5,0.2,0.9,25.0,0.2,0.9,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,45.5,2017
79,JORDAN HOOPER,CHI,26,0.1,0.3,42.9,0.1,0.2,40.0,0.1,0.5,23.1,0.1,0.5,25.0,0.2,0.5,40.0,0.9,2.3,40.3,2017
80,KAELA DAVIS,DAL,23,0.6,1.4,46.7,0.5,1.7,28.6,0.5,1.2,41.0,0.1,0.1,50.0,0.1,0.1,100,0.4,0.9,41.9,2017
81,KAHLEAH COPPER,CHI,23,1.6,2.6,59.6,0.1,0.4,26.7,0.6,1.4,40.8,0.1,0.3,33.3,0.0,0.1,0.0,0.2,0.8,30.8,2017
82,KALEENA MOSQUEDA-LEWIS,SEA,24,0.5,0.7,75.0,0.4,0.7,58.3,0.3,0.6,50.0,0.0,0.0,0.0,0.2,0.4,50.0,0.5,1.8,26.7,2017
83,KARIMA CHRISTMAS-KELLY,DAL,28,1.8,3.3,54.0,0.2,1.0,24.2,0.1,0.8,17.9,0.0,0.1,0.0,0.0,0.1,50.0,0.7,2.4,30.1,2017
84,KAYLA ALEXANDER,SAN,27,1.3,2.0,63.2,0.8,1.6,51.9,0.7,1.3,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
85,KAYLA MCBRIDE,SAN,26,1.0,1.8,56.6,0.5,1.3,35.0,1.7,4.2,40.2,0.1,0.2,50.0,0.2,0.4,44.4,1.4,4.6,30.2,2017
86,KAYLA PEDERSEN,CON,29,0.3,0.6,50.0,0.0,0.1,0.0,0.2,0.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
87,KAYLA THORNTON,DAL,25,1.1,1.9,60.9,0.2,0.6,31.6,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.7,28.8,2017
88,KEISHA HAMPTON,CHI,28,0.2,0.6,40.0,0.2,0.5,37.5,0.1,0.2,50.0,0.1,0.3,33.3,0.0,0.3,0.0,0.8,1.8,43.8,2017
89,KELSEY PLUM,SAN,23,0.9,2.3,41.4,0.4,1.2,36.1,0.3,1.4,18.2,0.0,0.2,25.0,0.0,0.3,16.7,1.1,2.8,38.4,2017
90,KIA VAUGHN,NYL,31,1.7,2.5,66.2,0.5,1.1,41.9,0.5,1.3,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
91,KIAH STOKES,NYL,25,1.4,2.3,62.8,0.2,0.6,38.1,0.1,0.4,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
92,KRISTI TOLIVER,WAS,31,0.6,0.7,76.0,0.2,0.3,54.5,1.1,2.3,47.4,0.2,0.4,41.7,0.1,0.1,50.0,2.0,6.1,33.0,2017
93,KRYSTAL THOMAS,WAS,29,2.5,4.2,59.4,0.4,0.7,50.0,0.0,0.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
94,LANAY MONTGOMERY,SEA,24,0.4,0.9,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2017
95,LAYSHIA CLARENDON,ATL,27,1.6,3.2,50.9,0.9,2.6,34.5,1.2,3.1,38.7,0.0,0.1,25.0,0.0,0.3,14.3,0.3,1.4,18.4,2017
96,LEILANI MITCHELL,PHO,33,0.9,1.6,52.7,0.1,0.3,45.5,0.3,1.2,26.2,0.1,0.2,40.0,0.1,0.5,14.3,1.0,2.5,38.4,2017
97,LINDSAY ALLEN,NYL,23,0.4,0.6,68.8,0.1,0.4,18.2,0.4,0.8,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2017
98,LINDSAY WHALEN,MIN,36,0.9,1.7,52.6,0.5,0.9,52.6,1.2,2.8,43.5,0.1,0.3,25.0,0.1,0.1,100,0.5,1.3,34.5,2017
99,LYNETTA KIZER,CON,28,1.5,2.4,60.9,0.3,0.7,38.5,0.8,2.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017
100,MAIMOUNA DIARRA,LAS,27,0.1,0.6,25.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2017
101,MAKAYLA EPPS,CHI,23,0.2,0.5,42.9,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2017
102,MARISSA COLEMAN,IND,31,0.3,0.7,44.0,0.1,0.5,22.2,0.4,1.1,31.6,0.1,0.5,25.0,0.1,0.3,42.9,0.6,2.0,32.4,2017
103,MATEE AJAVON,ATL,32,0.5,0.9,48.3,0.1,0.5,14.3,0.2,0.9,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2017
104,MAYA MOORE,MIN,29,1.8,2.5,70.6,0.4,1.2,34.1,2.0,5.4,37.0,0.1,0.2,66.7,0.1,0.2,40.0,1.7,4.3,40.4,2017
105,MEIGHAN SIMMONS,ATL,26,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.9,50.0,0.0,0.3,0.0,1.0,1.0,100,0.1,1.1,8.3,2017
106,MONIQUE CURRIE,PHO,35,0.9,1.5,57.4,0.4,0.8,50.0,1.3,3.5,37.3,0.2,0.3,55.6,0.0,0.2,25.0,0.9,2.4,38.8,2017
107,MORGAN TUCK,CON,24,1.1,2.6,43.1,0.2,0.9,26.3,0.2,0.5,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.5,1.6,30.6,2017
108,MORIAH JEFFERSON,SAN,24,1.8,2.6,68.5,0.8,1.9,43.6,0.9,2.0,42.9,0.1,0.1,100,0.0,0.0,0.0,0.4,0.9,42.1,2017
109,NADIA COLHADO,IND,29,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2017
110,NATALIE ACHONWA,IND,25,2.0,3.4,58.6,0.2,0.6,36.8,0.7,1.2,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
111,NATASHA CLOUD,WAS,26,0.5,1.1,42.3,0.3,0.8,36.8,0.3,0.9,31.8,0.1,0.3,20.0,0.0,0.0,0.0,0.5,1.8,25.0,2017
112,NATASHA HOWARD,MIN,26,1.5,2.5,58.8,0.2,0.5,38.9,0.0,0.3,11.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,23.1,2017
113,NAYO RAINCOCK-EKUNWE,NYL,26,1.1,1.8,61.8,0.1,0.3,22.2,0.2,0.3,50.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2017
114,NIA COFFEY,SAN,23,0.5,1.2,40.0,0.1,0.4,30.0,0.0,0.6,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2017
115,NNEKA OGWUMIKE,LAS,27,4.4,6.5,68.3,1.2,2.7,45.2,1.0,2.0,48.5,0.0,0.1,0.0,0.1,0.1,50.0,0.5,1.4,34.8,2017
116,NOELLE QUINN,SEA,33,0.1,0.1,50.0,0.1,0.3,25.0,0.2,0.3,54.5,0.1,0.2,50.0,0.1,0.1,100,0.4,1.1,35.3,2017
117,ODYSSEY SIMS,LAS,25,2.1,3.6,57.1,0.7,1.3,55.0,0.5,1.4,37.2,0.0,0.1,0.0,0.1,0.2,25.0,0.3,1.6,20.0,2017
118,PLENETTE PIERSON,MIN,36,0.9,1.6,56.4,0.4,0.7,48.0,0.2,0.8,28.6,0.0,0.0,0.0,0.0,0.1,0.0,0.6,1.6,35.2,2017
119,RACHEL BANHAM,CON,24,0.1,0.2,80.0,0.0,0.3,11.1,0.4,1.0,40.0,0.1,0.5,16.7,0.3,0.4,75.0,0.4,1.6,25.5,2017
120,RACHEL HOLLIVAY,ATL,24,0.3,0.3,100.0,0.3,0.4,66.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
121,RAMU TOKASHIKI,SEA,27,0.7,0.9,75.0,0.2,0.6,31.6,0.5,1.4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
122,REBECCA ALLEN,NYL,25,0.2,0.4,53.8,0.1,0.3,44.4,0.4,1.1,34.3,0.1,0.2,33.3,0.2,0.4,50.0,0.4,1.2,33.3,2017
123,REBEKKAH BRUNSON,MIN,36,1.5,2.5,61.3,0.7,1.8,41.5,0.6,1.6,36.7,0.0,0.1,33.3,0.0,0.0,0.0,0.7,2.1,34.9,2017
124,RENEE MONTGOMERY,MIN,31,0.9,1.5,58.0,0.2,0.6,42.1,0.5,1.1,41.0,0.1,0.1,100,0.1,0.1,66.7,1.1,3.1,35.0,2017
125,RIQUNA WILLIAMS,LAS,28,0.6,1.3,41.9,0.1,0.4,22.2,0.4,1.1,38.5,0.1,0.3,25.0,0.1,0.3,20.0,0.8,2.8,27.7,2017
126,SAMI WHITCOMB,SEA,29,0.3,0.6,50.0,0.0,0.2,16.7,0.1,0.2,60.0,0.2,0.3,62.5,0.1,0.2,66.7,0.8,2.8,30.0,2017
127,SANCHO LYTTLE,ATL,34,0.9,1.3,65.8,0.3,0.5,53.3,1.6,4.3,36.8,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.1,25.0,2017
128,SANDRINE GRUDA,LAS,31,0.2,0.3,50.0,0.0,0.3,0.0,0.4,1.0,42.9,-,-,-,-,-,-,0.0,0.0,0.0,2017
129,SANIYA CHONG,DAL,24,0.4,0.6,65.0,0.1,0.4,33.3,0.1,0.2,25.0,0.0,0.1,0.0,0.1,0.1,100,0.3,1.0,25.8,2017
130,SEIMONE AUGUSTUS,MIN,34,0.6,0.9,63.3,0.9,1.5,60.4,2.5,5.4,46.8,0.0,0.0,100,0.0,0.0,0.0,0.6,1.3,42.9,2017
131,SEQUOIA HOLMES,SAN,32,0.3,0.4,72.7,0.1,0.3,28.6,0.3,1.2,30.0,0.1,0.7,20.0,0.2,0.6,37.5,0.3,1.2,30.0,2017
132,SHATORI WALKER-KIMBROUGH,WAS,23,0.5,1.0,52.0,0.2,0.4,36.4,0.3,1.0,28.6,0.1,0.3,33.3,0.0,0.0,0.0,0.4,1.1,37.0,2017
133,SHAVONTE ZELLOUS,NYL,31,1.7,3.0,57.4,0.4,1.0,42.9,1.0,3.1,31.8,0.0,0.2,20.0,0.0,0.1,0.0,0.4,1.2,37.5,2017
134,SHAY MURPHY,SAN,33,0.3,0.6,50.0,0.0,0.0,100.0,0.1,0.4,20.0,0.1,0.3,25.0,0.2,0.4,60.0,0.3,1.1,29.6,2017
135,SHEKINNA STRICKLEN,CON,27,0.4,0.7,56.0,0.1,0.2,25.0,0.2,0.7,32.0,0.2,0.6,26.7,0.1,0.2,60.0,1.9,4.5,42.1,2017
136,SHENISE JOHNSON,IND,27,1.4,2.9,47.5,0.4,0.8,45.5,1.5,3.3,45.7,0.3,0.4,75.0,0.1,0.2,33.3,0.4,1.6,26.1,2017
137,SKYLAR DIGGINS,DAL,27,2.5,4.2,58.7,0.9,2.3,38.5,0.9,2.8,30.9,0.1,0.2,40.0,0.1,0.2,33.3,1.3,3.7,35.4,2017
138,SOPHIE BRUNNER,SAN,22,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
139,STEFANIE DOLSON,CHI,26,2.9,4.3,66.9,0.5,1.2,43.6,1.5,2.8,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.1,44.3,2017
140,STEPHANIE TALBOT,PHO,24,0.6,1.2,45.2,0.1,0.3,36.4,0.4,0.8,42.9,0.0,0.2,0.0,0.2,0.3,75.0,0.4,1.0,39.4,2017
141,SUE BIRD,SEA,37,0.5,0.7,66.7,0.2,0.3,55.6,1.3,3.1,41.5,0.1,0.3,42.9,0.0,0.1,0.0,1.9,4.7,39.7,2017
142,SUGAR RODGERS,NYL,28,1.0,2.4,41.8,0.2,1.1,21.6,0.5,1.6,29.6,0.2,0.4,54.5,0.2,0.4,37.5,1.6,4.9,33.5,2017
143,SYDNEY COLSON,SAN,28,0.5,1.1,41.9,0.1,0.5,28.6,0.4,1.2,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,22.2,2017
144,SYDNEY WIESE,LAS,23,0.2,0.3,71.4,0.0,0.1,0.0,0.1,0.5,26.7,0.0,0.1,0.0,0.3,0.4,66.7,0.5,1.2,38.7,2017
