,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
76,JORDIN CANADA,SEA,26,0.6,1.3,46.2,0.8,1.8,44.2,0.4,1.3,30.8,0.1,0.1,100,0.0,0.0,0.0,0.1,0.4,16.7,2021
77,JOYNER HOLMES,LVA,24,0.2,0.4,50.0,0.2,0.4,50.0,0.0,0.5,0.0,0.0,0.3,0.0,1.0,1.0,100,0.4,0.4,100,2021
78,KAHLEAH COPPER,CHI,27,3.2,5.6,56.4,0.8,1.9,42.6,0.6,1.6,38.5,0.1,0.3,50.0,0.1,0.1,50.0,0.6,2.3,27.4,2021
79,KAILA CHARLES,CON,24,0.8,1.3,57.5,0.3,1.1,31.3,0.2,0.9,21.4,0.0,0.1,33.3,0.0,0.0,0.0,0.3,1.0,30.0,2021
80,KALANI BROWN,ATL,25,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2021
81,KARLIE SAMUELSON,SEA,27,0.0,0.1,0.0,0.2,0.5,42.9,0.1,0.4,20.0,0.0,0.3,0.0,0.1,0.3,33.3,0.8,1.9,42.3,2021
82,KATIE LOU SAMUELSON,SEA,25,0.9,1.4,66.7,0.4,0.9,47.8,0.4,0.9,44.0,0.1,0.4,18.2,0.0,0.2,0.0,0.9,2.2,40.7,2021
83,KAYLA MCBRIDE,MIN,30,1.0,1.5,66.0,0.7,1.4,52.3,0.9,2.4,35.9,0.1,0.2,42.9,0.0,0.2,20.0,1.8,4.6,38.5,2021
84,KAYLA THORNTON,DAL,29,1.4,2.3,61.1,0.1,0.8,8.0,0.5,1.2,40.5,0.0,0.1,50.0,0.0,0.1,33.3,0.6,1.8,35.1,2021
85,KELSEY MITCHELL,IND,26,2.0,3.3,60.0,0.4,1.2,35.9,2.0,4.3,46.8,0.2,0.4,42.9,0.0,0.1,33.3,2.0,6.0,32.8,2021
86,KELSEY PLUM,LVA,27,1.8,2.5,71.2,0.9,2.3,39.3,0.5,2.0,25.0,0.1,0.2,40.0,0.0,0.1,0.0,1.6,4.1,39.3,2021
87,KENNEDY BURKE,SEA,25,0.6,1.2,53.8,0.1,0.2,50.0,0.1,0.3,37.5,0.1,0.1,100,0.0,0.0,0.0,0.2,0.8,29.4,2021
88,KIA NURSE,PHO,26,0.7,1.6,42.3,0.4,0.9,44.8,0.1,0.8,16.0,0.1,0.3,44.4,0.0,0.1,33.3,1.7,4.8,34.8,2021
89,KIA VAUGHN,PHO,35,0.6,0.9,64.0,0.5,1.3,40.5,1.0,2.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
90,KIAH STOKES,LVA,29,0.5,0.9,54.5,0.1,0.1,66.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,2021
91,KIANA WILLIAMS,SEA,23,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,16.7,2021
92,KIARA LESLIE,WAS,26,0.4,0.6,60.0,0.1,0.6,20.0,0.3,0.9,28.6,0.1,0.1,100,0.0,0.0,0.0,0.1,0.6,20.0,2021
93,KRISTI TOLIVER,LAS,35,0.5,0.6,81.8,0.8,1.6,53.3,0.7,2.0,36.8,0.1,0.4,40.0,0.1,0.1,50.0,1.3,4.0,32.9,2021
94,KRISTINE ANIGWE,LAS,25,1.2,2.0,60.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
95,KYLEE SHOOK,NYL,24,1.3,2.0,64.4,0.3,0.8,33.3,0.0,0.3,12.5,0.0,0.0,100,0.0,0.0,100,0.7,2.0,37.3,2021
96,KYSRE GONDREZICK,IND,24,0.1,0.3,20.0,0.2,0.2,100,0.1,0.5,10.0,0.0,0.1,0.0,0.1,0.1,100,0.4,1.4,26.9,2021
97,LAUREN COX,LAS,24,0.3,0.6,50.0,0.3,1.1,31.0,0.2,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,25.0,2021
98,LAYSHIA CLARENDON,MIN,31,1.7,3.1,53.6,1.5,3.0,52.3,0.7,1.4,53.3,0.0,0.0,0.0,0.1,0.1,50.0,0.2,0.5,33.3,2021
99,LEAONNA ODOM,NYL,24,0.7,1.2,57.1,0.2,0.4,57.1,0.0,0.0,0.0,0.1,0.2,50.0,0.2,0.2,100,0.1,0.8,15.4,2021
100,LEILANI MITCHELL,WAS,37,0.2,0.3,50.0,0.1,0.4,30.8,0.2,0.5,33.3,0.1,0.4,30.0,0.2,0.4,45.5,1.4,3.8,35.3,2021
101,LEXIE BROWN,CHI,27,0.1,0.1,50.0,0.0,0.1,0.0,0.1,0.1,100.0,0.1,0.3,33.3,0.0,0.0,0.0,0.4,1.8,23.3,2021
102,LINDSAY ALLEN,IND,27,0.8,1.2,70.3,0.3,0.9,39.3,0.4,1.3,35.0,0.1,0.2,50.0,0.0,0.0,0.0,0.4,1.3,29.3,2021
103,LINNAE HARPER,MIN,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2021
104,LIZ CAMBAGE,LVA,30,2.4,3.4,69.8,2.0,4.1,49.0,1.0,2.2,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,35.7,2021
105,MARINA MABREY,DAL,25,1.1,1.8,60.7,0.7,1.9,35.0,1.3,2.8,44.4,0.0,0.2,0.0,0.1,0.2,50.0,1.9,5.4,35.5,2021
106,MEGAN GUSTAFSON,WAS,25,0.8,1.4,60.0,0.5,1.0,54.5,0.4,0.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2021
107,MEGAN WALKER,PHO,23,0.4,1.2,33.3,0.2,0.4,41.7,0.3,1.0,35.7,0.2,0.6,33.3,0.1,0.2,50.0,0.5,2.1,25.0,2021
108,MERCEDES RUSSELL,SEA,26,1.9,2.4,78.1,1.1,2.1,51.6,0.1,0.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
109,MICHAELA ONYENWERE,NYL,22,1.3,2.4,56.6,0.3,0.9,30.0,0.1,0.3,22.2,0.1,0.5,28.6,0.1,0.4,27.3,0.9,2.8,34.1,2021
110,MIKIAH HERBERT HARRIGAN,SEA,23,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2021
111,MONIQUE BILLINGS,ATL,26,1.8,3.0,61.3,0.6,1.8,33.3,0.8,1.6,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
112,MORIAH JEFFERSON,DAL,28,0.5,0.8,59.1,0.5,1.1,45.2,0.6,1.5,36.4,0.1,0.1,100,0.1,0.1,50.0,0.7,1.6,44.7,2021
113,MYISHA HINES-ALLEN,WAS,27,2.4,3.7,65.7,1.4,4.5,32.1,0.3,1.4,23.1,0.1,0.2,33.3,0.0,0.1,0.0,0.7,1.9,34.3,2021
114,NAPHEESA COLLIER,MIN,25,2.7,4.7,58.5,1.8,3.9,45.1,0.8,2.3,36.4,0.0,0.1,33.3,0.0,0.0,0.0,0.7,2.7,25.6,2021
115,NATALIE ACHONWA,MIN,29,0.7,1.1,58.3,0.1,0.5,11.1,0.5,1.3,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
116,NATASHA CLOUD,WAS,30,1.0,1.5,65.9,0.7,1.5,43.9,0.4,1.1,32.3,0.1,0.1,50.0,0.1,0.1,66.7,0.8,3.2,25.3,2021
117,NATASHA HOWARD,NYL,30,4.0,6.0,66.7,1.0,3.0,33.3,0.8,1.8,43.5,0.1,0.2,50.0,0.0,0.0,0.0,0.8,2.6,32.4,2021
118,NATASHA MACK,MIN,24,0.3,0.5,50.0,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
119,NATISHA HIEDEMAN,CON,25,0.4,0.8,48.0,0.3,0.9,36.7,0.1,0.4,33.3,0.1,0.2,28.6,0.0,0.1,0.0,1.5,3.7,41.9,2021
120,NIA COFFEY,LAS,27,0.8,1.2,67.6,0.4,1.2,30.8,0.2,0.8,24.0,0.1,0.3,28.6,0.0,0.2,20.0,1.5,3.4,43.5,2021
121,NNEKA OGWUMIKE,LAS,31,2.9,4.0,72.2,1.3,3.0,42.6,1.3,2.7,46.9,0.0,0.0,0.0,0.1,0.1,100,0.6,1.6,34.5,2021
122,ODYSSEY SIMS,ATL,29,1.5,2.9,51.2,0.7,2.5,26.7,0.8,1.8,46.3,0.0,0.2,0.0,0.1,0.2,33.3,0.5,1.9,24.6,2021
123,RACHEL BANHAM,MIN,28,0.2,0.4,50.0,0.1,0.5,28.6,0.5,1.0,46.4,0.1,0.1,100,0.1,0.1,50.0,1.0,2.7,36.1,2021
124,REBECCA ALLEN,NYL,29,0.5,1.2,43.3,0.1,0.6,21.4,0.4,1.8,21.7,0.0,0.1,50.0,0.2,0.3,50.0,1.8,4.7,37.3,2021
125,RESHANDA GRAY,NYL,29,1.7,2.5,68.4,0.3,0.9,35.7,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,22.2,2021
126,RIQUNA WILLIAMS,LVA,32,0.4,0.7,61.9,0.2,0.4,58.3,1.0,2.3,42.5,0.1,0.5,28.6,0.1,0.1,100,1.8,4.2,42.5,2021
127,RUTHY HEBARD,CHI,24,1.7,2.2,77.4,0.6,1.7,34.6,0.2,0.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2021
128,SABRINA IONESCU,NYL,24,0.9,1.5,58.7,0.7,1.5,44.4,0.4,1.4,29.3,0.1,0.2,33.3,0.1,0.1,100,1.6,5.2,31.4,2021
129,SAMI WHITCOMB,NYL,33,1.2,1.6,72.9,0.3,0.8,36.0,0.1,0.3,40.0,0.1,0.3,25.0,0.2,0.3,55.6,2.3,5.4,42.9,2021
130,SATOU SABALLY,DAL,24,1.9,3.2,60.0,0.8,2.6,29.5,0.3,0.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.2,32.7,2021
131,SHATORI WALKER-KIMBROUGH,WAS,27,0.8,1.0,82.4,0.6,1.2,50.0,0.5,0.9,50.0,0.1,0.5,28.6,0.0,0.1,0.0,0.4,1.0,35.3,2021
132,SHAVONTE ZELLOUS,WAS,35,0.4,0.6,75.0,0.2,0.6,31.3,0.6,1.5,39.0,0.0,0.2,0.0,0.1,0.1,100,0.3,1.3,25.7,2021
133,SHEKINNA STRICKLEN,ATL,31,0.1,0.1,66.7,0.2,0.2,80.0,0.1,0.5,18.2,0.1,0.2,33.3,0.0,0.1,0.0,0.5,2.6,21.0,2021
134,SHEY PEDDY,PHO,33,0.4,0.8,58.3,0.5,1.0,53.1,0.1,0.3,27.3,0.1,0.3,50.0,0.1,0.1,75.0,0.7,2.2,30.4,2021
135,SHYLA HEAL,CHI,20,0.3,0.8,33.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2021
136,SKYLAR DIGGINS,PHO,31,2.0,3.6,56.1,1.4,3.0,46.8,0.6,1.6,38.8,0.0,0.3,11.1,0.1,0.2,66.7,1.4,3.8,37.5,2021
137,SOPHIE CUNNINGHAM,PHO,25,0.6,1.0,56.7,0.2,0.5,33.3,0.2,0.4,41.7,0.1,0.2,50.0,0.0,0.2,20.0,1.0,2.3,42.0,2021
138,STEFANIE DOLSON,CHI,30,1.1,1.9,58.7,0.7,1.0,66.7,0.4,1.2,31.0,0.0,0.0,0.0,0.1,0.1,100,0.8,1.9,39.1,2021
139,STELLA JOHNSON,WAS,23,0.2,0.2,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.2,0.5,33.3,2021
140,STEPHANIE JONES,CON,23,0.4,0.8,50.0,0.2,0.5,33.3,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2021
141,STEPHANIE TALBOT,SEA,28,0.7,1.1,65.6,0.6,0.9,60.7,0.1,0.6,22.2,0.1,0.1,66.7,0.3,0.3,100,0.7,1.9,36.8,2021
142,STEPHANIE WATTS,CHI,25,0.6,1.2,50.0,0.0,0.3,0.0,0.0,0.2,0.0,0.3,0.3,100,0.0,0.0,0.0,0.0,1.5,0.0,2021
143,SUE BIRD,SEA,41,0.4,0.6,70.6,0.2,0.4,41.7,0.7,1.9,38.6,0.2,0.4,45.5,0.0,0.0,0.0,2.1,4.9,41.9,2021
144,SYDNEY WIESE,WAS,27,0.5,0.7,76.5,0.2,0.9,21.7,0.0,0.3,0.0,0.1,0.2,40.0,0.0,0.3,14.3,0.7,2.5,29.9,2021
145,SYLVIA FOWLES,MIN,36,5.1,6.6,77.0,1.0,2.4,41.1,0.7,1.5,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
