,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
49,DEMYA WALKER,POR,25,3.1,5.2,59.4,1.0,2.7,36.9,0.4,1.0,35.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.6,18.2,2002
50,DEANNA JACKSON,CLE,23,0.4,1.0,38.9,0.3,0.6,54.5,0.3,0.8,42.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2002
51,DEANNA NOLAN,DET,23,0.6,1.2,52.6,0.5,0.9,53.3,0.8,2.1,37.9,0.4,1.2,36.4,0.7,1.0,66.7,0.8,2.6,31.2,2002
52,DEBBIE BLACK,MIA,36,0.4,0.8,50.0,0.3,0.8,45.8,1.3,3.3,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2002
53,DOMINIQUE CANTY,DET,26,0.9,2.5,36.2,0.3,0.9,34.6,0.6,1.9,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,25.0,2002
54,EDNA CAMPBELL,SAC,34,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,-,-,-,0.0,2.0,0.0,2002
55,EDWINA BROWN,DET,24,0.5,1.5,36.6,0.4,1.0,39.3,0.4,1.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,50.0,2002
56,ELAINE POWELL,DET,27,1.8,3.3,54.1,0.3,1.0,31.0,0.6,2.0,31.7,0.1,0.4,20.0,0.0,0.0,0.0,0.3,1.3,25.0,2002
57,ELENA SHAKIROVA,CHA,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2002
58,ELISA AGUILAR,UTA,26,0.0,0.1,50.0,0.0,0.0,0.0,0.1,0.3,22.2,0.5,0.5,100,0.5,0.5,100,0.6,1.4,47.4,2002
59,ERIKA DE SOUZA,LAS,21,0.4,0.6,57.1,0.1,0.8,16.7,0.0,0.1,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2002
60,ERIN PERPEROGLOU,CHA,24,0.9,1.7,52.1,0.1,0.4,23.1,0.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,36.4,2002
61,FELICIA RAGLAND,SEA,23,0.6,1.1,51.4,0.0,0.6,5.6,0.2,0.5,41.2,0.6,1.2,45.5,0.3,0.7,37.5,0.7,1.8,38.9,2002
62,GEORGIA SCHWEITZER,MIN,24,0.5,0.8,66.7,0.2,0.5,35.7,0.2,0.5,43.8,0.3,0.6,57.1,0.3,0.3,100,0.4,1.0,36.4,2002
63,GORDANA GRUBIN,PHO,30,1.1,1.7,64.2,0.7,2.0,35.4,0.9,2.7,32.2,0.0,0.3,0.0,0.4,0.9,42.9,0.9,2.8,31.3,2002
64,GRACE DALEY,HOU,25,0.4,0.8,47.4,0.2,0.4,50.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.7,28.6,2002
65,HAMCHETOU MAIGA-BA,SAC,25,0.5,1.4,33.3,0.1,0.6,10.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
66,HELEN LUZ,WAS,30,0.5,0.7,76.2,0.2,0.4,50.0,0.0,0.3,12.5,0.1,0.5,16.7,0.3,0.6,50.0,1.3,3.3,40.6,2002
67,IZIANE CASTRO MARQUES,MIA,21,0.6,1.4,40.7,0.3,0.6,50.0,0.4,0.9,38.9,0.0,0.7,0.0,0.0,0.0,0.0,0.2,2.5,6.7,2002
68,JACKIE MOORE,IND,23,0.7,1.2,54.5,0.2,0.5,37.5,0.1,0.4,14.3,-,-,-,0.0,0.0,0.0,0.0,0.2,0.0,2002
69,JACKIE STILES,POR,24,0.4,1.5,25.8,0.4,1.6,27.3,0.5,1.3,40.7,0.3,0.5,66.7,0.3,1.2,28.6,0.6,1.7,33.3,2002
70,JAMIE REDD,SEA,25,0.3,0.5,60.0,0.1,0.6,20.0,0.4,0.6,66.7,0.3,1.0,33.3,0.0,0.5,0.0,1.1,1.9,61.5,2002
71,JANELL BURSE,MIN,24,0.9,1.9,49.2,0.0,0.4,8.3,0.0,0.4,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2002
72,JANETH ARCAIN,HOU,34,1.3,2.1,62.1,1.0,2.6,38.1,1.4,3.6,39.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,1.2,28.6,2002
73,JAYNETTA SAUNDERS,PHO,23,0.6,1.0,57.1,0.2,0.7,23.5,0.7,2.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2002
74,JENNIFER AZZI,UTA,34,0.5,0.9,56.7,0.9,1.8,51.8,0.1,0.6,20.0,0.2,0.6,33.3,0.0,0.5,0.0,1.3,2.7,46.0,2002
75,JENNIFER GILLOM,PHO,39,2.2,4.1,52.8,1.3,3.6,36.0,0.7,2.2,33.3,0.2,0.5,33.3,0.0,0.8,0.0,1.2,2.9,40.2,2002
76,JENNIFER RIZZOTTI,CLE,29,0.5,0.7,70.6,0.0,0.4,9.1,0.1,0.3,37.5,0.2,0.4,50.0,0.0,0.3,0.0,1.4,3.7,38.7,2002
77,JENNY MOWE,POR,25,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,0.0,0.0,2002
78,JESSIE HICKS,ORL,31,1.9,3.6,54.1,0.3,1.1,27.3,0.1,0.3,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
79,JILL CHAPMAN-DAILY,DET,23,0.2,0.7,28.6,0.2,0.3,66.7,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2002
80,KAMILA VODICHKOVA,SEA,30,1.6,3.0,53.1,0.7,1.6,44.2,0.8,1.8,45.8,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.3,37.1,2002
81,KARA WOLTERS,SAC,27,0.2,0.6,37.5,0.8,2.0,37.5,0.0,0.3,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2002
82,KATE PAYE,SEA,29,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,50.0,0.0,0.3,0.0,0.5,0.5,100,0.6,1.6,35.7,2002
83,KATE STARBIRD,SEA,27,0.4,0.7,52.9,0.2,0.3,50.0,0.4,1.1,40.0,0.2,0.5,33.3,0.1,0.3,50.0,0.3,0.9,30.8,2002
84,KATIE DOUGLAS,ORL,24,1.4,2.3,62.2,0.3,0.9,31.0,0.3,0.7,34.8,0.6,1.4,46.2,0.2,0.5,33.3,0.6,1.8,31.8,2002
85,KATIE SMITH,MIN,29,1.7,3.0,55.3,0.4,1.2,36.1,1.1,2.7,42.2,0.1,0.3,28.6,0.2,0.6,28.6,1.9,5.6,33.5,2002
86,KATRYNA GAITHER,WAS,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2002
87,KAYTE CHRISTENSEN,PHO,22,1.0,1.8,54.7,0.3,0.8,43.5,0.3,0.6,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2002
88,KEDRA HOLLAND-CORN,SAC,28,1.0,2.0,52.4,0.2,0.5,41.2,0.8,1.9,38.7,0.4,0.7,53.8,0.2,0.8,18.2,0.9,4.2,21.8,2002
89,KEISHA ANDERSON,CHA,29,0.1,0.6,25.0,0.0,0.2,0.0,0.2,0.5,33.3,-,-,-,-,-,-,0.2,0.8,25.0,2002
90,KELLEY GIBSON,HOU,26,0.1,0.2,60.0,0.1,0.1,100.0,0.1,0.4,16.7,0.3,0.3,100,0.3,0.5,50.0,0.6,1.7,36.4,2002
91,KELLY MILLER,CHA,24,0.5,1.0,50.0,0.5,0.9,51.9,0.8,2.1,37.3,0.3,0.6,50.0,0.1,0.4,33.3,0.8,1.7,47.5,2002
92,KELLY SANTOS,DET,23,0.6,1.1,53.8,0.3,0.7,37.5,0.5,1.8,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
93,KELLY SCHUMACHER,IND,25,0.7,1.3,59.0,0.5,1.0,50.0,0.3,0.7,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2002
94,KIESHA BROWN,WAS,24,0.2,0.5,33.3,0.3,0.5,50.0,0.2,0.4,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.1,2002
95,KORIE HLEDE,NYL,28,0.4,0.6,66.7,0.1,0.5,25.0,0.2,0.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
96,KRISTEN RASMUSSEN,MIA,24,0.7,1.1,63.6,0.6,1.0,58.6,0.7,1.5,48.9,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,50.0,2002
97,KRISTEN VEAL,PHO,21,0.1,0.4,22.2,0.2,0.3,50.0,0.2,0.7,33.3,0.3,0.3,100,0.2,0.4,50.0,0.6,2.3,26.2,2002
98,KRISTI HARROWER,MIN,28,0.4,0.9,47.8,0.2,0.4,50.0,0.1,0.3,37.5,0.1,0.4,25.0,0.0,0.3,0.0,0.7,2.1,34.7,2002
99,KRISTIN FOLKL,POR,27,1.0,1.7,60.4,0.5,1.1,48.6,0.4,1.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2002
100,LA'KESHIA FRETT,SAC,28,0.9,1.6,53.8,0.7,1.7,40.7,0.9,2.1,43.9,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,45.5,2002
101,LANEISHEA CAUFIELD,UTA,23,0.1,0.6,20.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,100,-,-,-,1.0,2.0,50.0,2002
102,LAQUANDA QUICK,POR,23,0.5,0.7,75.0,0.4,1.2,33.3,0.9,2.7,32.6,0.3,0.3,100,0.0,0.3,0.0,0.3,1.7,20.0,2002
103,LATONYA JOHNSON,UTA,27,0.3,0.5,50.0,0.1,0.4,33.3,0.2,0.7,22.2,0.3,0.8,33.3,0.3,1.0,33.3,0.4,1.3,30.4,2002
104,LADY GROOMS,SAC,32,1.5,2.8,51.6,0.3,0.8,42.3,0.6,2.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2002
105,LATASHA BYEARS,LAS,29,2.5,3.5,69.6,0.3,0.8,33.3,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
106,LAUREN JACKSON,SEA,22,2.3,4.1,57.0,1.9,5.1,37.3,0.9,3.1,30.2,0.1,0.6,20.0,0.0,0.5,0.0,1.4,3.8,38.1,2002
107,LENAE WILLIAMS,DET,23,0.2,0.4,41.7,0.2,0.5,36.4,0.3,0.9,33.3,0.1,0.7,20.0,0.5,1.0,46.2,0.4,2.3,16.7,2002
108,LINDA FROHLICH,NYL,24,0.0,0.1,0.0,0.1,0.3,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
109,LINDSEY YAMASAKI,MIA,23,0.3,0.4,83.3,0.1,0.2,33.3,0.3,1.1,23.5,0.5,0.7,75.0,0.3,0.3,100,0.7,1.7,41.7,2002
110,LISA HARRISON,PHO,32,0.8,1.2,73.0,0.8,1.5,54.2,2.0,4.7,43.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,40.0,2002
111,LISA LESLIE,LAS,30,3.4,5.9,57.9,1.3,3.5,37.4,1.0,2.5,39.2,0.0,0.0,0.0,0.0,0.3,0.0,0.5,1.4,33.3,2002
112,LUCIENNE BERTHIEU,CLE,25,0.6,1.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,0.0,1.0,0.0,2002
113,LYNN PRIDE,MIN,24,1.0,1.9,51.7,0.5,1.6,33.3,0.3,1.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,10.0,2002
114,MAREN WALSETH,WAS,24,0.2,0.6,36.4,0.1,0.2,33.3,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.2,0.8,25.0,2002
115,MARGO DYDEK,UTA,29,2.4,3.8,63.7,1.2,3.8,32.7,0.9,2.8,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,25.0,2002
116,MARIE FERDINAND-HARRIS,UTA,24,2.6,4.1,63.4,0.8,1.9,38.7,2.0,4.5,44.4,0.0,0.3,0.0,0.0,0.0,0.0,0.2,1.1,16.1,2002
117,MARLIES ASKAMP,LAS,32,0.7,1.2,56.3,0.2,0.5,35.7,0.3,0.7,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2002
118,MERLAKIA JONES,CLE,30,0.7,1.4,48.9,1.2,2.8,42.0,2.5,6.3,39.9,0.1,0.4,16.7,0.0,0.1,0.0,0.5,1.8,30.4,2002
119,MERY ANDRADE,CLE,27,0.3,0.5,64.7,0.1,0.3,25.0,0.5,1.9,26.7,0.0,0.4,0.0,0.1,0.4,25.0,0.2,1.1,21.1,2002
120,MICHELE VAN GORP,MIN,26,0.6,1.0,56.5,0.8,1.6,51.6,0.5,1.3,34.5,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.4,33.3,2002
121,MICHELLE MARCINIAK,SEA,29,0.3,0.8,44.4,0.3,0.8,31.6,0.3,1.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,25.0,2002
122,MICHELLE SNOW,HOU,23,0.6,1.0,57.6,0.4,1.1,38.2,0.4,0.8,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,50.0,2002
123,MONICA MAXWELL,IND,26,0.3,0.6,50.0,0.0,0.2,0.0,0.2,1.0,23.5,0.0,0.4,0.0,0.0,1.0,0.0,0.5,1.1,41.7,2002
124,MONIQUE AMBERS,SAC,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2002
125,MURRIEL PAGE,WAS,27,1.6,2.3,67.6,0.5,1.5,31.9,0.7,2.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,50.0,2002
126,MWADI MABIKA,LAS,26,2.1,3.6,56.9,0.8,1.6,48.1,1.0,3.2,32.7,0.3,0.4,66.7,0.0,0.2,0.0,1.9,5.2,35.9,2002
127,NADINE MALCOLM,IND,27,0.7,1.0,65.5,0.4,1.1,33.3,0.6,1.9,29.1,0.2,0.6,30.0,0.1,0.3,33.3,0.3,1.2,28.6,2002
128,NATALIE WILLIAMS,UTA,32,2.5,4.7,53.8,0.6,1.9,33.3,0.7,2.2,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,41.7,2002
129,NICKY MCCRIMMON,LAS,31,0.2,0.3,70.0,0.0,0.1,0.0,0.3,0.6,45.0,0.1,0.1,100,0.0,0.0,0.0,0.2,1.0,21.4,2002
130,NIELE IVEY,IND,25,0.1,0.3,44.4,0.0,0.1,25.0,0.0,0.3,12.5,0.1,0.4,25.0,0.0,0.3,0.0,0.8,2.0,40.0,2002
131,NIKKI MCCRAY,IND,31,2.1,4.0,52.3,0.6,1.8,32.2,0.8,2.0,38.5,0.0,0.3,0.0,0.2,0.8,25.0,0.6,1.7,36.5,2002
132,NIKKI TEASLEY,LAS,24,0.6,1.1,58.8,0.2,0.6,35.0,0.0,0.4,0.0,0.3,0.7,42.9,0.3,0.5,66.7,1.0,2.7,37.5,2002
133,NYKESHA SALES,ORL,27,2.1,3.3,63.2,0.7,2.2,31.4,0.9,2.7,34.1,0.1,0.3,50.0,0.1,0.2,25.0,1.1,3.5,31.8,2002
134,OKSANA ZAKALUZHNAYA,PHO,25,0.1,0.3,50.0,0.1,0.3,50.0,0.1,0.6,20.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2002
135,OLYMPIA SCOTT,IND,27,2.6,4.1,64.1,0.6,2.1,31.3,0.4,1.2,30.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2002
136,PAIGE SAUER,CLE,25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,2002
137,PENNY TAYLOR,CLE,22,1.6,2.7,58.5,0.7,1.9,39.3,0.8,2.4,35.2,0.1,0.6,25.0,0.3,1.1,30.0,1.0,2.7,35.4,2002
138,POLLYANNA JOHNS KIMBROUGH,MIA,27,2.1,3.4,63.5,0.2,1.2,19.4,0.2,0.3,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
139,QUACY BARNES,PHO,26,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,2002
140,REBECCA LOBO,HOU,29,0.2,0.3,57.1,0.2,0.2,75.0,0.2,0.7,35.7,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.8,50.0,2002
141,RITA WILLIAMS,HOU,27,0.5,1.0,50.0,0.2,0.6,43.8,0.1,1.0,13.8,0.1,0.5,14.3,0.4,0.7,57.1,0.6,2.6,24.1,2002
142,RUSHIA BROWN,CLE,31,0.8,1.5,48.8,0.5,1.2,39.4,0.3,1.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2002
143,RUTH RILEY,MIA,23,1.0,1.5,68.4,1.0,2.5,42.2,0.3,1.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
144,RUTHIE BOLTON,SAC,36,1.5,2.7,54.0,0.3,0.9,36.7,0.8,2.1,35.8,0.4,1.1,33.3,0.4,0.6,75.0,1.1,3.5,31.0,2002
145,SANDY BRONDELLO,MIA,34,0.2,0.5,37.5,0.4,1.1,41.9,2.1,5.8,36.6,0.1,0.4,33.3,0.0,0.4,0.0,0.5,1.5,33.3,2002
146,SEMEKA RANDALL,UTA,24,1.0,2.1,50.0,0.4,1.3,35.1,0.6,1.9,32.7,0.0,0.3,0.0,0.2,0.5,33.3,0.2,0.9,17.6,2002
