,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,A'JA WILSON,LVA,23,2.8,4.2,67.3,1.5,4.7,32.5,1.7,3.7,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
1,AERIAL POWERS,WAS,26,1.1,1.4,76.7,0.7,1.6,44.7,0.4,1.4,27.9,0.3,0.5,46.7,0.0,0.1,33.3,1.1,3.2,35.1,2019
2,ALAINA COATES,ATL,25,0.8,1.3,61.3,0.1,0.5,30.0,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
3,ALANA BEARD,LAS,38,0.3,0.6,55.6,0.2,0.4,42.9,0.8,1.8,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,20.0,2019
4,ALANNA SMITH,PHO,23,0.2,0.6,30.0,0.1,0.6,9.1,0.1,0.1,100.0,0.0,0.0,0.0,0.2,0.2,100,0.1,0.9,5.9,2019
5,ALEX BENTLEY,ATL,29,0.4,0.9,44.0,0.3,1.0,26.7,1.7,4.6,36.4,0.0,0.1,33.3,0.0,0.1,0.0,1.1,4.4,24.0,2019
6,ALEXIS JONES,LAS,26,0.4,0.6,66.7,0.3,0.6,41.7,0.2,0.7,30.8,0.1,0.1,100,0.0,0.0,0.0,0.5,1.7,31.3,2019
7,ALLIE QUIGLEY,CHI,34,0.6,0.9,68.8,0.6,1.2,51.2,1.4,2.7,51.6,0.2,0.4,54.5,0.1,0.3,33.3,2.1,4.7,44.1,2019
8,ALLISHA GRAY,DAL,25,1.4,2.0,69.1,0.8,1.9,41.5,0.3,1.1,27.0,0.1,0.1,50.0,0.0,0.1,50.0,0.9,2.3,38.0,2019
9,ALYSHA CLARK,SEA,32,1.1,1.6,68.6,0.4,1.4,27.9,0.5,1.2,43.2,0.2,0.2,83.3,0.0,0.1,33.3,1.5,3.1,46.4,2019
10,ALYSSA THOMAS,CON,28,3.2,4.9,66.7,1.6,4.6,35.3,0.1,0.3,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
11,AMANDA ZAHUI B,NYL,26,1.4,1.9,71.7,0.6,1.5,38.9,0.5,0.9,54.5,0.0,0.0,0.0,0.1,0.1,100,0.8,2.8,29.9,2019
12,ANRIEL HOWARD,SEA,23,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,2019
13,ARICA CARTER,PHO,23,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2019
14,ARIEL ATKINS,WAS,23,0.7,1.0,68.8,0.5,1.2,39.0,1.0,2.4,42.5,0.3,0.5,46.7,0.2,0.3,71.4,1.2,3.6,32.5,2019
15,ARIKE OGUNBOWALE,DAL,23,1.6,3.0,54.1,1.4,3.6,39.8,1.7,5.2,32.9,0.0,0.1,25.0,0.0,0.0,100,1.7,4.8,35.0,2019
16,ASHLEY WALKER,LAS,33,0.3,1.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2019
17,ASIA (AD) DURR,NYL,23,1.4,1.8,78.8,0.9,1.8,51.5,0.7,1.9,37.1,0.1,0.4,33.3,0.1,0.3,40.0,0.6,2.2,27.5,2019
