,Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%,Year
0,A'JA WILSON,LVA,24,2.9,3.9,75.3,2.7,6.3,42.4,2.0,5.5,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
1,AERIAL POWERS,WAS,27,0.8,0.8,100,1.5,2.7,56.3,1.5,3.7,40.9,0.0,0.3,0.0,0.0,0.2,0.0,1.5,3.8,39.1,2020
2,ALAINA COATES,WAS,26,0.8,1.0,75.0,0.1,0.6,18.2,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
3,ALANNA SMITH,PHO,24,1.1,1.5,69.0,0.4,1.1,40.0,0.3,0.5,50.0,0.1,0.1,100,0.0,0.0,0.0,0.5,2.2,21.4,2020
4,ALEXIS JONES,ATL,27,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.2,36.8,2020
5,ALEXIS PRINCE,CHI,27,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.5,0.0,-,-,-,-,-,-,1.0,1.5,66.7,2020
6,ALISIA JENKINS,PHO,27,0.0,0.3,0.0,0.2,0.4,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2020
7,ALLIE QUIGLEY,CHI,35,0.5,0.6,78.6,1.0,2.0,46.7,2.3,4.4,53.1,0.2,0.3,50.0,0.1,0.1,100,1.9,5.7,33.6,2020
8,ALLISHA GRAY,DAL,26,1.6,2.0,82.1,1.3,3.0,44.1,0.4,1.4,29.6,0.1,0.1,50.0,0.1,0.1,50.0,1.2,3.4,34.3,2020
9,ALYSHA CLARK,SEA,33,1.2,1.5,76.5,0.7,1.5,46.9,0.3,0.6,42.9,0.2,0.3,71.4,0.0,0.0,0.0,1.4,2.7,50.0,2020
10,ALYSSA THOMAS,CON,29,2.7,4.1,65.1,2.8,6.8,41.3,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
11,AMANDA ZAHUI B,NYL,27,0.9,1.3,64.3,0.3,1.1,26.1,0.4,1.7,21.2,0.0,0.1,0.0,0.0,0.0,0.0,1.6,4.7,34.3,2020
12,ANGEL MCCOUGHTRY,LVA,34,1.9,2.8,68.9,1.6,3.2,50.0,1.1,2.8,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,47.1,2020
13,ARIEL ATKINS,WAS,24,0.6,0.9,70.0,0.5,1.5,33.3,1.9,4.1,45.1,0.2,0.4,42.9,0.0,0.0,0.0,1.9,4.5,41.4,2020
14,ARIKE OGUNBOWALE,DAL,24,1.8,2.4,75.5,2.0,5.0,40.5,1.8,5.1,35.4,0.0,0.1,0.0,0.0,0.1,0.0,2.2,6.3,34.8,2020
15,ASTOU NDOUR-FALL,DAL,26,0.8,0.8,100,0.2,0.6,37.5,0.2,1.2,13.3,0.1,0.1,100,0.0,0.0,0.0,0.4,1.8,20.8,2020
16,AVERY WARLEY-TALBERT,LVA,34,1.0,1.7,60.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,2020
17,AZURÁ STEVENS,CHI,25,1.9,2.3,83.3,0.8,2.0,42.3,0.6,1.8,34.8,0.3,0.3,100,0.1,0.2,50.0,0.8,2.6,32.4,2020
18,BEATRICE MOMPREMIER,CON,24,0.6,1.0,55.0,0.2,0.7,33.3,0.2,0.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
19,BELLA ALARIE,DAL,23,0.6,1.0,61.9,0.4,1.2,29.6,0.1,0.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.7,2020
20,BETNIJAH LANEY-HAMILTON,ATL,27,2.2,2.8,77.4,1.6,3.4,46.7,1.4,3.9,34.9,0.1,0.4,12.5,0.1,0.1,50.0,1.3,2.9,44.4,2020
21,BLAKE DIETRICK,ATL,27,0.5,0.8,61.1,0.4,0.8,52.9,0.1,0.5,27.3,0.1,0.1,50.0,0.0,0.0,0.0,1.1,2.5,44.6,2020
22,BREANNA STEWART,SEA,26,2.2,3.0,74.6,1.6,3.6,43.7,1.2,3.5,32.9,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.8,36.8,2020
23,BRIA HARTLEY,PHO,28,1.2,1.8,65.2,1.2,2.4,51.6,0.8,2.9,26.3,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.9,39.1,2020
24,BRIA HOLMES,CON,27,0.6,1.2,50.0,0.6,1.8,33.3,0.2,0.7,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,33.3,2020
25,BRIANN JANUARY,CON,34,0.1,0.4,20.0,0.0,0.7,0.0,0.8,2.4,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,36.7,2020
26,BRIANNA TURNER,PHO,24,1.9,3.0,62.7,1.0,1.6,58.3,0.1,0.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
27,BRIDGET CARLETON,MIN,24,0.5,0.7,73.3,0.5,1.1,48.0,0.4,0.8,56.3,0.2,0.3,60.0,0.0,0.1,0.0,0.8,1.8,45.0,2020
28,BRIONNA JONES,CON,25,3.2,4.6,69.8,1.0,1.6,63.6,0.4,1.5,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2020
29,BRITTANY BREWER,ATL,23,0.3,0.3,100,0.0,0.0,0.0,0.3,0.5,50.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2020
30,BRITTNEY GRINER,PHO,30,2.4,3.7,65.9,3.4,7.7,44.6,1.4,3.2,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
31,BRITTNEY SYKES,LAS,27,1.2,1.9,66.7,0.8,1.5,54.8,0.7,1.5,45.2,0.2,0.4,50.0,0.1,0.2,33.3,0.6,1.9,30.0,2020
32,CANDACE PARKER,LAS,35,2.9,3.9,74.4,1.4,3.4,41.9,0.5,1.6,28.6,0.1,0.2,66.7,0.0,0.0,0.0,0.8,2.0,38.6,2020
33,CANDICE DUPREE,IND,36,1.2,1.7,71.1,1.5,3.1,49.3,2.4,5.7,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,16.7,2020
