game_clock,description,location_x,location_y,event_type,opp_player_id,player_id,sec_player_id,team_id,home_score,away_score,points,period
10:00,Start Period,0,-80,12,,0,,0,0,0,0,1
09:57,Jump Ball Griner vs Hamby (Cloud gains possession),0,-80,10,204324,203398,204333,1611661317,0,0,0,1
09:53,[LAS] Jackson Foul: Personal (1 PF),143,248,6,1627674,1642288,1641525,1611661320,0,0,0,1
09:41,[PHO] Cloud Turnover : Bad Pass (1 TO) Steal:Nurse (1 ST),-225,20,5,1628915,204333,,1611661317,0,0,0,1
09:33,[LAS] Hamby Turnaround Hook Shot: Missed,-3,70,2,,204324,,1611661320,0,0,0,1
09:29,[PHO] Allen Rebound (Off:0 Def:1),-3,70,4,,204296,,1611661317,0,0,0,1
09:22,[PHO] Griner Jump Shot: Missed,146,101,2,,203398,,1611661317,0,0,0,1
09:19,[LAS] Hamby Rebound (Off:0 Def:1),146,101,4,,204324,,1611661320,0,0,0,1
08:57,[LAS 2-0] Talbot Cutting Layup Shot: Made (2 PTS) Assist: McDonald (1 AST),12,-3,1,,203855,1630462,1611661320,0,2,2,1
08:43,[PHO 3-2] Taurasi 3pt Shot: Made (3 PTS) Assist: Griner (1 AST),-134,221,1,,100940,203398,1611661317,3,2,3,1
08:26,[LAS 5-3] Jackson 3pt Shot: Made (3 PTS) Assist: Hamby (1 AST),-198,157,1,,1642288,204324,1611661320,3,5,3,1
08:14,[PHO 5-5] Copper Pullup Jump shot: Made (2 PTS),-39,165,1,,1627674,,1611661317,5,5,2,1
07:55,[LAS 7-5] Hamby Layup Shot: Made (2 PTS) Assist: McDonald (2 AST),22,18,1,,204324,1630462,1611661320,5,7,2,1
07:51,Stoppage: Out-of-Bounds,0,-80,20,,0,,0,5,7,0,1
07:43,[PHO 7-7] Griner Turnaround Jump Shot: Made (2 PTS) Assist: Taurasi (1 AST),-74,24,1,,203398,100940,1611661317,7,7,2,1
07:31,[LAS 10-7] Hamby 3pt Shot: Made (5 PTS) Assist: McDonald (3 AST),-132,209,1,,204324,1630462,1611661320,7,10,3,1
07:16,[PHO 9-10] Copper Driving Layup Shot: Made (4 PTS),-11,-2,1,,1627674,,1611661317,9,10,2,1
07:02,[LAS] McDonald Turnover : Lost Ball (1 TO) Steal:Copper (1 ST),150,191,5,1627674,1630462,,1611661320,9,10,0,1
06:55,[PHO 12-10] Taurasi 3pt Shot: Made (6 PTS) Assist: Allen (1 AST),-67,228,1,,100940,204296,1611661317,12,10,3,1
06:31,[LAS 13-12] Hamby 3pt Shot: Made (8 PTS) Assist: McDonald (4 AST),-154,184,1,,204324,1630462,1611661320,12,13,3,1
06:22,[PHO] Allen 3pt Shot: Missed,237,43,2,,204296,,1611661317,12,13,0,1
06:19,[LAS] Jackson Rebound (Off:0 Def:1),237,43,4,,1642288,,1611661320,12,13,0,1
06:13,[LAS] Nurse Pullup Jump shot: Missed,-109,164,2,,1628915,,1611661320,12,13,0,1
06:09,[PHO] Taurasi Rebound (Off:0 Def:1),-109,164,4,,100940,,1611661317,12,13,0,1
06:02,[PHO] Griner Turnover : Lost Ball (1 TO) Steal:McDonald (1 ST),17,15,5,1630462,203398,,1611661317,12,13,0,1
05:58,[LAS] Nurse Turnover : Out of Bounds Lost Ball Turnover (1 TO),-131,44,5,,1628915,1641525,1611661320,12,13,0,1
05:43,[PHO 14-13] Griner Cutting Layup Shot: Made (4 PTS) Assist: Taurasi (2 AST),-24,8,1,,203398,100940,1611661317,14,13,2,1
05:20,[PHO] Taurasi Foul: Personal (1 PF),-62,141,6,203855,100940,100698,1611661317,14,13,0,1
05:15,[LAS 16-14] Nurse 3pt Shot: Made (3 PTS) Assist: McDonald (5 AST),228,59,1,,1628915,1630462,1611661320,14,16,3,1
05:01,[PHO] Taurasi Foul: Offensive (2 PF),-50,255,6,1628915,100940,1641525,1611661317,14,16,0,1
05:01,[PHO] Taurasi Turnover : Offensive Foul Turnover (1 TO),-50,255,5,,100940,1641525,1611661317,14,16,0,1
05:01,[LAS] Hamby Substitution replaced by Yueru,0,-80,8,,204324,1629574,1611661320,14,16,0,1
05:01,[PHO] Taurasi Substitution replaced by Cunningham,0,-80,8,,100940,1629482,1611661317,14,16,0,1
05:01,[PHO] Griner Substitution replaced by Mack,0,-80,8,,203398,1630442,1611661317,14,16,0,1
04:51,[LAS 18-14] Jackson Driving Layup Shot: Made (5 PTS),12,10,1,,1642288,,1611661320,14,18,2,1
04:51,Timeout : Regular,0,-80,9,,1611661317,,1611661317,14,18,0,1
04:35,[PHO] Copper Pullup Jump shot: Missed Block: Yueru (1 BLK),102,162,2,1629574,1627674,,1611661317,14,18,0,1
04:34,[PHO] Mack Rebound (Off:1 Def:0),102,162,4,,1630442,,1611661317,14,18,0,1
04:30,[PHO] Copper 3pt Shot: Missed,178,154,2,,1627674,,1611661317,14,18,0,1
04:29,[PHO] Allen Rebound (Off:1 Def:1),178,154,4,,204296,,1611661317,14,18,0,1
04:23,[PHO 17-18] Cunningham 3pt Shot: Made (3 PTS) Assist: Cloud (1 AST),-238,-23,1,,1629482,204333,1611661317,17,18,3,1
04:06,[LAS] McDonald 3pt Shot: Missed,-129,214,2,,1630462,,1611661320,17,18,0,1
04:02,[PHO] Copper Rebound (Off:0 Def:1),-129,214,4,,1627674,,1611661317,17,18,0,1
03:56,[LAS] McDonald Foul: Shooting (1 PF) (2 FTA),26,25,6,1627674,1630462,1641525,1611661320,17,18,0,1
03:56,[PHO 18-18] Copper Free Throw 1 of 2 (5 PTS),0,-80,3,,1627674,,1611661317,18,18,1,1
