Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes
DEBBIE BLACK,MIA,32,25.6,84.4,88.5,26.4,1.96,30.9,3.1,10.5,6.6,15.8,41.0,45.1,13.5,819.2
EDWINA BROWN,DET,32,19.5,92.9,95.8,20.5,1.06,20.7,6.2,9.3,7.7,19.6,35.8,46.0,19.6,624.0
ELENA TORNIKIDOU,DET,32,27.1,94.2,100.7,17.7,1.21,18.9,5.1,9.0,7.0,15.7,50.8,58.5,18.1,867.2
JANETH ARCAIN,HOU,32,30.5,110.3,88.5,10.2,1.13,16.3,4.5,9.0,6.9,14.4,48.7,52.6,15.4,976.0
JENNIFER RIZZOTTI,HOU,32,13.6,103.1,89.5,17.2,1.69,34.1,1.7,7.1,4.6,20.2,49.1,50.9,9.4,435.2
KATIE SMITH,MIN,32,37.4,96.8,94.8,17.5,1.18,12.4,2.7,6.5,4.5,10.5,51.2,57.8,26.2,1196.8
KATRINA COLLETON,MIA,32,27.3,83.9,89.5,14.6,0.77,11.3,1.8,6.9,4.1,14.7,36.0,40.8,22.2,873.6
KEDRA HOLLAND-CORN,SAC,32,29.3,101.0,93.2,15.1,1.09,18.5,3.1,4.9,4.0,16.9,52.6,55.3,17.4,937.6
KEITHA DICKERSON,MIN,32,24.7,92.8,93.7,14.1,0.84,20.2,4.4,16.9,10.4,24.0,38.0,43.9,14.1,790.4
KRISTIN FOLKL,MIN,32,26.4,94.7,94.5,16.0,1.34,19.0,5.1,16.6,10.6,14.2,46.1,52.1,16.5,844.8
LATASHA BYEARS,SAC,32,16.3,104.4,95.2,7.4,0.60,9.5,9.0,17.8,13.3,15.8,52.8,55.0,17.8,521.6
LISA LESLIE,LAS,32,32.1,102.3,88.6,12.0,0.58,8.8,8.0,22.8,15.7,15.1,46.6,54.8,28.3,1027.2
LYNN PRIDE,POR,32,14.5,88.9,94.7,17.6,1.21,19.0,5.2,9.2,7.2,15.7,36.0,41.8,17.0,464.0
MARGO DYDEK,UTA,32,24.2,97.7,95.6,12.2,0.62,12.2,4.2,19.1,12.0,19.7,44.9,52.3,21.1,774.4
MARLA BRUMFIELD,MIN,32,19.1,95.2,96.2,12.5,1.05,20.9,4.0,7.8,5.8,19.9,47.0,51.9,12.2,611.2
MARLIES ASKAMP,MIA,32,27.2,84.4,85.3,8.2,0.59,8.5,11.9,18.9,15.2,14.3,40.9,48.2,18.0,870.4
MERLAKIA JONES,CLE,32,28.6,96.0,94.9,14.3,1.05,13.5,6.8,11.1,8.9,12.8,49.7,51.1,20.8,915.2
MERY ANDRADE,CLE,32,23.8,103.3,89.0,17.5,1.20,20.4,5.0,10.7,7.7,17.0,50.5,56.0,18.2,761.6
MICHELLE MARCINIAK,POR,32,16.7,88.6,97.5,26.9,1.09,22.3,2.2,9.5,5.9,20.5,43.5,47.3,21.7,534.4
MILENA FLORES,MIA,32,14.8,83.4,96.8,25.5,1.02,21.3,1.2,4.4,2.6,20.9,38.4,42.9,17.5,473.6
MONICA MAXWELL,IND,32,32.1,96.8,101.2,11.8,0.98,14.3,4.5,13.5,9.0,14.5,49.5,53.5,17.8,1027.2
MURRIEL PAGE,WAS,32,32.7,98.4,99.1,11.4,1.02,16.5,9.2,14.3,11.8,16.3,59.0,59.8,15.2,1046.4
MWADI MABIKA,LAS,32,29.4,102.0,86.8,19.0,1.92,18.7,5.2,14.3,9.9,9.7,47.9,52.7,20.8,940.8
NICKY MCCRIMMON,LAS,32,15.3,94.0,94.1,24.2,1.35,33.0,2.1,5.0,3.6,24.4,61.0,60.7,12.5,489.6
NIKKI MCCRAY,WAS,32,32.7,98.3,97.8,16.3,0.96,13.6,2.5,3.7,3.1,14.2,49.9,55.3,25.4,1046.4
NYKESHA SALES,ORL,32,29.9,97.3,99.7,14.3,1.05,12.7,4.9,10.6,7.8,12.1,49.9,51.6,23.4,956.8
RITA WILLIAMS,IND,32,31.7,94.5,99.4,19.8,1.46,20.5,2.5,8.3,5.4,14.0,49.8,54.7,18.8,1014.4
SHANNON JOHNSON,ORL,32,34.4,99.7,97.7,27.9,1.71,26.7,5.4,10.3,7.8,15.6,44.6,51.3,20.5,1100.8
SONJA HENNING,SEA,32,30.7,80.2,95.8,18.3,1.46,25.2,2.5,8.4,5.3,17.2,43.4,47.2,12.3,982.4
SOPHIA WITHERSPOON,POR,32,33.2,91.2,97.2,15.4,0.77,10.0,2.4,8.8,5.6,13.0,45.0,51.7,26.9,1062.4
STACEY THOMAS,POR,32,27.0,88.7,93.5,23.4,1.49,27.4,6.2,10.3,8.2,18.5,36.5,41.7,14.7,864.0
STEPHANIE WHITE,IND,32,19.8,97.6,94.3,17.0,1.21,18.4,2.7,7.8,5.4,15.2,47.9,56.4,19.4,633.6
SUE WICKS,NYL,32,21.2,99.7,86.6,6.0,0.42,8.7,8.3,16.4,12.4,20.7,38.8,45.8,16.2,678.4
SUZIE MCCONNELL SERIO,CLE,32,21.4,97.7,96.6,29.9,1.73,35.0,1.6,7.0,4.3,20.2,54.0,56.4,15.3,684.8
TAJ MCWILLIAMS-FRANKLIN,ORL,32,33.3,98.4,98.2,10.3,0.67,10.8,9.2,15.5,12.4,16.2,53.1,56.6,20.5,1065.6
TAMIKA WHITMORE,NYL,32,21.5,95.9,90.4,6.1,0.38,5.5,6.2,11.8,9.1,14.6,43.1,47.8,25.3,688.0
TANGELA SMITH,SAC,32,28.9,99.9,95.0,9.4,0.72,8.7,7.1,13.6,10.4,12.1,47.4,49.6,22.6,924.8
TERESA WEATHERSPOON,NYL,32,33.7,97.0,89.7,33.9,2.37,42.4,1.7,9.8,5.8,17.9,47.4,54.3,12.9,1078.4
TIFFANY TRAVIS,CHA,32,18.0,94.7,106.5,9.0,0.81,11.4,4.8,12.1,8.3,14.0,48.1,50.8,17.1,576.0
TINA THOMPSON,HOU,32,34.0,110.6,90.5,8.3,0.57,8.1,7.7,17.3,12.9,14.1,53.7,58.6,24.8,1088.0
TONYA EDWARDS,PHO,32,28.9,101.1,93.1,12.1,0.92,12.5,2.5,7.2,4.9,13.5,43.5,49.4,21.9,924.8
TULLY BEVILAQUA,POR,32,24.9,91.3,94.9,21.3,1.35,29.5,2.7,11.3,6.8,21.9,43.3,53.2,12.5,796.8
UKARI FIGGS,LAS,32,25.0,103.0,86.1,26.2,2.95,35.9,1.9,5.0,3.5,12.1,52.6,59.2,13.1,800.0
VANESSA NYGAARD,POR,32,26.4,89.2,96.7,7.5,0.79,9.9,6.4,10.0,8.1,12.6,50.7,54.3,15.0,844.8
VICKY BULLETT,WAS,32,34.2,97.1,98.0,7.3,0.72,9.9,6.7,12.9,9.8,13.7,50.5,53.2,17.1,1094.4
WENDY PALMER,DET,32,28.6,96.0,101.2,8.8,0.60,7.2,7.9,18.5,13.1,12.1,46.4,51.0,24.6,915.2
YOLANDA GRIFFITH,SAC,32,32.1,102.4,92.9,9.2,0.57,8.2,14.8,19.5,17.1,14.2,53.5,58.6,23.7,1027.2
ALICIA THOMPSON,IND,31,25.6,97.5,102.0,10.5,0.77,11.1,7.3,15.9,11.7,14.4,54.9,56.7,20.0,793.6
ANN WAUTERS,CLE,31,18.5,93.7,85.4,12.7,0.56,12.9,9.2,16.3,12.8,23.1,51.7,56.5,19.7,573.5
CARLA MCGHEE,ORL,31,12.6,91.5,93.2,10.3,0.75,14.0,7.4,10.6,8.9,18.7,36.1,43.4,15.6,390.59999999999997
CLARISSE MACHANGUANA,LAS,31,13.6,95.2,92.6,8.0,0.95,13.6,5.3,12.5,9.1,14.4,57.8,58.5,12.5,421.59999999999997
CYNTHIA COOPER,HOU,31,35.0,109.9,90.5,27.4,1.58,21.6,1.9,6.6,4.4,13.7,51.4,59.0,25.5,1085.0
HELEN DARLING,CLE,31,17.6,93.4,86.5,21.7,0.97,20.3,4.5,9.4,6.7,20.9,35.6,43.5,20.9,545.6
KARA WOLTERS,IND,31,25.6,97.7,99.9,10.6,0.53,9.3,6.9,17.3,12.1,17.4,56.1,60.1,23.4,793.6
KORIE HLEDE,UTA,31,28.0,100.2,99.4,19.0,1.21,20.0,3.3,8.1,5.9,16.6,50.2,53.6,19.3,868.0
LISA HARRISON,PHO,31,23.9,102.7,95.3,9.1,1.64,15.9,6.4,12.9,9.7,9.7,55.0,58.6,13.0,740.9
QUACY BARNES,SEA,31,22.7,79.4,95.1,12.6,0.53,9.9,4.4,10.1,7.1,18.7,42.0,44.0,21.7,703.6999999999999
SHANTIA OWENS,MIA,31,19.6,80.1,96.7,8.5,0.39,9.1,8.4,10.2,9.2,23.3,38.9,42.3,17.1,607.6
SHERI SAM,MIA,31,29.1,85.4,89.9,20.6,0.89,11.7,4.7,12.8,8.5,13.1,43.3,46.7,27.6,902.1
SHERYL SWOOPES,HOU,31,35.2,110.2,89.1,22.7,1.45,15.9,4.5,14.9,10.2,10.9,54.1,58.7,28.4,1091.2
SYLVIA CRAWLEY,POR,31,30.0,90.8,93.6,8.6,0.39,7.3,7.8,14.5,11.2,18.8,48.0,52.1,22.0,930.0
TAMECKA DIXON,LAS,31,28.4,102.1,87.1,20.2,1.60,19.9,4.3,8.0,6.3,12.4,47.4,52.0,20.5,880.4
TARI PHILLIPS,NYL,31,31.6,96.1,91.4,6.5,0.33,5.2,10.0,18.8,14.4,15.9,47.0,50.7,25.6,979.6
TAUSHA MILLS,WAS,31,9.6,91.7,96.9,6.5,0.24,5.1,15.4,15.5,15.4,21.0,43.8,51.0,26.7,297.59999999999997
TIFFANI JOHNSON,HOU,31,22.2,106.7,86.0,2.3,0.59,6.7,10.4,13.4,12.0,11.3,48.0,53.7,9.9,688.1999999999999
VICKI HALL,CLE,31,17.8,91.7,94.2,8.9,0.96,10.9,5.0,14.6,9.6,11.4,40.1,43.0,17.4,551.8000000000001
VICKIE JOHNSON,NYL,31,33.0,95.9,88.8,16.1,1.35,15.7,4.7,10.6,7.8,11.6,48.3,53.2,20.5,1023.0
CHARLOTTE SMITH,CHA,30,21.9,93.4,100.5,15.9,1.15,20.1,5.0,13.3,9.1,17.6,42.8,45.9,16.2,657.0
CLAUDIA NEVES,DET,30,21.1,94.4,102.6,16.4,1.05,19.9,1.4,4.8,3.1,18.9,46.4,49.9,16.6,633.0
DEMYA WALKER,POR,30,10.3,87.8,94.1,12.9,0.54,11.6,9.7,6.9,8.4,21.3,39.8,42.3,21.1,309.0
GRACE DALEY,MIN,30,19.2,95.9,96.6,19.9,1.14,20.0,6.3,8.1,7.2,17.5,44.6,49.3,19.1,576.0
JENNIFER GILLOM,PHO,30,27.5,100.8,94.7,11.8,0.76,9.6,4.5,11.8,8.2,12.6,46.3,51.3,25.7,825.0
KEISHA ANDERSON,WAS,30,14.5,98.3,96.3,27.9,1.60,37.9,3.4,9.3,6.4,23.7,44.9,49.4,13.7,435.0
LADY GROOMS,SAC,30,13.3,98.4,97.2,5.9,0.62,8.6,7.8,4.8,6.3,13.9,44.3,54.0,16.3,399.0
MAYLANA MARTIN,MIN,30,15.3,91.4,91.2,9.3,0.72,11.5,6.3,10.0,8.2,15.8,47.9,50.0,16.9,459.0
RHONDA MAPP,CHA,30,28.5,97.1,103.9,15.0,1.08,13.8,7.9,18.9,13.4,12.7,47.3,52.7,22.2,855.0
RUSHIA BROWN,CLE,30,22.2,101.2,89.0,12.8,0.75,13.5,9.5,13.3,11.3,17.9,51.9,58.6,19.9,666.0
TICHA PENICHEIRO,SAC,30,31.2,102.4,93.5,41.0,3.32,43.6,1.3,9.2,5.2,13.1,39.5,44.8,15.1,936.0
ADRIENNE GOODSON,UTA,29,32.1,101.3,100.6,15.4,0.85,11.0,8.3,10.9,9.6,13.0,48.9,52.5,27.0,930.9000000000001
CASS BAUER-BILODEAU,CHA,29,13.7,89.9,107.4,6.6,0.50,11.3,5.6,10.5,8.0,22.6,40.3,46.8,13.2,397.29999999999995
DANIELLE MCCULLEY,IND,29,15.8,90.3,95.0,10.2,0.51,7.9,10.7,8.9,9.8,15.5,42.2,48.4,22.6,458.20000000000005
GORDANA GRUBIN,IND,29,24.7,95.4,105.0,17.9,1.05,16.6,3.1,9.2,6.0,15.8,43.5,46.6,21.2,716.3
JOY HOLMES,DET,29,9.3,98.8,98.3,9.7,0.88,12.4,6.8,11.0,8.9,14.2,50.0,54.7,16.3,269.70000000000005
KATE STARBIRD,UTA,29,11.6,95.8,101.6,17.9,1.03,16.0,3.8,7.0,5.4,15.5,38.1,45.9,20.1,336.4
KATY STEDING,SAC,29,10.7,100.9,96.9,8.1,0.82,10.9,3.8,10.3,6.9,13.2,46.8,46.4,16.6,310.29999999999995
LATONYA JOHNSON,UTA,29,16.5,98.6,101.2,10.4,0.76,12.4,3.3,8.9,6.1,16.3,45.0,48.7,16.9,478.5
MARKITA ALDRIDGE,WAS,29,9.3,89.3,98.5,20.6,1.04,23.5,3.6,6.3,5.0,22.7,51.9,49.5,16.4,269.70000000000005
NATALIE WILLIAMS,UTA,29,35.9,101.6,102.6,9.5,0.65,8.5,14.1,21.3,17.8,13.2,49.5,58.3,23.7,1041.1
RUTHIE BOLTON,SAC,29,29.8,101.6,93.5,12.2,1.27,11.2,5.0,8.1,6.5,8.8,42.9,46.9,23.6,864.2
SIMONE EDWARDS,SEA,29,22.2,80.8,95.4,8.9,0.50,7.7,6.6,13.9,10.0,15.5,45.6,49.7,20.4,643.8
SUMMER ERB,CHA,29,9.5,87.2,95.5,8.1,0.59,8.4,10.1,14.1,12.1,14.3,43.8,50.0,18.2,275.5
TAMMY JACKSON,HOU,29,11.7,105.4,89.7,5.7,0.46,10.9,6.6,13.3,10.3,23.8,57.4,57.7,12.8,339.29999999999995
TRACY REID,CHA,29,21.4,94.5,103.8,9.4,0.57,9.9,8.1,9.8,8.9,17.5,47.8,49.8,20.0,620.5999999999999
ADRIAN WILLIAMS-STRONG,PHO,28,12.6,90.9,92.1,9.1,0.55,11.9,7.8,14.6,11.3,21.5,40.3,44.0,16.2,352.8
DOMINIQUE CANTY,DET,28,27.9,96.0,100.1,18.6,1.61,20.6,4.3,5.7,5.0,12.8,40.9,49.3,18.4,781.1999999999999
KATE PAYE,MIN,28,14.5,89.9,97.0,17.3,1.36,29.7,0.9,7.8,4.4,21.9,43.1,45.2,11.0,406.0
KISHA FORD,MIA,28,15.1,80.6,88.3,14.1,0.78,11.5,7.4,8.7,8.0,14.8,31.0,37.8,18.0,422.8
MICHELE VAN GORP,POR,28,7.1,85.0,93.5,5.8,0.17,4.9,8.5,14.1,11.3,29.4,50.0,52.8,21.7,198.79999999999998
MICHELLE BROGAN,PHO,28,26.0,101.9,91.9,12.6,1.36,18.9,6.5,11.3,8.9,13.9,54.0,61.4,14.4,728.0
OLYMPIA SCOTT,DET,28,13.2,92.9,92.9,14.1,0.64,15.7,8.5,15.2,11.9,24.7,41.6,46.9,17.9,369.59999999999997
ANNA DEFORGE,DET,27,16.1,97.7,99.0,17.7,1.42,21.3,2.3,9.3,5.8,14.9,47.6,51.8,17.6,434.70000000000005
CRYSTAL ROBINSON,NYL,27,26.8,97.1,89.5,13.5,1.45,16.2,4.3,6.5,5.4,11.1,51.7,55.2,17.6,723.6
DALMA IVANYI,UTA,27,18.1,93.6,94.6,22.3,1.26,28.4,2.6,8.6,5.7,22.5,37.5,42.9,14.4,488.70000000000005
JURGITA STREIMIKYTE,IND,27,15.6,93.9,95.3,22.7,1.38,21.1,6.4,12.8,9.5,15.3,40.2,45.7,19.2,421.2
E.C. HILL,CHA,26,8.2,84.6,110.0,14.0,0.56,14.4,4.0,9.2,6.3,25.8,33.0,33.5,19.1,213.2
JAMIE REDD,SEA,26,14.8,80.5,97.2,10.9,0.46,8.4,5.3,8.9,7.0,18.3,46.4,50.0,22.7,384.8
KRISTEN RASMUSSEN,MIA,26,17.7,90.0,83.7,13.6,0.93,14.9,9.4,13.8,11.3,16.0,36.0,49.2,16.1,460.2
STACY CLINESMITH,SAC,26,11.1,99.4,93.8,26.9,1.96,35.3,2.6,7.9,5.3,18.0,45.6,51.2,13.6,288.59999999999997
TARA WILLIAMS,POR,26,6.7,94.0,102.7,14.1,1.30,13.5,3.1,7.7,5.4,10.4,55.1,55.2,20.7,174.20000000000002
AMY HERRIG,UTA,25,13.7,102.2,99.8,11.5,0.69,14.4,9.3,10.6,9.9,20.9,48.0,51.3,16.1,342.5
CHANTEL TREMITIERE,IND,25,12.7,100.7,89.5,27.7,1.76,36.7,2.3,9.0,5.7,20.9,39.2,43.1,13.5,317.5
COQUESE WASHINGTON,HOU,25,9.4,100.0,91.3,17.6,1.26,27.9,1.6,7.3,4.7,22.1,40.9,51.4,12.7,235.0
JESSIE HICKS,ORL,25,6.1,82.2,111.5,5.4,0.24,6.9,9.0,10.5,9.7,29.3,43.5,53.1,16.2,152.5
LA'KESHIA FRETT,LAS,25,7.5,88.1,104.1,5.9,0.46,7.7,4.3,9.0,6.6,16.7,27.5,34.5,17.2,187.5
TIFFANY MCCAIN,ORL,25,8.5,90.9,89.4,4.9,0.56,6.9,1.0,4.1,2.6,12.5,35.7,44.8,14.4,212.5
MICHELLE CLEARY,PHO,24,21.1,101.5,93.7,24.5,5.36,50.7,3.0,5.0,4.1,9.5,43.5,51.0,7.1,506.40000000000003
SHARON MANNING,MIA,24,16.7,81.1,91.2,11.3,0.44,10.7,11.6,19.9,15.4,24.5,48.4,49.8,17.9,400.79999999999995
TRICIA BADER BINFORD,CLE,24,7.6,89.6,96.1,24.1,1.62,26.3,1.2,5.3,3.1,16.3,39.5,42.7,15.3,182.39999999999998
ANDREA NAGY,WAS,23,30.1,95.0,97.5,28.6,2.15,44.5,1.8,8.6,5.3,20.8,48.1,53.6,10.4,692.3000000000001
KAMILA VODICHKOVA,SEA,23,21.2,81.4,98.9,11.6,0.39,7.7,6.2,18.0,11.6,19.9,40.9,48.7,26.1,487.59999999999997
MARINA FERRAGUT,NYL,23,6.8,94.7,104.2,5.1,0.36,5.8,3.3,8.7,6.3,15.9,46.2,46.4,20.4,156.4
MICHELLE EDWARDS,SEA,23,20.5,84.4,95.5,19.5,0.98,16.3,1.6,7.9,4.5,16.7,37.9,41.3,22.3,471.5
OKSANA ZAKALUZHNAYA,DET,23,11.3,97.2,97.0,1.4,0.11,2.0,6.1,13.7,9.7,19.2,54.1,57.2,16.5,259.90000000000003
STACEY LOVELACE,SEA,23,14.1,82.0,95.3,11.9,0.46,9.5,6.6,14.3,10.3,20.7,35.9,42.4,22.9,324.3
AMAYA VALDEMORO,HOU,22,7.8,98.7,87.8,14.3,1.00,14.6,2.0,10.5,6.6,14.6,42.5,45.5,20.5,171.6
ANGIE BRAZIEL,CHA,22,9.2,86.4,97.8,4.8,0.29,6.3,8.4,10.5,9.4,21.5,38.8,44.5,17.3,202.39999999999998
JAMIE CASSIDY,MIA,22,8.0,79.5,103.3,13.4,0.69,9.3,3.7,10.1,6.7,13.4,40.0,50.1,22.3,176.0
NAOMI MULITAUAOPELE,UTA,22,13.2,93.6,101.5,4.0,0.20,5.2,5.1,8.7,7.0,26.1,60.9,63.6,17.4,290.4
ALISA BURRAS,POR,21,14.9,89.3,96.2,5.0,0.17,3.5,7.6,18.8,13.4,21.2,58.7,62.6,24.6,312.90000000000003
BETH CUNNINGHAM,WAS,21,9.5,89.4,102.1,11.4,1.00,12.0,2.2,9.7,5.9,12.0,31.6,38.6,20.5,199.5
CHARISSE SAMPSON,SEA,21,13.4,81.7,95.1,9.4,0.79,12.9,6.1,12.6,9.2,16.5,56.4,65.7,13.5,281.40000000000003
JAMEKA JONES,MIA,21,11.1,74.4,97.6,12.3,0.40,7.2,4.0,5.9,4.8,18.1,30.0,34.0,25.1,233.1
JANNON ROLAND,ORL,21,8.3,91.9,109.9,8.5,0.42,11.8,4.2,6.8,5.4,27.9,39.2,40.7,15.3,174.3
SHANELE STIRES,MIN,21,5.5,100.0,88.8,11.7,0.50,13.2,6.3,7.7,7.0,26.4,53.4,55.3,18.7,115.5
STACY FRESE,UTA,21,10.6,99.3,106.3,12.0,1.21,21.5,2.1,6.8,4.6,17.7,48.3,67.6,11.7,222.6
CINDY BLODGETT,SAC,20,6.7,95.3,91.7,4.2,0.23,4.3,0.9,6.0,3.6,18.8,48.0,49.4,22.5,134.0
KATRINA HIBBERT,SEA,20,11.9,76.3,104.8,17.3,1.06,18.4,3.5,12.2,7.3,17.3,39.0,42.1,16.1,238.0
RANKICA SARENAC,PHO,20,7.0,101.2,102.0,11.8,0.47,9.8,9.9,15.7,12.9,20.7,53.4,57.3,25.5,140.0
ROBIN THREATT-ELLIOTT,SEA,20,18.9,84.6,98.5,12.5,0.60,8.1,3.2,7.5,5.2,13.6,42.0,45.0,26.6,378.0
ELAINE POWELL,ORL,19,16.9,89.8,94.8,21.6,1.32,27.2,5.6,10.3,8.0,20.6,39.7,45.1,14.5,321.09999999999997
TONYA MASSALINE,WAS,19,5.4,81.7,102.7,11.1,1.25,12.2,5.9,8.2,7.0,9.8,37.9,41.1,16.4,102.60000000000001
VEDRANA GRGIN FONSECA,LAS,18,10.0,84.8,97.5,14.8,0.86,12.1,5.2,7.4,6.4,14.1,28.2,34.0,21.0,180.0
DENA HEAD,PHO,17,8.8,91.9,84.1,18.5,1.36,26.8,3.5,9.6,6.5,19.6,38.6,46.5,12.9,149.60000000000002
JESSICA BIBBY,NYL,17,3.9,90.2,105.6,28.9,0.92,22.9,4.0,2.9,3.4,25.0,22.2,40.1,21.0,66.3
KELLEY GIBSON,HOU,17,4.3,93.3,92.2,5.4,0.50,6.9,5.7,10.0,8.0,13.8,44.7,53.3,15.5,73.1
TAMICHA JACKSON,DET,17,15.6,98.9,100.7,23.1,1.71,20.0,2.8,7.3,4.8,11.7,42.5,47.8,22.2,265.2
TEXLIN QUINNEY,IND,17,6.9,89.7,89.4,27.3,1.50,36.6,10.3,5.1,7.8,24.4,42.9,46.3,10.0,117.30000000000001
EDNA CAMPBELL,SEA,16,31.8,80.1,96.3,20.4,0.93,11.7,1.7,6.3,3.9,12.6,42.1,46.2,27.5,508.8
JENNIFER AZZI,UTA,15,37.3,105.3,103.6,27.4,3.29,37.9,1.1,7.3,4.2,11.5,50.0,58.6,12.7,559.5
KATRYNA GAITHER,IND,15,5.2,100.0,101.9,10.0,1.00,16.7,11.1,16.2,13.7,16.7,33.3,51.5,13.4,78.0
MARIA STEPANOVA,PHO,15,11.4,89.6,73.5,10.1,0.36,8.8,10.3,20.2,15.5,24.2,44.4,47.0,23.3,171.0
ROMANA HAMZOVA,ORL,15,2.8,74.7,112.0,26.3,1.25,21.7,2.1,5.3,3.5,17.4,18.2,25.7,16.8,42.0
SHEA MAHONEY,NYL,15,10.5,86.7,95.0,5.5,0.80,8.0,6.4,13.2,9.7,10.0,30.3,32.5,12.9,157.5
ANDREA LLOYD-CURRY,MIN,14,23.9,99.0,86.7,13.4,0.92,18.0,4.8,10.0,7.4,19.7,46.3,49.7,14.9,334.59999999999997
BARBARA FARRIS,DET,14,9.2,87.9,95.9,3.1,0.14,3.5,13.9,13.6,13.7,24.6,50.0,53.7,18.8,128.79999999999998
ELENA SHAKIROVA,HOU,14,10.8,100.7,89.5,5.3,0.57,7.3,10.4,11.0,10.8,12.7,46.7,64.0,15.2,151.20000000000002
EVA NEMCOVA,CLE,14,31.6,94.9,93.7,10.7,0.85,10.3,2.4,9.1,5.7,12.1,49.7,53.0,21.6,442.40000000000003
MONICA LAMB,HOU,13,10.7,95.3,93.1,4.1,0.75,9.4,4.0,15.4,10.0,12.5,50.0,51.4,10.2,139.1
UMEKI WEBB,MIA,13,14.9,89.2,98.2,14.7,0.61,15.7,1.8,6.8,4.2,25.8,27.5,42.2,18.6,193.70000000000002
PAIGE SAUER,LAS,12,5.5,89.9,100.7,8.3,0.50,12.0,4.8,17.6,11.8,24.0,57.1,61.7,14.0,66.0
POLLYANNA JOHNS KIMBROUGH,CLE,12,4.7,86.7,100.9,6.7,0.25,7.7,13.7,14.6,14.1,30.8,50.0,55.6,17.5,56.400000000000006
SHALONDA ENIS,CHA,12,26.8,100.0,109.9,5.8,0.63,6.3,6.8,8.8,7.7,10.1,44.7,53.3,20.9,321.6
HEATHER OWEN,WAS,11,5.5,69.9,96.3,7.4,0.67,22.2,3.9,12.3,8.3,33.3,25.0,25.0,5.7,60.5
LARECHA JONES,CHA,9,6.2,93.7,102.0,8.3,0.50,7.7,0.0,10.2,5.2,15.4,47.4,47.8,22.2,55.800000000000004
OLGA FIRSOVA,NYL,9,2.1,79.6,100.0,14.3,0.50,6.7,0.0,13.8,7.8,13.3,40.0,49.2,24.1,18.900000000000002
RHONDA BANCHERO,SAC,9,2.2,84.3,92.5,10.0,0.50,8.3,7.4,3.7,5.6,16.7,28.6,34.2,19.3,19.8
DONNA HARRINGTON,IND,8,8.4,93.6,96.0,13.9,0.45,18.5,7.1,8.6,7.9,40.7,16.7,38.5,14.8,67.2
MICHELE TIMMS,PHO,8,22.1,91.6,90.5,20.0,1.00,26.5,1.3,10.2,5.4,26.5,43.3,47.2,13.7,176.8
SONJA TATE,MIN,8,11.9,94.5,94.5,13.9,0.71,14.3,7.1,8.3,7.7,20.0,59.1,59.0,16.0,95.2
NIESA JOHNSON,CHA,6,13.2,77.9,98.6,34.4,1.22,27.5,0.0,5.8,2.7,22.5,58.8,66.2,17.3,79.19999999999999
