,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEXIS HORNBUCKLE,PHO,34,25.5,90.2,104.1,13.7,0.94,16.4,4.6,10.9,7.6,17.3,38.5,40.4,16.5,867.0,2012
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALLISON HIGHTOWER,CON,34,24.3,103.1,92.8,15.6,1.79,21.0,2.6,6.8,4.7,11.8,38.7,42.4,16.8,826.2,2012
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ANEIKA MORELLO,ATL,34,18.0,95.7,93.9,4.0,0.54,7.5,8.4,13.9,11.1,14.0,46.8,51.4,12.9,612.0,2012
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,ARMINTIE HERRINGTON,ATL,34,26.6,95.1,91.6,15.4,1.44,20.8,6.8,6.9,6.8,14.4,50.9,54.4,15.2,904.4,2012
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,CAMILLE SMITH,SEA,34,27.8,94.2,92.6,13.2,0.68,12.7,6.2,12.3,9.6,18.8,49.5,56.3,21.4,945.2,2012
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,CANDICE WIGGINS,MIN,34,21.8,104.5,93.8,13.6,1.1,19.5,1.6,7.8,4.9,17.8,50.8,54.4,15.9,741.2,2012
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,CAPPIE PONDEXTER,NYL,34,34.2,96.8,101.7,24.5,1.38,16.4,1.7,11.5,6.6,11.9,48.1,53.8,28.5,1162.8000000000002,2012
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,COURTNEY VANDERSLOOT,CHI,34,26.7,95.6,95.9,29.9,1.41,26.9,0.7,7.6,4.1,19.0,45.4,47.6,20.7,907.8,2012
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,DANIELLE ADAMS,SAN,34,20.2,106.8,99.9,8.5,0.79,7.5,8.8,15.0,11.8,9.5,50.0,54.7,25.6,686.8,2012
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,DANIELLE ROBINSON,SAN,34,28.9,107.3,98.7,23.4,2.7,29.6,2.0,6.8,4.5,10.9,54.1,56.9,16.0,982.6,2012
