,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALANA BEARD,LAS,34,29.3,107.1,96.0,10.7,1.7,21.2,3.5,8.3,6.0,12.5,49.8,51.9,12.5,996.2,2016
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALEX BENTLEY,CON,34,28.8,101.0,107.0,14.6,1.77,14.4,1.0,6.0,3.3,8.1,44.0,46.7,22.3,979.2,2016
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ALLIE QUIGLEY,CHI,34,17.8,103.7,104.9,14.9,1.51,14.7,0.7,4.0,2.3,9.7,52.6,55.4,22.3,605.2,2016
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,BREANNA STEWART,SEA,34,34.7,105.9,100.7,17.3,1.41,15.6,3.9,23.3,14.3,11.1,50.7,57.6,24.2,1179.8000000000002,2016
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,BRITTNEY GRINER,PHO,34,29.2,107.6,101.5,6.3,0.5,7.0,5.2,17.0,11.5,14.0,54.8,62.1,21.3,992.8,2016
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,CANDACE PARKER,LAS,34,30.8,106.1,97.1,27.4,1.69,22.0,3.6,20.9,12.8,13.0,49.1,53.0,26.3,1047.2,2016
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,CAROLYN SWORDS,NYL,34,17.5,99.3,98.4,5.9,0.7,11.3,9.2,15.8,12.6,16.3,57.1,59.3,13.2,595.0,2016
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,COURTNEY PARIS,DAL,34,24.3,101.7,110.0,8.3,1.41,12.6,10.7,24.3,16.9,8.9,54.8,55.5,13.7,826.2,2016
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,DEWANNA BONNER,PHO,34,31.3,106.0,104.0,13.5,1.48,14.4,4.4,13.1,9.0,9.7,49.3,56.3,20.9,1064.2,2016
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,ELIZABETH WILLIAMS,ATL,34,34.7,101.1,101.8,6.2,1.0,8.4,8.7,14.0,11.4,8.4,44.2,49.1,16.8,1179.8000000000002,2016
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,EMMA MEESSEMAN,WAS,34,29.3,104.5,101.5,15.8,1.75,14.0,6.7,12.7,9.7,8.0,57.1,60.0,21.6,996.2,2016
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,ERICA WHEELER,IND,34,23.9,99.6,101.5,20.3,1.4,20.8,2.4,7.4,4.8,14.9,44.9,48.4,19.6,812.5999999999999,2016
