,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RENEE MONTGOMERY,MIN,36,17.9,88.7,98.4,30.3,1.87,25.2,1.2,7.3,4.3,13.5,44.6,47.9,21.0,644.4,2015
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANGEL MCCOUGHTRY,ATL,34,30.0,98.2,100.1,19.7,0.88,10.9,5.9,12.3,8.9,12.4,44.6,51.4,31.9,1020.0,2015
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,BRIANNA KIESEL,TUL,34,18.1,94.5,99.3,19.9,1.59,20.9,1.3,3.5,2.3,13.2,36.7,42.3,17.9,615.4000000000001,2015
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,CAMILLE SMITH,CON,34,27.0,96.8,99.3,10.1,0.91,13.7,5.0,9.1,7.0,15.0,48.1,50.8,16.6,918.0,2015
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,CAROLYN SWORDS,NYL,34,15.0,95.7,94.2,6.7,0.54,9.5,10.4,17.4,13.9,17.6,50.8,56.3,16.3,510.0,2015
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,CAYLA GEORGE,PHO,34,12.7,94.2,91.8,11.5,0.93,11.5,6.1,17.6,12.0,12.4,48.1,51.0,19.9,431.7999999999999,2015
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,CHELSEA GRAY,CON,34,16.0,99.0,93.2,29.9,1.56,24.6,3.3,11.9,7.4,15.8,48.0,52.3,23.2,544.0,2015
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,COURTNEY PARIS,TUL,34,25.0,106.4,102.1,8.7,1.26,14.0,11.8,27.6,19.2,11.0,48.6,48.6,14.0,850.0,2015
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,COURTNEY VANDERSLOOT,CHI,34,29.8,106.5,97.6,29.9,2.79,32.2,2.2,9.1,5.7,11.6,51.4,56.0,18.1,1013.2,2015
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,CRYSTAL LANGHORNE,SEA,34,25.7,92.1,100.9,7.6,0.46,7.5,5.1,18.6,12.1,16.5,54.5,58.2,21.7,873.8,2015
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,EMMA MEESSEMAN,WAS,34,27.2,100.9,97.3,12.0,1.32,13.2,7.0,16.3,11.8,10.0,56.6,58.6,19.3,924.8,2015
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,ERIKA DE SOUZA,CHI,34,24.1,97.8,98.7,5.8,0.67,9.1,8.8,18.4,13.3,13.4,47.2,48.0,14.9,819.4000000000001,2015
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,IVORY LATTA,WAS,34,27.3,97.6,96.4,18.2,1.47,16.2,0.9,5.7,3.4,11.0,51.8,57.5,22.5,928.2,2015
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,JANTEL LAVENDER,LAS,34,33.8,100.5,98.6,10.2,0.86,10.9,6.9,18.8,13.2,12.7,52.9,56.5,21.3,1149.1999999999998,2015
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,JASMINE THOMAS,CON,34,26.7,96.0,101.7,25.5,1.73,24.4,2.1,12.9,7.3,14.2,37.9,41.9,20.8,907.8,2015
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,JENNA O'HEA,SEA,34,20.9,90.7,96.4,20.5,2.05,26.8,0.8,8.5,4.7,13.1,48.8,54.0,14.7,710.5999999999999,2015
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,JEWELL LOYD,SEA,34,25.9,90.5,97.7,14.9,0.97,13.5,4.2,9.8,7.2,13.9,42.8,51.3,22.6,880.5999999999999,2015
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,JORDAN HOOPER,TUL,34,17.1,92.6,98.9,3.4,0.61,5.9,3.7,8.3,5.8,9.6,48.3,49.9,12.9,581.4000000000001,2015
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,KIAH STOKES,NYL,34,25.4,95.3,87.7,5.3,0.7,11.1,7.3,17.4,12.6,15.8,54.7,57.6,10.9,863.5999999999999,2015
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,LEILANI MITCHELL,PHO,34,23.0,97.0,94.0,20.4,1.9,24.9,1.6,7.5,4.7,13.2,47.7,50.5,16.5,782.0,2015
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,MARISSA COLEMAN,IND,34,24.8,98.0,97.7,12.0,0.86,11.2,4.0,11.5,7.5,13.0,44.7,48.5,22.5,843.2,2015
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,MONIQUE CURRIE,PHO,34,21.3,99.2,94.0,12.6,1.11,13.4,3.0,12.4,8.0,12.1,46.6,51.4,21.1,724.2,2015
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,NATASHA CLOUD,WAS,34,19.3,96.9,94.3,28.1,2.35,36.9,1.7,13.0,7.5,15.7,35.8,41.6,14.2,656.2,2015
