,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALISON BALES,ATL,34,20.2,96.5,93.6,9.0,2.63,19.4,4.9,16.9,11.0,7.4,50.7,53.8,10.6,686.8,2011
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ARMINTIE HERRINGTON,ATL,34,23.4,99.8,92.0,18.4,1.96,23.5,5.9,6.1,6.0,12.0,51.9,55.4,16.0,795.5999999999999,2011
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ASHLEY ROBINSON,SEA,34,17.1,95.6,92.9,7.3,0.55,12.0,8.8,15.3,12.4,22.0,48.4,49.0,14.3,581.4000000000001,2011
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,ASJHA JONES,CON,34,28.6,102.5,95.0,11.9,1.0,10.5,6.6,15.0,10.9,10.5,44.7,47.2,24.7,972.4,2011
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,CANDICE DUPREE,PHO,34,31.6,109.3,103.0,9.2,0.91,11.3,8.7,17.0,13.1,12.4,55.0,60.1,19.1,1074.4,2011
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,CANDICE WIGGINS,MIN,34,17.1,98.0,91.3,14.2,1.67,18.7,1.0,9.7,5.3,11.2,52.6,53.6,16.0,581.4000000000001,2011
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,CAPPIE PONDEXTER,NYL,34,33.9,100.1,96.5,24.7,1.72,19.0,1.9,10.9,6.3,11.0,45.6,50.3,26.2,1152.6,2011
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,COURTNEY VANDERSLOOT,CHI,34,22.9,93.3,91.6,27.8,1.38,27.8,0.7,7.8,4.4,20.1,42.8,46.7,18.7,778.5999999999999,2011
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,DANIELLE MCCRAY,CON,34,15.1,98.3,95.8,13.7,1.24,15.9,2.6,12.8,7.5,12.9,49.7,52.8,18.6,513.4,2011
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,DANIELLE ROBINSON,SAN,34,23.1,99.4,97.8,28.3,2.2,29.6,3.1,7.4,5.2,13.5,46.0,55.1,17.8,785.4000000000001,2011
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,DELISHA MILTON-JONES,LAS,34,26.2,101.2,103.7,13.4,0.81,13.0,6.7,12.3,9.5,16.1,50.0,54.1,23.2,890.8,2011
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,DEWANNA BONNER,PHO,34,25.2,102.7,101.0,5.5,0.79,7.0,7.4,19.6,13.7,8.8,49.3,56.6,17.9,856.8,2011
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,EBONY HOFFMAN,LAS,34,22.1,94.1,101.6,9.1,0.73,11.2,6.3,13.3,9.9,15.5,49.1,52.9,17.9,751.4000000000001,2011
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,EPIPHANNY PRINCE,CHI,34,29.4,95.3,96.5,19.1,1.79,15.9,2.4,4.8,3.6,8.9,43.3,48.2,24.0,999.6,2011
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,ERIN THORN,CHI,34,16.8,95.8,96.5,25.2,1.41,26.6,1.7,8.9,5.4,18.9,50.3,53.1,17.8,571.2,2011
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,IZIANE CASTRO MARQUES,ATL,34,19.8,94.9,99.7,13.6,1.06,13.6,2.0,6.3,4.1,12.9,39.1,42.3,21.8,673.2,2011
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,JASMINE THOMAS,WAS,34,19.3,89.7,101.7,19.6,1.16,17.1,2.0,10.1,5.8,14.7,40.2,42.4,20.5,656.2,2011
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,JEANETTE POHLEN-MAVUNGA,IND,34,15.8,93.5,94.8,11.0,1.57,20.4,2.0,6.5,4.4,13.0,61.3,63.5,10.9,537.2,2011
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,JENNIFER LACY,TUL,34,19.2,87.1,104.7,10.9,0.67,11.2,4.5,10.4,7.3,16.8,47.1,49.0,18.6,652.8,2011
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,JESSICA DAVENPORT,IND,34,21.1,101.1,94.5,4.8,0.31,4.3,7.8,16.0,12.1,14.1,52.9,56.8,23.6,717.4000000000001,2011
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,JIA PERKINS,SAN,34,25.0,98.4,96.1,10.4,1.34,9.8,2.5,12.1,7.0,7.3,47.3,51.1,22.6,850.0,2011
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,KATIE SMITH,SEA,34,25.1,97.0,92.8,14.4,1.51,19.4,2.2,7.5,5.0,12.8,50.4,53.5,15.5,853.4000000000001,2011
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,KELLY MILLER,WAS,34,27.7,92.1,103.2,18.4,1.56,23.9,2.3,6.8,4.4,15.3,49.1,51.9,14.2,941.8,2011
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,KELSEY GRIFFIN,CON,34,13.0,90.6,89.5,7.2,1.38,10.7,8.6,14.0,11.0,7.7,37.4,45.0,14.3,442.0,2011
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,KIA VAUGHN,NYL,34,28.1,96.2,96.7,7.2,0.64,9.2,10.0,15.1,12.4,14.4,49.7,52.7,17.9,955.4,2011
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,LE'COE WILLINGHAM,SEA,34,19.1,94.6,94.8,11.3,0.82,12.7,9.2,15.1,12.2,15.5,50.3,52.8,18.2,649.4000000000001,2011
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,LEILANI MITCHELL,NYL,34,25.4,99.0,97.3,17.6,2.33,30.3,2.0,7.2,4.4,13.0,49.2,50.2,12.0,863.5999999999999,2011
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,LINDSAY WHALEN,MIN,34,28.1,107.8,95.5,32.9,2.65,29.4,3.2,9.5,6.4,11.1,53.6,57.5,21.9,955.4,2011
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,LINDSEY HARDING,ATL,34,30.5,98.9,95.0,23.9,2.0,27.3,1.6,8.8,5.1,13.7,47.1,51.2,17.2,1037.0,2011
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,MARIE FERDINAND-HARRIS,PHO,34,17.4,99.6,103.1,11.4,0.91,10.9,2.4,6.0,4.3,12.0,36.9,41.5,22.5,591.5999999999999,2011
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,MARISSA COLEMAN,WAS,34,27.0,95.6,101.7,9.3,0.87,11.9,5.2,14.9,9.8,13.6,48.0,49.6,16.9,918.0,2011
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,MATEE AJAVON,WAS,34,31.3,93.0,101.1,20.0,1.0,14.6,2.9,5.4,4.0,14.6,43.3,49.4,25.5,1064.2,2011
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,MAYA MOORE,MIN,34,28.0,108.4,93.0,14.4,1.8,16.4,6.3,10.5,8.5,9.1,51.6,54.9,21.3,952.0,2011
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,MICHELLE SNOW,CHI,34,24.1,92.0,92.3,13.6,0.91,19.1,5.3,21.1,13.6,20.9,45.6,50.0,15.1,819.4000000000001,2011
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,NICKY ANOSIKE,WAS,34,27.2,91.2,100.6,9.5,0.8,12.4,9.1,19.8,14.1,15.6,34.7,44.4,16.0,924.8,2011
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,REBEKKAH BRUNSON,MIN,34,27.6,107.2,94.0,6.4,0.78,9.7,10.6,22.1,16.5,12.3,51.1,54.9,17.5,938.4,2011
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,RENEE MONTGOMERY,CON,34,29.1,103.7,95.8,27.5,1.88,23.5,1.2,6.0,3.6,12.5,47.9,54.8,23.7,989.4,2011
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,RUTH RILEY,SAN,34,19.0,94.3,94.7,11.3,1.45,16.8,4.4,16.7,10.6,11.6,50.9,53.2,14.8,646.0,2011
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,SEIMONE AUGUSTUS,MIN,34,29.3,106.6,96.8,13.0,1.67,12.4,1.9,10.5,6.2,7.4,53.2,56.2,23.6,996.2,2011
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,SUE BIRD,SEA,34,33.0,99.7,95.1,28.3,2.06,24.1,1.4,8.1,4.8,11.7,53.6,56.9,21.7,1122.0,2011
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,SWIN CASH,SEA,34,33.2,96.8,95.5,13.7,0.86,13.1,5.2,17.1,11.4,15.2,44.2,51.3,22.4,1128.8000000000002,2011
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,SYLVIA FOWLES,CHI,34,34.6,96.3,97.4,4.0,0.23,3.4,9.2,21.3,15.5,14.7,59.1,63.7,24.1,1176.4,2011
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,TAJ MCWILLIAMS-FRANKLIN,MIN,34,28.4,107.8,94.8,12.1,1.53,19.1,7.8,13.7,10.7,12.5,44.8,48.8,15.6,965.6,2011
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,TAMMY SUTTON-BROWN,IND,34,19.0,101.7,96.5,5.1,0.58,8.5,7.1,10.4,8.8,14.8,48.9,55.4,14.6,646.0,2011
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,TAN WHITE,CON,34,22.0,95.4,92.1,14.8,1.57,20.4,2.1,10.6,6.2,13.0,41.4,47.0,14.6,748.0,2011
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,TICHA PENICHEIRO,LAS,34,23.7,100.8,104.8,31.9,2.28,40.1,1.0,11.0,6.2,17.6,53.7,59.8,13.9,805.8,2011
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,TIFFANY JACKSON,TUL,34,33.9,89.2,106.8,12.1,0.72,12.1,8.7,18.6,13.3,16.8,45.6,52.9,19.5,1152.6,2011
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,TINA CHARLES,CON,34,33.4,101.8,96.8,10.6,0.84,8.5,10.8,21.3,16.0,10.1,46.8,49.8,26.2,1135.6,2011
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,TINA THOMPSON,LAS,34,25.0,99.4,104.9,7.8,0.56,8.5,6.3,12.9,9.7,15.3,45.5,49.7,22.1,850.0,2011
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,TULLY BEVILAQUA,SAN,34,14.5,91.8,92.4,18.5,2.2,32.4,2.2,7.8,5.0,14.7,52.4,55.0,10.7,493.0,2011
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,ANDREA RILEY,TUL,33,19.0,86.3,104.9,18.4,0.87,16.4,0.8,6.2,3.3,18.9,37.3,43.6,21.3,627.0,2011
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,ANGEL MCCOUGHTRY,ATL,33,27.9,101.4,95.5,16.1,0.81,9.7,5.5,12.4,9.0,12.0,44.1,52.3,34.8,920.7,2011
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,BECKY HAMMON,SAN,33,31.8,100.9,94.8,32.3,1.61,25.3,0.5,9.0,4.8,15.7,53.4,58.6,24.7,1049.4,2011
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,CAMILLE SMITH,SEA,33,26.9,97.1,89.5,11.4,0.72,12.2,5.9,14.5,10.4,16.9,47.3,50.6,20.7,887.6999999999999,2011
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,CATHRINE KRAAYEVELD,CHI,33,20.6,98.5,95.1,9.4,1.08,16.2,3.8,8.8,6.4,15.0,55.1,56.2,13.6,679.8000000000001,2011
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,JANTEL LAVENDER,LAS,33,14.8,97.5,103.1,5.9,0.54,6.1,7.9,13.7,11.0,11.3,50.0,53.2,21.4,488.4,2011
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,KALANA GREENE,CON,33,23.7,98.8,96.2,9.4,1.69,18.5,3.3,12.1,7.8,10.9,47.6,49.8,12.1,782.1,2011
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,KARA LAWSON,CON,33,25.2,97.9,94.3,19.9,2.09,22.9,1.4,8.7,5.1,11.0,56.1,61.3,16.9,831.6,2011
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,KAYLA PEDERSEN,TUL,33,23.8,87.7,104.9,14.4,1.38,18.0,3.1,14.0,8.1,13.0,45.7,50.5,14.9,785.4,2011
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,LIZ CAMBAGE,TUL,33,20.0,87.5,102.2,6.1,0.22,4.1,8.2,17.2,12.5,19.0,51.1,58.6,26.4,660.0,2011
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,NAKIA SANFORD,PHO,33,14.4,100.8,95.0,4.0,0.41,7.3,10.6,16.7,13.8,17.7,48.4,56.4,13.4,475.2,2011
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,NICOLE POWELL,NYL,33,28.3,100.2,95.9,13.0,1.17,17.2,3.5,12.4,7.9,14.7,50.3,52.8,17.4,933.9,2011
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,NOELLE QUINN,LAS,33,20.6,100.1,104.1,15.5,2.71,24.6,1.8,7.1,4.6,9.1,46.0,48.7,13.6,679.8000000000001,2011
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,PLENETTE PIERSON,NYL,33,28.6,100.7,96.3,8.4,0.73,8.8,6.6,12.7,9.5,12.1,48.1,52.7,21.9,943.8,2011
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,SHAVONTE ZELLOUS,IND,33,14.0,98.0,93.3,17.7,1.41,18.8,5.1,11.8,8.8,13.3,47.3,55.7,19.3,462.0,2011
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,SHERYL SWOOPES,TUL,33,26.6,92.8,108.1,16.0,1.69,19.2,2.5,15.1,8.4,11.4,45.5,49.4,16.5,877.8000000000001,2011
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,SHYRA ELY-GASH,IND,33,10.7,87.7,91.5,5.1,0.36,5.7,5.6,14.4,10.2,15.9,38.1,42.3,18.4,353.09999999999997,2011
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,SOPHIA YOUNG-MALCOLM,SAN,33,31.6,98.8,92.5,13.3,1.49,12.7,4.8,16.5,10.6,8.5,42.9,46.5,23.0,1042.8,2011
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,TAMERA YOUNG,CHI,33,24.0,93.2,95.8,9.9,0.69,11.3,5.5,10.6,8.1,16.4,42.7,47.5,18.6,792.0,2011
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,TAMIKA CATCHINGS,IND,33,31.5,103.7,95.3,20.6,1.58,17.9,6.7,17.0,12.0,11.4,47.9,56.1,23.0,1039.5,2011
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,TANGELA SMITH,IND,33,21.5,103.5,99.3,11.8,1.17,14.2,4.0,11.4,7.7,12.2,43.9,47.2,18.7,709.5,2011
