,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A'JA WILSON,LVA,40,30.7,116.1,96.8,8.7,1.03,7.5,7.2,22.5,15.4,7.3,56.5,62.7,27.9,1228.0,2023
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALIYAH BOSTON,IND,40,31.2,105.5,107.3,12.1,1.19,14.1,10.3,17.5,13.9,11.9,58.3,61.9,19.1,1248.0,2023
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ALYSSA THOMAS,CON,40,36.1,105.1,97.7,36.8,2.31,30.2,5.6,22.6,14.0,13.1,47.4,52.0,22.1,1444.0,2023
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,ARIKE OGUNBOWALE,DAL,40,37.2,108.0,103.1,19.7,1.72,16.5,1.2,7.9,4.4,9.6,47.5,51.8,25.5,1488.0,2023
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,BETNIJAH LANEY-HAMILTON,NYL,40,30.0,110.9,98.8,12.5,1.29,16.1,2.6,8.1,5.5,12.5,57.4,59.6,18.3,1200.0,2023
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,BREANNA STEWART,NYL,40,34.1,112.1,99.6,18.7,2.59,15.2,4.8,21.1,13.4,5.9,52.5,58.5,26.4,1364.0,2023
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,BRIANNA TURNER,PHO,40,26.3,94.4,108.0,7.5,0.83,22.9,5.2,19.3,12.6,27.5,65.0,64.6,7.3,1052.0,2023
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,BRITTNEY SYKES,WAS,40,31.3,100.8,98.2,21.8,1.59,18.3,3.1,13.5,8.2,11.5,49.2,54.0,24.3,1252.0,2023
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,CHELSEA GRAY,LVA,40,32.2,112.5,96.2,33.7,2.88,32.7,1.0,10.6,6.2,11.3,56.0,60.3,20.5,1288.0,2023
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,CHEYENNE PARKER-TYUS,ATL,40,26.6,98.0,100.1,13.1,0.79,10.1,7.9,16.6,12.2,12.8,49.8,55.0,25.2,1064.0,2023
