,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALLIE QUIGLEY,CHI,34,28.6,104.1,99.8,13.6,1.85,17.1,1.3,8.3,4.9,9.3,60.8,63.2,18.1,972.4,2019
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALLISHA GRAY,DAL,34,30.5,95.3,100.4,13.9,1.56,18.1,4.2,9.8,6.9,11.6,52.1,59.3,15.0,1037.0,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ALYSSA THOMAS,CON,34,30.2,101.5,93.8,17.0,1.52,18.9,7.4,18.5,12.6,12.4,50.5,51.3,18.4,1026.8,2019
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,BETNIJAH LANEY-HAMILTON,IND,34,25.8,95.7,100.8,10.8,1.2,17.7,3.5,12.4,8.0,14.7,40.8,42.4,13.8,877.2,2019
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,BRIA HOLMES,CON,34,15.6,92.5,98.4,10.5,1.03,11.0,1.7,7.9,4.5,10.6,45.1,48.7,19.6,530.4,2019
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,BRITTNEY SYKES,ATL,34,25.9,91.2,98.4,18.6,1.25,15.6,2.5,13.0,7.7,12.5,40.5,44.5,22.4,880.5999999999999,2019
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,BROOKE MCCARTY-WILLIAMS,DAL,34,13.1,89.2,94.9,25.5,2.29,34.6,2.1,8.1,5.0,15.1,38.9,42.5,11.9,445.4,2019
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,CANDICE DUPREE,IND,34,30.7,95.3,100.4,15.6,1.69,16.2,2.3,13.4,7.9,9.6,47.2,50.2,18.9,1043.8,2019
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,CHELSEA GRAY,LAS,34,32.6,99.6,94.4,30.7,1.87,25.7,1.2,9.8,5.6,13.8,47.1,50.9,22.9,1108.4,2019
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,CHEYENNE PARKER-TYUS,CHI,34,19.7,97.6,100.3,7.6,0.67,8.5,9.2,17.9,13.8,12.8,47.0,54.4,19.6,669.8,2019
