,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Games_Played,Minutes,Offensive Rating,Defensive Rating,AST%,Assist/Turnover,Assist Ratio,OREB%,DREB%,REB%,Turnover Ratio,EFG%,TS%,USG%,Total Minutes,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KARA BRAXTON,PHO,35,17.0,95.1,110.8,13.7,0.48,9.9,9.4,18.7,14.0,20.5,51.8,54.6,27.8,595.0,2010
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALISON BALES,ATL,34,15.6,99.1,88.0,7.8,1.22,16.1,5.6,16.6,11.1,13.2,45.9,54.7,11.0,530.4,2010
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,ANGEL MCCOUGHTRY,ATL,34,30.7,101.1,99.6,17.4,0.97,11.4,5.6,9.7,7.6,11.8,43.5,50.6,30.8,1043.8,2010
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,ARMINTIE HERRINGTON,ATL,34,16.5,97.5,91.2,17.4,1.72,22.1,6.8,9.7,8.2,12.9,38.7,45.7,15.3,561.0,2010
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,CAMILLE SMITH,SEA,34,24.7,106.1,91.7,9.8,0.8,11.5,9.4,13.0,11.2,14.4,51.6,56.3,19.4,839.8,2010
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,CANDICE DUPREE,PHO,34,29.8,109.4,110.2,7.0,0.69,9.2,7.9,17.0,12.7,13.3,66.4,70.0,18.4,1013.2,2010
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,CAPPIE PONDEXTER,NYL,34,34.3,106.2,98.7,26.7,2.04,19.4,2.0,12.4,7.2,9.5,54.4,60.4,26.9,1166.1999999999998,2010
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,CATHRINE KRAAYEVELD,CHI,34,21.2,97.1,97.6,10.3,0.9,15.2,3.5,9.8,6.7,17.0,43.6,46.7,15.2,720.8,2010
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,CHANTE BLACK,TUL,34,20.9,89.0,103.3,5.2,0.51,9.2,11.4,18.5,14.9,18.1,53.7,51.9,12.6,710.5999999999999,2010
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,CHARDE HOUSTON,MIN,34,22.3,94.2,98.8,12.1,0.68,9.0,3.9,14.5,8.9,13.3,47.8,50.3,25.6,758.2,2010
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,CHASITY MELVIN,WAS,34,19.4,100.9,99.0,6.0,0.56,9.0,11.6,14.8,13.2,16.1,43.4,46.2,15.7,659.5999999999999,2010
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,CRYSTAL LANGHORNE,WAS,34,34.1,99.7,95.5,6.7,0.43,6.9,9.5,21.7,15.7,16.0,59.1,63.2,20.4,1159.4,2010
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,DELISHA MILTON-JONES,LAS,34,32.2,100.1,103.0,14.2,0.9,13.2,3.3,11.5,7.6,14.7,50.1,55.9,23.2,1094.8000000000002,2010
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,DOMINIQUE CANTY,CHI,34,26.0,99.9,97.9,22.6,1.51,23.2,4.0,6.3,5.2,15.4,43.4,50.4,19.5,884.0,2010
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,EBONY HOFFMAN,IND,34,24.0,101.2,93.6,9.2,0.81,11.3,5.7,13.5,9.5,13.9,44.6,47.8,18.4,816.0,2010
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,EPIPHANNY PRINCE,CHI,34,19.5,95.9,100.3,27.7,1.53,19.7,2.3,8.8,5.5,12.8,47.1,52.7,25.5,663.0,2010
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,ERIKA DE SOUZA,ATL,34,25.7,101.9,100.6,5.5,0.48,6.5,10.4,21.5,15.8,13.5,57.1,57.5,19.5,873.8,2010
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,ERIN THORN,CHI,34,20.1,94.5,100.8,19.7,1.62,24.2,1.9,8.1,5.0,14.9,53.5,57.6,15.2,683.4000000000001,2010
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,ESSENCE CARSON,NYL,34,9.6,92.4,88.3,15.0,0.96,13.3,4.7,12.2,8.6,13.8,42.3,46.0,22.5,326.4,2010
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,HAMCHETOU MAIGA-BA,MIN,34,13.7,87.0,96.5,12.4,0.86,16.0,6.7,9.8,8.1,18.6,38.4,42.7,14.4,465.7999999999999,2010
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,IZIANE CASTRO MARQUES,ATL,34,29.0,100.5,98.3,14.9,0.94,12.0,1.3,4.4,2.9,12.8,49.0,51.8,26.2,986.0,2010
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,JANEL MCCARVILLE,NYL,34,28.4,102.0,95.4,12.8,0.86,16.2,7.4,15.2,11.3,18.8,46.7,50.2,18.3,965.6,2010
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,JIA PERKINS,CHI,34,27.5,99.6,98.2,16.5,2.08,16.3,4.0,7.1,5.6,7.9,44.8,47.2,20.8,935.0,2010
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,KARA LAWSON,CON,34,25.1,97.0,97.9,23.0,2.46,27.5,0.9,9.2,5.0,11.2,50.2,53.5,15.9,853.4000000000001,2010
