,Team,Offensive Rating,Defensive Rating,Year,RelTAvgOff,RelTAvgDef
0,LAS VEGAS ACES,113.0,97.7,2023,10.691666666666663,4.674999999999997
1,NEW YORK LIBERTY,109.6,99.4,2023,7.291666666666657,2.9749999999999943
2,CONNECTICUT SUN,103.2,98.8,2023,0.8916666666666657,3.575000000000003
3,DALLAS WINGS,106.9,103.5,2023,4.591666666666669,-1.125
4,ATLANTA DREAM,99.7,101.5,2023,-2.6083333333333343,0.875
5,MINNESOTA LYNX,99.8,105.7,2023,-2.50833333333334,-3.325000000000003
6,WASHINGTON MYSTICS,99.9,100.3,2023,-2.4083333333333314,2.075000000000003
7,CHICAGO SKY,101.3,103.4,2023,-1.00833333333334,-1.0250000000000057
8,LOS ANGELES SPARKS,98.0,100.0,2023,-4.308333333333337,2.375
9,INDIANA FEVER,101.8,106.3,2023,-0.50833333333334,-3.924999999999997
10,SEATTLE STORM,96.9,104.0,2023,-5.408333333333331,-1.625
11,PHOENIX MERCURY,97.6,107.9,2023,-4.708333333333343,-5.525000000000006
