,Team,Offensive Rating,Defensive Rating,Year,RelTAvgOff,RelTAvgDef
0,CONNECTICUT SUN,100.6,90.8,2006,3.8071428571428356,6.057142857142878
1,LOS ANGELES SPARKS,97.5,94.0,2006,0.7071428571428413,2.8571428571428754
2,DETROIT SHOCK,96.2,90.8,2006,-0.5928571428571558,6.057142857142878
3,INDIANA FEVER,94.6,90.2,2006,-2.1928571428571644,6.657142857142873
4,SACRAMENTO MONARCHS,97.8,92.9,2006,1.0071428571428385,3.9571428571428697
5,HOUSTON COMETS,95.3,93.0,2006,-1.4928571428571615,3.8571428571428754
6,SEATTLE STORM,100.6,98.2,2006,3.8071428571428356,-1.3428571428571274
7,WASHINGTON MYSTICS,102.3,98.6,2006,5.5071428571428385,-1.742857142857119
8,PHOENIX MERCURY,106.3,103.3,2006,9.507142857142838,-6.442857142857122
9,SAN ANTONIO SILVER STARS,96.3,99.0,2006,-0.49285714285716153,-2.1428571428571246
10,CHARLOTTE STING,90.8,95.2,2006,-5.9928571428571615,1.6571428571428726
11,NEW YORK LIBERTY,91.7,102.9,2006,-5.092857142857156,-6.04285714285713
12,MINNESOTA LYNX,95.2,102.9,2006,-1.5928571428571558,-6.04285714285713
13,CHICAGO SKY,89.9,104.2,2006,-6.892857142857153,-7.342857142857127
