"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Arike Ogunbowale","DAL",38,1466,-249,105.16479782534829,113.35593220338983,740,0.35467980295566504,0.4473684210526316,0.4666666666666667,0.32222222222222224,11,10,1,5,3,2,1,0,7,0.6363636363636364,81,26,55,0
"Caitlin Clark","IND",40,1416,-63,106.37031851592579,108.72765509989485,732,0.24347826086956523,0.425531914893617,0.3902439024390244,0.35294117647058826,27,25,2,15,7,3,1,1,14,0.5185185185185185,53,17,36,0
"Allisha Gray","ATL",40,1330,-20,100.2724795640327,100.77639751552795,518,0.3178294573643411,0.39655172413793105,0.2948717948717949,0.0625,29,24,5,10,13,1,2,3,13,0.4482758620689655,42,13,29,0
"Dearica Hamby","LAS",40,1326,-277,98.01943198804184,108.0879612374208,593,0.2777777777777778,0.3854166666666667,0.3170731707317073,0.058823529411764705,8,8,0,4,4,0,0,0,5,0.625,68,17,51,0
"Kelsey Mitchell","IND",40,1280,-68,106.75728155339806,109.65356169715842,680,0.3291139240506329,0.4393939393939394,0.4375,0.24561403508771928,7,7,0,2,4,1,0,0,3,0.42857142857142855,27,10,17,0
"Alyssa Thomas","CON",40,1277,194,104.14320193081255,96.4170692431562,354,0,0.375,0.203125,0.375,18,18,0,7,11,0,0,0,10,0.5555555555555556,62,26,36,0
"A'ja Wilson","LVA",37,1273,172,106.77306344881276,100,873,0.15384615384615385,0.35714285714285715,0.15432098765432098,0.10869565217391304,96,93,3,39,54,0,0,3,55,0.5729166666666666,67,7,60,0
"Kelsey Plum","LVA",37,1259,204,107.81126090404442,100.11942675159236,611,0.18181818181818182,0.34615384615384615,0.27631578947368424,0.15,1,1,0,0,1,0,0,0,1,1,27,15,12,0
"Skylar Diggins-Smith","SEA",40,1252,215,104.82456140350878,96.36726546906188,545,0.26136363636363635,0.3137254901960784,0.4036697247706422,0.23529411764705882,36,33,3,9,20,4,1,2,17,0.4722222222222222,68,37,31,0
"DeWanna Bonner","CON",40,1251,245,104.648292883587,94.53125,528,0.31343283582089554,0.3611111111111111,0.29850746268656714,0.2857142857142857,27,27,0,10,15,2,0,0,15,0.5555555555555556,47,16,31,0
