,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
1807,Erika de Souza,ATL,F-C,33,986,33,9.8,18.0,0.545,0.0,0.0,,9.8,18.0,0.545,3.7,5.2,0.706,5.0,14.6,2.0,1.9,2.4,3.0,4.8,23.3,2014,20.3,1.14778
1808,Skylar Diggins-Smith,TUL,G,34,1192,34,10.2,24.0,0.424,1.4,5.1,0.284,8.7,18.9,0.462,8.1,9.7,0.842,1.1,3.8,7.4,2.2,0.9,4.3,3.9,29.9,2014,28.3,1.05654
1809,Stefanie Dolson,WAS,C,34,627,1,7.5,15.3,0.492,0.0,0.3,0.0,7.5,15.0,0.5,2.6,3.2,0.811,2.7,12.9,3.6,1.0,3.2,5.0,7.9,17.6,2014,16.7,1.05389
1810,Katie Douglas,CON,G-F,32,1040,32,6.7,18.7,0.358,3.2,8.9,0.356,3.5,9.8,0.359,4.5,5.3,0.848,1.3,5.3,3.5,1.5,0.7,3.6,2.8,21.0,2014,21.0,1.0
1811,Celine Dumerc,ATL,G,28,527,11,2.7,9.1,0.295,1.1,5.0,0.231,1.5,4.1,0.372,2.4,3.4,0.694,1.5,5.4,10.7,2.9,0.2,5.5,5.2,8.9,2014,10.6,0.83962
1812,Candice Dupree,PHO,F,34,1062,34,10.3,19.4,0.533,0.0,0.0,,10.3,19.4,0.533,3.6,4.2,0.849,2.0,12.6,3.9,1.4,0.9,2.4,2.3,24.2,2014,21.2,1.14151
1815,Jamierra Faulkner,CHI,G,34,694,18,7.2,19.9,0.362,1.0,3.7,0.265,6.2,16.2,0.384,4.7,5.6,0.838,0.8,5.1,9.0,2.5,0.5,6.1,5.0,20.0,2014,22.4,0.89286
1816,Sylvia Fowles,CHI,C,20,596,18,8.8,16.2,0.546,0.0,0.0,,8.8,16.2,0.546,5.7,7.3,0.783,3.9,17.7,1.0,2.4,3.6,5.0,5.8,23.3,2014,19.4,1.20103
1819,Sasha Goodlett,CHI,C,34,440,15,5.2,11.5,0.454,0.0,0.0,,5.2,11.5,0.454,3.1,4.3,0.722,3.1,9.2,1.3,1.3,2.0,2.5,6.2,13.5,2014,13.4,1.00746
1823,Kelsey Griffin,CON,F,31,594,10,4.6,14.0,0.327,0.7,2.6,0.267,3.9,11.4,0.341,2.1,3.0,0.706,5.1,14.0,2.2,3.4,1.3,1.8,6.4,12.0,2014,15.3,0.78431
1824,Brittney Griner,PHO,C,34,1045,34,10.9,18.9,0.578,0.0,0.0,,10.9,18.9,0.578,4.6,5.8,0.802,3.1,13.5,2.8,1.1,6.4,3.2,5.4,26.5,2014,21.5,1.23256
1825,Sandrine Gruda,LAS,F-C,34,409,0,6.5,16.6,0.392,0.0,0.0,,6.5,16.6,0.392,3.3,5.0,0.667,5.1,13.0,2.4,1.7,0.6,5.7,5.5,16.3,2014,18.8,0.86702
1826,Becky Hammon*,SAS,G,32,784,32,6.2,14.8,0.417,3.2,8.0,0.398,3.0,6.8,0.44,2.4,2.4,1.0,0.2,3.1,9.2,0.9,0.3,3.6,2.5,18.0,2014,15.9,1.13208
1827,Lindsey Harding,LAS,G,31,705,10,5.2,15.5,0.333,0.4,1.6,0.227,4.8,13.9,0.346,2.4,3.1,0.786,1.0,4.1,7.3,2.4,0.1,3.3,3.7,13.2,2014,16.9,0.78107
1828,Bria Hartley,WAS,G,34,921,29,6.8,17.9,0.38,1.9,5.9,0.327,4.9,12.0,0.407,3.8,4.8,0.78,1.1,4.2,6.2,1.4,0.1,5.0,3.5,19.3,2014,20.0,0.965
1831,Tiffany Hayes,ATL,G,34,966,32,7.5,16.0,0.466,2.1,5.8,0.357,5.4,10.2,0.528,5.8,7.6,0.76,1.6,5.3,4.5,1.8,0.5,2.1,4.3,22.8,2014,19.3,1.18135
1832,Aneika Henry-Morello,ATL,F-C,34,435,4,7.4,12.7,0.582,0.0,0.0,,7.4,12.7,0.582,2.9,4.3,0.676,5.4,13.3,1.0,0.8,2.7,3.7,6.8,17.7,2014,14.6,1.21233
1835,Roneeka Hodges,TUL,G,34,720,34,4.6,13.4,0.346,2.1,8.1,0.259,2.5,5.3,0.479,1.7,2.1,0.793,1.4,4.4,3.4,1.2,0.4,1.5,4.9,13.1,2014,14.3,0.91608
1837,Jordan Hooper,TUL,F,34,646,1,5.5,15.5,0.354,3.7,11.3,0.329,1.8,4.2,0.423,1.2,1.7,0.714,1.9,6.5,1.5,1.0,0.6,2.3,3.7,15.9,2014,16.2,0.98148
1839,Natasha Howard,IND,F,34,576,15,9.2,20.8,0.443,0.0,0.1,0.0,9.2,20.7,0.445,3.9,6.5,0.594,4.9,9.8,2.0,2.4,2.2,4.9,8.2,22.3,2014,23.7,0.94093
1841,Briann January,IND,G,31,895,31,6.6,17.1,0.387,2.2,5.7,0.383,4.4,11.4,0.388,4.0,4.5,0.88,0.7,3.0,7.0,2.3,0.5,4.3,4.4,19.4,2014,19.1,1.01571
1844,Glory Johnson,TUL,F,33,1070,33,8.4,18.8,0.449,0.0,0.1,0.0,8.4,18.6,0.453,6.8,8.9,0.76,4.6,14.9,2.2,2.2,0.6,4.2,5.2,23.7,2014,22.7,1.04405
1845,Shenise Johnson,SAS,G,30,537,1,6.8,16.9,0.4,1.6,4.3,0.372,5.2,12.6,0.409,2.9,3.5,0.829,3.0,9.8,4.3,2.9,0.3,3.2,2.9,18.0,2014,18.4,0.97826
1846,Temeka Johnson,SEA,G,34,578,3,7.0,19.3,0.361,1.6,4.8,0.34,5.3,14.5,0.368,3.3,3.6,0.921,0.8,6.9,10.5,2.3,0.2,5.1,3.9,18.9,2014,20.9,0.90431
1851,Crystal Langhorne,SEA,F-C,34,983,34,10.1,17.7,0.571,0.1,0.2,0.667,10.0,17.5,0.571,4.2,6.4,0.658,3.2,14.2,1.9,1.2,0.7,3.8,4.3,24.5,2014,20.5,1.19512
1852,Erlana Larkins,IND,F,33,1044,33,6.4,10.7,0.599,0.0,0.0,,6.4,10.7,0.599,3.8,5.3,0.716,5.1,15.7,4.4,3.3,1.4,3.8,5.5,16.7,2014,13.0,1.28462
1853,Ivory Latta,WAS,G,34,1079,33,7.0,17.7,0.395,4.1,10.8,0.377,3.0,7.0,0.424,3.8,4.5,0.833,0.9,4.1,5.6,1.2,0.1,3.3,2.8,21.9,2014,19.7,1.11168
1854,Jantel Lavender,LAS,F,34,963,27,9.4,17.9,0.527,0.1,0.3,0.2,9.4,17.6,0.532,2.9,3.7,0.794,3.6,11.5,2.8,0.9,1.5,3.6,3.6,21.8,2014,19.5,1.11795
1855,Kara Lawson,WAS,G,28,610,4,6.1,16.1,0.379,2.6,7.6,0.337,3.5,8.5,0.417,2.6,2.7,0.935,1.0,7.2,6.1,0.7,0.1,3.1,2.7,17.4,2014,17.3,1.00578
1857,Camille Smith,SEA,F,33,1017,33,7.9,17.7,0.448,1.5,4.3,0.338,6.4,13.3,0.484,5.7,7.2,0.797,2.2,7.8,2.9,1.8,0.8,4.3,4.6,23.0,2014,20.9,1.10048
1859,Sancho Lyttle,ATL,F,34,1064,34,8.5,18.5,0.459,0.1,0.5,0.273,8.3,18.0,0.464,2.5,3.8,0.663,4.0,14.4,3.9,3.5,0.9,2.3,4.3,19.6,2014,20.2,0.9703
1860,Kayla McBride,SAS,G,34,884,34,9.3,22.9,0.406,3.4,8.7,0.396,5.9,14.2,0.413,4.6,5.5,0.846,1.3,4.8,3.5,2.0,0.2,2.5,2.4,26.7,2014,25.3,1.05534
1861,Janel McCarville,MIN,F-C,34,920,34,6.1,13.3,0.457,0.5,1.4,0.333,5.6,11.9,0.471,2.7,3.7,0.738,2.2,9.3,6.0,2.3,1.6,3.3,4.5,15.3,2014,14.9,1.02685
1862,Angel McCoughtry,ATL,F-G,31,972,29,10.7,25.5,0.42,1.6,5.4,0.295,9.1,20.0,0.453,6.8,8.4,0.809,2.7,8.4,5.9,3.8,0.6,6.0,4.8,29.8,2014,29.2,1.02055
1866,Emma Meesseman,WAS,F,34,931,34,8.5,16.3,0.52,0.0,0.1,0.0,8.5,16.2,0.523,2.9,3.2,0.909,4.6,12.7,5.0,2.8,2.0,3.5,4.9,19.9,2014,17.7,1.12429
1868,Alex Montgomery,NYL,G-F,34,745,20,5.0,12.1,0.409,2.0,4.6,0.431,3.0,7.5,0.396,0.8,1.1,0.688,2.5,9.4,2.4,1.7,0.4,2.8,6.2,12.7,2014,12.6,1.00794
1869,Renee Montgomery,CON,G,33,536,0,7.6,20.4,0.373,3.4,10.3,0.33,4.2,10.0,0.417,3.0,3.9,0.775,0.5,2.4,7.6,2.0,0.2,4.3,3.9,21.7,2014,22.1,0.9819
1871,Maya Moore,MIN,F,34,1181,34,13.1,27.1,0.481,2.7,8.2,0.335,10.3,19.0,0.544,7.1,8.0,0.884,3.2,12.2,5.1,2.8,1.2,3.5,3.9,36.0,2014,30.6,1.17647
1875,Chiney Ogwumike,CON,F-C,31,921,31,11.1,20.7,0.537,0.0,0.0,,11.1,20.7,0.537,5.0,7.2,0.693,6.9,14.9,1.1,2.0,2.1,3.4,6.4,27.3,2014,23.9,1.14226
1876,Nneka Ogwumike,LAS,F,33,911,33,11.7,22.4,0.52,0.2,0.6,0.3,11.5,21.9,0.526,6.3,7.2,0.873,3.8,13.4,2.8,3.3,0.9,3.9,5.3,29.8,2014,25.6,1.16406
1879,Courtney Paris,TUL,C,34,940,34,7.7,13.4,0.574,0.0,0.0,,7.7,13.4,0.574,1.9,3.9,0.493,7.6,19.3,2.1,1.6,2.0,2.0,6.4,17.4,2014,15.1,1.15232
1880,Candace Parker,LAS,F-C,30,995,29,11.3,24.2,0.469,1.0,3.2,0.306,10.3,20.9,0.494,6.9,8.2,0.846,1.5,11.2,6.7,2.8,2.1,4.1,2.7,30.6,2014,27.8,1.10072
1882,Jia Perkins,SAS,G,23,520,2,11.0,24.8,0.442,4.0,9.7,0.411,7.0,15.1,0.463,3.5,3.9,0.895,1.1,5.3,3.9,3.5,0.5,2.3,3.0,29.5,2014,26.5,1.11321
1883,Devereaux Peters,MIN,F,28,504,0,5.6,12.7,0.443,0.0,0.0,,5.6,12.7,0.443,1.5,2.0,0.737,3.2,10.7,5.0,2.3,2.9,3.1,7.2,12.7,2014,13.6,0.93382
1884,Erin Phillips,PHO,G,33,617,10,5.4,12.4,0.435,3.0,6.6,0.449,2.5,5.8,0.42,2.3,2.7,0.844,0.8,4.6,6.1,1.9,0.1,3.3,3.7,16.1,2014,13.6,1.18382
1885,Plenette Pierson,NYL,F,33,573,8,7.4,16.2,0.455,0.0,0.3,0.0,7.4,16.0,0.462,7.3,8.5,0.859,2.8,9.5,3.5,1.3,0.4,4.2,6.7,22.1,2014,19.9,1.11055
1887,Cappie Pondexter,NYL,G,34,1052,34,8.1,20.9,0.388,1.2,4.2,0.277,6.9,16.7,0.416,5.2,6.7,0.769,1.1,5.7,6.6,1.7,0.2,4.5,2.1,22.5,2014,23.8,0.94538
1890,Armintie Herrington,LAS,G,34,789,17,3.9,8.1,0.48,0.0,0.1,0.0,3.9,8.1,0.484,1.1,2.3,0.457,2.7,6.2,4.4,3.4,0.4,2.2,4.3,8.9,2014,9.1,0.97802
1891,Epiphanny Prince,CHI,G,26,840,24,7.6,19.9,0.383,2.0,6.1,0.327,5.6,13.8,0.408,7.0,8.0,0.876,1.0,4.8,6.2,3.0,0.7,2.9,3.8,24.2,2014,23.4,1.03419
1892,Allie Quigley,CHI,G,34,842,1,8.9,20.0,0.444,2.5,6.6,0.387,6.4,13.5,0.472,3.2,3.6,0.879,0.9,4.6,4.0,1.4,0.4,3.8,3.5,23.5,2014,21.6,1.08796
1893,Noelle Quinn,SEA,G,32,483,5,5.2,13.8,0.38,0.9,3.5,0.258,4.3,10.3,0.422,2.5,2.9,0.88,1.6,9.1,4.9,1.9,0.3,2.1,3.1,13.9,2014,15.1,0.92053
1895,Danielle Robinson,SAS,G,33,1091,33,8.1,17.7,0.457,0.0,0.3,0.0,8.1,17.3,0.466,4.7,5.0,0.941,1.1,5.6,8.5,2.7,0.2,3.9,4.7,20.8,2014,19.9,1.04523
1896,Sugar Rodgers,NYL,G,34,564,0,6.8,19.1,0.353,2.3,7.8,0.289,4.5,11.3,0.397,3.4,4.6,0.735,1.3,6.6,4.1,2.2,0.9,3.1,4.9,19.1,2014,21.1,0.90521
1898,Tierra Ruffin-Pratt,WAS,G,34,550,6,5.8,15.1,0.383,0.5,2.0,0.25,5.3,13.2,0.403,3.0,4.3,0.705,2.6,9.7,4.2,2.4,0.4,2.9,5.9,15.1,2014,17.0,0.88824
1899,Shoni Schimmel,ATL,G,34,725,2,7.2,19.3,0.374,3.7,10.8,0.342,3.5,8.6,0.415,1.5,1.7,0.84,1.3,5.3,8.6,1.8,0.2,5.8,2.6,19.6,2014,20.0,0.98
1900,Odyssey Sims,TUL,G,34,1169,31,9.0,22.1,0.406,2.1,6.1,0.346,6.9,16.0,0.429,5.4,6.4,0.839,1.3,4.3,6.3,2.0,0.4,3.2,3.9,25.4,2014,24.9,1.02008
1901,Shekinna Stricklen,SEA,F,33,578,10,8.2,19.1,0.43,4.5,11.6,0.385,3.7,7.4,0.5,1.8,2.5,0.731,0.9,6.6,2.2,1.9,0.3,2.6,6.2,22.7,2014,20.2,1.12376
1902,Diana Taurasi,PHO,G,33,1018,33,8.8,19.3,0.454,3.2,8.7,0.365,5.6,10.6,0.527,6.8,7.7,0.874,0.5,6.4,9.5,1.1,0.5,4.5,5.1,27.5,2014,22.7,1.21145
1904,Penny Taylor,PHO,F,33,773,24,7.7,16.1,0.479,2.0,5.7,0.357,5.7,10.4,0.545,6.0,7.1,0.848,0.9,7.0,6.9,2.7,1.0,3.8,3.6,23.4,2014,19.2,1.21875
1905,Alyssa Thomas,CON,F,34,927,28,7.2,16.4,0.436,0.1,0.3,0.333,7.1,16.1,0.439,4.9,6.5,0.757,3.6,9.8,2.9,2.0,0.3,3.3,3.9,19.3,2014,19.3,1.0
1906,Jasmine Thomas,ATL,G,34,594,23,5.2,16.0,0.323,1.0,4.0,0.255,4.2,12.1,0.345,2.5,3.6,0.714,1.5,5.9,4.7,1.4,0.4,3.2,3.9,13.9,2014,17.6,0.78977
1909,Kristi Toliver,LAS,G,27,770,21,7.8,17.6,0.442,3.1,7.9,0.393,4.7,9.7,0.483,2.9,3.5,0.843,0.5,3.9,7.6,2.0,0.1,3.1,4.5,21.6,2014,19.1,1.13089
1910,Courtney Vandersloot,CHI,G,18,452,16,5.4,13.5,0.402,1.0,2.8,0.375,4.4,10.7,0.409,2.3,2.8,0.833,0.9,4.5,11.8,2.4,1.0,5.4,5.0,14.2,2014,14.7,0.96599
1911,Kia Vaughn,WAS,C,33,795,33,9.2,20.1,0.458,0.0,0.1,0.0,9.2,19.9,0.461,1.8,2.8,0.634,4.1,14.1,2.7,2.1,1.0,3.2,5.1,20.1,2014,21.3,0.94366
1912,Avery Warley-Talbert,NYL,C,28,443,23,5.5,11.2,0.489,0.0,0.0,,5.5,11.2,0.489,3.0,3.6,0.833,5.5,12.5,0.5,1.2,1.2,3.3,8.6,14.0,2014,12.8,1.09375
1913,Lindsay Whalen*,MIN,G,34,1040,34,9.1,18.9,0.48,0.1,0.5,0.1,9.0,18.4,0.49,5.9,7.6,0.77,1.1,7.1,9.5,1.5,0.1,3.1,2.8,24.0,2014,22.2,1.08108
1914,Tan White,MIN,G,34,604,1,5.5,13.9,0.4,1.9,5.7,0.333,3.6,8.1,0.447,1.5,2.0,0.739,1.0,5.4,3.3,2.6,0.4,2.7,5.9,14.5,2014,14.8,0.97973
1918,Monica Wright,MIN,G,24,441,9,6.2,14.7,0.419,0.6,2.1,0.278,5.6,12.6,0.443,3.7,5.0,0.738,0.7,6.2,5.9,2.0,0.9,4.3,6.0,16.6,2014,16.9,0.98225
1919,Tanisha Wright,SEA,G,29,740,29,6.0,14.3,0.417,0.4,1.3,0.278,5.6,13.0,0.431,4.9,6.2,0.795,1.0,5.1,7.7,2.0,0.3,4.5,5.6,17.2,2014,17.0,1.01176
1920,Sophia Young-Malcolm,SAS,F,34,823,20,7.5,15.9,0.469,0.0,0.3,0.0,7.5,15.6,0.477,3.1,4.7,0.658,4.0,10.2,3.4,2.4,0.4,1.7,3.6,18.0,2014,18.0,1.0
1921,Tamera Young,CHI,F,34,937,33,5.5,12.6,0.438,0.0,0.0,,5.5,12.6,0.438,1.7,3.0,0.556,2.1,9.6,2.3,1.3,0.3,1.5,4.9,12.7,2014,13.9,0.91367
1923,Shavonte Zellous,IND,G,34,931,33,7.6,18.6,0.411,1.5,4.8,0.305,6.2,13.8,0.447,5.1,6.5,0.784,1.3,5.5,4.1,1.4,0.9,3.2,5.8,21.8,2014,21.5,1.01395
