,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
213,Zia Cooke,LAS,G,39,549,4,6.0,20.9,0.289,1.7,6.4,0.261,4.4,14.5,0.301,3.6,4.5,0.813,0.9,3.4,2.9,1.2,1.1,2.7,3.3,17.3,2023,22.9,0.75546
214,Kahleah Copper,CHI,G-F,38,1184,38,11.3,25.1,0.448,3.0,7.3,0.404,8.3,17.8,0.466,5.0,6.5,0.77,1.1,7.2,3.3,1.5,0.4,4.0,4.0,30.5,2023,28.0,1.08929
217,Sophie Cunningham,PHO,G,31,898,31,6.4,15.6,0.413,3.4,9.9,0.337,3.1,5.6,0.546,4.0,4.6,0.875,1.0,5.1,3.8,1.2,0.6,2.7,5.7,20.2,2023,17.6,1.14773
218,Crystal Dangerfield,DAL,G,35,973,32,6.1,14.4,0.425,1.4,4.8,0.29,4.7,9.6,0.492,1.1,1.4,0.815,1.4,5.2,5.5,1.7,0.4,2.1,2.3,14.7,2023,15.0,0.98
219,Elena Delle Donne,WAS,F-G,23,633,23,11.3,23.4,0.485,1.9,4.9,0.393,9.4,18.5,0.509,6.0,6.4,0.938,1.6,10.0,3.9,1.5,1.6,2.4,3.4,30.6,2023,26.2,1.16794
221,Ivana Dojkić,SEA,G,23,461,15,5.2,13.0,0.403,2.5,6.0,0.418,2.7,7.0,0.391,3.4,4.7,0.721,0.4,4.4,7.1,2.0,0.4,3.8,4.8,16.4,2023,15.1,1.08609
225,Dana Evans,CHI,G,39,837,1,7.1,19.6,0.36,2.6,8.7,0.294,4.5,10.9,0.413,4.6,5.4,0.854,0.4,2.9,7.2,1.6,0.2,3.7,2.7,21.3,2023,22.0,0.96818
226,Dulcy Fankam Mendjiadeu,SEA,F-C,34,470,21,6.0,11.4,0.523,0.0,0.1,0.0,6.0,11.3,0.528,2.4,4.3,0.55,6.2,15.9,1.3,1.4,1.2,3.1,7.6,14.3,2023,13.3,1.07519
230,Allisha Gray,ATL,G,38,1244,38,8.7,18.7,0.465,1.7,4.7,0.356,7.0,14.0,0.501,6.7,8.1,0.824,1.9,7.4,4.7,1.6,0.6,2.8,4.0,25.7,2023,22.3,1.15247
231,Chelsea Gray,LVA,G,40,1288,40,8.6,17.6,0.49,2.5,5.8,0.421,6.2,11.8,0.524,3.7,4.1,0.897,0.5,6.1,11.2,2.2,1.0,3.9,2.8,23.4,2023,19.4,1.20619
232,Brittney Griner,PHO,C,31,856,31,13.3,23.7,0.56,0.1,0.5,0.111,13.2,23.2,0.571,6.4,8.2,0.772,2.3,11.8,4.1,1.0,3.0,4.0,3.9,33.0,2023,27.3,1.20879
234,Megan Gustafson,PHO,C,34,514,4,10.3,19.6,0.526,1.5,4.3,0.349,8.8,15.3,0.576,5.1,6.3,0.806,4.6,13.2,2.5,1.3,1.4,3.7,6.6,27.2,2023,22.4,1.21429
235,Dearica Hamby,LAS,F,40,990,19,6.8,15.7,0.431,0.5,2.1,0.22,6.3,13.6,0.464,4.3,6.6,0.648,2.6,12.1,3.7,1.7,0.6,3.0,4.4,18.3,2023,18.6,0.98387
237,Tyasha Harris,CON,G,40,668,0,6.7,16.1,0.416,3.0,6.5,0.464,3.7,9.6,0.384,1.3,1.9,0.68,0.4,2.6,5.2,2.2,0.2,3.2,3.3,17.7,2023,16.9,1.04734
239,Tianna Hawkins,WAS,F,40,923,21,7.1,14.5,0.491,1.6,4.8,0.333,5.5,9.8,0.567,2.1,2.9,0.75,3.3,10.9,3.1,1.8,0.8,2.6,5.4,18.0,2023,15.8,1.13924
240,Tiffany Hayes,CON,G,40,1082,40,8.0,16.8,0.476,2.3,6.2,0.366,5.7,10.6,0.541,4.7,6.0,0.778,1.8,5.7,5.0,1.6,0.1,2.7,5.4,22.9,2023,19.4,1.18041
242,Natisha Hiedeman,CON,G,40,1066,40,5.9,15.2,0.392,2.8,7.8,0.366,3.1,7.4,0.418,1.6,2.2,0.739,0.4,4.1,5.1,1.7,0.2,2.8,4.3,16.4,2023,16.2,1.01235
243,Naz Hillmon,ATL,F,40,541,3,5.4,10.6,0.509,0.0,0.1,0.0,5.4,10.5,0.513,4.2,4.9,0.852,4.6,12.5,2.5,0.7,0.3,3.6,5.3,14.9,2023,12.8,1.16406
245,Myisha Hines-Allen,WAS,F,35,617,18,6.0,17.6,0.34,1.5,5.4,0.273,4.5,12.2,0.369,2.7,3.8,0.717,3.0,12.6,6.3,1.9,0.5,4.3,6.4,16.2,2023,19.3,0.83938
246,Jordan Horston,SEA,F,36,806,17,6.3,17.1,0.367,0.6,2.6,0.244,5.7,14.6,0.389,2.3,3.2,0.712,2.9,11.3,3.6,2.7,1.3,4.4,4.9,15.5,2023,18.5,0.83784
247,Natasha Howard,DAL,F,39,1289,39,9.6,20.9,0.458,1.5,4.9,0.299,8.1,16.0,0.507,4.3,5.2,0.815,3.3,12.1,3.9,1.9,1.7,4.2,5.4,24.9,2023,23.2,1.07328
248,Rhyne Howard,ATL,G,39,1283,39,8.7,22.6,0.385,3.8,10.8,0.352,4.9,11.8,0.415,5.0,6.3,0.788,1.0,7.4,5.3,2.0,1.0,2.9,4.2,26.2,2023,25.4,1.0315
249,Lexie Hull,IND,G,30,619,25,4.5,12.0,0.372,1.1,5.0,0.217,3.4,7.0,0.482,1.4,1.8,0.773,2.9,6.8,2.7,2.5,0.7,2.5,7.0,11.4,2023,12.8,0.89062
250,Sabrina Ionescu,NYL,G,36,1134,36,8.7,20.6,0.423,5.7,12.8,0.448,3.0,7.8,0.383,4.2,4.9,0.872,1.3,8.9,8.6,1.7,0.4,4.2,2.7,27.4,2023,22.8,1.20175
251,Moriah Jefferson,PHO,G,39,972,36,8.8,20.4,0.433,2.0,5.7,0.355,6.8,14.6,0.464,2.2,2.7,0.82,0.5,4.1,7.5,2.3,0.4,3.4,4.5,21.8,2023,21.6,1.00926
252,Marine Johannes,NYL,G,35,662,5,6.8,16.4,0.414,4.3,11.6,0.368,2.5,4.8,0.524,1.1,1.5,0.75,0.6,3.8,4.4,1.8,0.2,3.6,4.2,19.0,2023,17.1,1.11111
253,Brionna Jones,CON,F,13,412,13,10.0,17.5,0.571,0.2,0.5,0.5,9.7,17.0,0.574,5.6,7.2,0.776,5.1,13.2,3.9,3.0,0.9,3.6,6.6,25.9,2023,20.7,1.25121
254,Haley Jones,ATL,F-G,40,584,6,4.7,14.0,0.337,0.5,2.4,0.214,4.2,11.7,0.362,2.6,3.5,0.756,1.2,7.9,7.8,1.4,1.0,4.6,5.8,12.6,2023,15.5,0.8129
255,Jonquel Jones,NYL,C,40,1001,40,8.9,16.9,0.527,1.6,4.6,0.352,7.3,12.3,0.593,3.5,4.0,0.863,5.2,17.0,3.7,1.2,2.6,4.2,5.7,22.9,2023,18.7,1.2246
256,Dorka Juhász,MIN,F,38,919,27,5.2,11.0,0.472,0.7,2.7,0.271,4.5,8.4,0.536,1.5,2.8,0.54,3.5,13.6,5.5,2.0,1.3,2.6,3.9,12.6,2023,12.2,1.03279
259,Betnijah Laney,NYL,G-F,40,1201,40,8.4,16.9,0.499,2.5,6.4,0.392,5.9,10.5,0.565,2.2,2.8,0.791,1.3,5.5,4.1,1.4,0.2,3.2,3.6,21.6,2023,18.1,1.19337
260,Jewell Loyd,SEA,G,38,1344,38,10.7,28.8,0.37,4.3,12.1,0.356,6.4,16.7,0.38,9.5,10.7,0.888,1.5,6.7,4.9,1.4,0.6,3.9,2.4,35.1,2023,33.5,1.04776
261,Marina Mabrey,CHI,G,39,1169,39,8.8,21.4,0.411,3.9,9.9,0.39,4.9,11.4,0.43,4.0,4.8,0.836,1.5,6.4,6.1,1.3,0.8,3.7,4.0,25.5,2023,23.5,1.08511
262,Ezi Magbegor,SEA,F-C,40,1304,40,8.4,16.3,0.513,1.2,3.0,0.385,7.2,13.3,0.542,3.3,4.7,0.699,2.5,12.4,3.9,1.7,2.9,3.6,5.0,21.2,2023,18.4,1.15217
263,Kayla McBride,MIN,G,38,1208,38,7.9,18.6,0.424,3.5,10.2,0.342,4.4,8.3,0.525,3.6,4.1,0.867,0.6,5.1,3.6,2.0,0.3,2.7,2.7,22.8,2023,20.4,1.11765
264,Teaira McCowan,DAL,C,30,783,29,9.6,17.4,0.551,0.0,0.3,0.0,9.6,17.1,0.56,3.7,6.3,0.586,6.6,17.4,2.9,1.0,2.2,2.9,6.4,22.9,2023,20.2,1.13366
265,Aari McDonald,ATL,G,24,565,9,5.8,14.3,0.402,2.2,6.8,0.321,3.6,7.5,0.477,2.8,3.7,0.762,0.5,4.2,6.4,1.3,0.0,3.4,3.3,16.5,2023,15.9,1.03774
267,Li Meng,WAS,G,34,539,1,5.8,15.4,0.378,4.1,11.4,0.364,1.7,4.0,0.419,2.1,2.4,0.846,0.6,3.4,3.3,0.9,0.1,2.6,3.6,17.8,2023,16.5,1.07879
270,Nikolina Milic,MIN,F,39,494,3,9.2,19.8,0.464,0.8,2.3,0.364,8.3,17.5,0.476,4.6,5.8,0.804,2.9,9.6,3.4,0.4,0.5,4.3,7.0,23.8,2023,22.4,1.0625
271,Diamond Miller,MIN,F,32,834,32,8.5,21.2,0.403,1.9,6.2,0.307,6.7,15.0,0.443,4.6,5.9,0.792,1.3,6.9,4.9,1.8,0.7,4.5,4.9,23.6,2023,23.8,0.9916
272,Kelsey Mitchell,IND,G,40,1349,40,9.3,21.1,0.441,3.9,9.7,0.398,5.4,11.4,0.478,5.2,6.3,0.824,0.5,2.5,4.8,1.4,0.1,3.5,3.1,27.7,2023,23.9,1.159
273,Tiffany Mitchell,MIN,G,33,763,21,5.7,14.2,0.404,0.9,3.0,0.289,4.9,11.2,0.435,3.7,4.4,0.833,1.2,5.1,5.1,1.1,0.2,4.7,5.9,16.0,2023,16.1,0.99379
274,Olivia Nelson-Ododa,CON,C,39,585,0,5.7,10.6,0.537,0.0,0.0,,5.7,10.6,0.537,4.0,5.7,0.708,4.4,12.7,2.0,1.8,2.9,2.6,7.7,15.5,2023,13.1,1.18321
275,Kia Nurse,SEA,G,40,789,20,5.1,14.8,0.343,3.2,9.1,0.35,1.9,5.7,0.333,1.5,1.7,0.889,0.8,5.8,3.4,1.5,0.1,1.8,4.9,14.9,2023,15.5,0.96129
276,Arike Ogunbowale,DAL,G,40,1489,40,10.0,25.2,0.398,3.9,11.4,0.343,6.1,13.8,0.443,4.5,5.1,0.876,0.6,4.5,6.1,2.3,0.1,3.5,3.7,28.5,2023,27.4,1.04015
278,Nneka Ogwumike,LAS,F,36,1119,36,12.0,23.5,0.512,1.0,2.8,0.339,11.1,20.7,0.535,6.4,7.3,0.87,2.7,14.4,4.4,2.8,1.2,3.6,4.2,31.4,2023,26.7,1.17603
279,Michaela Onyenwere,PHO,F,40,953,27,7.1,17.5,0.404,1.9,6.0,0.315,5.2,11.5,0.45,3.3,4.3,0.759,2.6,8.0,2.8,1.6,1.0,4.4,6.2,19.3,2023,19.4,0.99485
280,Candace Parker,LVA,F-C,18,425,18,7.0,15.0,0.465,2.0,5.9,0.333,5.0,9.1,0.551,2.9,3.3,0.893,1.9,11.3,7.8,3.1,1.9,3.6,4.1,18.8,2023,16.5,1.13939
281,Cheyenne Parker,ATL,F,40,1066,38,10.7,22.2,0.482,0.7,2.5,0.278,10.0,19.8,0.508,5.6,6.8,0.829,4.0,12.4,3.3,2.0,2.7,4.2,5.3,27.8,2023,25.2,1.10317
282,Robyn Parks,CHI,F,37,505,2,5.3,14.0,0.381,3.2,8.8,0.368,2.1,5.2,0.404,0.7,0.7,1.0,1.5,5.9,1.6,1.2,0.5,1.9,3.5,14.6,2023,14.3,1.02098
284,Kelsey Plum,LVA,G,39,1265,39,9.7,20.5,0.475,3.7,9.5,0.389,6.0,10.9,0.55,5.3,5.8,0.912,0.4,3.7,6.9,1.7,0.0,3.2,3.7,28.5,2023,23.1,1.23377
287,Danielle Robinson,ATL,G,32,690,27,5.1,11.0,0.461,0.6,2.2,0.29,4.4,8.8,0.504,2.6,3.4,0.75,0.6,4.9,7.4,1.6,0.2,3.1,4.6,13.4,2023,12.5,1.072
289,Mercedes Russell,SEA,C,37,705,13,5.8,11.2,0.516,0.0,0.1,0.0,5.8,11.1,0.519,1.6,2.7,0.605,2.8,10.6,3.4,1.1,1.2,3.9,4.0,13.2,2023,12.4,1.06452
291,Satou Sabally,DAL,F,38,1258,38,9.4,21.7,0.435,2.6,7.3,0.361,6.8,14.4,0.472,6.6,7.6,0.874,3.4,12.2,6.6,2.7,0.6,4.4,5.4,28.1,2023,25.0,1.124
292,Karlie Samuelson,LAS,G,34,888,23,4.7,10.1,0.463,2.8,6.6,0.426,1.9,3.6,0.532,2.8,2.9,0.941,0.6,5.8,3.9,1.3,0.2,1.7,4.6,15.0,2023,11.4,1.31579
294,Jessica Shepard,MIN,F,21,565,17,5.9,11.4,0.516,0.0,0.2,0.0,5.9,11.2,0.524,3.7,4.8,0.774,4.0,13.4,6.0,1.1,0.2,2.7,3.8,15.4,2023,13.5,1.14074
299,Alanna Smith,CHI,F,38,1007,35,6.7,13.4,0.498,1.5,5.2,0.294,5.2,8.2,0.626,2.8,4.1,0.679,3.5,12.6,3.4,2.5,2.5,2.8,5.9,17.6,2023,15.2,1.15789
300,NaLyssa Smith,IND,F,31,885,28,10.9,22.9,0.477,1.1,3.9,0.284,9.8,19.0,0.517,4.9,7.2,0.677,3.7,16.5,2.6,0.6,0.6,4.9,5.4,27.8,2023,26.1,1.06513
302,Azura Stevens,LAS,F-C,35,910,29,8.3,20.6,0.404,2.0,6.1,0.321,6.4,14.5,0.438,2.6,3.4,0.754,3.0,11.6,2.2,2.3,1.8,2.9,5.0,21.2,2023,22.1,0.95928
303,Breanna Stewart,NYL,F,40,1365,40,11.7,25.2,0.465,3.0,8.6,0.355,8.7,16.6,0.521,7.6,8.9,0.851,2.4,13.8,5.6,2.2,2.3,2.2,2.8,34.1,2023,29.1,1.17182
304,Kiah Stokes,LVA,C,40,792,22,2.2,5.2,0.434,0.3,1.7,0.185,1.9,3.5,0.554,0.6,1.1,0.5,2.8,14.6,1.4,1.6,2.4,1.1,4.4,5.4,2023,5.7,0.94737
305,Sug Sutton,PHO,G,40,1051,12,6.2,16.2,0.385,1.5,4.4,0.337,4.7,11.8,0.403,2.3,2.8,0.807,0.7,5.0,9.4,1.3,0.1,4.9,3.1,16.2,2023,17.4,0.93103
306,Brittney Sykes,WAS,G,40,1252,40,9.3,21.1,0.439,2.3,6.5,0.35,7.0,14.6,0.478,4.9,6.2,0.797,1.5,8.0,6.2,3.4,0.5,3.9,4.6,25.7,2023,23.8,1.07983
307,Diana Taurasi,PHO,G,26,709,26,9.4,23.3,0.403,4.7,13.7,0.342,4.7,9.6,0.489,7.0,8.2,0.848,0.1,6.8,8.8,1.0,0.9,5.7,4.9,30.4,2023,26.9,1.13011
308,Alyssa Thomas,CON,F,40,1446,40,8.6,18.3,0.474,0.0,0.1,0.0,8.6,18.2,0.476,4.7,6.6,0.715,2.8,14.0,11.2,2.6,0.7,4.9,3.9,22.0,2023,21.2,1.03774
309,Jasmine Thomas,LAS,G,32,410,7,3.7,13.7,0.273,1.9,7.7,0.242,1.9,6.0,0.313,1.2,1.4,0.909,1.2,4.2,5.2,1.1,0.7,2.6,3.5,10.6,2023,14.3,0.74126
311,Kayla Thornton,NYL,F,40,693,0,4.7,11.0,0.433,1.8,5.8,0.313,2.9,5.1,0.571,1.7,2.2,0.767,3.5,10.3,2.0,2.0,0.7,1.5,4.8,13.0,2023,12.0,1.08333
314,Brianna Turner,PHO,F,40,1052,33,3.3,5.1,0.65,0.0,0.0,,3.3,5.1,0.65,0.3,0.6,0.5,2.5,12.5,2.5,1.9,2.2,3.0,4.4,6.9,2023,5.4,1.27778
316,Courtney Vandersloot,NYL,G,39,1187,39,6.9,15.5,0.442,1.6,5.4,0.294,5.3,10.1,0.521,2.2,2.9,0.761,0.8,5.8,13.4,2.2,1.0,4.4,3.3,17.5,2023,16.8,1.04167
317,Victoria Vivians,IND,G-F,38,674,14,5.6,14.6,0.38,2.1,7.2,0.287,3.5,7.5,0.469,1.8,2.3,0.767,1.4,9.1,3.7,2.1,0.5,2.4,5.5,14.9,2023,15.6,0.95513
318,Shatori Walker-Kimbrough,WAS,G,40,993,15,4.4,10.3,0.429,1.6,4.2,0.39,2.8,6.2,0.455,2.2,2.4,0.936,0.4,4.2,3.4,1.5,0.7,1.3,2.4,12.7,2023,11.4,1.11404
319,Kristy Wallace,IND,G,37,728,9,6.6,16.4,0.401,2.6,6.0,0.435,3.9,10.4,0.381,1.5,2.0,0.75,1.6,5.8,5.0,1.6,0.6,3.5,4.5,17.2,2023,17.3,0.99422
320,Erica Wheeler,IND,G,40,1071,40,7.0,17.6,0.398,1.4,4.6,0.309,5.6,12.9,0.43,3.5,3.9,0.878,0.8,5.8,9.6,2.1,0.1,4.0,4.6,18.9,2023,19.3,0.97927
321,Sami Whitcomb,SEA,G,40,978,19,6.6,16.4,0.4,4.6,11.9,0.385,2.0,4.6,0.438,2.3,2.7,0.83,1.0,5.9,5.9,1.8,0.7,4.1,3.8,20.0,2023,17.6,1.13636
322,Courtney Williams,CHI,G,40,1204,40,7.4,17.0,0.437,2.0,4.5,0.443,5.5,12.5,0.434,0.6,1.1,0.6,1.6,10.2,10.6,1.6,0.5,4.1,2.7,17.5,2023,17.5,1.0
323,Elizabeth Williams,CHI,C-F,40,1188,40,7.2,13.9,0.514,0.0,0.0,,7.2,13.9,0.514,2.5,3.9,0.63,3.9,9.9,4.2,2.1,2.6,2.3,4.3,16.8,2023,15.6,1.07692
327,A'ja Wilson,LVA,C,40,1228,40,13.5,24.2,0.557,0.4,1.2,0.31,13.1,23.0,0.57,9.4,11.6,0.812,3.3,15.3,2.6,2.3,3.6,2.5,3.4,36.7,2023,29.3,1.25256
329,Jackie Young,LVA,G,40,1259,40,9.8,18.7,0.523,3.5,7.8,0.449,6.3,10.9,0.576,4.6,5.3,0.867,1.0,6.3,5.9,2.0,0.2,2.7,3.1,27.7,2023,21.0,1.31905
