,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
929,Natasha Cloud,WAS,G,34,1093,34,5.2,13.3,0.394,2.1,6.6,0.326,3.1,6.7,0.461,2.0,2.9,0.683,0.3,4.1,9.0,1.7,0.3,3.1,3.3,14.6,2019,14.6,1.0
931,Napheesa Collier,MIN,F,34,1131,34,7.6,15.5,0.49,1.4,3.8,0.361,6.2,11.7,0.531,3.6,4.6,0.792,2.7,10.1,4.0,3.0,1.5,3.0,4.5,20.2,2019,17.5,1.15429
933,Kahleah Copper,CHI,G-F,34,502,0,7.7,19.9,0.387,1.5,4.8,0.306,6.3,15.1,0.413,5.3,6.8,0.771,1.2,6.3,2.9,1.4,0.3,4.2,5.0,22.2,2019,22.9,0.96943
935,Damiris Dantas,MIN,F,26,667,26,6.9,15.9,0.432,3.2,8.3,0.393,3.6,7.6,0.475,1.5,2.0,0.731,2.2,8.9,6.5,1.5,1.2,3.5,5.7,18.4,2019,16.8,1.09524
936,Kaela Davis,DAL,F,33,634,16,6.5,19.7,0.329,1.4,4.3,0.314,5.1,15.3,0.333,2.5,2.8,0.879,1.4,6.2,5.9,1.5,0.5,6.2,6.7,16.8,2019,20.9,0.80383
937,Elena Delle Donne,WAS,F-G,31,901,31,12.7,24.7,0.515,3.0,7.0,0.43,9.7,17.7,0.549,6.6,6.8,0.974,2.8,14.7,3.9,1.1,2.3,1.7,1.9,35.0,2019,27.7,1.26354
938,Diamond DeShields,CHI,G,34,1027,34,9.2,23.0,0.399,2.4,7.5,0.316,6.8,15.4,0.44,5.6,6.7,0.836,1.4,8.9,3.9,2.1,0.7,3.5,4.4,26.3,2019,25.9,1.01544
940,Stefanie Dolson,CHI,C,34,850,34,7.0,13.4,0.519,1.7,4.8,0.361,5.2,8.7,0.607,2.5,2.8,0.898,2.4,10.9,4.3,1.2,2.0,3.8,7.2,18.2,2019,14.6,1.24658
941,Candice Dupree,IND,F,34,1043,34,8.7,18.5,0.472,0.0,0.2,0.0,8.7,18.3,0.475,2.4,2.8,0.839,1.2,8.5,4.3,0.8,1.0,2.6,1.7,19.8,2019,19.7,1.00508
942,AD Durr,NYL,G,18,480,15,7.4,15.9,0.467,1.6,5.3,0.294,5.9,10.6,0.554,1.9,2.3,0.818,0.5,3.0,3.3,1.0,0.7,2.2,3.6,18.3,2019,16.9,1.08284
945,Sylvia Fowles,MIN,C,34,1003,34,10.1,17.2,0.588,0.0,0.0,,10.1,17.2,0.588,3.6,5.1,0.707,4.7,15.5,2.6,1.6,2.4,3.5,4.5,23.8,2019,19.4,1.2268
946,Allisha Gray,DAL,G,34,1035,29,6.1,13.4,0.457,1.7,4.5,0.384,4.4,8.9,0.494,5.0,5.8,0.848,2.3,7.4,4.1,2.2,0.7,2.6,4.5,18.9,2019,16.0,1.18125
947,Chelsea Gray,LAS,G,34,1108,34,8.6,20.8,0.416,2.3,6.0,0.382,6.3,14.8,0.43,3.0,3.3,0.917,0.6,5.9,9.3,1.5,0.1,5.0,2.3,22.6,2019,22.3,1.01345
948,Reshanda Gray,NYL,F,34,519,10,6.9,14.5,0.473,0.1,0.2,0.5,6.8,14.4,0.473,3.4,6.0,0.565,6.0,17.1,1.7,1.6,0.7,4.1,11.0,17.3,2019,17.1,1.0117
949,Brittney Griner,PHO,C,31,1018,31,14.0,24.8,0.564,0.1,0.2,0.333,13.9,24.7,0.565,5.2,6.5,0.808,2.6,11.5,3.9,1.1,3.2,3.9,4.4,33.3,2019,27.7,1.20217
952,Dearica Hamby,LVA,F,34,842,9,8.3,17.0,0.488,1.0,3.1,0.321,7.3,13.9,0.525,4.3,6.1,0.718,4.5,15.1,3.8,1.9,0.7,3.6,4.2,21.9,2019,19.7,1.11168
953,Isabelle Harrison,DAL,F,31,794,29,7.5,16.4,0.456,0.0,0.4,0.0,7.5,16.0,0.468,3.3,4.6,0.716,4.9,12.3,2.9,2.4,1.7,3.3,5.4,18.2,2019,18.4,0.98913
954,Bria Hartley,NYL,G,24,545,18,7.3,19.4,0.376,2.2,6.7,0.329,5.1,12.7,0.401,4.9,6.1,0.803,1.7,7.1,7.0,1.7,0.1,4.6,5.1,21.7,2019,22.1,0.9819
955,Tianna Hawkins,WAS,F,31,477,1,12.3,24.0,0.514,3.6,9.9,0.363,8.7,14.1,0.62,4.0,4.4,0.925,5.1,14.1,2.5,1.5,0.4,3.8,8.4,32.3,2019,25.9,1.2471
956,Tiffany Hayes,ATL,G,29,817,29,9.3,23.6,0.393,2.3,7.4,0.308,7.0,16.2,0.432,6.1,8.0,0.764,1.3,5.5,5.2,1.8,0.5,4.4,4.5,27.0,2019,27.1,0.99631
960,Bria Holmes,CON,G,34,529,0,7.4,18.6,0.399,1.9,6.1,0.317,5.5,12.5,0.438,3.7,5.6,0.672,1.0,4.7,3.0,1.5,0.7,2.9,3.5,20.5,2019,21.1,0.97156
962,Natasha Howard,SEA,F,34,1066,34,11.2,25.6,0.439,1.6,5.2,0.308,9.7,20.5,0.472,6.3,7.8,0.81,4.6,13.8,3.6,3.7,2.9,4.9,5.0,30.4,2019,29.0,1.04828
964,Briann January,PHO,G,32,852,26,4.4,11.3,0.39,1.9,5.1,0.378,2.5,6.2,0.4,2.2,2.7,0.837,0.4,2.6,6.4,1.6,0.2,3.3,4.1,12.9,2019,12.5,1.032
966,Glory Johnson,DAL,F,28,676,19,6.2,17.1,0.364,2.8,8.2,0.34,3.4,8.9,0.387,1.1,1.9,0.583,2.2,11.5,3.1,3.1,1.4,2.2,3.6,16.4,2019,17.9,0.9162
970,Jonquel Jones,CON,C,34,980,34,9.0,20.0,0.448,2.2,7.2,0.309,6.7,12.8,0.526,5.6,6.9,0.818,5.9,17.1,2.7,2.2,3.5,3.4,5.0,25.8,2019,23.0,1.12174
972,Betnijah Laney,IND,G-F,34,877,27,4.6,12.7,0.362,1.2,3.9,0.303,3.4,8.7,0.388,1.1,1.8,0.581,1.9,8.5,3.5,2.9,0.2,2.9,3.3,11.4,2019,13.5,0.84444
973,Crystal Langhorne,SEA,F-C,34,577,4,6.4,15.6,0.409,1.6,5.2,0.316,4.8,10.4,0.456,3.0,4.0,0.75,2.5,9.7,3.0,0.9,0.8,3.9,3.2,17.5,2019,17.4,1.00575
974,Jantel Lavender,CHI,F,23,619,22,8.2,16.6,0.49,0.5,2.1,0.222,7.7,14.5,0.53,1.5,1.7,0.905,3.6,12.5,2.1,0.6,1.0,2.5,2.7,18.3,2019,17.3,1.0578
975,Camille Smith,PHO,F,29,425,0,5.0,11.4,0.435,0.9,2.6,0.333,4.1,8.8,0.465,3.1,3.8,0.806,2.4,8.6,2.9,1.4,1.0,3.1,6.3,13.9,2019,13.1,1.06107
976,Jewell Loyd,SEA,G,27,686,21,9.0,23.0,0.391,2.6,7.8,0.337,6.4,15.2,0.419,4.9,5.3,0.928,0.8,5.7,4.2,2.7,0.2,4.0,2.5,25.5,2019,25.3,1.00791
981,Kayla McBride,LVA,G,34,990,34,7.6,17.9,0.425,3.1,7.2,0.428,4.5,10.6,0.423,4.3,4.8,0.906,1.1,7.0,4.4,2.0,0.1,2.9,2.3,22.6,2019,20.0,1.13
983,Brooke McCarty-Williams,DAL,G,34,447,3,3.1,10.9,0.289,2.2,6.0,0.36,1.0,4.8,0.2,1.3,1.5,0.917,1.2,5.4,7.7,1.9,0.1,3.5,5.1,9.8,2019,11.6,0.84483
985,Teaira McCowan,IND,C,34,752,16,8.3,16.0,0.517,0.0,0.0,,8.3,16.0,0.517,7.1,10.4,0.687,7.5,21.2,0.6,1.4,3.1,3.1,7.6,23.7,2019,20.6,1.15049
986,Emma Meesseman,WAS,F,23,543,6,11.7,21.2,0.552,1.8,4.3,0.422,9.9,16.9,0.585,3.6,4.0,0.905,2.6,9.3,7.0,1.9,1.4,2.1,3.9,28.9,2019,23.0,1.25652
988,Kelsey Mitchell,IND,G,34,852,20,10.2,26.5,0.387,4.8,12.9,0.374,5.4,13.5,0.398,3.1,3.7,0.836,0.2,3.4,5.5,0.9,0.2,3.5,3.5,28.4,2019,28.1,1.01068
989,Leilani Mitchell,PHO,G,32,971,27,7.3,16.5,0.441,4.0,9.3,0.43,3.3,7.2,0.455,3.7,4.5,0.829,0.9,5.2,7.0,1.6,0.5,3.1,4.2,22.3,2019,18.5,1.20541
990,Tiffany Mitchell,IND,G,33,831,14,6.8,18.0,0.381,1.3,4.3,0.29,5.6,13.6,0.41,5.2,5.8,0.892,1.4,6.0,4.5,1.2,0.2,3.5,5.2,20.2,2019,20.6,0.98058
991,Renee Montgomery,ATL,G,34,949,34,5.8,15.7,0.37,3.7,11.4,0.324,2.1,4.3,0.494,2.3,2.8,0.824,0.5,4.0,4.9,1.7,0.3,3.5,2.8,17.6,2019,16.9,1.04142
992,Kaleena Mosqueda-Lewis,SEA,F,31,435,4,7.9,19.8,0.399,3.4,10.0,0.341,4.5,9.8,0.457,1.7,1.7,1.0,1.1,4.4,1.9,1.0,0.6,4.4,4.9,20.9,2019,20.5,1.01951
995,Kia Nurse,NYL,G,34,1001,34,7.1,18.2,0.393,3.3,9.3,0.353,3.9,8.9,0.435,5.8,6.7,0.872,1.0,4.3,3.9,1.3,0.2,2.8,3.0,23.4,2019,21.1,1.109
996,Arike Ogunbowale,DAL,G,33,1059,28,10.9,28.1,0.388,2.9,8.3,0.352,8.0,19.9,0.404,7.4,9.1,0.815,1.0,4.1,5.4,1.8,0.1,3.5,4.3,32.2,2019,32.1,1.00312
997,Chiney Ogwumike,LAS,F-C,32,697,14,9.1,18.5,0.494,0.1,0.3,0.25,9.1,18.2,0.498,4.0,5.0,0.809,5.9,13.5,1.8,2.4,1.7,3.1,8.0,22.4,2019,20.7,1.08213
998,Nneka Ogwumike,LAS,F,32,892,32,11.8,23.2,0.51,1.3,3.9,0.338,10.5,19.3,0.544,4.4,5.3,0.828,4.2,16.1,3.3,3.4,0.9,3.3,5.3,29.4,2019,25.5,1.15294
1000,Candace Parker,LAS,F-C,22,571,22,7.9,18.8,0.422,1.4,5.4,0.267,6.5,13.5,0.483,4.7,6.0,0.791,2.1,12.5,6.8,2.1,1.5,4.8,3.5,22.0,2019,21.4,1.02804
1001,Cheyenne Parker,CHI,F,34,670,0,7.8,17.0,0.459,0.4,1.3,0.278,7.5,15.7,0.474,5.9,7.0,0.842,4.5,14.4,2.2,1.8,3.1,3.3,5.9,21.9,2019,20.1,1.08955
1005,Kelsey Plum,LVA,G,34,868,30,6.1,16.7,0.365,2.6,7.1,0.36,3.5,9.6,0.369,1.9,2.2,0.872,0.9,5.5,5.8,1.5,0.2,3.0,4.3,16.7,2019,17.7,0.9435
1006,Aerial Powers,WAS,G,30,593,7,9.5,21.9,0.434,3.7,10.2,0.362,5.8,11.7,0.496,7.5,8.6,0.867,3.0,8.5,4.0,2.2,0.5,3.9,4.2,30.1,2019,25.7,1.17121
1008,LaToya Sanders,WAS,F-C,34,804,34,5.6,11.1,0.506,0.0,0.0,,5.6,11.1,0.506,2.1,2.4,0.892,2.9,12.1,4.3,1.9,3.0,1.9,4.6,13.4,2019,12.2,1.09836
1009,Allie Quigley,CHI,G,34,972,34,8.6,17.5,0.493,4.0,9.1,0.442,4.6,8.4,0.548,2.4,2.7,0.87,0.7,5.1,4.3,1.4,0.4,2.3,3.1,23.7,2019,18.7,1.26738
1011,Danielle Robinson,MIN,G,34,919,25,7.7,17.7,0.437,0.5,2.3,0.22,7.2,15.4,0.469,3.2,3.7,0.879,1.2,6.6,7.0,2.4,0.4,3.9,3.4,19.2,2019,19.3,0.99482
1013,Tierra Ruffin-Pratt,LAS,G,34,856,33,4.3,11.7,0.367,1.5,4.3,0.342,2.8,7.3,0.382,2.1,2.4,0.854,1.2,4.9,3.4,1.5,1.2,1.7,5.4,12.1,2019,12.8,0.94531
1014,Mercedes Russell,SEA,C,34,870,30,6.4,12.4,0.52,0.0,0.0,,6.4,12.4,0.52,2.5,3.9,0.646,4.9,12.6,2.1,2.2,1.0,2.0,5.2,15.4,2019,14.1,1.0922
1017,Odyssey Sims,MIN,G,34,1083,34,9.0,21.6,0.415,1.2,4.4,0.269,7.8,17.2,0.453,4.2,5.3,0.795,1.1,5.4,8.8,2.2,0.2,5.3,3.2,23.4,2019,23.9,0.97908
1020,Shekinna Stricklen,CON,F,34,804,34,6.6,16.1,0.408,4.8,12.6,0.382,1.8,3.5,0.5,1.4,1.7,0.815,0.6,4.1,2.5,2.2,0.4,1.8,5.0,19.4,2019,16.8,1.15476
1022,Brittney Sykes,ATL,G,34,880,27,7.5,20.6,0.365,1.6,6.3,0.259,5.9,14.3,0.412,3.8,5.3,0.703,1.5,8.9,5.0,1.2,0.9,4.0,3.5,20.4,2019,22.9,0.89083
1023,Stephanie Talbot,MIN,F,33,561,10,5.2,14.1,0.37,2.8,8.7,0.326,2.4,5.4,0.441,2.5,2.8,0.871,1.7,7.2,3.8,2.8,0.8,3.9,3.4,15.8,2019,15.3,1.03268
1025,Alyssa Thomas,CON,F,34,1026,34,8.3,16.5,0.505,0.0,0.0,0.0,8.3,16.5,0.506,3.0,6.0,0.496,4.1,13.1,5.2,3.3,0.6,3.4,4.8,19.6,2019,19.1,1.02618
1026,Jasmine Thomas,CON,G,34,1009,34,7.0,17.9,0.392,2.3,6.2,0.366,4.7,11.7,0.405,2.8,3.5,0.8,1.0,4.9,8.8,2.4,0.3,4.7,3.1,19.1,2019,19.4,0.98454
1027,Kayla Thornton,DAL,F,27,822,25,6.5,19.0,0.343,1.8,6.8,0.272,4.7,12.2,0.382,3.6,3.8,0.931,3.2,9.4,3.2,1.6,0.5,2.9,3.9,18.4,2019,20.7,0.88889
1029,Kristi Toliver,WAS,G,23,678,23,8.9,18.1,0.494,2.8,7.7,0.36,6.1,10.4,0.593,2.3,2.7,0.857,0.8,5.1,10.5,2.1,0.2,3.6,2.4,22.9,2019,19.3,1.18653
1031,Brianna Turner,PHO,F,29,462,12,5.6,10.4,0.538,0.0,0.0,,5.6,10.4,0.538,2.2,3.0,0.731,5.1,13.7,1.7,0.8,2.4,2.2,5.7,13.4,2019,11.7,1.1453
1032,Yvonne Turner,PHO,G,29,595,14,5.2,15.2,0.343,2.3,7.0,0.329,2.9,8.2,0.355,3.8,4.3,0.878,0.7,7.1,5.9,1.6,0.2,5.2,3.3,16.6,2019,17.1,0.97076
1034,Courtney Vandersloot,CHI,G,33,991,33,6.7,14.8,0.452,1.5,5.3,0.29,5.1,9.5,0.542,3.4,4.0,0.85,1.0,7.1,14.8,2.2,0.7,4.7,2.5,18.3,2019,16.6,1.10241
1036,Shatori Walker-Kimbrough,WAS,G,34,580,1,6.8,15.8,0.432,2.0,6.4,0.31,4.9,9.4,0.514,4.8,5.1,0.93,1.5,4.8,3.8,2.5,0.7,3.1,3.7,20.4,2019,18.0,1.13333
1038,Erica Wheeler,IND,G,34,850,34,7.8,18.3,0.426,2.9,7.7,0.384,4.8,10.6,0.457,2.5,2.9,0.872,0.3,6.3,10.5,2.5,0.3,6.0,4.5,21.1,2019,19.6,1.07653
1039,Sami Whitcomb,SEA,G,33,674,13,6.4,17.5,0.366,4.9,14.4,0.342,1.5,3.1,0.475,0.9,0.9,1.0,1.3,4.5,6.1,2.8,0.3,4.1,3.8,18.6,2019,17.9,1.03911
1040,Sydney Wiese,LAS,G,32,659,16,4.3,11.1,0.385,2.6,7.2,0.366,1.6,3.9,0.42,0.7,0.7,1.0,0.4,3.2,4.4,1.2,0.6,2.5,2.1,11.8,2019,11.4,1.03509
1041,Courtney Williams,CON,G,34,988,34,9.6,22.1,0.435,0.8,1.8,0.457,8.8,20.3,0.433,3.1,3.9,0.8,2.5,9.7,6.6,2.4,0.7,2.9,2.4,23.2,2019,23.8,0.97479
1042,Elizabeth Williams,ATL,C-F,32,909,32,6.1,13.4,0.455,0.0,0.0,,6.1,13.4,0.455,4.7,6.4,0.732,5.6,11.8,2.1,1.4,3.0,2.3,4.0,16.8,2019,16.2,1.03704
1043,Gabby Williams,CHI,F,33,527,2,7.0,16.8,0.414,0.7,3.8,0.171,6.3,13.0,0.486,2.7,3.7,0.725,1.3,6.7,6.3,2.1,0.7,5.1,3.8,17.3,2019,18.4,0.94022
1044,Riquna Williams,LAS,G,23,593,14,8.0,20.8,0.384,4.6,11.9,0.391,3.4,8.9,0.375,3.8,4.3,0.88,1.1,5.2,3.2,2.2,0.3,2.4,5.0,24.4,2019,22.7,1.07489
1045,A'ja Wilson,LVA,C,26,740,25,10.6,22.1,0.479,0.0,0.1,0.0,10.6,22.0,0.48,7.6,9.6,0.792,2.8,11.2,3.1,0.9,3.0,3.7,3.5,28.8,2019,26.3,1.09506
1046,Tanisha Wright,NYL,G,31,613,17,4.4,10.7,0.415,1.1,3.1,0.368,3.3,7.6,0.435,2.1,2.5,0.806,1.7,7.1,10.3,2.6,0.7,4.7,5.5,12.1,2019,11.8,1.02542
1048,Jackie Young,LVA,G,34,767,34,4.9,15.2,0.322,0.9,2.8,0.318,4.0,12.4,0.323,3.8,4.7,0.808,1.5,7.2,9.9,1.7,0.8,3.4,3.0,14.5,2019,17.3,0.83815
1049,Tamera Young,LVA,F,34,628,4,5.4,14.1,0.38,0.4,1.3,0.313,5.0,12.8,0.387,3.1,4.8,0.639,2.8,9.8,5.3,1.8,0.3,3.8,4.8,14.2,2019,16.2,0.87654
1050,Amanda Zahui B.,NYL,C,24,558,23,7.3,15.6,0.468,2.0,6.2,0.319,5.3,9.4,0.567,2.1,2.4,0.852,2.3,13.7,1.9,2.3,3.0,2.9,7.1,18.7,2019,16.7,1.11976
1051,Shavonte Zellous,SEA,G,31,432,4,5.4,14.2,0.379,0.7,3.9,0.188,4.6,10.3,0.452,3.7,4.9,0.75,0.7,5.9,5.5,1.2,0.7,4.3,5.4,15.2,2019,16.4,0.92683
