,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
1931,Danielle Adams,SAS,F-C,34,899,24,10.0,23.5,0.426,2.5,7.6,0.326,7.5,15.9,0.474,6.2,8.8,0.707,3.1,9.5,2.5,1.7,1.5,3.6,5.6,28.8,2013,27.4,1.05109
1932,Matee Ajavon,WAS,G,34,772,27,6.4,17.6,0.364,1.3,4.2,0.306,5.1,13.4,0.382,6.3,8.0,0.79,1.6,4.0,6.7,2.2,0.2,5.0,5.0,20.4,2013,21.1,0.96682
1934,Jayne Appel-Marinelli,SAS,C,29,768,29,4.8,8.3,0.579,0.1,0.2,0.333,4.8,8.1,0.585,2.0,3.4,0.592,5.2,17.9,3.9,1.8,2.6,3.0,5.9,11.7,2013,9.8,1.19388
1935,Seimone Augustus*,MIN,G-F,31,922,31,12.1,23.4,0.516,1.1,3.9,0.29,10.9,19.5,0.561,3.3,3.7,0.879,1.4,5.6,4.3,1.0,1.0,2.5,1.9,28.6,2013,25.0,1.144
1936,Mistie Bass,CON,F,33,593,5,8.3,15.1,0.55,0.0,0.0,,8.3,15.1,0.55,3.7,6.1,0.609,4.2,12.7,2.8,1.9,2.6,4.2,5.3,20.3,2013,17.8,1.14045
1937,Alana Beard,LAS,G-F,32,703,32,6.2,13.6,0.459,0.1,0.6,0.125,6.2,13.0,0.475,2.1,2.5,0.824,1.0,5.3,3.3,2.9,0.7,3.1,5.3,14.6,2013,14.7,0.9932
1938,Alex Bentley,ATL,G,34,753,10,7.6,19.1,0.398,1.9,5.7,0.329,5.7,13.4,0.427,1.8,2.6,0.711,0.7,3.2,6.4,2.3,0.2,2.6,5.2,18.9,2013,20.2,0.93564
1940,Kelsey Bone,NYL,C,34,663,2,7.9,17.1,0.46,0.0,0.1,0.0,7.9,17.0,0.463,2.9,4.5,0.632,5.8,14.7,2.0,1.0,1.0,4.1,6.9,18.6,2013,19.1,0.97382
1941,DeWanna Bonner,PHO,F-G,34,1119,33,7.3,17.8,0.41,2.5,7.6,0.325,4.8,10.2,0.473,5.4,6.0,0.901,1.6,9.0,3.7,1.8,0.5,2.6,2.1,22.4,2013,20.4,1.09804
1943,Kara Braxton,NYL,C-F,34,740,33,9.2,19.2,0.481,0.0,0.0,,9.2,19.2,0.481,2.6,4.0,0.661,6.1,16.1,2.8,1.6,1.0,5.5,7.1,21.1,2013,21.0,1.00476
1944,Jessica Breland,IND,F,30,439,2,8.7,19.9,0.439,0.0,0.0,,8.7,19.9,0.439,2.5,3.4,0.741,6.3,15.3,2.2,2.2,3.9,4.3,4.8,20.0,2013,21.4,0.93458
1945,Rebekkah Brunson,MIN,F,33,965,33,8.0,16.0,0.497,0.1,0.1,1.0,7.9,16.0,0.495,3.0,4.8,0.636,4.8,15.9,2.7,2.3,1.6,2.1,3.8,19.0,2013,18.1,1.04972
1946,Liz Cambage,TUL,C,20,499,16,11.2,20.0,0.561,0.0,0.0,,11.2,20.0,0.561,12.1,15.5,0.776,5.3,17.6,2.3,1.1,5.1,6.6,6.1,34.5,2013,26.8,1.28731
1950,Swin Cash*,CHI,F,34,961,34,6.4,15.4,0.415,0.9,3.4,0.27,5.5,12.0,0.457,3.5,4.1,0.853,2.3,10.4,4.0,1.7,1.1,3.5,5.5,17.2,2013,17.2,1.0
1951,Iziane Castro Marques,CON,F-G,28,441,9,6.9,19.5,0.352,1.8,5.4,0.326,5.1,14.1,0.361,4.4,6.0,0.725,1.5,5.6,3.4,1.5,0.5,4.4,4.1,19.9,2013,22.1,0.90045
1952,Tamika Catchings*,IND,F,30,942,30,10.6,26.7,0.396,2.1,6.6,0.321,8.4,20.1,0.421,8.0,9.3,0.861,2.7,12.6,4.2,5.0,1.8,3.0,4.4,31.3,2013,30.8,1.01623
1953,Tina Charles,CON,C,29,951,29,12.0,29.9,0.4,0.0,0.2,0.0,12.0,29.8,0.402,4.7,6.2,0.752,5.4,16.1,2.3,1.5,1.5,3.5,3.1,28.6,2013,32.6,0.8773
1954,Karima Christmas-Kelly,IND,F-G,34,913,28,6.1,16.5,0.373,1.8,6.1,0.3,4.3,10.4,0.415,3.7,4.5,0.811,3.9,8.6,2.3,3.8,0.7,2.6,4.9,17.8,2013,18.5,0.96216
1955,Shameka Christon,SAS,G,33,740,14,5.9,19.1,0.307,3.6,11.2,0.321,2.3,7.9,0.288,2.4,2.7,0.868,0.7,3.9,1.7,1.1,0.8,1.7,3.9,17.7,2013,20.3,0.87192
1956,Layshia Clarendon,IND,G,30,582,4,5.3,15.8,0.331,0.7,2.6,0.259,4.6,13.3,0.345,0.9,2.1,0.409,1.7,5.2,5.3,1.5,0.1,3.8,6.3,12.0,2013,16.7,0.71856
1957,Alysha Clark,SEA,F,33,505,0,5.2,11.5,0.453,1.7,4.5,0.39,3.5,7.1,0.492,2.1,2.7,0.76,3.5,8.9,1.3,1.5,0.5,3.8,5.4,14.3,2013,12.7,1.12598
1959,Marissa Coleman,LAS,G-F,34,595,3,5.0,11.7,0.43,1.7,4.3,0.4,3.3,7.4,0.447,1.8,2.9,0.636,2.8,8.7,2.9,2.1,0.4,2.7,3.7,13.6,2013,13.0,1.04615
1960,Monique Currie,WAS,F,34,881,34,7.1,17.8,0.401,1.3,3.8,0.344,5.8,14.0,0.416,5.4,6.7,0.814,1.9,10.0,3.0,2.3,0.5,3.7,5.9,21.0,2013,20.7,1.01449
1961,Elena Delle Donne,CHI,F-G,30,941,30,9.5,22.4,0.426,2.3,5.3,0.438,7.2,17.1,0.422,8.7,9.4,0.929,2.3,9.3,2.9,1.1,3.0,2.2,2.6,30.1,2013,26.5,1.13585
1962,Erika de Souza,ATL,F-C,34,1016,34,9.3,16.8,0.553,0.0,0.0,,9.3,16.8,0.553,3.1,4.6,0.677,4.5,16.8,2.1,2.2,3.0,2.7,4.5,21.8,2013,18.8,1.15957
1963,Skylar Diggins-Smith,TUL,G,32,845,21,5.6,16.9,0.328,1.2,4.9,0.244,4.4,12.1,0.363,4.7,5.6,0.833,0.9,3.8,7.7,2.6,0.5,5.7,4.1,17.0,2013,19.4,0.87629
1965,Candice Dupree,PHO,F,32,1057,32,9.9,19.1,0.515,0.0,0.1,0.0,9.9,19.0,0.519,3.8,4.2,0.897,2.3,9.9,2.9,1.6,0.6,3.1,2.8,23.5,2013,20.9,1.1244
1967,Sylvia Fowles,CHI,C,32,1001,32,10.3,17.6,0.586,0.0,0.0,,10.3,17.6,0.586,6.5,9.4,0.685,6.1,19.2,0.6,1.5,4.1,3.4,3.4,27.1,2013,21.7,1.24885
1968,Briana Gilbreath-Butler,PHO,G,34,763,30,4.0,10.2,0.395,0.9,3.4,0.255,3.1,6.8,0.465,1.0,1.6,0.625,1.7,7.3,3.3,1.5,1.0,1.7,4.1,9.9,2013,10.9,0.90826
1970,Angel Goodrich,TUL,G,31,680,16,4.5,10.6,0.423,0.6,2.5,0.25,3.9,8.1,0.476,0.9,1.7,0.545,1.1,4.4,7.1,2.9,0.2,4.0,2.7,10.6,2013,11.3,0.93805
1971,Kalana Greene,CON,G,34,888,31,4.1,10.1,0.407,0.2,1.5,0.154,3.9,8.6,0.452,1.8,2.4,0.732,2.2,7.4,2.9,2.2,0.8,2.1,3.3,10.2,2013,11.2,0.91071
1972,Kelsey Griffin,CON,F,34,864,34,6.6,14.9,0.443,0.7,2.4,0.308,5.9,12.5,0.469,4.0,5.4,0.733,3.7,10.3,1.9,2.5,1.4,2.1,5.6,17.9,2013,17.3,1.03468
1973,Brittney Griner,PHO,C,27,699,27,10.1,18.3,0.556,0.0,0.0,,10.1,18.3,0.556,4.6,6.4,0.724,2.7,12.5,2.0,0.9,5.9,3.4,5.8,24.9,2013,21.1,1.18009
1975,Lindsey Harding,LAS,G,33,1011,33,6.8,15.5,0.441,0.2,1.1,0.182,6.6,14.4,0.461,4.5,5.9,0.759,0.9,4.5,8.7,1.7,0.7,4.2,3.1,18.4,2013,18.1,1.01657
1978,Tiffany Hayes,ATL,G,23,513,4,7.9,19.4,0.406,2.3,6.0,0.377,5.6,13.4,0.419,7.5,10.1,0.745,2.0,8.5,3.8,2.7,0.3,3.9,5.1,25.5,2013,23.8,1.07143
1979,Aneika Henry-Morello,ATL,F-C,34,434,1,6.3,14.0,0.45,0.0,0.0,,6.3,14.0,0.45,3.0,4.0,0.765,5.1,15.6,1.9,1.0,2.0,3.0,4.8,15.6,2013,15.8,0.98734
1980,Allison Hightower,CON,G,21,672,21,8.4,19.8,0.424,1.9,5.1,0.364,6.5,14.7,0.444,2.2,3.1,0.7,0.7,5.1,4.9,1.9,0.5,2.4,4.4,20.8,2013,21.2,0.98113
1981,Tayler Hill,WAS,G,34,593,7,5.5,16.8,0.328,3.1,9.2,0.333,2.5,7.6,0.322,5.2,6.1,0.843,0.7,5.1,4.5,2.0,0.3,3.3,2.6,19.3,2013,19.5,0.98974
1982,Roneeka Hodges,TUL,G,33,567,8,5.4,14.0,0.387,3.8,10.6,0.36,1.6,3.4,0.472,0.7,0.7,0.875,0.2,3.7,3.1,1.6,0.2,1.6,2.8,15.3,2013,14.3,1.06993
1983,Ebony Hoffman,LAS,F,33,412,0,5.8,13.5,0.426,0.1,1.8,0.071,5.6,11.8,0.479,1.0,1.1,0.889,1.8,8.0,4.1,2.0,1.4,2.8,9.1,12.6,2013,14.0,0.9
1987,Charde Houston,PHO,F,34,586,6,6.8,17.0,0.4,0.8,4.4,0.18,6.0,12.6,0.476,3.0,3.9,0.778,1.7,6.7,3.8,1.5,1.0,4.9,8.8,17.4,2013,18.7,0.93048
1990,Briann January,IND,G,32,946,32,6.5,18.6,0.348,2.1,5.8,0.357,4.4,12.8,0.344,3.5,4.3,0.811,0.7,4.5,6.9,2.0,0.4,4.6,4.9,18.5,2013,20.5,0.90244
1993,Glory Johnson,TUL,F,29,875,28,9.2,20.6,0.446,0.1,0.2,0.333,9.1,20.4,0.447,7.8,10.5,0.747,5.7,15.6,2.0,1.8,0.7,3.6,4.3,26.2,2013,25.2,1.03968
1994,Shenise Johnson,SAS,G,33,901,24,8.5,21.5,0.395,1.4,4.9,0.274,7.1,16.5,0.431,3.1,3.9,0.791,2.4,7.5,4.6,2.5,0.4,3.5,3.2,21.4,2013,23.2,0.92241
1995,Temeka Johnson,SEA,G,32,877,32,7.2,16.7,0.429,1.3,3.6,0.368,5.8,13.1,0.445,4.8,5.5,0.875,0.8,5.1,8.0,1.8,0.2,5.3,4.3,20.5,2013,19.1,1.0733
1998,Jennifer Lacy,TUL,F,32,450,7,5.3,16.3,0.324,2.1,8.3,0.254,3.2,8.0,0.397,2.1,2.6,0.818,1.4,5.0,2.5,0.8,0.7,2.7,7.0,14.8,2013,17.4,0.85057
2000,Crystal Langhorne,WAS,F-C,34,973,34,9.0,17.5,0.515,0.1,0.4,0.125,9.0,17.1,0.525,3.7,5.7,0.651,4.3,13.1,2.4,1.7,0.5,4.2,3.5,21.8,2013,20.0,1.09
2001,Erlana Larkins,IND,F,34,1022,34,5.6,10.3,0.545,0.0,0.0,,5.6,10.3,0.545,3.4,4.8,0.708,5.7,14.4,3.5,2.6,0.6,2.6,5.4,14.6,2013,12.4,1.17742
2002,Ivory Latta,WAS,G,34,1072,34,7.7,19.5,0.392,3.5,8.8,0.396,4.2,10.7,0.389,4.0,4.5,0.902,0.6,4.3,7.3,1.4,0.0,3.1,3.2,22.8,2013,21.5,1.06047
2003,Jantel Lavender,LAS,F,34,571,3,9.7,19.1,0.507,0.0,0.0,,9.7,19.1,0.507,2.9,3.3,0.865,4.4,13.9,1.6,1.7,2.0,3.3,4.7,22.2,2013,20.6,1.07767
2005,Camille Smith,SEA,F,34,1030,34,6.5,14.8,0.437,0.7,2.5,0.283,5.8,12.3,0.468,6.1,7.6,0.803,3.5,8.6,2.5,2.2,0.5,4.3,4.8,19.7,2013,18.1,1.0884
2009,Janel McCarville,MIN,F-C,32,700,32,5.9,12.1,0.488,0.4,1.0,0.429,5.4,11.0,0.493,2.8,3.4,0.804,2.8,10.2,6.9,2.4,1.6,3.1,4.4,15.0,2013,13.6,1.10294
2010,Angel McCoughtry,ATL,F-G,33,1036,32,12.0,29.1,0.413,1.1,5.5,0.204,10.9,23.6,0.462,9.6,11.6,0.824,2.8,8.6,7.1,4.3,1.2,6.5,4.4,34.7,2013,34.2,1.01462
2012,Emma Meesseman,WAS,F,34,498,1,6.9,15.4,0.446,0.0,0.2,0.0,6.9,15.2,0.452,1.8,2.2,0.81,4.2,11.1,4.4,2.0,2.5,3.0,5.6,15.5,2013,16.4,0.94512
2013,Leilani Mitchell,NYL,G,34,633,9,4.5,11.1,0.406,2.7,7.1,0.376,1.8,4.0,0.458,2.5,2.9,0.857,1.5,5.9,5.5,2.2,0.3,2.8,3.1,14.1,2013,12.4,1.1371
2014,Alex Montgomery,NYL,G-F,34,782,0,5.8,15.1,0.384,0.9,2.9,0.302,4.9,12.2,0.403,1.5,1.7,0.846,2.4,11.9,3.8,1.5,0.5,3.8,5.0,13.9,2013,15.8,0.87975
2015,Renee Montgomery,CON,G,23,625,18,6.8,18.5,0.365,3.0,9.2,0.327,3.8,9.4,0.402,2.9,3.3,0.897,0.6,3.4,5.9,1.5,0.1,4.7,3.3,19.5,2013,20.0,0.975
