,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
2018,Maya Moore,MIN,F,34,1068,34,11.4,22.4,0.509,3.5,7.8,0.453,7.9,14.6,0.538,4.4,5.0,0.882,2.9,10.3,4.9,2.9,1.6,2.8,4.7,30.7,2013,24.6,1.24797
2020,Nneka Ogwumike,LAS,F,34,878,34,11.3,19.9,0.566,0.1,0.3,0.4,11.2,19.6,0.569,6.4,7.8,0.826,5.6,15.2,2.6,2.9,1.9,3.9,5.9,29.1,2013,23.3,1.24893
2023,Candace Parker,LAS,F-C,31,889,31,12.1,24.5,0.493,0.5,2.0,0.257,11.6,22.5,0.514,7.6,10.0,0.762,2.6,15.6,6.8,2.3,3.3,4.1,2.4,32.3,2013,28.9,1.11765
2024,Jia Perkins,SAS,G,34,1037,33,9.2,23.1,0.4,2.3,5.9,0.388,6.9,17.2,0.405,3.3,3.8,0.865,1.3,5.5,3.5,4.1,0.5,2.5,3.0,24.1,2013,24.8,0.97177
2025,Devereaux Peters,MIN,F,34,631,2,4.9,12.3,0.396,0.0,0.0,,4.9,12.3,0.396,1.9,2.2,0.852,4.3,12.9,3.1,2.0,2.8,2.5,4.6,11.7,2013,13.3,0.8797
2027,Plenette Pierson,NYL,F,32,883,27,8.8,21.9,0.401,0.0,0.4,0.0,8.8,21.4,0.408,4.6,6.4,0.72,3.8,11.1,4.8,1.0,1.2,4.7,4.1,22.1,2013,24.7,0.89474
2029,Cappie Pondexter,NYL,G,30,1027,30,8.8,24.3,0.36,1.9,5.3,0.369,6.8,19.1,0.358,6.5,8.0,0.814,0.8,6.9,6.1,1.6,0.2,5.3,2.6,26.0,2013,27.8,0.93525
2031,Nicole Powell,TUL,F,32,715,20,5.4,13.3,0.406,2.8,7.8,0.362,2.6,5.5,0.467,1.6,2.0,0.815,2.3,8.8,3.0,1.8,0.4,2.1,4.0,15.2,2013,14.2,1.07042
2032,Armintie Herrington,ATL,G,28,838,26,4.7,10.1,0.467,0.0,0.0,,4.7,10.1,0.467,2.4,4.0,0.591,2.6,5.7,4.0,3.9,0.2,3.1,3.3,11.8,2013,11.9,0.9916
2033,Epiphanny Prince,CHI,G,31,930,31,8.3,22.1,0.376,3.4,8.6,0.396,4.9,13.5,0.363,6.1,6.7,0.9,1.0,4.7,5.2,2.9,0.7,2.4,2.5,26.1,2013,25.0,1.044
2035,Noelle Quinn,SEA,G,34,870,15,4.4,12.5,0.354,0.8,3.5,0.232,3.6,9.0,0.401,2.0,2.4,0.842,1.3,10.4,3.5,1.8,0.5,2.7,2.5,11.7,2013,13.6,0.86029
2038,Danielle Robinson,SAS,G,25,812,25,7.5,16.9,0.444,0.0,0.4,0.0,7.5,16.5,0.455,3.3,4.2,0.797,1.2,5.1,11.0,2.2,0.3,4.2,3.2,18.3,2013,18.7,0.97861
2040,Tierra Ruffin-Pratt,WAS,G,34,503,0,5.3,14.7,0.359,0.1,0.7,0.143,5.2,13.9,0.37,4.9,6.2,0.783,3.4,9.8,2.7,2.3,0.8,2.3,5.9,15.5,2013,17.4,0.8908
2042,Katie Smith*,NYL,G,34,904,30,4.4,11.8,0.374,1.6,5.2,0.315,2.8,6.6,0.421,1.6,1.9,0.848,0.5,3.7,3.5,1.4,0.3,2.5,3.1,12.1,2013,12.6,0.96032
2043,Michelle Snow,WAS,C,34,571,18,6.6,14.0,0.474,0.0,0.0,,6.6,14.0,0.474,2.5,3.1,0.824,4.6,14.8,1.8,1.5,2.3,3.1,7.1,15.8,2013,15.4,1.02597
2044,Shekinna Stricklen,SEA,F,34,797,21,9.0,22.0,0.411,3.7,10.8,0.344,5.3,11.2,0.475,1.7,2.7,0.641,1.9,6.6,1.9,1.7,0.9,2.8,3.7,23.5,2013,23.2,1.01293
2046,Diana Taurasi,PHO,G,32,1032,32,9.9,21.7,0.456,3.4,9.8,0.347,6.5,11.9,0.546,9.0,10.5,0.854,0.9,6.6,9.7,1.1,0.7,5.7,5.1,32.2,2013,26.3,1.22433
2048,Jasmine Thomas,ATL,G,34,935,29,6.5,18.1,0.359,0.9,4.0,0.216,5.6,14.1,0.4,1.7,2.5,0.696,1.3,5.6,5.7,1.6,0.5,3.8,3.4,15.6,2013,19.2,0.8125
2049,Krystal Thomas,PHO,C,34,477,3,3.5,6.8,0.516,0.0,0.0,,3.5,6.8,0.516,1.4,3.3,0.419,4.2,15.0,0.7,0.9,1.8,3.4,9.6,8.5,2013,8.3,1.0241
2050,Tina Thompson*,SEA,F,34,976,34,8.7,21.2,0.41,3.4,9.1,0.37,5.3,12.1,0.439,6.3,7.2,0.874,2.3,11.2,2.2,1.0,1.2,2.8,4.5,27.0,2013,24.4,1.10656
2053,Kristi Toliver,LAS,G,34,1019,34,9.2,20.1,0.457,2.5,6.5,0.383,6.7,13.6,0.493,3.5,4.2,0.831,0.9,4.4,5.8,2.2,0.3,3.3,4.4,24.3,2013,21.9,1.10959
2054,Courtney Vandersloot,CHI,G,33,985,33,5.6,14.2,0.396,0.9,3.0,0.304,4.7,11.2,0.42,3.2,3.8,0.833,0.5,5.6,9.7,2.4,1.5,4.3,4.6,15.3,2013,15.9,0.96226
2055,Kia Vaughn,WAS,C,34,680,15,7.6,17.8,0.425,0.0,0.1,0.0,7.6,17.7,0.427,2.7,3.5,0.761,3.8,13.5,1.7,1.8,2.8,4.0,6.0,17.8,2013,19.3,0.92228
2057,Lindsay Whalen*,MIN,G,34,1005,34,10.3,21.2,0.486,0.1,0.5,0.111,10.2,20.7,0.495,5.6,7.2,0.783,1.1,7.7,10.2,1.4,0.1,3.8,3.5,26.3,2013,24.4,1.07787
2058,Tan White,CON,G,22,549,12,8.0,24.3,0.329,1.4,7.2,0.197,6.6,17.0,0.385,1.9,2.6,0.741,1.6,5.8,4.2,3.2,0.6,4.9,5.6,19.3,2013,25.4,0.75984
2059,Davellyn Whyte,SAS,G,29,433,4,5.1,15.9,0.323,2.2,7.3,0.3,2.9,8.6,0.343,3.4,4.5,0.757,2.2,6.7,6.4,2.4,0.9,5.1,4.4,15.9,2013,17.9,0.88827
2060,Candice Wiggins,TUL,G,32,876,31,6.2,17.1,0.363,3.4,9.5,0.363,2.8,7.7,0.362,3.7,4.6,0.792,1.6,5.5,3.8,2.3,0.4,3.6,5.6,19.5,2013,19.1,1.02094
2061,Kamiko Williams,NYL,G,34,453,18,4.5,14.0,0.322,0.7,2.7,0.261,3.8,11.4,0.337,0.5,0.8,0.571,1.9,8.5,3.7,2.8,0.9,3.5,4.4,10.2,2013,14.4,0.70833
2062,Le'coe Willingham,ATL,F,34,755,28,3.8,8.8,0.424,0.9,3.1,0.304,2.8,5.8,0.488,1.0,1.4,0.714,3.0,9.5,1.8,1.8,0.7,2.8,5.6,9.5,2013,9.4,1.01064
2063,Riquna Williams,TUL,G,27,612,6,12.0,30.2,0.397,3.9,10.2,0.381,8.1,20.0,0.405,8.5,9.5,0.9,1.2,5.5,4.2,2.3,0.6,3.4,5.1,36.4,2013,34.4,1.05814
2065,Monica Wright,MIN,G,33,743,3,7.7,18.1,0.428,0.7,2.7,0.256,7.0,15.3,0.459,4.8,6.0,0.791,1.4,6.8,5.3,2.4,0.4,4.1,6.3,21.0,2013,20.7,1.01449
2066,Tanisha Wright,SEA,G,34,1050,34,7.7,17.4,0.44,0.7,2.4,0.283,7.0,15.0,0.465,5.2,6.1,0.855,1.5,6.7,7.2,2.0,0.4,5.1,4.7,21.2,2013,20.1,1.05473
2067,Tamera Young,CHI,F,33,596,8,7.1,16.6,0.426,0.0,0.1,0.0,7.1,16.5,0.429,2.0,3.3,0.605,3.8,10.9,1.8,1.5,0.4,1.9,5.3,16.2,2013,18.1,0.89503
2069,Shavonte Zellous,IND,G,29,908,29,8.9,21.5,0.415,2.4,6.9,0.348,6.5,14.7,0.446,5.9,7.5,0.78,1.7,6.1,2.9,1.7,1.3,3.3,5.7,26.1,2013,24.8,1.05242
2077,DeLisha Milton-Jones,SAS,F,15,409,15,7.6,18.1,0.421,0.4,1.8,0.214,7.3,16.3,0.444,2.2,3.6,0.607,3.6,9.5,3.9,1.8,0.9,3.2,5.6,17.9,2013,19.7,0.90863
