"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Jantel Lavender","LAS",34,1148,32,102.14899713467048,100.81339712918661,430,0.4,0.3617021276595745,0.12727272727272726,0.18072289156626506,41,40,1,28,12,0,0,1,29,0.7073170731707317,14,4,10,0
"Maya Moore","MIN",33,1102,152,102.90416263310745,95.73229873908826,603,0.24793388429752067,0.5,0.2786885245901639,0.21739130434782608,26,26,0,17,4,5,0,0,19,0.7307692307692307,54,13,41,0
"DeWanna Bonner","PHO",33,1099,79,100.34516765285996,96.5925925925926,446,0.22077922077922077,0.3698630136986301,0.42857142857142855,0.23333333333333334,28,26,2,12,11,3,0,2,19,0.6785714285714286,44,16,28,0
"Tina Charles","NYL",34,1053,120,100.45500505561172,95.15800203873597,486,0,0.42105263157894735,0.2706766917293233,0.16304347826086957,23,22,1,15,5,2,0,1,14,0.6086956521739131,24,7,17,0
"Elena Delle Donne","CHI",31,1032,211,108.26693227091634,98.29744616925389,602,0.2727272727272727,0.4186046511627907,0.32222222222222224,0.4716981132075472,64,59,5,35,22,2,0,5,38,0.59375,33,6,27,0
"Candice Dupree","PHO",33,1028,20,98.63945578231292,98.4688489968321,430,0,0.18604651162790697,0.2073170731707317,0.15789473684210525,12,12,0,2,9,1,0,0,6,0.5,34,8,26,0
"Angel McCoughtry","ATL",34,1021,-30,100.55415617128463,101.70682730923694,558,0.4067796610169492,0.4,0.4177215189873418,0.3076923076923077,18,16,2,9,5,2,1,1,11,0.6111111111111112,72,30,42,0
"Courtney Vandersloot","CHI",34,1015,188,108.40122199592668,99.48744233726293,366,0.2962962962962963,0.3958333333333333,0.38095238095238093,0.175,18,16,2,10,5,1,0,2,8,0.4444444444444444,45,22,23,0
"Kelsey Bone","CON",33,961,-75,100.39727582292848,104.53514739229024,432,0,0.3617021276595745,0.2222222222222222,0.29545454545454547,19,19,0,14,5,0,0,0,11,0.5789473684210527,26,8,18,0
"Rebekkah Brunson","MIN",34,945,31,100.51107325383305,98.13769751693003,208,0,0.2727272727272727,0.38461538461538464,0.16666666666666666,26,26,0,19,6,1,0,0,13,0.5,38,8,30,0
"Sophia Young-Malcolm","SAN",34,931,-185,92.08428246013668,102.73660205245154,331,0,0.38,0.25301204819277107,0.225,9,9,0,3,6,0,0,0,6,0.6666666666666666,42,15,27,0
"Ivory Latta","WAS",34,927,32,99.70691676436108,99.28613920285545,415,0.3418803418803419,0.391304347826087,0.32432432432432434,0.30434782608695654,1,1,0,1,0,0,0,0,0,0,23,13,10,0
"Emma Meesseman","WAS",34,924,66,103.40375586854461,99.64747356051704,337,0.16666666666666666,0.2,0.1794871794871795,0.140625,46,46,0,25,19,2,0,0,29,0.6304347826086957,31,5,26,0
"Karima Christmas-Kelly","TUL",32,919,60,105.22607163828538,101.64319248826291,259,0.22,0.3877551020408163,0.34146341463414637,0.25,9,9,0,6,2,1,0,0,5,0.5555555555555556,34,8,26,0
"Camille Little","CON",34,918,-59,98.93428063943162,101.70487948265725,234,0.2054794520547945,0.37142857142857144,0.25,0.5,7,7,0,5,2,0,0,0,5,0.7142857142857143,42,13,29,0
"Jasmine Thomas","CON",34,907,-99,98.55595667870035,104.07429598562013,267,0.37681159420289856,0.2708333333333333,0.2,0.3076923076923077,14,14,0,6,7,1,0,0,10,0.7142857142857143,41,14,27,0
"Danielle Robinson","SAN",30,902,-162,91.89504373177843,101.93548387096774,263,0,0.2682926829268293,0.22727272727272727,0.21978021978021978,2,2,0,1,1,0,0,0,1,0.5,22,9,13,0
"Jewell Loyd","SEA",34,881,-137,93.2285368802902,99.82164090368609,326,0.14285714285714285,0.23255813953488372,0.15789473684210525,0.08771929824561403,8,7,1,2,3,2,0,1,3,0.375,19,4,15,0
"Cappie Pondexter","CHI",29,877,104,107.2345390898483,101.5817223198594,389,0.17647058823529413,0.3111111111111111,0.19230769230769232,0.25773195876288657,6,6,0,5,1,0,0,0,2,0.3333333333333333,28,12,16,0
"Lindsay Whalen","MIN",29,874,105,102.00607902735563,96.4438994481913,291,0.25,0.41025641025641024,0.34285714285714286,0.3157894736842105,3,1,2,0,1,0,0,2,3,1,12,5,7,0
"Crystal Langhorne","SEA",34,873,-142,94.41340782122906,103.03593556381661,320,0,0.22727272727272727,0.20454545454545456,0.21052631578947367,14,14,0,10,4,0,0,0,9,0.6428571428571429,37,11,26,0
"Kristi Toliver","LAS",28,864,55,104.42757748260594,101.26903553299492,311,0.26153846153846155,0.2727272727272727,0.14285714285714285,0.21153846153846154,1,0,1,0,0,0,0,1,1,1,23,7,16,0
"Kiah Stokes","NYL",34,862,119,97.57462686567165,90.06211180124222,152,0,0.38235294117647056,0.22727272727272727,0,67,64,3,39,18,7,2,1,32,0.47761194029850745,24,8,16,0
"Courtney Paris","TUL",34,849,66,108.88602704443014,104.77111540941328,135,0,0.4567901234567901,0.4444444444444444,0.5454545454545454,41,40,1,25,14,1,0,1,24,0.5853658536585366,12,4,8,0
"Plenette Pierson","TUL",30,843,35,105.3035143769968,103.2650448143406,346,0.27586206896551724,0.21568627450980393,0.3709677419354839,0.35294117647058826,12,12,0,7,4,1,0,0,4,0.3333333333333333,29,3,26,0
"Marissa Coleman","IND",34,842,15,100.43183220234422,100.12414649286158,316,0.345679012345679,0.3170731707317073,0.32,0.34615384615384615,10,10,0,6,2,2,0,0,5,0.5,42,9,33,0
"Stefanie Dolson","WAS",34,841,55,99.9354422207876,97.39073711676451,285,0.2727272727272727,0.4,0.17391304347826086,0.1935483870967742,36,35,1,23,12,0,0,1,27,0.75,16,11,5,0
"Tiffany Hayes","ATL",28,836,31,101.36476426799007,99.19554455445544,331,0.4025974025974026,0.43103448275862066,0.42857142857142855,0.21428571428571427,11,11,0,6,5,0,0,0,5,0.45454545454545453,29,5,24,0
"Erika de Souza","CHI",34,821,-13,100.50156739811912,100.8109794135995,188,0,0.3181818181818182,0.36,0.14285714285714285,28,28,0,23,4,1,0,0,18,0.6428571428571429,25,7,18,0
"Riquna Williams","TUL",29,813,11,103.35526315789474,102.76679841897233,415,0.3645833333333333,0.45652173913043476,0.2857142857142857,0.3770491803278688,15,12,3,9,3,0,1,2,9,0.6,43,18,25,0
"Shenise Johnson","IND",31,811,103,103.15721649484536,96.27249357326478,305,0.24390243902439024,0.36363636363636365,0.35294117647058826,0.34375,5,5,0,4,1,0,0,0,1,0.2,35,12,23,0
"Tanisha Wright","NYL",34,805,105,99.46666666666667,92.96246648793566,221,0.4,0.5142857142857142,0.4444444444444444,0.2,3,2,1,2,0,0,0,1,1,0.3333333333333333,28,6,22,0
"Brittney Griner","PHO",26,799,101,101.0351966873706,94,343,0,0.29411764705882354,0.14285714285714285,0,105,104,1,62,35,7,0,1,64,0.6095238095238096,8,3,5,0
"Tamika Catchings","IND",30,798,144,104.64190981432361,95.28239202657807,334,0.2619047619047619,0.29508196721311475,0.27586206896551724,0.18181818181818182,24,23,1,16,6,1,0,1,13,0.5416666666666666,55,16,39,0
"Nneka Ogwumike","LAS",23,784,-5,104.61861441567531,105.33707865168539,322,0.18181818181818182,0.3191489361702128,0.34545454545454546,0.15789473684210525,11,9,2,2,6,1,1,1,5,0.45454545454545453,25,4,21,0
"Briann January","IND",29,784,40,101.8842530282638,98.1358189081225,198,0.3333333333333333,0.40625,0.2857142857142857,0.24324324324324326,6,5,1,3,1,1,0,1,4,0.6666666666666666,30,5,25,0
"Leilani Mitchell","PHO",34,782,63,99.65373961218837,96.90140845070422,210,0.28125,0.3,0.18181818181818182,0.16,4,3,1,2,1,0,0,1,3,0.75,35,25,10,0
"Sue Bird","SEA",27,773,-68,96.53018736988203,101.38985406532314,254,0.21153846153846154,0.4,0.1951219512195122,0.20588235294117646,2,2,0,0,2,0,0,0,0,0,24,9,15,0
"Tierra Ruffin-Pratt","WAS",32,765,12,101.29032258064517,100.5743000717875,221,0.25,0.4117647058823529,0.275,0.3793103448275862,11,10,1,6,3,1,0,1,7,0.6363636363636364,27,8,19,0
"Alysha Clark","SEA",33,763,-133,96.06017191977077,105.36097212294496,209,0.3023255813953488,0.1,0.6,0.3333333333333333,6,6,0,2,3,1,0,0,1,0.16666666666666666,23,6,17,0
"Kayla McBride","SAN",27,756,-149,91.64941338854382,102.71210013908205,338,0.20930232558139536,0.25925925925925924,0.2777777777777778,0.20689655172413793,3,3,0,1,1,1,0,0,2,0.6666666666666666,29,5,24,0
"Alex Bentley","CON",25,749,3,100.35688793718772,99.92877492877493,348,0.3181818181818182,0.23076923076923078,0.3611111111111111,0.32,5,4,1,3,1,0,1,0,3,0.6,49,23,26,0
"Monique Currie","PHO",34,724,62,101.72672672672672,96.92653673163419,253,0.2857142857142857,0.3611111111111111,0.4,0.13157894736842105,12,10,2,5,5,0,0,2,7,0.5833333333333334,31,20,11,0
"Odyssey Sims","TUL",23,723,45,104.73723168023686,101.78306092124814,303,0.25396825396825395,0.38596491228070173,0.3695652173913043,0.36363636363636365,1,1,0,0,1,0,0,0,0,0,25,9,16,0
"Sancho Lyttle","ATL",24,721,70,100.29027576197387,94.72924187725631,181,0.25,0.5416666666666666,0.42857142857142855,0.3508771929824561,14,12,2,6,5,1,0,2,10,0.7142857142857143,54,11,43,0
"Allie Quigley","CHI",32,720,18,105.24048815506102,103.42857142857143,330,0.36507936507936506,0.4444444444444444,0.37037037037037035,0.29333333333333333,17,15,2,8,6,1,0,2,8,0.47058823529411764,13,3,10,0
"Temeka Johnson","LAS",34,720,-64,97.73584905660377,102.4114544084401,152,0.3111111111111111,0.34782608695652173,0.28,0.28,0,0,0,0,0,0,0,0,0,0,23,6,17,0
"Jenna O'Hea","SEA",34,710,-73,93.96872673119881,99.25650557620818,178,0.17543859649122806,0.45454545454545453,0.125,0.1111111111111111,10,10,0,4,6,0,0,0,8,0.8,19,7,12,0
"Jia Perkins","SAN",26,710,-165,89.91031390134529,102.39520958083833,315,0.20967741935483872,0.3181818181818182,0.32653061224489793,0.27941176470588236,8,6,2,2,2,2,0,2,4,0.5,38,20,18,0
"Jessica Breland","CHI",33,706,69,107.14812085482683,101.6140865737344,178,0,0.48484848484848486,0.27586206896551724,0.1875,36,35,1,20,12,3,0,1,19,0.5277777777777778,23,5,18,0
"Epiphanny Prince","NYL",24,686,105,100.46296296296296,93.36973478939157,312,0.20454545454545456,0.5666666666666667,0.5833333333333334,0.24489795918367346,5,3,2,1,2,0,0,2,3,0.6,47,14,33,0
"Jayne Appel Marinelli","SAN",29,673,-99,89.35003915426782,97.56097560975608,82,0.3333333333333333,0.48148148148148145,0.3,0.18181818181818182,38,38,0,24,14,0,0,0,20,0.5263157894736842,23,2,21,0
"Damiris Dantas","ATL",32,663,18,100.85271317829456,98.92058596761757,176,0.2222222222222222,0.28,0.34782608695652173,0.21052631578947367,14,14,0,10,4,0,0,0,7,0.5,19,5,14,0
"Natasha Cloud","WAS",34,657,24,100.16597510373444,97.0467596390484,121,0.2,0.1,0.29411764705882354,0.21428571428571427,3,2,1,1,1,0,0,1,1,0.3333333333333333,29,13,16,0
"Renee Montgomery","MIN",36,644,-114,91.61873459326212,101.31904369332233,207,0.140625,0.5625,0.3888888888888889,0.21875,4,3,1,2,1,0,1,0,1,0.25,29,15,14,0
"Essence Carson","NYL",33,642,16,98.83333333333333,97.82608695652173,181,0.32432432432432434,0.3684210526315789,0.3684210526315789,0.36538461538461536,6,6,0,4,0,2,0,0,5,0.8333333333333334,14,6,8,0
"Anna Cruz","MIN",22,640,26,99.58088851634535,97.97639123102867,164,0.3333333333333333,0.4,0.18181818181818182,0.2222222222222222,4,3,1,1,2,0,0,1,3,0.75,22,7,15,0
"Shoni Schimmel","ATL",32,634,-43,100,103.0497592295345,217,0.35135135135135137,0.2857142857142857,0.4375,0.3103448275862069,5,4,1,2,2,0,0,1,2,0.4,24,6,18,0
"Noelle Quinn","PHO",34,632,59,99.49195596951735,94.09780775716695,125,0.375,0.25,0.625,0.22580645161290322,9,9,0,4,5,0,0,0,7,0.7777777777777778,15,6,9,0
"Alyssa Thomas","CON",24,623,-4,100,100.34812880765884,160,0,0.3584905660377358,0.3142857142857143,0,5,4,1,2,2,0,0,1,2,0.4,29,12,17,0
"Ramu Tokashiki","SEA",30,618,-34,96.57240788346186,99.23076923076924,213,0,0.4,0.26666666666666666,0.16666666666666666,27,27,0,13,13,1,0,0,14,0.5185185185185185,7,1,6,0
"Sugar Rodgers","NYL",33,618,44,94.85232067510549,92.22886421861656,234,0.25609756097560976,0.44,0.6071428571428571,0.25,7,6,1,4,2,0,0,1,3,0.42857142857142855,24,10,14,0
"Brianna Kiesel","TUL",34,616,-62,97.46724890829695,103.15236427320491,153,0.2702702702702703,0.2702702702702703,0.5,0.15,2,2,0,2,0,0,0,0,0,0,28,7,21,0
"Layshia Clarendon","IND",29,602,-32,98.09027777777779,102.2887323943662,170,0.5,0.3,0.35294117647058826,0.23809523809523808,0,0,0,0,0,0,0,0,0,0,20,6,14,0
"Shekinna Stricklen","CON",34,599,-10,99.81818181818181,100.91074681238615,221,0.3488372093023256,0.2222222222222222,0.5,0.3125,8,8,0,5,3,0,0,0,5,0.625,19,7,12,0
"Swin Cash","NYL",34,592,-35,94.10714285714286,96.8,125,0.36,0.3333333333333333,0.21052631578947367,0.2,3,2,1,0,2,0,0,1,2,0.6666666666666666,9,5,4,0
"Lynetta Kizer","IND",33,591,38,100,98.22222222222223,233,0,0.3333333333333333,0.3333333333333333,0.25,8,7,1,4,2,1,0,1,5,0.625,19,6,13,0
"Jordan Hooper","TUL",34,581,-65,96.17097061442564,102.78276481149013,135,0.3472222222222222,0.5,0.1111111111111111,0.2222222222222222,4,4,0,0,4,0,0,0,4,1,14,2,12,0
"Matee Ajavon","ATL",33,580,-9,98.41688654353563,99.29577464788733,172,0.5833333333333334,0.17391304347826086,0.391304347826087,0.23529411764705882,5,5,0,2,3,0,0,0,1,0.2,47,28,19,0
"Candace Parker","LAS",16,551,133,110.2463054187192,97.52720079129575,283,0.3103448275862069,0.2571428571428571,0.20512820512820512,0.26666666666666666,29,28,1,17,9,2,0,1,17,0.5862068965517241,31,6,25,0
"Kara Lawson","WAS",22,550,124,105.73372206025267,95.06903353057199,189,0.32,0.25,0.21052631578947367,0.3448275862068966,3,3,0,3,0,0,0,0,0,0,11,4,7,0
"Tayler Hill","WAS",32,545,38,98.09428284854563,94.56740442655936,223,0.34210526315789475,0.45454545454545453,0.3333333333333333,0.2631578947368421,3,3,0,2,1,0,0,0,3,1,30,11,19,0
"Clarissa Dos Santos","CHI",31,544,25,103.04471931493816,100.47483380816715,122,0,0.24444444444444444,0.47058823529411764,0.23076923076923078,18,18,0,13,3,2,0,0,13,0.7222222222222222,18,4,14,0
"Chelsea Gray","CON",34,543,60,102.78606965174129,97.1057884231537,204,0.32432432432432434,0.4,0.36,0.4090909090909091,5,4,1,4,0,0,0,1,2,0.4,22,8,14,0
"Asjha Jones","MIN",31,541,16,99.90029910269193,98.69869869869869,147,0,0.45454545454545453,0.15789473684210525,0.24074074074074073,15,15,0,12,3,0,0,0,7,0.4666666666666667,16,3,13,0
"Sydney Colson","SAN",34,541,-78,92.20779220779221,98.52362204724409,104,0.3076923076923077,0.2857142857142857,0.1875,0.25,10,8,2,4,1,3,1,1,6,0.6,28,19,9,0
"Dearica Hamby","SAN",31,539,-197,86.99507389162561,105.88235294117648,160,0,0.3018867924528302,0.20930232558139536,0.25,5,5,0,2,3,0,0,0,4,0.8,13,2,11,0
"Vicki Baugh","TUL",34,533,-16,99.61127308066085,101.66015625,138,1,0.3333333333333333,0.5454545454545454,0.30434782608695654,12,11,1,7,4,0,1,0,7,0.5833333333333334,18,3,15,0
"Marianna Tolo","LAS",28,531,-57,93.84775808133473,99.37694704049844,114,0.2,0.3076923076923077,0.3157894736842105,0.21739130434782608,28,27,1,18,8,1,1,0,16,0.5714285714285714,7,3,4,0
"Ana Dabovic","LAS",24,530,-31,96.24365482233503,100.00000000000001,193,0.11428571428571428,0.5,0.3,0.13333333333333333,1,1,0,1,0,0,0,0,1,1,21,11,10,0
"Sylvia Fowles","MIN",18,521,68,102.0703933747412,95.42619542619543,216,0,0.3269230769230769,0.1111111111111111,0.2,28,28,0,19,7,2,0,0,14,0.5,18,1,17,0
"Aneika Morello","ATL",29,518,-89,97.10867397806581,105.24752475247526,100,0,0.2857142857142857,0.21428571428571427,0.3888888888888889,25,25,0,20,4,1,0,0,17,0.68,9,4,5,0
"Shavonte Zellous","IND",23,511,39,98.86597938144331,95.53478712357216,167,0.3,0.5,0.2631578947368421,0.3125,8,8,0,5,3,0,0,0,5,0.625,22,9,13,0
"Kayla Pedersen","CON",33,510,29,101.69491525423729,98.41437632135306,72,0,0.5,0.36363636363636365,0.125,8,6,2,4,2,0,1,1,6,0.75,23,13,10,0
"Carolyn Swords","NYL",34,510,2,98.7667009249743,98.4599589322382,132,0,0.22580645161290322,0.3333333333333333,0.14285714285714285,22,22,0,8,12,2,0,0,13,0.5909090909090909,18,5,13,0
"Abby Bishop","SEA",26,509,-124,92.11927582534611,104.32489451476793,128,0.17391304347826086,0.3333333333333333,0.07692307692307693,0.3125,20,20,0,8,12,0,0,0,12,0.6,19,11,8,0
"Jennifer Lacy","CON",27,494,-125,96.97986577181209,109.49227373068432,145,0.3,0.2857142857142857,0.2222222222222222,0,10,10,0,7,3,0,0,0,7,0.7,9,3,6,0
"Natalie Achonwa","IND",28,484,13,103.12500000000001,101.17899249732046,177,0,0.42857142857142855,0.3125,0,14,14,0,7,5,2,0,0,8,0.5714285714285714,14,5,9,0
"Danielle Adams","SAN",30,482,-114,88.03046789989119,100.32608695652175,176,0.28888888888888886,0.52,0.30303030303030304,0.16666666666666666,9,9,0,7,2,0,0,0,5,0.5555555555555556,14,5,9,0
"Seimone Augustus","MIN",16,481,66,102.45261984392418,95.3072625698324,192,0.45,0.15384615384615385,0.3939393939393939,0.21428571428571427,6,4,2,2,1,1,0,2,4,0.6666666666666666,8,1,7,0
"Devereaux Peters","MIN",33,480,99,99.32659932659932,88.71331828442439,82,0,0.75,0.46153846153846156,0.12,30,29,1,18,7,4,0,1,20,0.6666666666666666,7,3,4,0
"Kelly Faris","CON",32,464,-49,96.3572267920094,100,87,0.23529411764705882,0.4166666666666667,0,0.3125,3,3,0,0,2,1,0,0,2,0.6666666666666666,12,3,9,0
"Mistie Bass","PHO",33,458,40,100.82840236686391,94.3089430894309,108,0,0.3333333333333333,0.4166666666666667,0.2777777777777778,24,24,0,15,8,1,0,0,14,0.5833333333333334,26,8,18,0
"Maggie Lucas","IND",30,451,-17,101.60183066361556,103.78440366972477,154,0.4,0.16666666666666666,0.16666666666666666,0.28,3,3,0,1,1,1,0,0,1,0.3333333333333333,11,5,6,0
"Roneeka Hodges","ATL",23,448,-116,96.045197740113,108.41750841750842,132,0.391304347826087,0.3333333333333333,0,0.2962962962962963,4,4,0,2,1,1,0,0,1,0.25,4,2,2,0
"Cayla George","PHO",34,433,23,97.91666666666667,95.09803921568627,142,0.24390243902439024,0.5625,0.2,0.19047619047619047,22,21,1,16,5,0,0,1,11,0.5,13,0,13,0
"Brittany Boyd","NYL",30,430,96,102.17654171704959,90.24096385542168,187,0.3888888888888889,0.4594594594594595,0.3333333333333333,0.32,2,2,0,0,2,0,0,0,2,1,35,16,19,0
"LaToya Sanders","WAS",23,416,53,99.7326203208556,91.54557463672391,91,0,0.2857142857142857,0.26666666666666666,0.2631578947368421,48,47,1,24,20,3,0,1,25,0.5208333333333334,21,5,16,0
"Candice Wiggins","NYL",32,413,-2,91.69859514687101,92.18950064020487,81,0.3333333333333333,0.375,0.45454545454545453,0.2222222222222222,3,3,0,2,1,0,0,0,2,0.6666666666666666,13,6,7,0
"Betnijah Laney","CHI",32,411,38,101.75658720200754,96.625,90,0.25,0.5,0.3333333333333333,0.19444444444444445,6,5,1,2,2,1,0,1,3,0.5,16,4,12,0
"Alex Harden","PHO",32,391,33,95.10204081632654,91.35802469135803,60,0.14285714285714285,0.23809523809523808,0.2857142857142857,0.25,13,11,2,6,4,1,1,1,5,0.38461538461538464,23,3,20,0
"Tricia Liston","MIN",31,372,9,98.14285714285714,97.27403156384506,82,0.3235294117647059,0.5,0.75,0,1,1,0,1,0,0,0,0,1,1,8,2,6,0
