,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
428,Jonquel Jones,CON,C,33,871,32,10.3,20.1,0.513,2.4,6.5,0.369,7.9,13.6,0.582,5.2,6.5,0.802,5.0,16.6,3.5,2.0,2.2,5.0,5.2,28.2,2022,23.0,1.22609
430,Awak Kuier,DAL,F,33,416,0,4.2,10.7,0.395,0.5,2.6,0.19,3.7,8.1,0.462,2.4,3.8,0.613,3.0,10.3,3.6,1.6,3.6,2.4,3.2,11.3,2022,12.4,0.91129
433,Jewell Loyd,SEA,G,36,1090,36,9.4,23.8,0.396,3.9,10.2,0.385,5.5,13.6,0.403,4.7,5.2,0.893,0.9,4.4,5.7,1.8,0.3,3.7,3.0,27.4,2022,26.1,1.04981
434,Marina Mabrey,DAL,G,34,951,32,9.7,23.0,0.42,3.3,9.4,0.351,6.3,13.6,0.468,2.5,3.7,0.681,1.1,6.7,6.8,1.5,0.7,4.5,4.7,25.2,2022,24.6,1.02439
435,Rui Machida,WAS,G,36,463,2,2.9,9.5,0.31,0.8,3.8,0.206,2.1,5.6,0.38,0.7,1.0,0.667,0.7,4.5,10.5,1.8,0.2,4.3,2.8,7.3,2022,9.9,0.73737
436,Ezi Magbegor,SEA,F-C,33,817,23,8.3,15.1,0.55,0.6,1.8,0.345,7.7,13.3,0.577,2.4,3.3,0.736,3.3,11.5,2.8,1.8,3.6,2.9,5.9,19.7,2022,16.6,1.18675
438,Kayla McBride,MIN,G,31,923,31,7.6,18.7,0.405,2.6,7.3,0.356,5.0,11.4,0.437,5.0,5.5,0.909,0.9,4.8,3.5,1.8,0.1,2.5,2.4,22.7,2022,21.1,1.07583
440,Teaira McCowan,DAL,C,33,623,15,11.5,19.1,0.602,0.0,0.0,,11.5,19.1,0.602,7.0,11.6,0.6,8.1,19.2,2.1,0.9,1.8,4.6,8.4,30.0,2022,24.2,1.23967
441,Aari McDonald,ATL,G,36,876,6,7.5,18.3,0.411,2.8,8.2,0.338,4.8,10.2,0.469,5.1,5.8,0.871,0.9,4.7,5.3,3.0,0.1,4.4,4.5,22.9,2022,20.9,1.09569
442,Emma Meesseman,CHI,F,36,1030,36,9.5,16.7,0.571,0.6,1.9,0.342,8.9,14.8,0.599,2.3,2.6,0.887,3.0,9.8,6.7,2.5,1.5,2.5,4.4,22.0,2022,17.8,1.23596
444,Kelsey Mitchell,IND,G,31,1010,31,9.7,22.1,0.438,3.6,8.7,0.409,6.1,13.4,0.458,5.2,6.0,0.861,0.7,3.0,6.4,1.4,0.3,3.6,3.6,28.1,2022,24.7,1.13765
445,Tiffany Mitchell,IND,G,34,553,8,7.4,16.4,0.451,1.1,2.8,0.387,6.3,13.6,0.464,4.1,4.7,0.865,1.8,3.7,3.6,2.5,0.2,2.7,4.2,19.9,2022,18.5,1.07568
447,Olivia Nelson-Ododa,LAS,C,30,436,6,5.4,9.7,0.56,0.0,0.0,,5.4,9.7,0.56,3.0,4.3,0.703,3.9,10.3,1.3,1.0,2.8,3.5,8.9,13.9,2022,11.6,1.19828
448,Arike Ogunbowale,DAL,G,30,941,30,11.2,28.0,0.4,4.5,12.9,0.352,6.6,15.0,0.442,5.4,6.8,0.798,1.0,5.4,5.9,2.5,0.2,3.0,3.6,32.3,2022,31.0,1.04194
449,Chiney Ogwumike,LAS,F-C,26,478,7,7.3,15.6,0.466,0.8,1.9,0.444,6.4,13.7,0.469,3.8,5.4,0.706,5.5,15.0,2.9,2.0,0.9,3.9,7.5,19.2,2022,18.0,1.06667
450,Nneka Ogwumike,LAS,F,34,1068,34,11.7,21.6,0.544,1.0,2.7,0.368,10.7,18.9,0.569,4.5,5.4,0.826,2.3,10.6,3.2,2.7,0.7,2.9,3.8,28.9,2022,24.0,1.20417
451,Michaela Onyenwere,NYL,F,34,466,1,5.4,14.3,0.377,1.7,5.5,0.3,3.7,8.8,0.425,5.1,6.1,0.836,1.4,7.7,1.4,1.5,0.9,2.8,7.6,17.5,2022,17.0,1.02941
452,Candace Parker,CHI,F-C,32,904,32,8.9,19.4,0.458,2.3,7.5,0.311,6.5,11.8,0.552,3.5,4.2,0.816,1.7,15.4,8.1,1.7,1.7,4.4,3.9,23.6,2022,21.2,1.11321
453,Cheyenne Parker,ATL,F,36,942,35,9.4,18.8,0.5,0.6,2.9,0.218,8.8,15.9,0.552,3.3,4.2,0.795,3.2,11.9,3.8,2.0,1.7,3.8,5.2,22.8,2022,20.6,1.1068
454,Shey Peddy,PHO,G,34,974,24,6.1,14.7,0.418,2.5,7.7,0.329,3.6,7.0,0.515,2.9,3.3,0.889,2.4,6.7,6.1,2.8,0.4,2.5,3.3,17.7,2022,16.2,1.09259
456,Theresa Plaisance,LVA,F,31,401,2,5.3,14.4,0.371,3.8,11.0,0.348,1.5,3.3,0.444,0.9,1.2,0.7,2.0,9.9,1.9,1.0,1.6,2.5,5.1,15.4,2022,14.9,1.03356
457,Kelsey Plum,LVA,G,36,1182,36,10.3,22.3,0.46,4.7,11.3,0.42,5.5,11.0,0.5,5.3,6.3,0.839,0.4,4.0,7.7,1.5,0.1,3.9,3.8,30.5,2022,25.1,1.21514
459,Aerial Powers,MIN,G,35,943,31,9.2,23.9,0.385,1.8,5.8,0.308,7.4,18.1,0.41,7.1,8.8,0.815,2.5,8.9,5.4,2.3,0.6,4.9,3.4,27.3,2022,27.8,0.98201
460,Epiphanny Prince,SEA,G,33,406,0,5.5,15.6,0.355,2.6,7.4,0.356,2.9,8.2,0.354,2.6,3.1,0.84,0.8,4.0,7.3,2.6,0.4,1.9,3.8,16.3,2022,17.0,0.95882
461,Allie Quigley,CHI,G,34,895,34,7.3,17.1,0.428,2.8,8.0,0.355,4.5,9.2,0.491,4.3,4.5,0.95,1.0,4.9,5.5,1.4,0.4,2.5,2.8,21.8,2022,19.1,1.14136
463,Danielle Robinson,IND,G,31,732,30,5.8,13.8,0.419,0.6,2.7,0.225,5.2,11.1,0.466,3.5,4.1,0.85,0.8,6.1,8.1,1.5,0.3,3.5,3.0,15.7,2022,15.6,1.00641
468,Katie Lou Samuelson,LAS,F,32,943,29,5.7,15.3,0.373,3.0,8.5,0.352,2.7,6.8,0.398,2.2,2.6,0.837,0.9,5.1,3.3,1.8,0.4,1.8,2.8,16.6,2022,16.4,1.0122
469,Jessica Shepard,MIN,F,36,941,22,5.9,11.7,0.502,0.3,1.2,0.261,5.5,10.4,0.531,3.7,5.1,0.734,3.9,14.4,5.8,0.8,0.7,3.4,4.1,15.8,2022,13.9,1.13669
477,NaLyssa Smith,IND,F,32,983,32,8.1,19.4,0.419,1.9,4.9,0.381,6.2,14.5,0.432,3.9,6.2,0.618,3.6,12.8,2.3,0.8,0.4,3.9,4.7,22.0,2022,22.1,0.99548
478,Azura Stevens,CHI,F-C,35,768,8,9.9,20.9,0.472,2.8,7.6,0.362,7.1,13.3,0.535,1.9,2.6,0.744,1.4,9.0,1.8,1.1,2.6,1.7,4.0,24.4,2022,22.0,1.10909
479,Breanna Stewart,SEA,F,34,1052,34,12.4,26.2,0.472,3.3,8.6,0.379,9.1,17.6,0.518,8.0,9.5,0.837,2.2,12.5,4.7,2.6,1.5,2.1,3.5,36.0,2022,30.4,1.18421
480,Kiah Stokes,LVA,C,31,475,4,2.7,6.4,0.426,0.5,2.5,0.208,2.2,3.9,0.568,1.4,1.7,0.813,2.9,14.1,2.1,1.5,2.6,1.9,4.1,7.3,2022,7.1,1.02817
481,Brittney Sykes,LAS,G,32,921,24,8.3,19.2,0.433,0.8,2.8,0.269,7.5,16.3,0.462,4.8,6.2,0.77,1.3,6.4,6.4,3.6,1.2,4.6,4.6,22.1,2022,21.9,1.00913
482,Stephanie Talbot,SEA,F,34,548,1,6.0,12.9,0.464,2.7,6.8,0.397,3.3,6.1,0.538,1.3,2.2,0.583,2.1,10.0,4.2,2.1,1.0,3.4,4.1,15.9,2022,13.9,1.14388
483,Diana Taurasi,PHO,G,31,962,31,8.0,21.4,0.373,4.9,14.5,0.337,3.1,6.9,0.45,6.7,7.5,0.894,0.4,5.6,6.4,1.2,1.0,4.5,4.7,27.6,2022,24.7,1.11741
485,Alyssa Thomas,CON,F,36,1154,36,8.3,16.6,0.5,0.0,0.1,0.0,8.3,16.5,0.503,4.8,6.5,0.73,3.3,13.0,9.6,2.7,0.3,4.5,4.5,21.4,2022,19.5,1.09744
488,Kayla Thornton,DAL,F,36,1050,35,4.8,10.2,0.469,1.2,3.8,0.325,3.5,6.4,0.554,3.3,4.0,0.829,3.2,10.4,3.2,1.9,1.0,2.1,4.8,14.1,2022,12.0,1.175
490,Brianna Turner,PHO,F,35,1168,35,3.0,4.9,0.607,0.0,0.0,,3.0,4.9,0.607,0.7,1.3,0.5,3.0,10.4,3.5,1.9,2.5,2.2,3.5,6.6,2022,5.5,1.2
491,Courtney Vandersloot,CHI,G,32,849,32,8.1,16.8,0.481,1.7,4.7,0.367,6.4,12.1,0.525,4.5,5.8,0.765,1.4,7.4,12.3,2.3,1.0,5.2,3.2,22.4,2022,19.4,1.15464
492,Kia Vaughn,ATL,C,29,401,1,4.0,10.0,0.4,0.0,0.1,0.0,4.0,9.9,0.405,1.1,1.6,0.692,3.8,11.7,3.1,1.3,1.0,4.3,6.3,9.2,2022,10.7,0.85981
493,Victoria Vivians,IND,G-F,35,940,30,6.7,19.9,0.336,2.3,8.3,0.28,4.4,11.6,0.376,2.4,3.3,0.742,1.2,6.6,4.5,2.0,0.5,3.8,4.4,18.2,2022,21.4,0.85047
496,Shatori Walker-Kimbrough,WAS,G,35,705,3,5.9,14.7,0.402,1.9,5.5,0.347,4.0,9.2,0.435,4.1,4.5,0.902,0.7,4.7,3.9,2.7,0.7,2.9,3.2,17.8,2022,16.7,1.06587
497,Kristy Wallace,ATL,G,29,602,18,5.5,13.5,0.407,2.1,5.7,0.368,3.4,7.9,0.436,2.8,3.5,0.786,1.5,5.7,5.3,1.4,0.5,3.7,4.8,15.9,2022,15.0,1.06
498,Erica Wheeler,ATL,G,30,789,30,6.3,17.6,0.355,1.5,4.7,0.329,4.7,12.9,0.365,2.0,2.6,0.756,1.2,5.9,7.5,2.0,0.1,4.8,4.7,16.0,2022,18.7,0.85561
499,Sami Whitcomb,NYL,G,35,746,6,5.1,13.8,0.368,4.1,11.6,0.351,1.0,2.3,0.455,1.4,1.6,0.87,0.7,5.6,5.6,1.7,0.3,3.4,3.9,15.6,2022,14.5,1.07586
500,Courtney Williams,CON,G,34,950,34,8.8,20.8,0.426,1.2,3.5,0.338,7.7,17.3,0.444,1.4,1.9,0.75,1.6,8.4,6.0,1.8,0.8,3.1,2.9,20.3,2022,21.6,0.93981
501,Elizabeth Williams,WAS,C-F,30,447,0,7.9,16.4,0.482,0.0,0.0,,7.9,16.4,0.482,2.9,5.0,0.581,5.2,13.4,1.6,2.1,2.2,2.2,5.1,18.8,2022,18.6,1.01075
502,Gabby Williams,SEA,F,36,920,36,6.0,13.5,0.444,1.0,3.9,0.257,5.0,9.6,0.52,1.9,2.5,0.778,2.4,9.9,6.2,3.0,0.7,2.9,3.3,14.9,2022,14.6,1.02055
505,A'ja Wilson,LVA,C,36,1080,36,12.0,23.9,0.501,1.4,3.8,0.373,10.5,20.0,0.525,7.0,8.6,0.813,3.0,15.6,3.4,2.4,3.2,2.8,3.5,32.3,2022,27.7,1.16606
506,Han Xu,NYL,C,32,538,0,10.4,21.1,0.493,1.5,3.4,0.444,8.9,17.6,0.503,3.7,4.7,0.796,3.6,11.0,2.9,1.6,2.0,2.2,3.0,26.0,2022,23.2,1.12069
507,Jackie Young,LVA,G,34,1129,34,8.4,17.6,0.476,2.2,5.1,0.431,6.2,12.5,0.495,4.8,5.6,0.859,1.9,6.5,5.8,2.1,0.4,1.9,3.6,23.8,2022,20.1,1.18408
525,Tina Charles,PHO,C,16,530,16,10.0,22.8,0.441,2.3,6.4,0.364,7.7,16.4,0.471,4.2,5.3,0.8,1.4,11.2,3.3,1.3,1.2,3.8,4.1,26.6,2022,25.1,1.05976
542,Moriah Jefferson,MIN,G,30,805,30,7.4,16.4,0.452,2.3,4.8,0.474,5.1,11.6,0.443,3.4,4.1,0.815,0.7,4.8,9.3,2.3,0.3,4.3,4.2,20.5,2022,18.2,1.12637
545,Crystal Dangerfield,NYL,G,30,662,27,4.7,11.8,0.395,1.6,5.0,0.323,3.0,6.7,0.448,1.6,2.3,0.7,1.0,4.9,5.8,1.4,0.2,2.2,3.3,12.6,2022,12.8,0.98437
555,Tina Charles,SEA,C,18,453,10,10.6,22.2,0.477,1.7,5.0,0.341,8.9,17.2,0.516,2.6,2.9,0.885,4.1,15.0,3.7,1.4,1.2,3.8,6.0,25.5,2022,23.5,1.08511
