"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Kelsey Plum","LVA",36,1182,282,113.08641975308642,101.98511166253103,676,0.18831168831168832,0.24074074074074073,0.2391304347826087,0.10714285714285714,2,2,0,0,2,0,0,0,0,0,36,9,27,0
"Brianna Turner","PHO",35,1168,-15,103.81746379991225,104.47564721369022,134,0,0.2,0.36363636363636365,0,56,56,0,28,28,0,0,0,25,0.44642857142857145,44,9,35,0
"Sabrina Ionescu","NYL",36,1163,-41,103.41955282770715,105.49450549450549,554,0.27631578947368424,0.42857142857142855,0.27586206896551724,0.25,10,9,1,4,5,0,0,1,3,0.3,39,14,25,0
"Alyssa Thomas","CON",36,1154,263,108.01742919389979,97.0652650021901,415,0,0.3950617283950617,0.4470588235294118,0.2222222222222222,7,7,0,2,5,0,0,0,5,0.7142857142857143,62,40,22,0
"Jackie Young","LVA",34,1129,225,113.28125,103.7407568508047,495,0.23809523809523808,0.2857142857142857,0.21794871794871795,0.25,8,7,1,3,2,2,1,0,2,0.25,48,14,34,0
"Jewell Loyd","SEA",36,1090,192,106.40732265446223,97.79917469050895,527,0.20634920634920634,0.21875,0.28,0.234375,7,7,0,5,1,1,0,0,3,0.42857142857142855,39,6,33,0
"Allisha Gray","DAL",33,1086,80,109.61174242424242,105.62381852551985,394,0.2777777777777778,0.4230769230769231,0.35714285714285715,0.18181818181818182,24,23,1,10,12,1,0,1,14,0.5833333333333334,37,12,25,0
"A'ja Wilson","LVA",36,1080,313,114.25976385104451,100.54769511638521,614,0.11538461538461539,0.26229508196721313,0.27,0.13043478260869565,70,65,5,26,33,6,1,4,47,0.6714285714285714,52,7,45,0
"Ariel Atkins","WAS",36,1078,152,105.66218809980806,98.93822393822394,477,0.15254237288135594,0.46153846153846156,0.27586206896551724,0.15,9,9,0,5,4,0,0,0,5,0.5555555555555556,47,19,28,0
"Natasha Cloud","WAS",34,1071,142,103.09927360774819,96.9741337237677,341,0.2159090909090909,0.47058823529411764,0.2222222222222222,0.25,10,9,1,2,6,1,0,1,7,0.7,35,12,23,0
"Nneka Ogwumike","LAS",34,1068,-126,101.40515222482435,107.4577861163227,543,0.37142857142857144,0.5111111111111111,0.13253012048192772,0.24444444444444444,15,15,0,7,7,1,0,0,8,0.5333333333333333,57,17,40,0
"Rhyne Howard","ATL",34,1066,-149,96.74528301886792,103.87157695939565,496,0.2857142857142857,0.17391304347826086,0.375,0.24691358024691357,26,26,0,10,14,2,0,0,14,0.5384615384615384,54,16,38,0
"Breanna Stewart","SEA",34,1052,229,107.61542122798666,96.76190476190476,669,0.1574074074074074,0.34375,0.3469387755102041,0.19047619047619047,31,28,3,11,15,2,0,3,17,0.5483870967741935,54,15,39,0
"Kayla Thornton","DAL",36,1050,-12,105.48148148148148,105.39744847890088,238,0.28846153846153844,0.45,0.3076923076923077,0.18181818181818182,20,18,2,7,11,0,1,1,7,0.35,39,11,28,0
"Natasha Howard","NYL",35,1046,-20,101.86000978952521,102.68817204301075,452,0.14516129032258066,0.2982456140350877,0.14285714285714285,0.045454545454545456,35,35,0,21,14,0,0,0,18,0.5142857142857142,45,16,29,0
"Chelsea Gray","LVA",35,1039,283,114.66093600764087,101.38822403063666,435,0.2711864406779661,0.4375,0.23636363636363636,0.19148936170212766,10,10,0,5,5,0,0,0,5,0.5,57,19,38,0
"Emma Meesseman","CHI",36,1030,196,111.05675146771037,101.22010736944851,398,0.125,0.18181818181818182,0.16981132075471697,0.1111111111111111,30,29,1,18,11,0,1,0,21,0.7,50,6,44,0
"Skylar Diggins-Smith","PHO",30,1019,-31,104.65,105.82959641255606,526,0.18888888888888888,0.3709677419354839,0.3058823529411765,0.22580645161290322,30,30,0,14,13,3,0,0,15,0.5,46,19,27,0
"Kelsey Mitchell","IND",31,1010,-283,98.18002951303494,111.11652852267186,499,0.2621359223300971,0.4583333333333333,0.35135135135135137,0.3220338983050847,7,7,0,3,4,0,0,0,4,0.5714285714285714,28,12,16,0
"DeWanna Bonner","CON",33,1001,197,108.20332159033718,98.93617021276596,380,0.37209302325581395,0.5416666666666666,0.4222222222222222,0.25,11,10,1,6,3,1,0,1,7,0.6363636363636364,41,10,31,0
"Tina Charles","SEA",34,982,-11,104.52442159383034,105.90673575129533,420,0.14492753623188406,0.4117647058823529,0.20454545454545456,0.11904761904761904,23,22,1,12,9,1,1,0,11,0.4782608695652174,25,12,13,0
"NaLyssa Smith","IND",32,978,-269,95.59651817716333,108.59176410777833,358,0.21666666666666667,0.30952380952380953,0.22058823529411764,0.25,8,8,0,7,0,1,0,0,3,0.375,15,5,10,0
"Shey Peddy","PHO",34,974,9,105.44787847040335,105.41820094687006,291,0.16666666666666666,0.3225806451612903,0.21739130434782608,0.1111111111111111,7,7,0,2,5,0,0,0,1,0.14285714285714285,54,18,36,0
"Diana Taurasi","PHO",31,962,-124,102.90084388185653,108.80964866282119,484,0.20224719101123595,0.42105263157894735,0.20689655172413793,0.36363636363636365,18,18,0,13,5,0,0,0,9,0.5,22,5,17,0
"Marina Mabrey","DAL",34,951,-2,107.39341608202913,107.21205597416578,401,0.3142857142857143,0.34615384615384615,0.32608695652173914,0.3728813559322034,13,13,0,8,4,1,0,0,3,0.23076923076923078,28,9,19,0
"Aerial Powers","MIN",35,943,-128,101.83387270765913,107.80748663101605,436,0.2714285714285714,0.3125,0.3118279569892473,0.2537313432835821,11,10,1,6,4,0,1,0,6,0.5454545454545454,42,15,27,0
"Katie Lou Samuelson","LAS",32,943,-154,100.581088219757,109.23566878980891,279,0.24242424242424243,0.3333333333333333,0.2631578947368421,0.16279069767441862,7,6,1,2,4,0,0,1,6,0.8571428571428571,33,7,26,0
"Cheyenne Parker","ATL",36,942,-104,98.71175523349437,104.85698866702644,336,0.23809523809523808,0.30434782608695654,0.25396825396825395,0.2857142857142857,32,32,0,22,9,1,0,0,19,0.59375,37,9,28,0
"Arike Ogunbowale","DAL",30,941,2,105.2828175026681,106.02474448628296,524,0.3741496598639456,0.24242424242424243,0.4117647058823529,0.39215686274509803,3,2,1,0,2,0,0,1,3,1,45,20,25,0
"Jessica Shepard","MIN",36,941,-89,102.00542005420054,106.82926829268293,240,0.1875,0.40425531914893614,0.4,0.2727272727272727,12,12,0,6,6,0,0,0,5,0.4166666666666667,14,5,9,0
"Courtney Williams","CON",34,940,209,107.8525641025641,97.05093833780161,338,0.35,0.4782608695652174,0.4186046511627907,0.29906542056074764,14,14,0,11,3,0,0,0,5,0.35714285714285715,33,13,20,0
"Victoria Vivians","IND",35,940,-250,95.7051961823966,108.38607594936708,307,0.26785714285714285,0.5384615384615384,0.29411764705882354,0.23943661971830985,9,9,0,6,2,1,0,0,6,0.6666666666666666,37,6,31,0
"Kayla McBride","MIN",31,923,3,107.20968629609246,107.69656699889259,360,0.25609756097560976,0.47619047619047616,0.4375,0.32786885245901637,2,2,0,1,1,0,0,0,2,1,32,7,25,0
"Brittney Sykes","LAS",32,921,-166,96.7062634989201,106.01300108342362,381,0.28125,0.3125,0.24074074074074073,0.1111111111111111,22,22,0,17,5,0,0,0,16,0.7272727272727273,65,20,45,0
"Gabby Williams","SEA",36,920,180,107.74686306601201,97.289972899729,230,0.1,0.25,0.37037037037037035,0.125,13,13,0,5,8,0,0,0,8,0.6153846153846154,54,13,41,0
"Brionna Jones","CON",36,910,200,108.53858784893268,97.91323448654585,397,0,0.4583333333333333,0.35714285714285715,0.25,13,13,0,11,1,1,0,0,4,0.3076923076923077,44,13,31,0
"Natisha Hiedeman","CON",36,907,228,109.05555555555556,97.36251402918069,290,0.2826086956521739,0.5,0.38461538461538464,0.2222222222222222,4,4,0,0,3,1,0,0,3,0.75,42,15,27,0
"Candace Parker","CHI",32,904,180,108.33796553640913,99.10364145658262,373,0.26136363636363635,0.3103448275862069,0.21621621621621623,0.18181818181818182,31,31,0,21,10,0,0,0,22,0.7096774193548387,31,9,22,0
