"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Skylar Diggins-Smith","DAL",34,1162,-15,108.3617747440273,109.14139256727894,556,0.3058823529411765,0.3793103448275862,0.4153846153846154,0.37209302325581395,28,27,1,17,9,1,1,0,15,0.5357142857142857,45,25,20,0
"Chelsea Gray","LAS",34,1131,277,110.0883310088331,97.30107026523966,457,0.3018867924528302,0.3,0.2,0.2,8,8,0,5,1,2,0,0,4,0.5,36,10,26,0
"Tina Charles","NYL",34,1095,127,105.01193317422435,99.1866028708134,557,0.3409090909090909,0.36363636363636365,0.3,0.25,24,24,0,15,8,1,0,0,20,0.8333333333333334,28,8,20,0
"Breanna Stewart","SEA",33,1086,60,108.93027698185291,106.01431980906922,575,0.1875,0.23529411764705882,0.1746031746031746,0.2708333333333333,53,52,1,24,27,1,1,0,25,0.4716981132075472,38,12,26,0
"Elizabeth Williams","ATL",34,1075,-135,97.34848484848484,103.8388625592417,276,0,0.3333333333333333,0.16666666666666666,0.18181818181818182,67,63,4,45,17,1,2,2,35,0.5223880597014925,35,10,25,0
"Maya Moore","MIN",34,1063,368,114.71734892787525,96.26757149781872,510,0.3516483516483517,0.4583333333333333,0.4107142857142857,0.2727272727272727,14,12,2,9,1,2,0,2,7,0.5,64,16,48,0
"Jewell Loyd","SEA",34,1059,52,109.30576070901034,106.17042115572967,550,0.2597402597402597,0.3088235294117647,0.25,0.22972972972972974,12,10,2,6,1,3,1,1,3,0.25,43,9,34,0
"Nneka Ogwumike","LAS",34,1054,268,111.45113524185587,99.2023928215354,530,0.13793103448275862,0.42028985507246375,0.23728813559322035,0.36,18,18,0,12,6,0,0,0,14,0.7777777777777778,63,24,39,0
"Alana Beard","LAS",34,1052,279,110.25260029717681,96.81750372948783,230,0.15384615384615385,0.35714285714285715,0.3076923076923077,0.07317073170731707,17,12,5,6,3,3,1,4,14,0.8235294117647058,71,43,28,0
"Candice Dupree","IND",33,1049,-182,102.10631895687061,111.56941649899397,455,0,0.2608695652173913,0.20833333333333334,0.24369747899159663,15,14,1,9,2,3,0,1,9,0.6,31,7,24,0
"Sylvia Fowles","MIN",34,1048,334,112.03155818540434,95.7983193277311,510,0,0.39215686274509803,0.17857142857142858,0,67,66,1,47,17,2,0,1,28,0.417910447761194,44,3,41,0
"Glory Johnson","DAL",33,1022,-63,105.68237008256435,109.326171875,389,0.15555555555555556,0.4125,0.24074074074074073,0.21212121212121213,13,12,1,8,4,0,0,1,7,0.5384615384615384,41,12,29,0
"Layshia Clarendon","ATL",34,1022,-30,99.25705794947993,100.94292803970224,325,0.30612244897959184,0.33962264150943394,0.3230769230769231,0.3018867924528302,2,2,0,2,0,0,0,0,2,1,32,7,25,0
"Candace Parker","LAS",33,1013,247,109.10025706940874,97.20062208398134,488,0.2727272727272727,0.35294117647058826,0.20454545454545456,0.22916666666666666,55,55,0,34,17,4,0,0,35,0.6363636363636364,48,14,34,0
"Karima Christmas-Kelly","DAL",34,1011,-8,107.86240786240785,108.52216748768473,286,0.4032258064516129,0.3137254901960784,0.34615384615384615,0.15789473684210525,7,7,0,6,1,0,0,0,4,0.5714285714285714,42,22,20,0
"Allie Quigley","CHI",31,1000,-68,106.98027314112292,110.14127144298688,474,0.22448979591836735,0.3333333333333333,0.36363636363636365,0.18867924528301888,17,17,0,9,4,4,0,0,6,0.35294117647058826,24,8,16,0
"Kayla McBride","SAN",30,995,-134,97.93541556379036,104.53108535300316,417,0.3333333333333333,0.5217391304347826,0.3235294117647059,0.31343283582089554,5,5,0,1,3,1,0,0,3,0.6,34,8,26,0
"Tiffany Hayes","ATL",33,993,-68,97.6470588235294,101.6452442159383,489,0.2987012987012987,0.25757575757575757,0.2972972972972973,0.26666666666666666,8,7,1,4,1,2,0,1,5,0.625,41,7,34,0
"Shavonte Zellous","NYL",34,991,114,105,99.26121372031663,358,0.35714285714285715,0.42857142857142855,0.2413793103448276,0.31746031746031744,8,8,0,6,1,1,0,0,3,0.375,29,12,17,0
