,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
2318,Coco Miller,ATL,G,31,538,5,8.8,20.3,0.432,1.4,4.1,0.333,7.4,16.2,0.458,1.8,3.4,0.541,2.0,5.4,3.9,1.6,0.1,2.8,5.9,20.8,2011,21.8,0.95413
2319,Kelly Miller,WAS,G,34,943,29,4.9,12.9,0.382,2.8,6.4,0.441,2.1,6.5,0.325,1.7,2.2,0.789,1.3,4.5,5.4,1.3,0.5,3.5,4.0,14.4,2011,13.9,1.03597
2320,DeLisha Milton-Jones,LAS,F,34,891,34,9.3,20.0,0.462,1.5,4.3,0.352,7.7,15.7,0.492,3.8,4.6,0.831,3.3,9.5,4.0,1.9,0.7,5.0,5.9,23.8,2011,22.0,1.08182
2321,Leilani Mitchell,NYL,G,34,864,30,4.2,11.3,0.375,2.6,7.2,0.364,1.6,4.0,0.394,0.5,0.6,0.8,1.0,4.5,6.1,2.7,0.2,2.6,4.7,11.6,2011,11.6,1.0
2324,Renee Montgomery,CON,G,34,991,34,8.0,20.0,0.4,3.2,8.3,0.384,4.8,11.8,0.412,6.6,7.9,0.829,0.6,3.8,8.7,2.6,0.2,4.6,2.4,25.8,2011,23.5,1.09787
2326,Maya Moore,MIN,F,34,951,34,9.1,20.7,0.439,3.2,8.7,0.369,5.9,12.0,0.488,3.5,4.4,0.788,3.2,8.7,5.0,2.7,0.9,2.8,5.1,24.8,2011,22.6,1.09735
2328,Jenna O'Hea,LAS,F,31,507,5,5.2,11.9,0.434,3.0,6.7,0.444,2.2,5.3,0.42,2.3,3.0,0.786,1.6,5.0,4.2,1.3,0.5,2.7,4.9,15.6,2011,13.2,1.18182
2331,Candace Parker,LAS,F-C,17,555,16,11.2,21.9,0.511,1.7,4.1,0.419,9.5,17.7,0.533,6.2,8.4,0.736,2.0,14.1,4.5,2.0,2.6,3.2,3.3,30.3,2011,25.6,1.18359
2332,Kayla Pedersen,TUL,F,33,784,20,5.4,13.4,0.402,1.5,4.6,0.324,3.9,8.8,0.443,2.9,3.6,0.796,1.7,8.1,3.9,2.4,0.8,2.8,5.3,15.1,2011,15.0,1.00667
2333,Ticha Penicheiro,LAS,G,34,807,23,4.8,9.8,0.486,1.0,2.4,0.417,3.8,7.4,0.509,3.1,3.5,0.868,0.5,6.2,10.7,1.9,0.2,4.7,3.2,13.6,2011,11.3,1.20354
2334,Jia Perkins,SAS,G,34,852,8,9.3,22.3,0.418,2.4,7.8,0.313,6.9,14.6,0.475,3.6,4.3,0.845,1.3,7.2,2.9,2.7,0.5,2.1,2.9,24.8,2011,24.2,1.02479
2335,Erin Phillips,IND,G,31,689,22,7.1,15.3,0.462,2.0,4.7,0.426,5.0,10.5,0.478,4.7,5.6,0.833,1.2,6.8,5.7,2.3,0.0,3.5,4.0,20.8,2011,17.8,1.16854
2337,Plenette Pierson,NYL,F,33,945,33,9.7,20.2,0.478,0.1,0.6,0.2,9.6,19.7,0.486,4.4,5.5,0.806,3.5,9.6,2.5,2.1,1.7,3.5,5.0,23.9,2011,22.6,1.05752
2338,Jeanette Pohlen-Mavunga,IND,G,34,539,2,4.8,10.1,0.471,2.9,6.1,0.468,1.9,4.0,0.475,1.3,1.5,0.867,1.0,4.7,3.3,1.3,0.4,2.1,3.2,13.7,2011,10.8,1.26852
2339,Cappie Pondexter,NYL,G,34,1151,34,9.7,24.2,0.402,2.7,7.7,0.345,7.1,16.5,0.428,5.0,6.2,0.813,1.0,6.4,7.3,2.0,0.5,4.3,3.2,27.1,2011,26.9,1.00743
2340,Nicole Powell,NYL,F,33,935,33,6.7,16.3,0.41,3.1,8.6,0.353,3.6,7.6,0.474,1.6,1.8,0.906,1.8,7.9,4.3,2.5,0.6,3.7,4.2,18.0,2011,17.1,1.05263
2341,Armintie Herrington,ATL,G,34,797,21,6.7,12.8,0.519,0.0,0.1,0.0,6.7,12.7,0.524,4.5,7.4,0.608,3.1,6.2,5.9,3.2,0.1,3.0,3.8,17.8,2011,16.1,1.10559
2342,Epiphanny Prince,CHI,G,34,1001,27,8.5,22.5,0.375,2.6,7.0,0.373,5.8,15.5,0.376,4.7,5.8,0.804,1.2,3.7,5.3,4.1,0.7,3.0,4.0,24.2,2011,25.1,0.96414
2345,Noelle Quinn,LAS,G,33,681,23,5.0,12.9,0.39,1.8,4.6,0.397,3.2,8.3,0.387,1.4,1.7,0.818,0.9,4.6,5.1,1.7,0.2,1.9,2.0,13.3,2011,13.6,0.97794
2347,Andrea Riley,TUL,G,33,626,10,5.4,17.2,0.314,2.0,9.4,0.214,3.4,7.7,0.435,4.0,4.6,0.855,0.4,3.2,4.9,2.7,0.3,5.6,6.5,16.7,2011,19.2,0.86979
2348,Ruth Riley,SAS,C,34,645,34,6.5,13.4,0.485,0.6,1.1,0.571,5.9,12.3,0.477,1.6,2.1,0.769,2.2,10.4,3.4,1.0,2.4,2.3,7.1,15.2,2011,14.3,1.06294
2349,Ashley Robinson,SEA,C,34,583,13,5.6,11.5,0.484,0.0,0.1,0.0,5.6,11.4,0.488,1.0,2.1,0.5,3.9,12.4,2.3,2.1,3.1,4.1,8.6,12.2,2011,12.4,0.98387
2350,Danielle Robinson,SAS,G,34,786,9,6.4,14.0,0.46,0.0,0.1,0.0,6.4,13.9,0.462,5.5,6.1,0.903,1.6,5.2,8.7,1.8,0.3,3.9,5.0,18.4,2011,16.7,1.1018
2351,Nakia Sanford,PHO,C-F,33,476,16,4.8,9.9,0.484,0.0,0.0,,4.8,9.9,0.484,4.7,6.2,0.75,5.2,14.3,1.2,0.7,0.7,3.0,7.6,14.3,2011,12.6,1.13492
2353,Katie Smith*,SEA,G,34,853,3,5.7,14.4,0.395,3.2,8.0,0.395,2.5,6.4,0.394,1.9,2.3,0.857,1.1,5.1,4.4,1.5,0.3,2.9,4.3,16.4,2011,15.4,1.06494
2354,Tangela Smith,IND,C,33,711,32,6.6,17.8,0.371,2.4,7.1,0.34,4.2,10.7,0.392,2.3,2.6,0.882,2.0,7.7,3.7,1.7,1.2,3.2,6.0,17.9,2011,18.9,0.94709
2356,Michelle Snow,CHI,C,34,821,30,5.2,11.5,0.456,0.0,0.1,0.0,5.2,11.3,0.461,2.4,3.2,0.76,2.5,13.5,4.1,1.0,2.8,4.5,5.3,12.8,2011,12.9,0.99225
2357,Tammy Sutton-Brown,IND,C,34,645,26,5.6,11.5,0.489,0.0,0.2,0.0,5.6,11.3,0.5,4.3,5.8,0.743,3.4,8.8,1.6,3.0,3.4,2.7,5.4,15.6,2011,14.1,1.10638
2358,Ketia Swanier,PHO,G,29,429,4,3.1,9.1,0.342,1.4,4.8,0.286,1.7,4.3,0.405,1.3,1.8,0.688,0.7,6.4,7.6,2.7,0.1,5.8,5.8,8.9,2011,9.9,0.89899
2359,Sheryl Swoopes*,TUL,F-G,33,879,28,6.1,15.2,0.398,1.7,5.5,0.319,4.3,9.8,0.442,2.4,2.8,0.87,1.3,8.1,4.6,1.5,0.5,2.7,2.8,16.2,2011,16.4,0.9878
2361,Diana Taurasi,PHO,G,32,965,32,10.7,23.8,0.449,4.2,10.5,0.395,6.5,13.2,0.492,10.0,11.1,0.903,0.7,5.2,5.9,1.2,1.0,4.9,5.8,35.5,2011,28.7,1.23693
2362,Penny Taylor,PHO,F,29,864,29,9.4,18.4,0.511,2.6,6.4,0.402,6.8,12.0,0.569,6.4,7.3,0.874,1.6,8.1,7.7,2.8,0.6,3.7,3.8,27.7,2011,21.6,1.28241
2363,Jasmine Thomas,WAS,G,34,655,6,7.0,19.9,0.353,2.0,6.4,0.312,5.0,13.5,0.372,2.0,3.0,0.667,1.1,6.0,5.3,2.1,0.7,4.5,5.0,18.0,2011,21.2,0.84906
2364,Tina Thompson*,LAS,F,34,851,33,7.5,19.6,0.386,2.7,8.0,0.339,4.8,11.6,0.418,3.5,4.2,0.833,3.1,9.8,2.4,2.5,1.4,4.3,4.7,21.3,2011,21.4,0.99533
2365,Erin Thorn,CHI,G,34,571,7,6.0,14.9,0.405,2.9,7.4,0.395,3.1,7.5,0.415,1.6,1.7,0.947,0.8,5.3,7.6,1.0,0.3,5.4,1.1,16.6,2011,15.6,1.0641
2366,Kristi Toliver,LAS,G,32,754,17,8.9,21.2,0.423,4.0,9.3,0.427,5.0,11.9,0.419,3.5,3.8,0.907,1.3,4.3,6.6,1.5,0.0,4.7,4.1,25.3,2011,22.9,1.1048
2367,Courtney Vandersloot,CHI,G,34,777,26,5.6,14.5,0.391,1.1,4.0,0.271,4.6,10.5,0.436,2.4,3.2,0.766,0.3,4.5,8.5,1.6,0.9,6.2,5.8,14.8,2011,15.9,0.93082
2368,Kia Vaughn,NYL,C,34,955,34,8.2,16.6,0.497,0.0,0.0,,8.2,16.6,0.497,2.4,3.1,0.786,5.3,12.6,2.2,2.2,1.4,3.4,5.4,18.9,2011,18.0,1.05
2369,Lindsay Whalen*,MIN,G,34,956,34,9.8,19.2,0.511,0.9,2.3,0.405,8.9,16.9,0.526,4.9,6.7,0.73,1.6,6.5,10.9,2.0,0.3,4.1,3.5,25.5,2011,22.1,1.15385
2370,Tan White,CON,G,34,747,0,4.7,13.3,0.354,1.6,5.7,0.28,3.1,7.6,0.409,2.9,3.5,0.84,1.2,6.7,4.6,2.8,0.4,2.9,4.5,13.9,2011,14.8,0.93919
2371,Candice Wiggins,MIN,G,34,582,0,6.1,15.9,0.386,4.4,11.2,0.395,1.7,4.7,0.365,1.4,2.2,0.625,0.5,5.7,4.5,1.6,0.6,2.7,5.3,18.1,2011,16.9,1.07101
2372,Le'coe Willingham,SEA,F,34,649,8,7.4,15.6,0.473,0.9,3.4,0.275,6.4,12.2,0.528,2.9,4.5,0.642,4.5,12.1,3.1,1.5,0.6,3.8,5.2,18.5,2011,17.6,1.05114
2375,Tanisha Wright,SEA,G,33,953,32,6.8,13.8,0.492,1.0,2.8,0.367,5.8,11.0,0.524,4.5,5.0,0.897,1.4,6.1,5.6,2.3,0.1,5.2,5.6,19.2,2011,16.0,1.2
2376,Sophia Young-Malcolm,SAS,F,33,1043,33,8.5,19.8,0.429,0.0,0.3,0.0,8.5,19.5,0.435,4.6,7.8,0.592,2.4,10.5,3.8,3.3,0.8,2.5,3.9,21.6,2011,23.2,0.93103
2377,Tamera Young,CHI,F,33,792,19,6.7,15.8,0.425,0.1,0.5,0.143,6.7,15.4,0.433,3.6,5.0,0.724,2.7,8.2,2.8,2.4,0.6,4.1,6.5,17.1,2011,18.0,0.95
2378,Shavonte Zellous,IND,G,33,463,2,6.6,15.0,0.438,1.0,3.9,0.265,5.5,11.1,0.5,6.7,8.5,0.784,2.4,9.2,5.2,1.4,1.7,3.7,8.5,20.9,2011,18.7,1.11765
2399,DeMya Walker,WAS,F,20,409,5,6.5,16.5,0.392,0.0,0.4,0.0,6.5,16.1,0.402,3.7,5.0,0.737,4.8,10.6,3.2,1.1,0.9,4.5,7.9,16.7,2011,18.7,0.89305
