,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
2245,Danielle Adams,SAS,F-C,23,480,0,10.7,24.8,0.43,3.8,10.8,0.35,6.9,14.0,0.492,5.7,7.6,0.746,3.8,10.6,1.4,1.3,1.6,2.9,6.5,30.8,2011,28.1,1.09609
2246,Matee Ajavon,WAS,G,34,1065,33,8.8,22.6,0.391,1.9,6.8,0.276,7.0,15.8,0.441,5.9,7.1,0.829,1.5,4.1,5.3,2.9,0.5,5.3,5.5,25.4,2011,25.7,0.98833
2247,Nicky Anosike,WAS,F-C,34,924,29,4.4,12.6,0.347,0.0,0.1,0.0,4.4,12.6,0.349,5.2,7.1,0.736,4.9,14.3,2.8,2.9,1.6,3.5,5.1,14.0,2011,15.7,0.89172
2248,Jayne Appel-Marinelli,SAS,C,31,452,0,4.8,10.2,0.472,0.1,0.3,0.333,4.7,9.8,0.477,1.6,2.9,0.56,4.6,16.2,2.9,1.9,2.3,2.6,7.8,11.3,2011,11.5,0.98261
2249,Seimone Augustus*,MIN,G-F,34,997,34,12.2,24.1,0.504,1.3,3.2,0.417,10.9,21.0,0.518,3.4,3.9,0.865,1.0,6.3,4.0,1.6,0.8,2.4,2.2,29.1,2011,25.8,1.12791
2251,Alison Bales,ATL,C,34,687,15,5.0,10.3,0.486,0.4,1.2,0.353,4.6,9.1,0.504,1.7,2.3,0.75,2.5,11.5,3.0,1.1,3.8,1.1,4.0,12.2,2011,11.3,1.07965
2252,Tully Bevilaqua,SAS,G,34,494,25,3.9,8.6,0.451,1.3,4.4,0.286,2.6,4.2,0.625,1.4,1.9,0.722,1.0,5.0,5.8,2.5,0.2,2.6,3.2,10.4,2011,9.4,1.10638
2253,Sue Bird,SEA,G,34,1123,34,9.0,20.0,0.449,3.5,8.1,0.428,5.5,11.8,0.463,3.1,3.5,0.875,0.7,4.8,8.1,2.3,0.3,3.9,2.1,24.5,2011,21.5,1.13953
2255,Shannon Bobbitt,IND,G,31,439,3,5.0,14.0,0.357,2.1,5.4,0.386,2.9,8.6,0.338,2.8,3.7,0.767,1.5,5.0,6.6,3.7,0.0,4.5,4.0,14.9,2011,15.6,0.95513
2256,DeWanna Bonner,PHO,F-G,34,857,5,6.9,16.1,0.43,2.0,5.9,0.343,4.9,10.2,0.48,5.2,5.7,0.909,3.6,13.8,1.6,2.0,2.1,2.0,3.5,21.1,2011,18.6,1.13441
2257,Rebekkah Brunson,MIN,F,34,938,34,7.7,15.0,0.511,0.0,0.0,,7.7,15.0,0.511,4.1,6.2,0.667,5.4,16.9,2.2,1.6,1.0,2.9,4.0,19.5,2011,17.7,1.10169
2258,Liz Cambage,TUL,C,33,659,11,10.7,20.9,0.511,0.0,0.4,0.0,10.7,20.5,0.521,9.0,11.3,0.794,4.3,12.5,1.4,2.2,2.3,6.3,7.6,30.4,2011,25.9,1.17375
2260,Essence Carson,NYL,G,32,725,5,10.1,23.2,0.437,1.7,4.5,0.387,8.4,18.7,0.449,4.3,5.8,0.738,2.3,6.6,3.9,2.8,1.5,3.4,4.4,26.3,2011,25.8,1.01938
2261,Swin Cash*,SEA,F,34,1128,34,7.4,18.6,0.396,1.7,6.0,0.285,5.7,12.6,0.45,5.6,6.6,0.846,2.5,11.4,3.9,1.6,1.0,4.6,4.9,22.0,2011,21.5,1.02326
2262,Iziane Castro Marques,ATL,F-G,34,672,14,7.3,20.1,0.36,1.2,5.9,0.213,6.0,14.3,0.421,3.2,5.2,0.62,1.1,4.2,4.2,1.0,0.3,4.0,2.8,19.0,2011,22.4,0.84821
2263,Tamika Catchings*,IND,F,33,1040,33,8.6,19.7,0.438,1.6,4.7,0.348,7.0,15.0,0.466,7.3,8.3,0.883,3.2,12.0,5.9,3.4,1.5,3.8,3.5,26.3,2011,23.4,1.12393
2264,Tina Charles,CON,C,34,1136,34,11.5,24.7,0.468,0.0,0.1,0.0,11.5,24.5,0.47,4.2,6.1,0.687,5.7,17.0,2.9,1.2,2.7,3.4,4.0,27.3,2011,27.4,0.99635
2267,Marissa Coleman,WAS,G-F,34,918,28,6.3,16.4,0.385,3.1,8.5,0.368,3.2,7.9,0.403,1.5,2.2,0.676,2.7,9.7,2.8,1.4,0.8,3.2,4.7,17.2,2011,17.4,0.98851
2270,Jessica Davenport,IND,C,34,717,8,10.8,20.4,0.529,0.0,0.2,0.0,10.8,20.2,0.535,5.4,7.8,0.702,3.7,12.1,1.3,2.0,3.4,4.1,5.7,27.1,2011,23.8,1.13866
2271,Erika de Souza,ATL,F-C,32,877,32,9.6,19.3,0.499,0.0,0.1,0.0,9.6,19.2,0.5,2.0,3.1,0.655,4.7,13.5,1.7,2.1,2.4,3.2,5.3,21.2,2011,20.7,1.02415
2272,Scholanda Dorrell,SAS,G,32,518,22,5.2,15.5,0.335,1.8,5.3,0.34,3.4,10.2,0.333,3.1,4.4,0.705,0.9,4.9,1.2,2.3,0.7,1.9,5.1,15.3,2011,17.4,0.87931
2273,Katie Douglas,IND,G-F,32,940,32,9.4,20.3,0.465,3.8,8.5,0.44,5.7,11.8,0.483,2.7,4.0,0.671,1.8,7.2,5.2,2.3,0.5,3.7,2.7,25.3,2011,22.1,1.1448
2275,Candice Dupree,PHO,F,34,1075,34,9.1,16.6,0.548,0.0,0.3,0.167,9.1,16.4,0.555,4.5,5.3,0.852,4.0,12.9,2.8,0.9,1.2,3.1,3.4,22.8,2011,18.9,1.20635
2277,Marie Ferdinand-Harris,PHO,G,34,593,2,7.3,21.7,0.335,1.5,4.5,0.333,5.8,17.2,0.335,3.2,3.3,0.974,1.2,4.3,3.3,1.6,0.6,3.6,5.1,19.2,2011,23.2,0.82759
2278,Sylvia Fowles,CHI,C,34,1175,34,11.7,19.8,0.591,0.0,0.0,,11.7,19.8,0.591,6.8,8.9,0.766,4.4,15.4,1.0,1.8,3.0,4.3,3.8,30.2,2011,23.7,1.27426
2281,Kalana Greene,CON,G,33,781,33,4.6,11.0,0.422,1.2,3.0,0.391,3.4,7.9,0.433,1.8,3.0,0.6,1.7,8.3,3.2,2.0,0.8,1.9,3.6,12.2,2011,12.3,0.99187
2282,Kelsey Griffin,CON,F,34,441,2,4.8,13.5,0.357,0.5,2.8,0.167,4.3,10.6,0.407,4.4,6.1,0.731,5.3,12.2,2.1,2.9,1.2,1.5,4.9,14.5,2011,16.2,0.89506
2283,Becky Hammon*,SAS,G,33,1050,33,8.7,19.7,0.44,3.7,9.5,0.389,5.0,10.2,0.488,4.9,5.5,0.892,0.2,4.7,9.5,2.4,0.3,5.9,2.5,25.9,2011,22.1,1.17195
2284,Lindsey Harding,ATL,G,34,1037,33,6.7,14.7,0.455,0.5,1.6,0.303,6.2,13.1,0.473,3.1,4.3,0.733,0.8,5.2,7.7,1.6,0.3,3.8,2.8,17.0,2011,16.6,1.0241
2289,Ebony Hoffman,LAS,F,34,752,16,6.9,15.8,0.437,1.7,4.0,0.429,5.2,11.8,0.44,2.7,3.2,0.844,3.1,10.1,2.6,2.6,0.6,3.6,5.5,18.2,2011,17.2,1.05814
2290,Quanitra Hollingsworth,NYL,C,31,524,1,5.4,10.4,0.524,0.0,0.0,,5.4,10.4,0.524,3.6,5.3,0.679,5.4,13.8,1.0,1.6,1.0,4.4,8.0,14.5,2011,12.7,1.14173
2291,Amber Holt,TUL,F,26,666,24,4.8,16.0,0.302,1.2,5.5,0.214,3.6,10.4,0.348,3.0,3.3,0.905,2.2,6.3,4.9,1.4,0.2,2.7,4.5,13.8,2011,17.5,0.78857
2297,Tiffany Jackson-Jones,TUL,F,34,1152,32,6.9,15.1,0.456,0.0,0.0,0.0,6.9,15.1,0.458,5.5,7.1,0.776,4.6,13.1,3.1,1.8,1.0,4.3,4.3,19.3,2011,18.2,1.06044
2299,Temeka Johnson,PHO,G,30,717,30,5.1,11.7,0.435,1.7,4.5,0.385,3.4,7.3,0.467,1.3,1.5,0.864,0.6,4.1,9.1,1.7,0.3,3.9,3.7,13.3,2011,12.4,1.07258
2300,Asjha Jones,CON,F,34,971,34,10.5,23.7,0.444,0.2,0.5,0.3,10.4,23.2,0.447,2.9,4.0,0.711,3.4,11.5,3.4,1.1,0.9,3.4,5.4,24.1,2011,25.5,0.9451
2303,Cathrine Kraayeveld,CHI,F,33,681,15,5.1,12.8,0.395,4.0,9.7,0.409,1.1,3.1,0.35,0.8,1.2,0.733,1.8,6.6,3.1,1.6,0.6,2.9,3.1,15.0,2011,13.3,1.12782
2304,Jennifer Lacy,TUL,F,34,653,18,6.6,16.5,0.402,2.3,6.5,0.35,4.4,10.0,0.435,1.7,2.4,0.7,2.3,7.3,2.7,1.6,1.4,4.1,6.9,17.2,2011,17.6,0.97727
2306,Crystal Langhorne,WAS,F-C,31,1063,31,11.5,21.6,0.534,0.1,0.4,0.125,11.5,21.2,0.542,5.5,7.7,0.711,4.9,12.0,2.6,2.0,0.8,5.2,3.7,28.6,2011,25.0,1.144
2307,Ivory Latta,TUL,G,24,684,24,8.5,20.5,0.414,2.6,7.5,0.351,5.9,13.0,0.45,3.0,3.6,0.83,0.8,3.7,5.9,2.2,0.2,5.3,4.4,22.6,2011,22.1,1.02262
2308,Jantel Lavender,LAS,F,33,487,3,10.1,20.2,0.5,0.0,0.0,,10.1,20.2,0.5,3.6,4.9,0.733,3.8,11.3,1.6,0.7,1.3,3.1,5.1,23.8,2011,22.4,1.0625
2309,Kara Lawson,CON,G,33,832,8,6.9,15.3,0.449,3.4,7.9,0.43,3.5,7.4,0.471,4.0,4.5,0.89,0.7,5.4,6.0,1.4,0.1,2.9,2.2,21.2,2011,17.3,1.22543
2312,Camille Smith,SEA,F,33,887,33,8.0,17.2,0.464,0.3,1.4,0.227,7.7,15.9,0.484,3.4,5.1,0.663,2.9,10.6,3.3,2.8,1.4,4.6,6.8,19.7,2011,19.4,1.01546
2313,Sancho Lyttle,ATL,F,22,577,19,7.7,17.1,0.448,0.2,0.6,0.286,7.5,16.5,0.454,3.3,4.7,0.709,3.5,11.8,4.0,4.4,1.0,3.8,3.9,18.9,2011,19.2,0.98438
2315,Angel McCoughtry,ATL,F-G,33,921,30,12.6,29.6,0.424,1.0,3.8,0.264,11.5,25.8,0.448,11.9,15.3,0.777,2.8,9.2,4.5,3.8,1.7,5.6,5.3,38.1,2011,36.3,1.04959
2316,Danielle McCray,CON,F,34,513,23,6.9,17.4,0.399,3.4,8.8,0.391,3.5,8.7,0.407,2.7,3.5,0.771,1.4,7.7,4.2,1.6,0.4,3.4,4.5,20.0,2011,18.9,1.0582
2317,Taj McWilliams-Franklin,MIN,F-C,34,966,33,6.3,14.2,0.444,0.1,0.5,0.222,6.2,13.7,0.452,2.6,3.3,0.77,4.0,11.2,4.4,1.9,1.3,2.9,4.4,15.3,2011,15.7,0.97452
