,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
1459,Elena Delle Donne,CHI,F-G,28,927,28,11.7,24.2,0.485,2.4,5.5,0.426,9.4,18.7,0.503,7.1,7.6,0.935,2.6,10.8,2.9,0.9,2.4,1.9,3.5,33.0,2016,27.5,1.2
1460,Erika de Souza,CHI,F-C,31,516,18,7.6,14.7,0.517,0.0,0.0,,7.6,14.7,0.517,2.7,3.5,0.75,6.0,15.9,2.0,1.7,2.2,2.2,6.2,17.8,2016,16.2,1.09877
1461,Skylar Diggins-Smith,DAL,G,27,765,25,7.5,19.3,0.39,1.5,5.1,0.299,6.0,14.2,0.423,6.9,8.8,0.788,0.8,3.4,6.1,1.9,0.5,4.2,3.5,23.5,2016,23.2,1.01293
1463,Stefanie Dolson,WAS,C,34,765,31,8.2,17.0,0.482,0.6,2.1,0.3,7.6,14.9,0.507,4.8,5.7,0.843,3.3,10.9,2.6,0.9,2.2,2.7,6.0,21.8,2016,19.5,1.11795
1466,Candice Dupree,PHO,F,32,930,32,8.3,15.4,0.541,0.0,0.1,0.0,8.3,15.3,0.543,3.1,3.9,0.792,2.1,9.4,3.3,1.4,0.3,1.9,3.2,19.8,2016,17.1,1.15789
1469,Jamierra Faulkner,CHI,G,34,655,14,7.9,18.6,0.425,1.7,5.1,0.333,6.2,13.5,0.46,3.1,4.0,0.769,0.8,3.9,12.1,2.8,0.3,5.4,4.7,20.7,2016,20.4,1.01471
1471,Sylvia Fowles,MIN,C,34,969,34,9.6,16.2,0.595,0.0,0.0,,9.6,16.2,0.595,5.8,8.0,0.717,4.4,15.3,2.2,2.4,3.2,3.3,5.3,25.0,2016,19.7,1.26904
1473,Chelsea Gray,LAS,G,33,540,1,6.9,15.2,0.452,1.4,4.5,0.304,5.5,10.8,0.514,3.8,4.8,0.78,0.8,5.6,6.9,1.6,0.4,3.9,3.7,18.9,2016,17.3,1.09249
1475,Brittney Griner,PHO,C,34,992,34,9.1,16.7,0.548,0.0,0.0,,9.1,16.7,0.548,7.1,8.5,0.831,2.4,11.4,1.8,0.7,5.5,3.6,6.4,25.4,2016,20.4,1.2451
1479,Dearica Hamby,SAS,F,25,633,25,6.8,16.1,0.422,0.2,1.2,0.143,6.6,14.9,0.444,5.0,6.9,0.723,3.0,10.6,2.1,1.1,1.0,3.4,4.9,18.8,2016,19.1,0.98429
1483,Bria Hartley,WAS,G,24,406,5,6.5,17.2,0.376,2.7,7.5,0.362,3.8,9.7,0.387,4.7,5.8,0.8,1.2,6.1,7.0,1.3,0.0,4.5,5.7,20.3,2016,19.8,1.02525
1485,Tiffany Hayes,ATL,G,33,1016,33,7.6,17.3,0.441,1.6,5.8,0.274,6.0,11.4,0.526,7.8,9.7,0.804,1.6,5.6,3.9,2.0,0.4,2.9,4.7,24.6,2016,21.6,1.13889
1487,Tayler Hill,WAS,G,32,937,32,7.8,22.4,0.348,3.4,9.6,0.351,4.4,12.8,0.346,8.7,10.5,0.829,0.7,4.7,5.2,2.0,0.2,2.2,3.7,27.7,2016,27.0,1.02593
1489,Bria Holmes,ATL,G,33,702,10,6.6,15.1,0.435,1.2,4.5,0.274,5.3,10.6,0.503,3.5,4.5,0.774,1.7,6.1,3.0,2.2,0.4,2.8,1.9,17.8,2016,17.1,1.04094
1491,Natasha Howard,MIN,F,34,495,1,9.6,16.7,0.574,0.1,0.5,0.2,9.5,16.2,0.586,4.3,6.4,0.677,4.2,12.5,2.9,2.4,2.8,3.8,10.2,23.7,2016,19.5,1.21538
1492,Briann January,IND,G,29,816,27,5.5,13.8,0.401,1.8,4.7,0.392,3.7,9.1,0.406,4.9,5.6,0.875,1.1,3.3,8.7,2.3,0.2,3.2,5.0,17.8,2016,16.3,1.09202
1493,Moriah Jefferson,SAS,G,34,1034,34,9.5,22.2,0.426,1.7,4.5,0.375,7.8,17.7,0.439,3.5,4.6,0.775,0.8,3.7,7.3,2.8,0.2,3.0,3.6,24.2,2016,24.2,1.0
1494,Glory Johnson,DAL,F,18,502,6,7.3,16.5,0.442,0.4,1.4,0.286,6.9,15.1,0.456,5.6,7.4,0.753,4.9,16.3,2.3,1.7,1.1,2.6,4.0,20.6,2016,19.8,1.0404
1495,Shenise Johnson,IND,G,29,651,10,7.8,19.1,0.41,2.2,6.2,0.359,5.6,12.8,0.435,4.8,5.1,0.938,2.2,8.1,4.8,2.8,0.8,3.8,4.1,22.7,2016,21.3,1.06573
1496,Jonquel Jones,CON,C,34,479,6,9.0,16.9,0.531,1.2,3.5,0.333,7.8,13.4,0.583,5.4,7.3,0.739,6.4,13.3,2.3,2.3,4.0,2.6,7.6,24.5,2016,20.1,1.21891
1498,Lynetta Kizer,IND,F,33,569,12,12.7,22.8,0.556,0.0,0.1,0.0,12.7,22.7,0.558,3.7,4.6,0.8,3.2,9.7,1.8,2.3,0.9,3.2,7.4,29.0,2016,24.8,1.16935
1500,Crystal Langhorne,SEA,F-C,33,843,33,7.8,12.4,0.63,0.1,0.1,1.0,7.7,12.3,0.628,3.7,4.9,0.759,2.7,11.2,2.9,1.4,0.6,3.2,3.8,19.3,2016,14.6,1.32192
1501,Erlana Larkins,IND,F,33,880,33,6.3,9.8,0.639,0.0,0.0,,6.3,9.8,0.639,3.6,4.1,0.884,4.5,14.4,4.0,1.8,0.9,3.2,4.7,16.1,2016,11.6,1.38793
1502,Ivory Latta,WAS,G,22,458,2,6.3,19.1,0.331,3.7,12.1,0.305,2.6,7.0,0.377,4.6,5.1,0.909,1.0,4.2,4.8,0.9,0.1,3.6,3.9,20.9,2016,21.3,0.98122
1503,Jantel Lavender,LAS,F,34,659,0,11.9,22.2,0.538,0.0,0.1,0.0,11.9,22.1,0.54,2.2,3.3,0.683,2.9,9.9,3.5,0.8,1.4,3.2,3.3,26.1,2016,23.7,1.10127
1504,Camille Smith,CON,F,33,812,29,6.0,15.6,0.384,1.8,5.6,0.322,4.2,10.0,0.419,2.2,3.6,0.632,1.6,6.1,4.1,2.4,0.6,3.5,5.7,16.0,2016,17.2,0.93023
1505,Jewell Loyd,SEA,G,34,1075,34,9.5,21.9,0.431,1.9,6.4,0.303,7.5,15.5,0.484,6.3,7.1,0.891,1.6,5.7,5.6,2.0,0.5,3.7,2.8,27.2,2016,25.0,1.088
1507,Sancho Lyttle,ATL,F,19,571,18,5.5,13.2,0.416,0.2,0.8,0.222,5.3,12.4,0.429,1.7,2.2,0.76,3.7,13.2,3.1,3.5,1.7,2.0,3.8,12.8,2016,14.2,0.90141
1509,Kayla McBride,SAS,G,17,523,17,10.3,28.2,0.367,2.9,9.6,0.305,7.4,18.5,0.399,5.9,6.9,0.853,1.3,6.9,3.3,1.8,0.2,3.4,2.2,29.5,2016,31.2,0.94551
1510,Janel McCarville,MIN,F-C,33,417,0,5.9,12.9,0.457,0.2,1.4,0.182,5.6,11.5,0.489,1.5,2.5,0.6,2.7,10.3,6.5,2.6,1.4,2.8,6.4,13.5,2016,14.0,0.96429
1511,Angel McCoughtry,ATL,F-G,33,989,32,11.4,26.3,0.434,1.3,4.4,0.302,10.1,21.9,0.46,8.7,11.1,0.788,1.9,9.6,4.7,2.7,1.2,4.9,4.0,32.9,2016,31.2,1.05449
1512,Emma Meesseman,WAS,F,34,996,34,11.1,20.8,0.533,1.6,3.5,0.448,9.5,17.3,0.55,3.6,4.5,0.8,3.5,10.1,4.1,2.2,1.3,2.3,4.6,27.3,2016,22.8,1.19737
1514,Tiffany Mitchell,IND,G,34,681,8,6.6,18.4,0.361,1.9,6.5,0.294,4.7,11.9,0.397,7.0,7.7,0.911,1.1,4.4,3.7,2.3,0.2,4.2,6.5,22.2,2016,21.8,1.01835
1516,Renee Montgomery,MIN,G,34,656,2,6.8,17.1,0.397,2.1,6.6,0.321,4.7,10.5,0.444,4.1,5.0,0.828,0.5,2.4,7.3,2.6,0.2,4.6,3.7,19.8,2016,19.3,1.02591
1517,Maya Moore,MIN,F,34,1009,34,11.3,25.3,0.448,3.3,8.2,0.404,8.0,17.1,0.469,7.4,8.5,0.868,2.2,8.9,7.2,2.7,1.3,4.0,4.5,33.3,2016,29.0,1.14828
1520,Astou Ndour-Fall,SAS,C-F,30,446,9,7.7,19.5,0.396,2.5,7.2,0.344,5.2,12.2,0.427,3.4,4.2,0.829,3.0,11.3,1.4,1.5,3.1,1.9,5.7,21.4,2016,21.3,1.00469
1521,Chiney Ogwumike,CON,F-C,33,801,18,10.0,17.0,0.587,0.0,0.0,,10.0,17.0,0.587,6.3,8.8,0.719,5.6,14.0,1.4,2.1,2.1,3.0,7.6,26.3,2016,20.9,1.25837
1522,Nneka Ogwumike,LAS,F,33,1043,33,12.3,18.4,0.665,0.8,1.3,0.615,11.4,17.1,0.669,7.3,8.4,0.869,3.9,15.0,5.1,2.1,2.0,3.5,5.7,32.6,2016,22.1,1.47511
1524,Courtney Paris,DAL,C,34,827,32,7.3,13.4,0.548,0.0,0.1,0.0,7.3,13.3,0.551,1.5,2.8,0.556,5.8,16.7,2.3,0.9,1.8,1.7,6.8,16.2,2016,14.6,1.10959
1525,Candace Parker,LAS,F-C,34,1046,34,9.5,21.5,0.442,2.1,5.5,0.382,7.4,16.0,0.463,5.0,7.0,0.707,1.7,12.5,8.3,2.4,1.7,4.9,3.7,26.1,2016,24.6,1.06098
1527,Jia Perkins,MIN,G,34,705,5,6.0,16.5,0.366,0.9,4.1,0.228,5.1,12.3,0.412,2.9,3.5,0.833,1.5,6.5,3.3,2.3,0.5,1.7,3.4,15.9,2016,18.0,0.88333
1528,Devereaux Peters,IND,F,30,440,0,8.6,15.7,0.549,0.1,0.4,0.333,8.5,15.3,0.554,1.2,2.1,0.556,2.4,10.7,2.6,1.4,2.1,2.1,7.1,18.5,2016,16.6,1.11446
1529,Haley Peters,SAS,F,34,594,0,6.7,19.2,0.349,1.6,6.4,0.25,5.1,12.8,0.399,2.5,3.3,0.757,1.4,7.0,2.4,1.1,0.6,2.5,5.7,17.5,2016,20.7,0.84541
1530,Sonja Petrovic,PHO,F,31,459,13,5.7,13.4,0.421,1.2,3.6,0.344,4.4,9.9,0.449,5.0,5.2,0.957,2.8,7.7,2.2,2.0,0.8,3.3,7.5,17.5,2016,15.7,1.11465
1531,Erin Phillips,DAL,G,32,466,12,5.4,12.2,0.438,2.5,6.6,0.383,2.8,5.7,0.5,3.2,3.5,0.906,1.6,4.0,4.2,0.5,0.3,2.7,3.5,16.4,2016,13.7,1.19708
1532,Plenette Pierson,DAL,F,27,718,27,8.2,21.3,0.387,2.1,6.3,0.337,6.1,15.0,0.408,4.1,5.0,0.829,2.6,8.7,3.8,1.6,0.7,3.4,6.8,22.7,2016,23.5,0.96596
1535,Cappie Pondexter,CHI,G,33,905,29,9.2,21.4,0.429,1.0,2.6,0.362,8.2,18.7,0.438,4.6,5.2,0.882,0.7,5.3,5.1,1.7,0.2,2.7,3.1,23.9,2016,23.7,1.00844
1536,Aerial Powers,DAL,G,32,614,2,8.3,21.1,0.394,2.7,7.2,0.368,5.6,13.9,0.407,8.4,10.0,0.835,2.2,7.2,2.9,2.7,0.6,4.2,6.1,27.6,2016,25.5,1.08235
1539,Allie Quigley,CHI,G,34,604,0,10.9,23.1,0.471,2.5,6.9,0.366,8.3,16.2,0.516,2.9,3.2,0.895,0.3,2.4,4.7,1.4,0.4,3.1,2.9,27.1,2016,24.5,1.10612
1540,Sugar Rodgers,NYL,G,33,1008,33,7.9,19.5,0.405,4.4,10.5,0.413,3.5,9.0,0.395,4.1,4.8,0.842,0.7,6.1,4.0,1.8,0.8,3.0,4.4,24.2,2016,21.6,1.12037
1541,Tierra Ruffin-Pratt,WAS,G,32,781,31,4.9,13.3,0.369,1.1,3.4,0.32,3.8,10.0,0.385,4.8,6.4,0.747,2.4,9.7,5.7,2.2,0.5,3.3,5.3,15.7,2016,16.1,0.97516
1544,Odyssey Sims,DAL,G,34,1074,30,7.3,20.5,0.353,2.0,7.1,0.28,5.3,13.4,0.392,6.1,6.9,0.883,0.9,4.1,6.2,1.8,0.3,4.1,3.7,22.6,2016,23.5,0.9617
1545,Breanna Stewart,SEA,F,34,1179,34,9.2,20.1,0.457,2.0,5.9,0.338,7.2,14.2,0.506,7.1,8.5,0.833,1.8,14.0,5.0,1.9,2.8,3.6,3.6,27.4,2016,23.8,1.15126
1546,Kiah Stokes,NYL,C,27,650,0,5.9,9.2,0.641,0.0,0.0,,5.9,9.2,0.641,2.9,4.6,0.627,4.9,15.8,1.6,1.4,3.0,2.4,6.0,14.7,2016,11.2,1.3125
1548,Carolyn Swords,NYL,C,34,596,34,6.5,11.4,0.571,0.0,0.0,,6.5,11.4,0.571,2.1,3.0,0.686,4.7,13.4,2.0,0.6,1.8,2.8,6.3,15.1,2016,12.7,1.18898
1549,Diana Taurasi,PHO,G,33,984,33,9.3,23.6,0.396,4.6,13.1,0.35,4.7,10.4,0.453,7.2,8.0,0.909,0.3,5.1,6.6,1.6,0.2,4.5,5.1,30.5,2016,27.1,1.12546
1551,Penny Taylor,PHO,F,25,643,25,8.1,16.6,0.488,3.2,8.0,0.396,4.9,8.6,0.574,5.4,5.9,0.907,0.8,7.4,7.1,3.0,0.9,3.3,4.2,24.7,2016,19.2,1.28646
1552,Alyssa Thomas,CON,F,31,840,31,7.8,16.1,0.487,0.0,0.0,,7.8,16.1,0.487,5.0,7.9,0.634,3.7,11.3,4.2,2.6,0.4,4.5,4.9,20.7,2016,19.6,1.05612
1553,Jasmine Thomas,CON,G,34,1091,34,7.0,17.1,0.408,1.4,4.7,0.297,5.6,12.4,0.449,3.2,3.7,0.861,1.2,6.5,8.0,2.0,0.6,4.0,4.1,18.5,2016,18.7,0.9893
1555,Ramu Tokashiki,SEA,F,31,404,1,7.7,16.4,0.472,0.0,0.1,0.0,7.7,16.3,0.476,5.8,7.1,0.818,3.6,9.8,1.2,1.9,0.5,3.2,10.7,21.3,2016,19.5,1.09231
1556,Kristi Toliver,LAS,G,33,1060,33,7.0,16.5,0.426,4.0,9.4,0.424,3.0,7.0,0.43,3.6,4.0,0.889,0.6,4.2,6.0,1.4,0.1,2.2,2.9,21.6,2016,18.3,1.18033
1557,Morgan Tuck,CON,F,26,433,3,7.8,18.9,0.414,2.0,6.5,0.304,5.8,12.4,0.472,3.7,5.3,0.711,2.7,8.6,3.4,1.2,0.2,2.9,2.9,21.4,2016,21.2,1.00943
1558,Courtney Vandersloot,CHI,G,30,728,21,6.7,16.0,0.419,1.8,5.2,0.351,4.9,10.8,0.452,4.6,5.1,0.904,0.9,5.6,9.8,2.9,0.3,3.3,4.2,19.8,2016,18.2,1.08791
1559,Kia Vaughn,WAS,C,34,672,4,7.6,15.1,0.503,0.0,0.0,,7.6,15.1,0.503,1.6,2.2,0.75,3.2,11.5,1.6,1.6,1.4,2.5,3.8,16.8,2016,16.1,1.04348
1562,Lindsay Whalen*,MIN,G,32,786,32,8.0,15.6,0.513,0.2,0.7,0.273,7.8,14.9,0.524,4.3,4.8,0.892,1.0,5.4,8.0,1.2,0.0,3.0,3.3,20.5,2016,17.7,1.15819
1563,Erica Wheeler,IND,G,34,811,25,7.3,17.5,0.418,1.1,3.7,0.298,6.2,13.8,0.449,2.6,3.1,0.833,1.2,4.6,6.1,1.5,0.1,4.4,5.6,18.3,2016,18.9,0.96825
1564,Elizabeth Williams,ATL,C-F,34,1179,34,6.7,15.2,0.442,0.0,0.0,0.0,6.7,15.2,0.444,3.9,5.7,0.692,4.5,11.8,1.8,1.1,3.4,1.8,4.5,17.4,2016,17.7,0.98305
1566,Tanisha Wright,NYL,G,29,668,28,6.0,15.1,0.401,0.3,1.3,0.235,5.7,13.8,0.417,2.5,3.5,0.717,1.8,5.1,7.9,2.0,0.4,5.1,5.3,14.9,2016,16.6,0.89759
1568,Tamera Young,CHI,F,32,824,20,6.9,15.4,0.45,0.0,0.1,0.0,6.9,15.2,0.453,3.0,3.8,0.79,2.7,8.9,2.8,1.5,0.2,2.2,5.2,16.8,2016,17.1,0.98246
1570,Shavonte Zellous,NYL,G,33,770,1,6.0,15.0,0.403,0.3,1.7,0.192,5.7,13.3,0.43,6.8,8.0,0.851,1.2,5.4,4.8,1.9,0.4,2.9,4.2,19.2,2016,18.5,1.03784
